Quarter,Time,Tm,Detail,WAS,NYG
1.0,9:54,Giants,Eli Manning 1 yard rush (John Carney kick),0,7
,2:53,Giants,John Carney 24 yard field goal,0,10
2.0,10:59,Giants,John Carney 25 yard field goal,0,13
,2:00,Giants,John Carney 47 yard field goal,0,16
,0:13,Redskins,Santana Moss 12 yard pass from Jason Campbell (Shaun Suisham kick),7,16
