Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
2,12:08,1,10,NYG 28,14,10,Warrick Dunn left end for -3 yards (tackle by Osi Umenyiora),3.710,2.760
2,11:32,2,13,NYG 31,14,10,Joey Harrington up the middle for 1 yard (tackle by Barry Cofield),2.760,2.210
2,10:52,3,12,NYG 30,14,10,Joey Harrington pass incomplete short middle intended for Alge Crumpler,2.210,1.410
2,10:48,4,12,NYG 30,14,10,Morten Andersen 48 yard field goal no good,1.410,-1.470
2,10:43,1,10,NYG 38,14,10,Eli Manning pass complete short middle to Brandon Jacobs for 2 yards (tackle by Keith Brooking),1.470,1.190
2,10:00,2,8,NYG 40,14,10,Brandon Jacobs left end for 2 yards (tackle by Keith Brooking),1.190,0.760
2,9:16,3,6,NYG 42,14,10,Eli Manning pass complete short right to Amani Toomer for 15 yards (tackle by Demorrio Williams),0.760,2.720
2,8:28,1,10,ATL 43,20,10,"Eli Manning pass complete deep middle to Plaxico Burress for 43 yards, touchdown",2.720,7.000
2,,,,ATL 2,21,10,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,21,10,"Lawrence Tynes kicks off 55 yards, returned by Jerious Norwood for 14 yards (tackle by Chase Blackburn). Penalty on Dwayne Blakley: Offensive Holding, 10 yards",0.000,-0.220
2,8:13,1,10,ATL 15,21,10,Warrick Dunn up the middle for 3 yards (tackle by Antonio Pierce),-0.220,-0.280
2,7:35,2,7,ATL 18,21,10,Warrick Dunn right tackle for 3 yards (tackle by Fred Robbins),-0.280,-0.630
2,7:26,3,4,ATL 21,21,10,Joey Harrington pass incomplete short left intended for Joe Horn,-0.630,-1.960
2,7:20,4,4,ATL 21,21,10,"Michael Koenen punts 55 yards, returned by R.W. McQuarters for 10 yards (tackle by Corey McIntyre)",-1.960,-1.200
2,7:09,1,10,NYG 34,21,10,Eli Manning pass complete short right to Derrick Ward for 9 yards (tackle by Michael Boley),1.200,1.870
2,6:42,2,1,NYG 43,21,10,Derrick Ward up the middle for no gain (tackle by Demorrio Williams),1.870,1.160
2,5:56,3,1,NYG 43,21,10,Reuben Droughns left tackle for 1 yard (tackle by Chauncey Davis and Jamaal Anderson),1.160,1.860
2,5:27,1,10,NYG 44,21,10,Eli Manning pass incomplete short left intended for Michael Matthews,1.860,1.320
2,5:22,2,10,NYG 44,21,10,Eli Manning pass complete short middle to Sinorice Moss for 7 yards (tackle by Chris Houston),1.320,1.550
2,4:38,3,3,ATL 49,21,10,Eli Manning pass complete short left to Plaxico Burress for 8 yards (tackle by Chris Houston),1.550,2.850
2,3:51,,,,21,10,Timeout #2 by New York Giants,0.000,2.850
2,3:51,1,10,ATL 41,21,10,Eli Manning pass incomplete deep middle intended for Plaxico Burress (defended by DeAngelo Hall),2.850,2.310
2,3:43,2,10,ATL 41,21,10,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",2.310,1.630
2,3:43,2,15,ATL 46,21,10,Eli Manning pass complete short left to Derrick Ward for 7 yards (tackle by Jamaal Anderson),1.630,1.880
2,2:58,3,8,ATL 39,21,10,Eli Manning pass incomplete short right intended for Sinorice Moss (defended by DeAngelo Hall),1.880,0.660
2,2:51,4,8,ATL 39,21,10,"Jeff Feagles punts 25 yards, fair catch by Adam Jennings",0.660,0.280
2,2:44,1,10,ATL 14,21,10,Joey Harrington pass incomplete short left intended for Michael Jenkins,-0.280,-0.750
2,2:38,2,10,ATL 14,21,10,Jerious Norwood up the middle for 16 yards (tackle by James Butler),-0.750,0.940
2,2:05,1,10,ATL 30,21,10,Joey Harrington sacked by Aaron Ross and Michael Strahan for -6 yards,0.940,-0.420
2,1:59,2,16,ATL 24,21,10,Joey Harrington sacked by Antonio Pierce for -10 yards,-0.420,-3.070
2,1:50,,,,21,10,Timeout #1 by Atlanta Falcons,0.000,-3.070
2,1:50,3,26,ATL 14,21,10,Jerious Norwood up the middle for 1 yard (tackle by Justin Tuck),-3.070,-2.440
2,1:46,,,,21,10,Timeout #3 by New York Giants,0.000,-2.440
2,1:46,4,25,ATL 15,21,10,"Michael Koenen punts 40 yards, fair catch by R.W. McQuarters",-2.440,-1.930
2,1:39,1,10,NYG 45,21,10,Derrick Ward up the middle for no gain (tackle by Jonathan Babineaux and Michael Boley),1.930,1.380
2,1:20,2,10,NYG 45,21,10,Eli Manning pass incomplete short right intended for Derrick Ward,1.380,0.700
2,1:14,3,10,NYG 45,21,10,Eli Manning pass complete short left to Jeremy Shockey for 9 yards (tackle by Chris Crocker),0.700,0.200
2,0:38,4,1,ATL 46,21,10,Derrick Ward up the middle for 5 yards (tackle by Keith Brooking),0.200,2.850
2,0:28,1,10,ATL 41,21,10,Eli Manning spiked the ball,2.850,2.310
2,0:28,2,10,ATL 41,21,10,Eli Manning pass incomplete short middle intended for Plaxico Burress is intercepted by Michael Boley at ATL-27 and returned for 12 yards (tackle by David Diehl),2.310,-1.530
2,0:17,1,10,ATL 39,21,10,Joey Harrington pass complete short middle to Warrick Dunn for 11 yards (tackle by Mathias Kiwanuka),1.530,2.260
2,0:09,,,,21,10,Timeout #2 by Atlanta Falcons,0.000,2.260
2,0:09,1,10,,21,10,Joey Harrington pass incomplete short left intended for Warrick Dunn,2.260,1.710
2,0:03,2,10,,21,10,Joey Harrington pass incomplete deep right intended for Joe Horn is intercepted by Aaron Ross at NYG-7 and returned for 8 yards (tackle by Roddy White),1.710,0.000
Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,21,10,"Michael Koenen kicks off 70 yards, returned by Reuben Droughns for 23 yards (tackle by Travis Williams)",0.000,0.480
3,14:54,1,10,NYG 23,21,10,Brandon Jacobs left end for 5 yards (tackle by Lawyer Milloy),0.480,0.610
3,14:22,2,5,NYG 28,21,10,Brandon Jacobs right end for 20 yards (tackle by DeAngelo Hall),0.610,2.130
3,13:48,1,10,NYG 48,21,10,Eli Manning pass incomplete,2.130,1.580
3,13:41,2,10,NYG 48,21,10,Reuben Droughns right tackle for 4 yards (tackle by Lawyer Milloy),1.580,1.420
3,12:56,3,6,ATL 48,21,10,Eli Manning pass incomplete deep right intended for Plaxico Burress,1.420,0.070
3,12:50,4,6,ATL 48,21,10,Jeff Feagles punts 43 yards,0.070,0.380
3,12:41,1,10,ATL 5,21,10,Warrick Dunn up the middle for 2 yards (tackle by Antonio Pierce),-0.380,-0.630
3,11:59,,,,21,10,Timeout #1 by Atlanta Falcons,0.000,-0.630
3,11:59,2,8,ATL 7,21,10,Joey Harrington pass incomplete short right intended for Alge Crumpler (defended by Barry Cofield),-0.630,-1.190
3,11:53,3,8,ATL 7,21,10,Joey Harrington pass complete short right to Roddy White for 38 yards (tackle by Sam Madison),-1.190,1.930
3,11:26,1,10,ATL 45,21,10,Joey Harrington pass incomplete short right intended for Laurent Robinson,1.930,1.380
3,11:20,2,10,ATL 45,21,10,Warrick Dunn up the middle for 2 yards (tackle by Gibril Wilson),1.380,0.960
3,10:42,3,8,ATL 47,21,10,Joey Harrington pass complete short left to Joe Horn for 11 yards (tackle by R.W. McQuarters),0.960,2.790
3,10:08,1,10,NYG 42,21,10,Joey Harrington pass incomplete deep right intended for Joe Horn,2.790,2.240
3,10:01,2,10,NYG 42,21,10,Warrick Dunn up the middle for no gain (tackle by James Butler),2.240,1.550
3,9:20,3,10,NYG 42,21,10,Joey Harrington sacked by Justin Tuck for -8 yards,1.550,-0.060
3,8:50,4,18,,21,10,"Michael Koenen punts 37 yards, fair catch by R.W. McQuarters",-0.060,0.320
3,8:43,1,10,NYG 13,21,10,Brandon Jacobs right end for 5 yards (tackle by Lawyer Milloy and Chauncey Davis),-0.320,-0.140
3,8:05,2,5,NYG 18,21,10,Brandon Jacobs left end for 7 yards (tackle by Chris Houston),-0.140,0.610
3,7:22,1,10,NYG 25,21,10,Eli Manning pass complete short right to Plaxico Burress for 8 yards (tackle by DeAngelo Hall),0.610,1.140
3,7:02,2,2,NYG 33,21,10,Brandon Jacobs right tackle for 2 yards (tackle by Keith Brooking and Roderick Coleman),1.140,1.270
3,6:24,1,10,NYG 35,21,10,Eli Manning pass complete short left to Madison Hedgecock for 9 yards (tackle by Demorrio Williams),1.270,1.940
3,5:41,2,1,NYG 44,21,10,Reuben Droughns left tackle for 3 yards (tackle by Jonathan Babineaux and Michael Boley),1.940,2.060
3,4:54,1,10,NYG 47,21,10,"Eli Manning pass incomplete deep right intended for Amani Toomer is intercepted by DeAngelo Hall at ATL-8 and returned for 33 yards (tackle by Jeremy Shockey). Penalty on Jeremy Shockey: Low Block, 15 yards",2.060,-2.650
3,4:34,1,10,NYG 44,21,10,Jerious Norwood for 2 yards (tackle by Kawika Mitchell),2.650,2.380
3,4:06,2,8,NYG 42,21,10,Joey Harrington pass incomplete short middle intended for Alge Crumpler,2.380,1.690
3,4:02,3,8,NYG 42,21,10,Joey Harrington pass incomplete short right intended for Joe Horn (defended by Mathias Kiwanuka),1.690,0.460
3,3:57,4,8,NYG 42,21,10,"Michael Koenen punts 34 yards, fair catch by R.W. McQuarters",0.460,0.380
3,3:49,1,10,NYG 8,21,10,Brandon Jacobs left tackle for 5 yards (tackle by Keith Brooking),-0.380,-0.410
3,3:02,2,5,NYG 13,21,10,Brandon Jacobs right end for 4 yards (tackle by Lawyer Milloy),-0.410,-0.370
3,2:16,3,1,NYG 17,21,10,Eli Manning pass complete short left to Amani Toomer for 15 yards (tackle by Chris Houston),-0.370,1.070
3,1:33,1,10,NYG 32,21,10,Eli Manning pass complete short left to Madison Hedgecock for 8 yards (tackle by Lawyer Milloy),1.070,1.610
3,0:45,2,2,NYG 40,21,10,Reuben Droughns left end for 1 yard (tackle by DeAngelo Hall and Keith Brooking),1.610,1.030
Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NYG 41,21,10,Brandon Jacobs left tackle for 2 yards (tackle by Chris Crocker),1.030,1.800
4,14:21,1,10,NYG 43,21,10,Eli Manning pass complete deep left to Jeremy Shockey for 19 yards,1.800,3.050
4,13:50,1,10,ATL 38,21,10,Eli Manning pass complete short right to Amani Toomer for 11 yards (tackle by DeAngelo Hall),3.050,3.780
4,13:07,1,10,ATL 27,21,10,Eli Manning pass complete deep middle to Amani Toomer for 16 yards (tackle by DeAngelo Hall),3.780,4.840
4,12:20,1,10,ATL 11,21,10,Derrick Ward up the middle for -2 yards (tackle by Chauncey Davis and Jonathan Babineaux),4.840,3.830
4,11:37,2,12,ATL 13,21,10,Eli Manning pass incomplete short middle intended for Amani Toomer (defended by DeAngelo Hall),3.830,3.080
,,,,,,,"ATL challenged the pass completion ruling, and the original play was overturned.",,
4,11:33,3,12,ATL 13,21,10,Eli Manning pass complete short left to Sinorice Moss for no gain,3.080,2.570
4,10:55,4,12,ATL 13,24,10,Lawrence Tynes 32 yard field goal good,2.570,3.000
4,,,,NYG 30,24,10,"Lawrence Tynes kicks off 60 yards, returned by Jerious Norwood for 19 yards (tackle by Reggie Torbor)",0.000,0.870
4,10:42,1,10,ATL 29,24,10,Jerious Norwood right end for 2 yards (tackle by Sam Madison),0.870,0.600
4,10:16,2,8,ATL 31,24,10,Joey Harrington pass incomplete short left intended for Laurent Robinson,0.600,-0.100
4,10:11,3,8,ATL 31,24,10,Joey Harrington pass complete short middle to Michael Jenkins for 5 yards (tackle by Kevin Dockery),-0.100,-0.980
4,9:42,4,3,ATL 36,24,10,"Michael Koenen punts 50 yards, fair catch by R.W. McQuarters",-0.980,0.280
4,9:35,1,10,NYG 14,24,10,Reuben Droughns right end for 9 yards (tackle by Keith Brooking),-0.280,0.550
4,8:50,2,1,NYG 23,24,10,Reuben Droughns up the middle for 2 yards (tackle by Lawyer Milloy),0.550,0.610
4,8:11,1,10,NYG 25,24,10,Reuben Droughns left tackle for 3 yards (tackle by Demorrio Williams),0.610,0.470
4,7:31,2,7,NYG 28,24,10,Eli Manning pass complete short right to Jeremy Shockey for 4 yards (tackle by DeAngelo Hall),0.470,0.300
4,6:44,3,3,NYG 32,24,10,"Penalty on David Diehl: False Start, 5 yards (no play)",0.300,-0.360
4,6:19,3,8,NYG 27,24,10,Eli Manning pass complete short right to Sinorice Moss for 5 yards (tackle by DeAngelo Hall),-0.360,-1.240
4,5:43,4,3,NYG 32,24,10,"Jeff Feagles punts 48 yards, returned by Adam Jennings for 7 yards (tackle by Chase Blackburn)",-1.240,-0.740
4,5:30,1,10,ATL 27,24,10,Joey Harrington pass complete short middle to Warrick Dunn for 2 yards (tackle by Antonio Pierce),0.740,0.470
4,5:08,2,8,ATL 29,24,10,Joey Harrington pass incomplete short left intended for Michael Jenkins (defended by Kevin Dockery),0.470,-0.230
4,5:02,3,8,ATL 29,24,10,Joey Harrington pass incomplete short left intended for Alge Crumpler,-0.230,-1.440
4,4:57,4,8,ATL 29,24,10,"Michael Koenen punts 38 yards, fair catch by R.W. McQuarters",-1.440,-1.140
4,4:50,1,10,NYG 33,24,10,Reuben Droughns up the middle for 2 yards (tackle by Lawyer Milloy and Grady Jackson),1.140,0.860
4,4:11,2,8,NYG 35,24,10,"Penalty on Grady Jackson: Encroachment, 5 yards (no play)",0.860,1.540
4,4:10,2,3,NYG 40,24,10,Reuben Droughns up the middle for 6 yards (tackle by Lawyer Milloy),1.540,1.990
4,3:23,1,10,NYG 46,24,10,Reuben Droughns left tackle for 45 yards (tackle by Michael Boley),1.990,5.140
4,3:14,1,9,ATL 9,30,10,"Derrick Ward left end for 9 yards, touchdown",5.140,7.000
4,,,,ATL 2,31,10,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,31,10,"Lawrence Tynes kicks off 55 yards, returned by Ovie Mughelli for 18 yards (tackle by Domenik Hixon)",0.000,1.140
4,3:02,1,10,ATL 33,31,10,Joey Harrington pass incomplete deep middle intended for Laurent Robinson (defended by Michael Strahan),1.140,0.590
4,2:57,2,10,ATL 33,31,10,Joey Harrington pass complete short right to Jerious Norwood for 21 yards (tackle by Gibril Wilson),0.590,2.520
4,2:40,1,10,NYG 46,31,10,Joey Harrington pass incomplete short left intended for Michael Jenkins,2.520,1.980
4,2:36,2,10,NYG 46,31,10,Joey Harrington pass complete short left to Jerious Norwood for 6 yards (tackle by Kevin Dockery),1.980,2.080
4,2:29,3,4,NYG 40,31,10,Joey Harrington pass incomplete deep left intended for Laurent Robinson (defended by Corey Webster),2.080,0.590
4,2:22,4,4,NYG 40,31,10,Joey Harrington pass incomplete short left intended for Dwayne Blakley (defended by Antonio Pierce),0.590,-1.600
4,2:17,1,10,NYG 40,31,10,Reuben Droughns left tackle for -1 yards (tackle by Trey Lewis),1.600,0.920
4,2:00,2,11,NYG 39,31,10,Reuben Droughns left tackle for 9 yards (tackle by Trey Lewis),0.920,1.420
4,1:52,,,,31,10,Timeout #2 by Atlanta Falcons,0.000,1.420
4,1:52,3,2,NYG 48,31,10,"Penalty on Madison Hedgecock: False Start, 5 yards (no play)",1.420,0.760
4,1:52,3,7,NYG 43,31,10,Reuben Droughns up the middle for 5 yards (tackle by Lawyer Milloy),0.760,-0.190
4,1:46,,,,31,10,Timeout #3 by Atlanta Falcons,0.000,-0.190
4,1:46,4,2,NYG 48,31,10,"Jeff Feagles punts 42 yards, fair catch by Adam Jennings",-0.190,0.380
4,1:39,1,10,ATL 10,31,10,Joey Harrington pass incomplete short left intended for Michael Jenkins,-0.380,-0.780
4,1:34,2,10,ATL 10,31,10,Joey Harrington pass complete short right to Jerious Norwood for 10 yards (tackle by Corey Webster),-0.780,0.280
4,1:07,1,10,ATL 20,31,10,Joey Harrington pass complete short right to Martrez Milner for 15 yards (tackle by Kevin Dockery),0.280,1.270
4,0:43,1,10,ATL 35,31,10,Joey Harrington pass complete short middle to Michael Jenkins for 18 yards (tackle by Antonio Pierce),1.270,2.460
4,0:18,1,10,NYG 47,31,10,Joey Harrington pass complete short right to Jerious Norwood for 14 yards (tackle by Antonio Pierce),2.460,3.380
4,0:03,1,10,NYG 33,31,10,Joey Harrington pass incomplete deep right intended for Laurent Robinson,3.380,2.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
