Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isiah Pacheco,KAN,15,86,0,6,77,5.1,9,0.6,0,
Jerick McKinnon,KAN,10,52,1,2,45,4.5,7,0.7,1,10.0
Patrick Mahomes,KAN,5,33,1,3,33,6.6,0,0.0,0,
Skyy Moore,KAN,2,12,0,,12,6.0,0,0.0,0,
Ronald Jones II,KAN,1,6,0,,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Royce Freeman,HOU,11,51,0,3,44,4.0,7,0.6,1,11.0
Dare Ogunbowale,HOU,8,14,0,1,14,1.8,0,0.0,0,
Davis Mills,HOU,5,21,1,1,21,4.2,0,0.0,0,
Jeff Driskel,HOU,4,8,0,0,8,2.0,0,0.0,1,4.0
