Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
1,9:44,2,10,HOU 15,0,0,Dare Ogunbowale left tackle for no gain (tackle by Carlos Dunlap),-0.710,-1.370
1,9:06,3,10,HOU 15,0,0,Davis Mills pass complete short left to Rex Burkhead for no gain (tackle by Michael Danna and Frank Clark),-1.370,-2.440
1,8:33,4,10,HOU 15,0,0,"Cameron Johnston punts 48 yards, returned by Kadarius Toney for 3 yards (tackle by Will Redmond)",-2.440,-1.600
1,8:24,1,10,KAN 40,0,0,Patrick Mahomes sacked by Christian Kirksey for -11 yards,1.600,-0.430
1,7:48,2,21,KAN 29,0,0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 7 yards (tackle by Tremon Smith and Christian Harris),-0.430,-0.160
1,7:04,3,14,KAN 36,0,0,Patrick Mahomes pass incomplete deep left intended for Justin Watson (defended by Blake Cashman),-0.160,-0.980
1,6:54,4,14,KAN 36,0,0,"Tommy Townsend punts 57 yards, returned by Desmond King for 13 yards (tackle by Jack Cochrane)",-0.980,-0.280
1,6:43,1,10,HOU 20,0,0,Jeff Driskel right end for 9 yards (tackle by Darius Harris),0.280,0.950
1,6:07,2,1,HOU 29,0,0,Dare Ogunbowale left guard for 2 yards (tackle by L'Jarius Sneed),0.950,1.000
1,5:35,1,10,HOU 31,0,0,Jeff Driskel right end for -1 yards (tackle by George Karlaftis and Nick Bolton),1.000,0.320
1,5:06,2,11,HOU 30,0,0,Davis Mills pass complete deep right to Chris Moore for 34 yards (tackle by Trent McDuffie),0.320,3.180
1,4:23,1,10,KAN 36,0,0,Dare Ogunbowale right tackle for 1 yard (tackle by Justin Reid),3.180,2.770
1,3:47,2,9,KAN 35,0,0,Davis Mills pass incomplete short left intended for Jordan Akins,2.770,2.080
1,3:42,3,9,KAN 35,0,0,Davis Mills pass complete short right to Rex Burkhead for 17 yards (tackle by Bryan Cook),2.080,4.370
1,3:02,1,10,KAN 18,0,0,Dare Ogunbowale up the middle for 3 yards (tackle by Leo Chenal and Khalen Saunders),4.370,4.250
1,2:25,2,7,KAN 15,0,0,Jeff Driskel pass complete short left to Chris Moore for -3 yards (tackle by Justin Reid),4.250,3.050
1,1:46,3,10,KAN 18,0,0,"Davis Mills pass incomplete intended for Jordan Akins. Penalty on Darius Harris: Defensive Pass Interference, 14 yards (accepted) (no play)",3.050,6.280
1,1:40,1,4,KAN 4,0,0,Jeff Driskel sacked by Frank Clark for -4 yards,6.280,4.570
1,1:04,2,8,KAN 8,0,6,"Davis Mills pass complete short right to Teagan Quitoriano for 8 yards, touchdown",4.570,7.000
1,1:01,,,KAN 15,0,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,1:01,,,HOU 35,0,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,1:01,1,10,KAN 25,0,7,Isiah Pacheco right tackle for 11 yards (tackle by Thomas Booker and Jalen Pitre),0.610,1.330
1,0:27,1,10,KAN 36,0,7,Isiah Pacheco left tackle for 18 yards (tackle by M.J. Stewart),1.330,2.520
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 46,0,7,Isiah Pacheco right end for -2 yards (tackle by Tremon Smith),2.520,1.710
2,14:28,2,12,HOU 48,0,7,Isiah Pacheco up the middle for 7 yards (tackle by Maliek Collins and Jalen Pitre),1.710,1.950
2,13:56,3,5,HOU 41,0,7,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 8 yards (tackle by Christian Kirksey),1.950,3.380
2,13:19,1,10,HOU 33,0,7,Patrick Mahomes pass complete short middle to Noah Gray for 13 yards (tackle by M.J. Stewart),3.380,4.240
2,12:35,1,10,HOU 20,6,7,"Patrick Mahomes pass complete short right to Jerick McKinnon for 20 yards, touchdown",4.240,7.000
2,12:27,,,HOU 15,7,7,Harrison Butker kicks extra point good,0.000,0.000
2,12:27,,,KAN 35,7,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,12:27,1,10,HOU 25,7,7,Dare Ogunbowale up the middle for 3 yards (tackle by Justin Reid and Carlos Dunlap),0.610,0.470
2,11:48,2,7,HOU 28,7,7,Royce Freeman up the middle for 1 yard (tackle by L'Jarius Sneed),0.470,-0.100
2,11:16,3,6,HOU 29,7,7,Davis Mills pass complete short left to Chris Moore for 7 yards (tackle by L'Jarius Sneed),-0.100,1.330
2,10:37,1,10,HOU 36,7,7,Phillip Dorsett pass incomplete short right,1.330,0.790
2,10:29,2,10,HOU 36,7,7,Davis Mills pass complete short left to Chris Moore for 4 yards (tackle by Willie Gay),0.790,0.630
2,9:57,3,6,HOU 40,7,7,Davis Mills pass incomplete deep left intended for Phillip Dorsett,0.630,-0.720
2,9:52,4,6,HOU 40,7,7,"Penalty on Jake Hansen: False Start, 5 yards (accepted) (no play)",-0.720,-1.040
2,9:52,4,11,HOU 35,7,7,"Cameron Johnston punts 48 yards, returned by Kadarius Toney for 5 yards (tackle by Blake Cashman)",-1.040,-0.410
2,9:37,1,10,KAN 22,7,7,"Isiah Pacheco up the middle for no gain. Isiah Pacheco fumbles (forced by Mario Addison), recovered by Desmond King at KC-22 and returned for 5 yards (tackle by JuJu Smith-Schuster and Skyy Moore)",0.410,-4.440
2,9:31,1,10,KAN 17,7,7,Jeff Driskel pass incomplete short right intended for Teagan Quitoriano (defended by Carlos Dunlap),4.440,3.850
2,9:28,2,10,KAN 17,7,13,"Davis Mills scrambles left end for 17 yards, touchdown",3.850,7.000
2,9:19,,,KAN 15,7,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,9:19,,,HOU 35,7,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,9:19,1,10,KAN 25,7,14,Ronald Jones left tackle for 6 yards (tackle by Desmond King and Maliek Collins),0.610,0.870
2,8:53,2,4,KAN 31,7,14,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-26 (tackle by Maliek Collins)",0.870,-0.230
2,8:11,3,7,KAN 28,7,14,Patrick Mahomes pass complete short right to Jerick McKinnon for 3 yards (tackle by Christian Harris),-0.230,-1.310
2,7:38,4,4,KAN 31,7,14,"Tommy Townsend punts 54 yards, returned by Tremon Smith for 7 yards (tackle by Michael Burton and Chris Lammons)",-1.310,-0.410
2,7:28,1,10,HOU 22,7,14,Royce Freeman left guard for 8 yards (tackle by Joshua Williams),0.410,0.950
2,6:52,2,2,HOU 30,7,14,Royce Freeman left end for 11 yards (tackle by Willie Gay),0.950,1.660
2,6:15,1,10,HOU 41,7,14,Royce Freeman left guard for 6 yards (tackle by Leo Chenal),1.660,1.930
2,5:36,2,4,HOU 47,7,14,Royce Freeman right end for 2 yards (tackle by Willie Gay and Khalen Saunders),1.930,1.490
2,4:52,3,2,HOU 49,7,14,Jeff Driskel right end for 1 yard (tackle by Leo Chenal),1.490,-0.060
2,4:13,4,1,HOU 50,7,14,"Cameron Johnston punts 44 yards, fair catch by Kadarius Toney at KC-6. Penalty on L'Jarius Sneed: Offensive Holding, 3 yards (accepted)",-0.060,0.380
2,4:06,1,10,KAN 3,7,14,Patrick Mahomes pass incomplete deep right intended for Justin Watson,-0.380,-0.780
2,3:58,,,,,,Timeout #1 by Kansas City Chiefs,,
2,3:58,2,10,KAN 3,7,14,Patrick Mahomes pass complete short middle to Jerick McKinnon for 5 yards (tackle by Christian Harris and Christian Kirksey),-0.780,-0.840
2,3:17,3,5,KAN 8,7,14,Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by Jalen Pitre),-0.840,0.410
2,3:04,1,10,KAN 22,7,14,"Penalty on Travis Kelce: Unsportsmanlike Conduct / Offense, 11 yards (accepted) (no play)",0.410,-0.370
2,3:04,1,10,KAN 11,7,14,Patrick Mahomes pass complete short right to Noah Gray for 13 yards (tackle by M.J. Stewart),-0.370,0.540
2,2:23,1,10,KAN 24,7,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 21 yards (tackle by M.J. Stewart),0.540,1.930
2,2:00,1,10,KAN 45,7,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 11 yards (tackle by Christian Kirksey),1.930,2.650
2,1:56,1,10,HOU 44,7,14,Jerick McKinnon right guard for 8 yards (tackle by M.J. Stewart),2.650,3.190
2,1:18,2,2,HOU 36,7,14,Patrick Mahomes scrambles right end for 12 yards (tackle by Tremon Smith and Jalen Pitre),3.190,3.970
2,1:10,1,10,HOU 24,7,14,Jerick McKinnon right guard for 3 yards (tackle by Christian Harris),3.970,3.840
2,0:34,2,7,HOU 21,7,14,Patrick Mahomes pass complete short right to Travis Kelce for 12 yards (tackle by M.J. Stewart),3.840,5.140
2,0:26,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:26,1,9,HOU 9,7,14,Patrick Mahomes pass complete short middle to Noah Gray for 5 yards (tackle by Christian Kirksey and Christian Harris),5.140,5.340
2,0:20,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:20,2,4,HOU 4,7,14,Patrick Mahomes pass incomplete short right intended for Jody Fortson (defended by Tremon Smith),5.340,4.490
2,0:17,3,4,HOU 4,13,14,"Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 4 yards, touchdown",4.490,7.000
2,0:14,,,HOU 15,13,14,Harrison Butker kicks extra point no good,0.000,-1.000
2,0:14,,,KAN 35,13,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:14,1,10,HOU 25,13,14,Davis Mills kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,13,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,13,14,Isiah Pacheco left guard for 9 yards (tackle by Jalen Pitre and Christian Harris),0.610,1.280
3,14:21,2,1,KAN 34,13,14,Isiah Pacheco left guard for 3 yards (tackle by Jonathan Owens and Desmond King),1.280,1.400
3,13:45,1,10,KAN 37,13,14,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 15 yards (tackle by Jalen Pitre),1.400,2.390
3,13:04,1,10,HOU 48,13,14,Skyy Moore left end for 9 yards (tackle by Jonathan Owens),2.390,3.060
3,12:30,2,1,HOU 39,13,14,Isiah Pacheco left guard for 12 yards (tackle by Jalen Pitre),3.060,3.780
3,11:56,1,10,HOU 27,13,14,Patrick Mahomes pass complete short left to Isiah Pacheco for 11 yards (tackle by Desmond King),3.780,4.510
3,11:10,1,10,HOU 16,13,14,Jerick McKinnon right tackle for 2 yards (tackle by Mario Addison and Christian Kirksey),4.510,4.210
3,10:30,2,8,HOU 14,13,14,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Christian Harris),4.210,4.170
3,9:49,3,4,HOU 10,13,14,Isiah Pacheco left guard for 2 yards (tackle by Maliek Collins),4.170,2.990
3,9:09,4,2,HOU 8,16,14,Harrison Butker 27 yard field goal good,2.990,3.000
3,9:05,,,KAN 35,16,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,9:05,1,10,HOU 25,16,14,Davis Mills pass incomplete short right intended for Jordan Akins,0.610,0.060
3,9:00,2,10,HOU 25,16,14,Jeff Driskel pass incomplete short right intended for Amari Rodgers (defended by Khalen Saunders),0.060,-0.620
3,8:57,3,10,HOU 25,16,14,"Davis Mills pass incomplete deep right intended for Rex Burkhead. Penalty on Tytus Howard: Offensive Holding, 10 yards (declined)",-0.620,-1.700
3,8:50,4,10,HOU 25,16,14,Cameron Johnston punts 52 yards out of bounds,-1.700,-0.480
3,8:43,1,10,KAN 23,16,14,Isiah Pacheco left guard for 4 yards (tackle by Thomas Booker),0.480,0.470
3,8:08,2,6,KAN 27,16,14,Patrick Mahomes pass complete short right to Travis Kelce for 18 yards (tackle by Christian Kirksey),0.470,1.930
3,7:25,1,10,KAN 45,16,14,"Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 5 yards (tackle by Jalen Pitre). Penalty on Jalen Pitre: Unnecessary Roughness / Defense, 15 yards (accepted)",1.930,3.250
3,7:07,1,10,HOU 35,16,14,Patrick Mahomes pass complete short right to Jerick McKinnon for -2 yards (tackle by Christian Harris),3.250,2.430
3,6:28,2,12,HOU 37,16,14,"Jerick McKinnon up the middle for 5 yards (tackle by Jonathan Owens). Penalty on JuJu Smith-Schuster: Offensive Holding, 10 yards (accepted)",2.430,1.760
3,5:50,2,17,HOU 42,16,14,"Patrick Mahomes pass complete to JuJu Smith-Schuster for 7 yards (tackle by Tremon Smith). Penalty on Jerick McKinnon: Illegal Blindside Block, 15 yards (accepted) HOU challenged the fumble ruling, and the original play was overturned. Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 6 yards. JuJu Smith-Schuster fumbles (forced by Tremon Smith), recovered by Jake Hansen at HOU-36 (tackle by Tremon Smith). Penalty on Jerick McKinnon: Illegal Blindside Block, 15 yards (accepted)",1.760,-2.320
3,5:43,1,10,KAN 49,16,14,Davis Mills pass complete short left to Jordan Akins for 7 yards (tackle by Nick Bolton),2.320,2.730
3,5:15,2,3,KAN 42,16,14,Royce Freeman up the middle for 1 yard (tackle by Leo Chenal and Frank Clark),2.730,2.150
3,4:35,3,2,KAN 41,16,14,"Royce Freeman left guard for no gain (tackle by Nick Bolton). Penalty on Frank Clark: Defensive Offside, 5 yards (accepted) (no play)",2.150,3.180
3,4:09,1,10,KAN 36,16,14,Davis Mills pass incomplete deep right intended for Chris Moore,3.180,2.640
3,4:04,2,10,KAN 36,16,14,Davis Mills pass complete short right to Royce Freeman for 5 yards (tackle by Justin Reid),2.640,2.610
3,3:28,3,5,KAN 31,16,14,"Davis Mills pass incomplete deep left intended for Jordan Akins. Penalty on Juan Thornhill: Defensive Pass Interference, 16 yards (accepted) (no play)",2.610,4.580
3,3:23,1,10,KAN 15,16,14,"Davis Mills sacked by Brandon Williams for no gain. Penalty on Juan Thornhill: Illegal Contact, 5 yards (accepted) . Penalty on Willie Gay: Illegal Contact, 5 yards (declined) (no play)",4.580,4.910
3,3:13,1,10,KAN 10,16,14,Royce Freeman left tackle for no gain (tackle by Carlos Dunlap and Khalen Saunders),4.910,4.190
3,2:34,2,10,KAN 10,16,14,Davis Mills pass complete short right to Jordan Akins for 3 yards (tackle by L'Jarius Sneed),4.190,3.810
3,1:52,3,7,KAN 7,16,14,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",3.810,3.100
3,1:30,3,12,KAN 12,16,20,"Davis Mills pass complete short middle to Jordan Akins for 12 yards, touchdown. Penalty on Willie Gay: Illegal Contact, 5 yards (declined)",3.100,7.000
3,1:25,,,KAN 15,16,21,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,1:25,,,HOU 35,16,21,"Ka'imi Fairbairn kicks off 64 yards, returned by Isiah Pacheco for 15 yards (tackle by Troy Hairston)",0.000,-0.140
3,1:21,1,10,KAN 16,16,21,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Desmond King),-0.140,0.550
3,0:41,2,2,KAN 24,16,21,Jerick McKinnon left guard for 4 yards (tackle by Christian Harris and Tremon Smith),0.550,0.810
3,0:10,1,10,KAN 28,16,21,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by Jake Hansen),0.810,1.660
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 41,16,21,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 12 yards (tackle by Christian Kirksey),1.660,2.460
4,14:31,1,10,HOU 47,16,21,Jerick McKinnon left guard for 3 yards (tackle by Tavierre Thomas and Jalen Pitre),2.460,2.320
4,13:49,2,7,HOU 44,16,21,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 15 yards (tackle by Tremon Smith),2.320,3.640
4,13:12,1,10,HOU 29,16,21,"Patrick Mahomes pass complete to Jerick McKinnon for 13 yards (tackle by Tremon Smith). Penalty on Christian Harris: Defensive Chop Block, 8 yards (accepted)",3.640,5.370
4,12:43,1,8,HOU 8,16,21,Skyy Moore right end for 3 yards (tackle by Jalen Pitre and Tavierre Thomas),5.370,5.150
4,12:06,2,5,HOU 5,22,21,"Patrick Mahomes scrambles left end for 5 yards, touchdown",5.150,7.000
4,11:57,,,HOU 2,24,21,Two Point Attempt: Patrick Mahomes pass complete to to Jerick McKinnon for no gain,1.000,1.000
4,11:57,,,KAN 35,24,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,11:57,1,10,HOU 25,24,21,Davis Mills scrambles right end for 4 yards (tackle by George Karlaftis),0.610,0.600
4,11:22,2,6,HOU 29,24,21,Davis Mills pass incomplete short right intended for Chris Moore,0.600,-0.100
4,11:15,3,6,HOU 29,24,21,"Davis Mills pass incomplete short right intended for Chris Moore. Penalty on L'Jarius Sneed: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.100,1.800
4,11:10,1,10,HOU 43,24,21,Davis Mills pass incomplete deep left intended for Amari Rodgers,1.800,1.250
4,11:04,2,10,HOU 43,24,21,Dare Ogunbowale right guard for 2 yards (tackle by Derrick Nnadi and Nick Bolton),1.250,0.830
4,10:28,3,8,HOU 45,24,21,Davis Mills pass complete short right to Brevin Jordan for 9 yards (tackle by Justin Reid),0.830,2.520
4,9:44,1,10,KAN 46,24,21,Royce Freeman right tackle for 5 yards (tackle by Khalen Saunders and L'Jarius Sneed),2.520,2.650
4,9:02,2,5,KAN 41,24,21,Royce Freeman left end for 6 yards (tackle by L'Jarius Sneed),2.650,3.250
4,8:23,1,10,KAN 35,24,21,Davis Mills pass incomplete deep left intended for Chris Moore (defended by Justin Reid),3.250,2.700
4,8:17,2,10,KAN 35,24,21,Davis Mills pass complete short middle to Amari Rodgers for 15 yards (tackle by Nick Bolton),2.700,4.240
4,7:32,1,10,KAN 20,24,21,Royce Freeman left end for 7 yards (tackle by Nick Bolton),4.240,4.830
4,6:50,2,3,KAN 13,24,21,Royce Freeman left end for 4 yards (tackle by Justin Reid and Willie Gay),4.830,5.140
4,6:04,1,9,KAN 9,24,21,Jeff Driskel left end for -1 yards (tackle by Leo Chenal),5.140,4.190
4,5:24,2,10,KAN 10,24,21,Davis Mills pass incomplete short middle intended for Jordan Akins (defended by Jaylen Watson),4.190,3.130
4,5:19,3,10,KAN 10,24,21,Davis Mills pass incomplete short left intended for Rex Burkhead (defended by Carlos Dunlap),3.130,2.760
4,5:14,4,10,KAN 10,24,24,Ka'imi Fairbairn 29 yard field goal good,2.760,3.000
4,5:11,,,HOU 35,24,24,"Ka'imi Fairbairn kicks off 59 yards, returned by Isiah Pacheco for 17 yards (tackle by Jake Hansen)",0.000,0.480
4,5:06,1,10,KAN 23,24,24,Isiah Pacheco left tackle for 6 yards (tackle by Christian Kirksey and Christian Harris),0.480,0.740
4,4:25,2,4,KAN 29,24,24,Isiah Pacheco right end for 9 yards (tackle by M.J. Stewart),0.740,1.470
4,3:57,1,10,KAN 38,24,24,Patrick Mahomes pass complete short middle to Travis Kelce for 7 yards (tackle by Christian Kirksey),1.470,1.870
4,3:23,2,3,KAN 45,24,24,Isiah Pacheco right guard for 4 yards (tackle by Tremon Smith),1.870,2.190
4,2:38,1,10,KAN 49,24,24,Jerick McKinnon right tackle for 2 yards (tackle by Ogbonnia Okoronkwo),2.190,1.920
4,2:00,2,8,HOU 49,24,24,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 4 yards (tackle by Jonathan Owens),1.920,1.750
4,1:54,,,,,,Timeout #1 by Houston Texans,,
4,1:54,3,4,HOU 45,24,24,Patrick Mahomes scrambles right end for 14 yards (tackle by Tavierre Thomas),1.750,3.510
4,1:45,,,,,,Timeout #2 by Houston Texans,,
4,1:45,1,10,HOU 31,24,24,Jerick McKinnon right tackle for -3 yards (tackle by Christian Harris and M.J. Stewart),3.510,2.560
4,1:41,,,,,,Timeout #3 by Houston Texans,,
4,1:41,2,13,HOU 34,24,24,Patrick Mahomes right end for 2 yards (tackle by Tremon Smith),2.560,2.150
4,0:58,3,11,HOU 32,24,24,Patrick Mahomes pass complete short left to Jerick McKinnon for -1 yards (tackle by Christian Harris),2.150,1.150
4,0:12,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:12,4,12,HOU 33,24,24,Harrison Butker 51 yard field goal no good,1.150,-1.660
4,0:08,1,10,HOU 41,24,24,Davis Mills kneels for -1 yards,1.660,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,10:00,,,HOU 35,24,24,"Ka'imi Fairbairn kicks off 62 yards, returned by Isiah Pacheco for 15 yards (tackle by Neville Hewitt and M.J. Stewart). Penalty on Noah Gray: Offensive Holding, 9 yards (accepted)",0.000,-0.380
OT,9:55,1,10,KAN 9,24,24,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 19 yards (tackle by Jalen Pitre),-0.380,0.810
OT,9:20,1,10,KAN 28,24,24,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Jonathan Owens),0.810,1.210
OT,8:45,2,3,KAN 35,24,24,Isiah Pacheco left guard for 2 yards (tackle by Jerry Hughes),1.210,0.760
OT,8:08,,,,,,Timeout #1 by Kansas City Chiefs,,
OT,8:08,3,1,KAN 37,24,24,Patrick Mahomes pass complete short right to Travis Kelce for 14 yards (tackle by Jalen Pitre),0.760,2.320
OT,7:37,1,10,HOU 49,24,24,Jerick McKinnon right guard for 2 yards (tackle by Rasheem Green),2.320,2.050
OT,7:01,2,8,HOU 47,24,24,Patrick Mahomes pass complete short middle to Travis Kelce for 4 yards (tackle by Christian Kirksey),2.050,1.880
OT,6:23,3,4,HOU 43,24,24,Patrick Mahomes sacked by Blake Cashman for -12 yards,1.880,-0.390
OT,5:40,4,16,KAN 45,24,24,"Tommy Townsend punts 42 yards, fair catch by Desmond King at HOU-13",-0.390,0.320
OT,5:34,1,10,HOU 13,24,24,"Davis Mills scrambles left end for 2 yards. Davis Mills fumbles (forced by Frank Clark), recovered by Willie Gay at HOU-26 (tackle by Frank Clark)",-0.320,-3.840
OT,5:19,1,10,HOU 26,30,24,"Jerick McKinnon left guard for 26 yards, touchdown",3.840,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
