Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
2,10:00,3,8,DEN 48,3,7,Chris Chandler pass incomplete intended for Dez White,1.290,0.070
2,9:50,4,8,DEN 48,3,7,Brad Maynard punts 44 yards,0.070,0.380
2,9:40,1,10,DEN 4,3,7,Clinton Portis left guard for 5 yards (tackle by Brian Urlacher),-0.380,-0.420
2,9:05,2,5,DEN 9,3,7,Clinton Portis right tackle for 3 yards (tackle by Warrick Holdman),-0.420,-0.480
2,8:22,3,2,DEN 12,3,7,Clinton Portis up the middle for 59 yards (tackle by Charles Tillman),-0.480,3.640
2,7:31,1,10,CHI 29,3,7,Quentin Griffin right tackle for 1 yard (tackle by Joe Tafoya),3.640,3.240
2,6:52,2,9,CHI 28,3,7,Jake Plummer pass complete to Rod Smith for 3 yards (tackle by Lance Briggs),3.240,2.940
2,6:09,3,6,CHI 25,3,7,Quentin Griffin right tackle for 3 yards (tackle by Jerry Azumah),2.940,2.090
2,5:33,4,3,CHI 22,3,7,Jason Elam 40 yard field goal no good,2.090,-0.940
2,5:28,1,10,CHI 30,3,7,Anthony Thomas right guard for 8 yards (tackle by Jashon Sykes),0.940,1.470
2,4:52,2,2,CHI 38,3,7,"Chris Chandler pass incomplete intended for Marty Booker. Penalty on Lenny Walls: Defensive Pass Interference, 45 yards (no play)",1.470,4.440
2,4:43,1,10,DEN 17,3,7,Anthony Thomas up the middle for 4 yards (tackle by Al Wilson),4.440,4.500
2,4:11,2,6,DEN 13,3,7,Chris Chandler pass complete to Stanley Pritchett for 9 yards (tackle by Al Wilson),4.500,6.280
2,3:27,1,4,DEN 4,3,7,Anthony Thomas up the middle for 3 yards (tackle by Al Wilson),6.280,5.910
2,2:49,2,1,DEN 1,3,7,Chris Chandler pass incomplete intended for Stanley Pritchett (defended by Donnie Spragan),5.910,5.170
2,2:45,3,1,DEN 1,3,7,Anthony Thomas up the middle for no gain (tackle by Darius Holland),5.170,3.550
2,2:00,4,1,DEN 1,3,7,"Penalty on John Gilmore: False Start, 4 yards (no play)",3.550,3.010
2,2:00,4,5,DEN 5,6,7,Paul Edinger 23 yard field goal good,3.010,3.000
2,,,,CHI 30,6,7,"Paul Edinger kicks off 65 yards, returned by Chris Cole for 22 yards (tackle by Bryan Knight)",0.000,0.740
2,1:50,1,10,DEN 27,6,7,Jake Plummer pass complete to Clinton Portis for 13 yards (tackle by Phillip Daniels),0.740,1.600
2,1:28,1,10,DEN 40,6,7,Jake Plummer pass complete to Clinton Portis for 3 yards (tackle by Brian Urlacher),1.600,1.460
2,1:18,,,,6,7,Timeout #3 by Denver Broncos,0.000,1.460
2,1:18,2,7,DEN 43,6,7,Jake Plummer pass incomplete intended for Ashley Lelie,1.460,0.760
2,1:12,3,7,DEN 43,6,7,Jake Plummer pass incomplete (defended by Alex Brown),0.760,-0.520
2,1:07,4,7,DEN 43,6,7,"Micah Knorr punts 35 yards, returned by R.W. McQuarters for 12 yards (tackle by Keith Burns)",-0.520,-1.200
2,0:57,1,10,CHI 34,6,7,Chris Chandler pass complete to David Terrell for 10 yards (tackle by Kelly Herndon),1.200,1.860
2,0:51,1,10,CHI 44,6,7,Chris Chandler pass complete to Marty Booker for 13 yards (tackle by Lenny Walls),1.860,2.720
2,0:39,,,,6,7,Timeout #2 by Chicago Bears,0.000,2.720
2,0:39,1,10,DEN 43,6,7,Chris Chandler pass incomplete intended for David Terrell,2.720,2.180
2,0:33,2,10,DEN 43,6,7,Chris Chandler pass complete to Desmond Clark for 7 yards (tackle by Donnie Spragan),2.180,2.410
2,0:13,3,3,DEN 36,6,7,Chris Chandler pass incomplete intended for Marty Booker,2.410,0.890
2,0:08,4,3,DEN 36,9,7,Paul Edinger 54 yard field goal good,0.890,3.000
2,,,,CHI 30,9,7,Paul Edinger kicks off 42 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,9,7,"Paul Edinger kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,9,7,Jake Plummer pass incomplete intended for Dwayne Carswell,0.280,-0.270
3,14:53,2,10,DEN 20,9,7,Clinton Portis right guard for 5 yards (tackle by Brian Urlacher),-0.270,-0.300
3,14:11,3,5,DEN 25,9,7,Jake Plummer pass complete to Rod Smith for 15 yards (tackle by Charles Tillman),-0.300,1.600
3,13:28,1,10,DEN 40,9,7,Clinton Portis right tackle for 49 yards (tackle by Mike Brown),1.600,4.840
3,13:03,1,10,CHI 11,9,7,Quentin Griffin right guard for -3 yards (tackle by Joe Tafoya),4.840,3.690
3,12:23,2,13,CHI 14,9,7,Jake Plummer pass incomplete intended for Rod Smith (defended by Phillip Daniels),3.690,3.030
3,12:20,3,13,CHI 14,9,7,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Mike Brown),3.030,2.980
3,11:45,4,6,CHI 7,9,10,Jason Elam 25 yard field goal good,2.980,3.000
3,,,,DEN 30,9,10,"Micah Knorr kicks off 65 yards, returned by Jerry Azumah for 39 yards (tackle by Jimmy Spencer)",0.000,1.860
3,11:33,1,10,CHI 44,9,10,Kordell Stewart pass complete to Marty Booker for 11 yards (tackle by Al Wilson),1.860,2.590
3,10:52,1,10,DEN 45,9,10,Kordell Stewart pass incomplete intended for David Terrell,2.590,2.040
3,10:48,2,10,DEN 45,9,10,Kordell Stewart right end for 7 yards (tackle by Kenoy Kennedy),2.040,2.280
3,10:18,,,,9,10,Timeout #1 by Chicago Bears,0.000,2.280
3,10:18,3,3,DEN 38,9,10,Bobby Wade left end for 4 yards (tackle by Al Wilson),2.280,3.310
3,9:40,1,10,DEN 34,9,10,Anthony Thomas left guard for 1 yard (tackle by Trevor Pryce and Mario Fatafehi),3.310,2.910
3,8:57,2,9,DEN 33,9,10,Kordell Stewart pass incomplete intended for Dez White,2.910,2.210
3,8:53,3,9,DEN 33,9,10,Kordell Stewart sacked by Trevor Pryce for -7 yards,2.210,0.590
3,8:27,4,16,DEN 40,9,10,"Penalty on Donnie Spragan: Encroachment, 5 yards (no play)",0.590,0.970
3,8:12,4,11,DEN 35,9,10,"Brad Maynard punts 35 yards, touchback",0.970,-0.280
3,8:01,1,10,DEN 20,9,10,Clinton Portis right tackle for 4 yards (tackle by Phillip Daniels),0.280,0.270
3,7:24,2,6,DEN 24,9,10,Clinton Portis right guard for 2 yards (tackle by Alex Brown),0.270,-0.160
3,6:39,3,4,DEN 26,9,10,Jake Plummer pass incomplete intended for Ashley Lelie,-0.160,-1.630
3,6:35,4,4,DEN 26,9,10,"Micah Knorr punts 44 yards, returned by R.W. McQuarters for 12 yards (tackle by Dwayne Carswell). Penalty on Scott Turner: Interference with Opportunity to Catch, 15 yards",-1.630,-1.930
3,6:23,1,10,CHI 45,9,10,Anthony Thomas left guard for 6 yards (tackle by Nick Ferguson),1.930,2.190
3,5:45,2,4,DEN 49,9,10,Kordell Stewart pass complete to Stanley Pritchett for 7 yards (tackle by Al Wilson),2.190,2.790
3,5:05,1,10,DEN 42,9,10,Kordell Stewart pass incomplete intended for Dez White,2.790,2.240
3,4:59,2,10,DEN 42,9,10,Kordell Stewart right end for 6 yards (tackle by Donnie Spragan),2.240,2.340
3,4:13,3,4,DEN 36,9,10,Kordell Stewart pass complete to Desmond Clark for 2 yards (tackle by Nick Ferguson),2.340,1.100
3,3:20,4,2,DEN 34,9,10,Kordell Stewart pass complete to Stanley Pritchett for 4 yards (tackle by Kenoy Kennedy),1.100,3.580
3,2:37,1,10,DEN 30,9,10,Anthony Thomas left guard for 2 yards (tackle by Mario Fatafehi),3.580,3.300
3,1:53,2,8,DEN 28,9,10,Kordell Stewart pass complete to Marty Booker for 14 yards (tackle by Lenny Walls),3.300,4.650
3,1:06,1,10,DEN 14,9,10,Kordell Stewart pass complete to Stanley Pritchett for 1 yard (tackle by Jashon Sykes),4.650,4.160
3,0:23,2,9,DEN 13,9,10,Kordell Stewart pass complete to Desmond Clark for 8 yards (tackle by Kenoy Kennedy),4.160,4.960
Quarter,Time,Down,ToGo,Location,CHI,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,DEN 5,9,10,Kordell Stewart up the middle for 2 yards (tackle by Kelly Herndon),4.960,6.510
4,14:14,1,3,DEN 3,9,10,Kordell Stewart right end for 2 yards (tackle by Kenoy Kennedy and Trevor Pryce),6.510,5.910
4,13:45,2,1,DEN 1,9,10,Kordell Stewart left guard for no gain (tackle by Nick Ferguson),5.910,5.170
4,13:07,3,1,DEN 1,9,10,Kordell Stewart up the middle for no gain (tackle by Trevor Pryce),5.170,3.550
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
4,12:47,4,1,DEN 1,15,10,"Kordell Stewart up the middle for 1 yard, touchdown",3.550,7.000
4,,,,DEN 2,16,10,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,16,10,"Paul Edinger kicks off 68 yards, returned by Chris Cole for 26 yards (tackle by Ahmad Merritt)",0.000,0.810
4,12:39,1,10,DEN 28,16,10,Jake Plummer sacked by Charles Tillman for -3 yards,0.810,-0.140
4,12:06,2,13,DEN 25,16,10,Jake Plummer pass incomplete intended for Shannon Sharpe (defended by Lance Briggs),-0.140,-0.820
4,12:00,3,13,DEN 25,16,10,Jake Plummer pass complete to Deltha O'Neal for 1 yard (tackle by Lance Briggs),-0.820,-1.630
4,11:22,4,12,DEN 26,16,10,"Micah Knorr punts 35 yards, fair catch by R.W. McQuarters",-1.630,-1.600
4,11:13,1,10,CHI 40,16,10,Kordell Stewart pass incomplete intended for Dez White,1.600,1.050
4,11:06,2,10,CHI 40,16,10,Anthony Thomas left end for 2 yards (tackle by Reggie Hayward),1.050,0.630
4,10:20,3,8,CHI 42,16,10,"Kordell Stewart pass incomplete intended for David Terrell. Penalty on Lenny Walls: Defensive Pass Interference, 21 yards (no play)",0.630,3.120
4,10:14,1,10,DEN 37,16,10,Kordell Stewart right end for 11 yards (tackle by Dorsett Davis),3.120,3.840
4,9:59,1,10,DEN 26,16,10,"Penalty on Steve Edwards: False Start, 5 yards (no play)",3.840,3.510
4,9:46,1,15,DEN 31,16,10,Kordell Stewart pass incomplete intended for Marty Booker,3.510,2.620
4,9:43,2,15,DEN 31,16,10,Anthony Thomas left tackle for 3 yards (tackle by Al Wilson),2.620,2.350
4,8:58,3,12,DEN 28,16,10,Kordell Stewart pass incomplete intended for Desmond Clark,2.350,1.590
4,8:50,,,,16,10,Timeout #3 by Chicago Bears,0.000,1.590
4,8:50,4,12,DEN 28,19,10,Paul Edinger 47 yard field goal good,1.590,3.000
4,,,,CHI 30,19,10,"Paul Edinger kicks off 66 yards, returned by Chris Cole for 19 yards (tackle by Brock Williams). Penalty on Willie Middlebrooks: Offensive Holding, 10 yards",0.000,-0.320
4,8:37,1,10,DEN 13,19,10,Jake Plummer pass incomplete (defended by Keith Traylor),-0.320,-0.770
4,8:34,2,10,DEN 13,19,10,Jake Plummer pass incomplete intended for Rod Smith,-0.770,-1.420
4,8:27,3,10,DEN 13,19,10,Jake Plummer pass incomplete intended for Ashley Lelie,-1.420,-2.490
4,8:21,4,10,DEN 13,19,10,"Micah Knorr punts 37 yards, returned by R.W. McQuarters for 12 yards (tackle by Keith Burns)",-2.490,-3.050
4,8:06,1,10,DEN 38,19,10,Anthony Thomas up the middle for no gain (tackle by Kelly Herndon),3.050,2.510
4,7:21,2,10,DEN 38,19,10,Kordell Stewart pass incomplete intended for Desmond Clark,2.510,1.820
4,7:17,3,10,DEN 38,19,10,Kordell Stewart pass incomplete intended for Marty Booker,1.820,0.720
4,7:14,4,10,DEN 38,19,10,Penalty on Brad Maynard: Delay of Game (Declined),0.720,0.720
4,7:11,4,10,DEN 38,19,10,Brad Maynard punts 29 yards,0.720,0.380
4,7:05,1,10,DEN 9,19,10,Jake Plummer pass incomplete intended for Dwayne Carswell,-0.380,-0.780
4,7:00,2,10,DEN 9,19,10,Jake Plummer pass complete to Dwayne Carswell for 5 yards (tackle by Alex Brown),-0.780,-0.840
4,6:19,3,5,DEN 14,19,10,Jake Plummer pass complete to Shannon Sharpe for 28 yards (tackle by Bobby Gray),-0.840,1.730
4,5:48,1,10,DEN 42,19,10,Jake Plummer pass complete to Rod Smith for 23 yards (tackle by Charles Tillman),1.730,3.250
4,5:13,1,10,CHI 35,19,10,Clinton Portis left end for 8 yards (tackle by Bobby Gray),3.250,3.780
4,4:51,2,2,CHI 27,19,10,Quentin Griffin up the middle for 2 yards (tackle by Alex Brown),3.780,3.910
4,4:39,,,,19,10,Timeout #1 by Denver Broncos,0.000,3.910
4,4:39,1,10,CHI 25,19,10,Jake Plummer pass incomplete intended for Rod Smith (defended by Jerry Azumah),3.910,3.360
4,4:31,2,10,CHI 25,19,10,Jake Plummer pass incomplete intended for Ed McCaffrey,3.360,2.680
4,4:27,3,10,CHI 25,19,10,Jake Plummer pass complete to Rod Smith for 3 yards (tackle by Jerry Azumah),2.680,1.990
4,3:52,4,7,CHI 22,19,10,"Micah Knorr pass incomplete intended for Dwayne Carswell. Micah Knorr fumbles, recovered by Micah Knorr at CHI-30",1.990,-0.410
4,3:45,1,10,CHI 22,19,10,Anthony Thomas right end for 6 yards (tackle by Jashon Sykes),0.410,0.680
4,3:35,,,,19,10,Timeout #2 by Denver Broncos,0.000,0.680
4,3:35,2,4,CHI 28,19,10,Anthony Thomas left end for 3 yards (tackle by Nick Ferguson),0.680,0.370
4,3:04,3,1,CHI 31,19,10,Anthony Thomas right guard for 3 yards (tackle by Donnie Spragan),0.370,1.200
4,2:48,,,,19,10,Timeout #3 by Denver Broncos,0.000,1.200
4,2:48,1,10,CHI 34,19,10,Anthony Thomas right end for no gain (tackle by Keith Burns),1.200,0.660
4,2:08,2,10,CHI 34,19,10,Anthony Thomas right tackle for 1 yard (tackle by Keith Burns),0.660,0.100
4,2:00,3,9,CHI 35,19,10,Anthony Thomas up the middle for no gain (tackle by Mario Fatafehi),0.100,-1.040
4,1:19,4,9,CHI 35,19,10,"Brad Maynard punts 47 yards, returned by Deltha O'Neal for 9 yards (tackle by Ahmad Merritt)",-1.040,-0.740
4,1:06,1,10,DEN 27,19,10,Jake Plummer pass complete to Patrick Hape for 9 yards (tackle by Brian Urlacher),0.740,1.410
4,0:48,2,1,DEN 36,19,10,Jake Plummer pass complete to Ashley Lelie for 2 yards,1.410,1.470
4,0:41,1,10,DEN 38,19,10,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Lance Briggs),1.470,2.190
4,0:21,1,10,DEN 49,19,10,Jake Plummer pass complete to Rod Smith for 15 yards (tackle by Lance Briggs),2.190,3.180
4,0:03,1,10,CHI 36,19,10,"Jake Plummer spiked the ball. Penalty on CHI: Defensive 12 On-field, 5 yards (no play)",3.180,3.910
4,0:02,1,5,CHI 31,19,10,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Bobby Gray),3.910,3.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
