Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,5:47,1,10,TAM 38,6,3,"Drew Brees pass complete deep left to Marques Colston for 38 yards, touchdown",3.050,7.000
1,,,,TAM 2,7,3,John Kasay kicks extra point good,0.000,0.000
1,,,,NOR 35,,,"Thomas Morstead kicks off 59 yards, returned by Preston Parker for 9 yards",,
1,5:34,1,10,TAM 15,7,3,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Scott Shanle),-0.220,-0.710
1,5:28,2,10,TAM 15,7,3,Josh Freeman pass complete short right to Mike Williams for 9 yards (tackle by Tracy Porter),-0.710,-0.270
1,4:45,3,1,TAM 24,7,3,Josh Freeman up the middle for 3 yards (tackle by Scott Shanle),-0.270,0.740
1,4:12,1,10,TAM 27,7,3,Josh Freeman pass complete short right to Arrelious Benn for 5 yards (tackle by Jonathan Vilma),0.740,0.870
1,3:30,2,5,TAM 32,7,3,"Josh Freeman pass incomplete short left intended for Kellen Winslow Jr.. Penalty on Roman Harper: Defensive Pass Interference, 8 yards (no play)",0.870,1.600
1,3:25,1,10,TAM 40,7,3,Josh Freeman right end for 2 yards (tackle by Roman Harper),1.600,1.320
1,2:59,2,8,TAM 42,7,3,Kregg Lumpkin left guard for 9 yards (tackle by Tracy Porter),1.320,2.320
1,2:20,1,10,NOR 49,7,3,Arrelious Benn left end for -5 yards (tackle by Scott Shanle),2.320,1.110
1,1:45,2,15,TAM 46,7,3,"Josh Freeman pass incomplete short right intended for Kellen Winslow Jr.. Penalty on Jeff Faine: Offensive Holding, 10 yards (no play)",1.110,-0.240
1,1:38,2,25,TAM 36,7,3,Josh Freeman pass complete short left to Mike Williams for -2 yards (tackle by Patrick Robinson). Penalty on Preston Parker: Offensive Holding (Declined),-0.240,-1.150
1,1:13,3,27,TAM 34,7,3,Josh Freeman pass complete short middle to Preston Parker for 13 yards (tackle by Jonathan Casillas),-1.150,-0.260
1,0:39,4,14,TAM 47,7,3,Michael Koenen punts 33 yards,-0.260,-0.280
1,0:29,1,10,NOR 20,7,3,Drew Brees pass incomplete short right intended for Jimmy Graham,0.280,-0.270
1,0:25,2,10,NOR 20,7,3,Drew Brees pass complete short left to Marques Colston for 7 yards (tackle by E.J. Biggers),-0.270,-0.030
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NOR 27,7,3,Drew Brees pass incomplete short right intended for Darren Sproles,-0.030,-1.570
2,14:56,4,3,NOR 27,7,3,"Thomas Morstead punts 53 yards, fair catch by Preston Parker",-1.570,-0.280
2,14:48,1,10,TAM 20,7,3,Earnest Graham up the middle for 7 yards (tackle by Sedrick Ellis and Scott Shanle),0.280,0.680
2,14:08,2,3,TAM 27,7,3,Josh Freeman pass complete short right to Mike Williams for 8 yards (tackle by Scott Shanle),0.680,1.270
2,13:30,1,10,TAM 35,7,9,"Josh Freeman pass complete deep right to Arrelious Benn for 65 yards, touchdown",1.270,7.000
2,,,,NOR 2,7,10,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 35,7,10,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,13:17,1,10,NOR 20,7,10,Pierre Thomas up the middle for no gain (tackle by Michael Bennett and Mason Foster),0.280,-0.270
2,12:41,2,10,NOR 20,7,10,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Sean Jones and Geno Hayes),-0.270,-0.300
2,11:57,3,5,NOR 25,7,10,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Ronde Barber),-0.300,-1.700
2,11:51,4,5,NOR 25,7,10,"Thomas Morstead punts 61 yards, returned by Preston Parker for 6 yards (tackle by Jo-Lonn Dunbar). Penalty on Myron Lewis: Illegal Block Above the Waist, 10 yards",-1.700,0.380
2,11:38,1,10,TAM 10,7,10,Josh Freeman pass complete short right to Erik Lorig for 6 yards (tackle by Roman Harper),-0.380,-0.230
2,11:07,2,4,TAM 16,7,10,Earnest Graham right tackle for 34 yards (tackle by Jabari Greer),-0.230,2.260
2,10:22,1,10,,7,10,Kregg Lumpkin right tackle for 4 yards (tackle by Cameron Jordan and Roman Harper),2.260,2.250
2,9:45,2,6,NOR 46,7,10,Josh Freeman pass complete short middle to Zack Pianalto for 9 yards (tackle by Scott Shanle),2.250,3.120
2,9:02,1,10,NOR 37,7,10,"Josh Freeman pass complete short left to Mike Williams for 14 yards (tackle by Jabari Greer). Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",3.120,2.460
2,8:32,1,20,NOR 47,7,10,Josh Freeman pass complete short right to Earnest Graham for 19 yards (tackle by Junior Galette),2.460,3.790
2,7:44,2,1,NOR 28,7,10,"Earnest Graham left guard for no gain (tackle by Jo-Lonn Dunbar). Penalty on Aubrayo Franklin: Defensive Offside, 5 yards (no play)",3.790,4.040
2,7:17,1,10,NOR 23,7,10,Earnest Graham left tackle for -1 yards (tackle by Tom Johnson and Will Smith),4.040,3.360
2,6:28,,,,7,10,Timeout #1 by Tampa Bay Buccaneers,0.000,3.360
2,6:28,2,11,NOR 24,7,10,Preston Parker left end for -3 yards (tackle by Patrick Robinson),3.360,2.280
2,5:48,3,14,NOR 27,7,10,Josh Freeman pass complete short left to Kellen Winslow Jr. for 3 yards (tackle by Patrick Robinson),2.280,1.870
2,5:30,4,11,NOR 24,7,13,Connor Barth 42 yard field goal good,1.870,3.000
2,,,,TAM 35,7,13,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,5:26,1,10,NOR 20,7,13,Drew Brees pass incomplete short middle intended for Jed Collins,0.280,-0.270
2,5:19,2,10,NOR 20,7,13,Mark Ingram right tackle for 2 yards (tackle by Tanard Jackson),-0.270,-0.690
2,4:43,,,,7,13,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.690
2,4:43,3,8,NOR 22,7,13,Drew Brees pass incomplete deep right intended for Robert Meachem is intercepted by Tanard Jackson at NOR-41 and returned for 16 yards (tackle by Robert Meachem),-0.690,-3.910
2,4:33,1,10,NOR 25,7,13,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Scott Shanle),3.910,3.360
2,4:27,2,10,NOR 25,7,13,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 6 yards (tackle by Jonathan Vilma),3.360,3.490
2,3:47,3,4,NOR 19,7,19,"Josh Freeman pass complete short middle to Preston Parker for 19 yards, touchdown",3.490,7.000
2,,,,NOR 2,7,20,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 35,7,20,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,3:40,1,10,NOR 20,7,20,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Geno Hayes),0.280,0.540
2,3:12,2,4,NOR 26,7,20,Drew Brees pass complete deep left to Marques Colston for 19 yards,0.540,1.930
2,2:52,1,10,NOR 45,7,20,Drew Brees pass complete short left to Darren Sproles for 8 yards (tackle by E.J. Biggers),1.930,2.460
2,2:28,2,2,TAM 47,7,20,Drew Brees pass complete short middle to Darren Sproles for 6 yards,2.460,2.850
2,2:11,1,10,TAM 41,7,20,Drew Brees pass incomplete deep left intended for Marques Colston is intercepted by E.J. Biggers at TAM-25,2.850,-0.610
2,2:03,1,10,TAM 25,7,20,Josh Freeman pass complete short right to Earnest Graham for 3 yards (tackle by Jabari Greer),0.610,0.470
2,1:57,2,7,TAM 28,7,20,Earnest Graham right guard for 3 yards (tackle by Jonathan Casillas),0.470,0.170
2,1:49,,,,7,20,Timeout #1 by New Orleans Saints,0.000,0.170
2,1:49,3,4,TAM 31,7,20,Josh Freeman pass complete short middle to Mike Williams for 14 yards (tackle by Patrick Robinson),0.170,1.930
2,1:17,1,10,TAM 45,7,20,Josh Freeman pass incomplete short middle intended for Kellen Winslow Jr.,1.930,1.380
2,1:12,2,10,TAM 45,7,20,Josh Freeman pass incomplete short middle intended for Kellen Winslow Jr.,1.380,0.700
2,1:08,3,10,TAM 45,7,20,Josh Freeman pass incomplete short left intended for Kellen Winslow Jr.,0.700,-0.390
2,1:04,4,10,TAM 45,7,20,Michael Koenen punts 53 yards,-0.390,0.380
2,0:55,1,10,NOR 2,7,20,Drew Brees pass complete short middle to Jimmy Graham for 9 yards (tackle by Elbert Mack),-0.380,-0.120
2,0:36,2,1,NOR 11,7,20,Drew Brees pass complete deep right to Jimmy Graham for 43 yards (tackle by Sean Jones). Penalty on Brian Price: Defensive Offside (Declined),-0.120,2.520
2,0:29,1,10,TAM 46,7,20,Drew Brees pass incomplete short left intended for Marques Colston (defended by E.J. Biggers),2.520,1.980
2,0:24,2,10,TAM 46,7,20,"Drew Brees pass complete short right to Darren Sproles for 9 yards. Penalty on NOR: Offensive Holding, 10 yards",1.980,1.840
2,0:15,2,11,TAM 47,7,20,Drew Brees pass complete deep left to Marques Colston for 31 yards (tackle by Elbert Mack and Corey Lynch),1.840,4.510
2,0:06,,,,7,20,Timeout #2 by New Orleans Saints,0.000,4.510
2,0:06,1,10,TAM 16,10,20,John Kasay 33 yard field goal good,4.510,3.000
2,,,,NOR 35,10,20,Thomas Morstead kicks off 45 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,20,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,10,20,Drew Brees for 7 yards (tackle by Ronde Barber),0.280,0.680
3,14:36,2,3,NOR 27,10,20,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Ronde Barber),0.680,1.330
3,14:03,1,10,NOR 36,10,20,"Drew Brees pass complete short left to Jed Collins for 5 yards (tackle by Quincy Black). Penalty on Charles Brown: Illegal Formation, 5 yards (no play)",1.330,1.000
3,13:46,1,15,NOR 31,10,20,Mark Ingram left guard for 1 yard (tackle by Tanard Jackson),1.000,0.250
3,13:07,2,14,NOR 32,10,20,Drew Brees pass incomplete short right intended for Darren Sproles,0.250,-0.430
3,13:02,3,14,NOR 32,10,20,Drew Brees pass incomplete short right intended for Marques Colston,-0.430,-1.240
3,12:56,4,14,NOR 32,10,20,"Thomas Morstead punts 51 yards, returned by Preston Parker for 6 yards (tackle by Ramon Humber)",-1.240,-0.480
3,12:42,1,10,TAM 23,10,20,"Earnest Graham right guard for 3 yards (tackle by Roman Harper). Penalty on Ted Larsen: Face Mask (15 Yards), 13 yards",0.480,-0.590
3,12:14,1,20,TAM 13,10,20,Josh Freeman pass complete deep middle to Dezmon Briscoe for 32 yards (tackle by Tracy Porter and Malcolm Jenkins),-0.590,1.930
3,11:29,1,10,TAM 45,10,20,Josh Freeman pass incomplete short right intended for Mike Williams,1.930,1.380
3,11:18,2,10,TAM 45,10,20,Josh Freeman pass complete short right to Arrelious Benn for 13 yards (tackle by Jabari Greer),1.380,2.790
3,10:53,1,10,NOR 42,10,20,Earnest Graham left guard for 5 yards (tackle by Jonathan Vilma),2.790,2.920
3,10:08,2,5,NOR 37,10,20,Josh Freeman pass incomplete short left intended for Mike Williams,2.920,2.210
3,10:01,3,5,NOR 37,10,20,Josh Freeman pass incomplete short left intended for Preston Parker,2.210,0.790
3,9:58,4,5,NOR 37,10,20,Connor Barth 55 yard field goal no good,0.790,-1.930
3,9:53,1,10,NOR 45,10,20,Pierre Thomas up the middle for 2 yards (tackle by Adam Hayward),1.930,1.650
3,9:20,2,8,NOR 47,10,20,Drew Brees pass complete deep left to Jimmy Graham for 18 yards (tackle by Tanard Jackson),1.650,3.250
3,8:42,1,10,TAM 35,10,20,Pierre Thomas right tackle for 3 yards (tackle by Adam Hayward and Roy Miller),3.250,3.110
3,8:01,2,7,TAM 32,10,20,Pierre Thomas left guard for 6 yards (tackle by Adrian Clayborn),3.110,3.200
3,7:22,3,1,TAM 26,10,20,Mark Ingram right guard for 5 yards (tackle by Tim Crowder),3.200,4.170
3,6:46,1,10,TAM 21,10,20,Drew Brees pass complete short right to Darren Sproles for 5 yards (tackle by Aqib Talib and Ronde Barber),4.170,4.370
3,6:05,2,5,TAM 16,10,20,"Penalty on Charles Brown: False Start, 5 yards (no play)",4.370,3.630
3,5:47,2,10,TAM 21,10,20,Drew Brees up the middle for 11 yards (tackle by Tanard Jackson),3.630,4.910
3,5:03,1,10,TAM 10,10,20,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",4.910,4.370
3,4:46,1,15,TAM 15,10,20,Drew Brees pass complete short right to Marques Colston for 8 yards (tackle by Geno Hayes),4.370,4.760
3,4:05,2,7,TAM 7,10,20,Drew Brees pass incomplete short middle intended for Lance Moore,4.760,3.810
3,4:01,3,7,TAM 7,10,20,Drew Brees pass complete short right to Darren Sproles for 1 yard (tackle by Frank Okam),3.810,2.990
3,3:23,4,6,TAM 6,13,20,John Kasay 24 yard field goal good,2.990,3.000
3,,,,NOR 35,13,20,"Thomas Morstead kicks off 67 yards, returned by Preston Parker for 21 yards (tackle by Jonathan Amaya)",0.000,0.150
3,3:10,1,10,TAM 19,13,20,"Josh Freeman pass complete deep left to Mike Williams for 19 yards (tackle by Malcolm Jenkins). Penalty on Malcolm Jenkins: Unnecessary Roughness, 15 yards",0.150,2.460
3,2:48,1,10,NOR 47,13,20,Earnest Graham left guard for 19 yards (tackle by Roman Harper),2.460,3.710
3,2:08,1,10,NOR 28,13,20,Josh Freeman pass complete short right to Erik Lorig for 3 yards (tackle by Jo-Lonn Dunbar),3.710,3.570
3,1:29,2,7,NOR 25,13,20,Earnest Graham left guard for 1 yard (tackle by Jo-Lonn Dunbar and Cameron Jordan),3.570,3.010
3,0:46,3,6,NOR 24,13,20,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Patrick Robinson),3.010,1.890
3,0:40,4,6,NOR 24,13,23,Connor Barth 42 yard field goal good,1.890,3.000
3,,,,TAM 35,13,23,"Michael Koenen kicks off 68 yards, returned by Darren Sproles for 21 yards (tackle by Micheal Spurlock)",0.000,0.040
3,0:29,1,10,NOR 18,13,23,Drew Brees pass complete short middle to Jimmy Graham for 13 yards (tackle by Quincy Black),0.040,1.000
3,0:02,1,10,NOR 31,13,23,Drew Brees pass complete short middle to Darren Sproles for 6 yards (tackle by Ronde Barber),1.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NOR 37,13,23,Mark Ingram up the middle for no gain (tackle by Geno Hayes and Adrian Clayborn),1.270,0.560
4,14:23,3,4,NOR 37,13,23,"Drew Brees pass incomplete short middle intended for Lance Moore. Penalty on Elbert Mack: Defensive Pass Interference, 10 yards (no play)",0.560,2.060
4,14:15,1,10,NOR 47,13,23,Pierre Thomas up the middle for 1 yard (tackle by Michael Bennett and Roy Miller),2.060,1.650
4,13:39,2,9,NOR 48,13,23,Drew Brees pass incomplete deep left intended for Darren Sproles,1.650,0.960
4,13:32,3,9,NOR 48,13,23,Drew Brees pass complete deep left to Lance Moore for 40 yards,0.960,4.780
4,13:04,1,10,TAM 12,19,23,"Mark Ingram right tackle for 12 yards, touchdown",4.780,7.000
4,,,,TAM 2,20,23,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,20,23,"Thomas Morstead kicks off 72 yards, touchback",0.000,0.280
4,12:59,1,10,TAM 20,20,23,Josh Freeman pass incomplete short middle intended for Arrelious Benn,0.280,-0.270
4,12:56,2,10,TAM 20,20,23,Earnest Graham up the middle for 1 yard (tackle by Shaun Rogers),-0.270,-0.820
4,12:13,3,9,TAM 21,20,23,"Penalty on Donald Penn: False Start, 5 yards (no play)",-0.820,-1.690
4,11:49,3,14,TAM 16,20,23,Josh Freeman pass incomplete short middle intended for Preston Parker. Penalty on TAM: Illegal Formation (Declined),-1.690,-2.390
4,11:41,4,14,TAM 16,20,23,"Michael Koenen punts 58 yards, returned by Darren Sproles for -10 yards (tackle by Dekoda Watson)",-2.390,0.140
4,11:31,1,10,NOR 16,20,23,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by E.J. Biggers),-0.140,0.280
4,10:58,2,4,NOR 22,20,23,Mark Ingram right end for -5 yards (tackle by Michael Bennett),0.280,-1.200
4,10:20,3,9,NOR 17,20,23,Drew Brees pass incomplete short left intended for Jimmy Graham,-1.200,-2.320
4,10:13,4,9,NOR 17,20,23,"Thomas Morstead punts 55 yards, returned by Preston Parker for 12 yards (tackle by Jonathan Amaya)",-2.320,-1.600
4,10:00,1,10,TAM 40,20,23,Earnest Graham left guard for 13 yards (tackle by Malcolm Jenkins),1.600,2.460
4,9:14,1,10,NOR 47,20,23,Josh Freeman pass incomplete deep left intended for Mike Williams,2.460,1.910
4,9:08,2,10,NOR 47,20,23,Josh Freeman pass complete short left to Mike Williams for 11 yards (tackle by Tracy Porter),1.910,3.180
4,8:52,1,10,NOR 36,20,23,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 15 yards (tackle by Scott Shanle),3.180,4.170
4,8:20,1,10,NOR 21,20,23,Earnest Graham right guard for 1 yard (tackle by Cameron Jordan),4.170,3.760
4,7:40,2,9,NOR 20,20,23,Josh Freeman pass incomplete short right intended for Kellen Winslow Jr. (defended by Malcolm Jenkins),3.760,3.070
4,7:33,3,9,NOR 20,20,23,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Jabari Greer),3.070,2.120
4,7:29,4,9,NOR 20,20,26,Connor Barth 38 yard field goal good,2.120,3.000
4,,,,TAM 35,20,26,"Michael Koenen kicks off 65 yards, returned by Darren Sproles for 24 yards (tackle by Anthony Gaitor)",0.000,0.540
4,7:19,1,10,NOR 24,20,26,Pierre Thomas up the middle for -2 yards (tackle by Brian Price),0.540,-0.270
4,6:50,2,12,NOR 22,20,26,Drew Brees pass incomplete deep left intended for Marques Colston (defended by E.J. Biggers),-0.270,-0.960
4,6:45,3,12,NOR 22,20,26,Drew Brees pass complete deep middle to Robert Meachem for 23 yards (tackle by Sean Jones),-0.960,1.930
4,6:09,1,10,NOR 45,20,26,Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Ronde Barber and Elbert Mack),1.930,2.190
4,5:34,2,4,TAM 49,20,26,Drew Brees pass complete short middle to Devery Henderson for 12 yards (tackle by Aqib Talib),2.190,3.120
4,5:03,1,10,TAM 37,20,26,"Drew Brees pass incomplete short left intended for Lance Moore. Penalty on E.J. Biggers: Defensive Pass Interference, 6 yards (no play)",3.120,3.510
4,4:59,1,10,TAM 31,20,26,Drew Brees pass complete short middle to Jimmy Graham for 19 yards (tackle by Sean Jones),3.510,4.780
4,4:17,1,10,TAM 12,20,26,Drew Brees pass incomplete short middle intended for Jimmy Graham,4.780,4.100
4,4:12,2,10,TAM 12,20,26,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Corey Lynch),4.100,4.160
4,4:06,,,,20,26,Timeout #1 by New Orleans Saints,0.000,4.160
4,4:06,3,5,TAM 7,20,26,Drew Brees up the middle for 3 yards (tackle by Frank Okam),4.160,3.040
4,3:24,4,2,TAM 4,20,26,Drew Brees pass incomplete short right intended for John Gilmore is intercepted by Quincy Black at TAM-0,3.040,-0.280
4,3:16,1,10,TAM 20,20,26,Earnest Graham right guard for 1 yard (tackle by Jonathan Vilma and Cameron Jordan),0.280,-0.130
4,2:35,2,9,TAM 21,20,26,Josh Freeman pass incomplete short middle intended for Arrelious Benn (defended by Jabari Greer),-0.130,-0.820
4,2:31,,,,20,26,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.820
4,2:31,3,9,TAM 21,20,26,Josh Freeman pass complete deep right to Dezmon Briscoe for 17 yards (tackle by Malcolm Jenkins),-0.820,1.470
,,,,,,,"NOR challenged the pass completion ruling, and the play was upheld.",,
4,2:00,1,10,TAM 38,20,26,Earnest Graham left guard for 12 yards (tackle by Malcolm Jenkins and Cameron Jordan),1.470,2.260
4,1:53,,,,20,26,Timeout #3 by New Orleans Saints,0.000,2.260
4,1:51,1,10,,20,26,Earnest Graham left guard for 7 yards (tackle by Jonathan Vilma),2.260,2.660
4,1:05,,,,20,26,Timeout #2 by Tampa Bay Buccaneers,0.000,2.660
4,1:05,2,3,NOR 43,20,26,Josh Freeman kneels for -1 yards,2.660,1.820
4,0:31,3,4,NOR 44,20,26,Josh Freeman kneels for -1 yards,1.820,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
