Quarter,Time,Down,ToGo,Location,MIN,TEN,Detail,EPB,EPA
1,9:58,1,10,MIN 21,0,3,"Penalty on Tony Brown: Encroachment, 5 yards (no play)",0.340,1.070
1,9:58,1,5,MIN 26,0,3,Adrian Peterson right tackle for no gain (tackle by Albert Haynesworth and David Thornton),1.070,0.480
1,9:20,2,5,MIN 26,0,3,Gus Frerotte pass complete short left to Naufahu Tahi for 7 yards (tackle by Keith Bulluck),0.480,1.140
1,8:53,1,10,MIN 33,0,3,"Gus Frerotte pass complete short right to Naufahu Tahi for 2 yards (tackle by David Thornton). Naufahu Tahi fumbles (forced by David Thornton), recovered by Stephen Tulloch at MIN-37 and returned for 4 yards (tackle by Adrian Peterson)",1.140,-3.380
1,8:43,1,10,MIN 33,0,3,Kerry Collins pass complete short left to Bo Scaife for 2 yards (tackle by Cedric Griffin),3.380,3.110
1,8:07,2,8,MIN 31,0,3,Kerry Collins pass incomplete short right intended for Justin McCareins (defended by Antoine Winfield),3.110,2.410
1,7:59,3,8,MIN 31,0,3,"Kerry Collins pass complete short right to Brandon Jones for 6 yards (tackle by Antoine Winfield). Penalty on Jared Allen: Defensive Offside, 5 yards (no play)",2.410,3.070
1,7:35,3,3,MIN 26,0,3,Kerry Collins pass complete short left to Justin McCareins for 11 yards (tackle by Cedric Griffin and Chad Greenway),3.070,4.580
1,7:00,1,10,MIN 15,0,3,LenDale White right tackle for no gain (tackle by Jared Allen and Kevin Williams),4.580,3.950
1,6:19,2,10,MIN 15,0,3,Chris Johnson right end for 8 yards (tackle by Darren Sharper),3.950,4.680
1,5:47,3,2,MIN 7,0,3,LenDale White right tackle for 3 yards (tackle by E.J. Henderson),4.680,6.280
1,5:06,1,4,MIN 4,0,3,Chris Johnson right tackle for 1 yard (tackle by Pat Williams),6.280,5.530
1,4:25,2,3,MIN 3,0,3,LenDale White for 2 yards (tackle by Brian Robison and Kevin Williams),5.530,5.170
1,4:10,3,1,MIN 1,0,9,"Chris Johnson left end for 1 yard, touchdown",5.170,7.000
1,4:10,,,MIN 2,0,10,Rob Bironas kicks extra point good,0.000,0.000
1,4:10,,,TEN 30,0,10,"Rob Bironas kicks off 77 yards, touchback",0.000,0.280
1,4:05,1,10,MIN 20,0,10,Gus Frerotte pass incomplete short right intended for Bernard Berrian,0.280,-0.270
1,4:00,2,10,MIN 20,0,10,Adrian Peterson for 6 yards (tackle by Jevon Kearse),-0.270,-0.160
1,3:21,3,4,MIN 26,0,10,Gus Frerotte pass complete short middle to Visanthe Shiancoe for 9 yards (tackle by Chris Hope),-0.160,1.270
1,2:42,1,10,MIN 35,0,10,Gus Frerotte pass incomplete short left intended for Garrett Mills,1.270,0.720
1,2:40,2,10,MIN 35,0,10,Adrian Peterson right tackle for 1 yard (tackle by Nick Harper),0.720,0.170
1,1:56,3,9,MIN 36,0,10,Gus Frerotte pass complete short left to Aundrae Allison for 9 yards (tackle by Cortland Finnegan),0.170,1.930
1,1:14,1,10,MIN 45,0,10,Adrian Peterson left end for 7 yards (tackle by Michael Griffin),1.930,2.330
1,0:40,2,3,TEN 48,0,10,Gus Frerotte pass complete deep right to Bernard Berrian for 18 yards (tackle by Nick Harper and Michael Griffin),2.330,3.580
1,0:06,1,10,TEN 30,0,10,Adrian Peterson left end for 2 yards (tackle by Keith Bulluck),3.580,3.300
Quarter,Time,Down,ToGo,Location,MIN,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TEN 28,6,10,"Adrian Peterson right end for 28 yards, touchdown",3.300,7.000
2,15:00,,,TEN 2,7,10,Ryan Longwell kicks extra point good,0.000,0.000
2,15:00,,,MIN 30,7,10,"Ryan Longwell kicks off 72 yards, returned by Chris Carr for 29 yards (tackle by Darren Sharper)",0.000,0.740
2,14:48,1,10,TEN 27,7,10,Kerry Collins pass incomplete short right intended for Justin McCareins,0.740,0.200
2,14:42,2,10,TEN 27,7,10,Kerry Collins pass complete deep middle to Justin Gage for 28 yards (tackle by Tyrell Johnson and Antoine Winfield),0.200,2.590
2,14:02,1,10,MIN 45,7,10,LenDale White right tackle for 2 yards (tackle by Jared Allen and Fred Evans),2.590,2.310
2,13:21,2,8,MIN 43,7,10,Kerry Collins pass complete deep right to Justin Gage for 25 yards (tackle by Darren Sharper). Penalty on Jared Allen: Defensive Offside (Declined),2.310,4.370
2,12:56,1,10,MIN 18,7,10,LenDale White right tackle for no gain (tackle by Kevin Williams and Pat Williams),4.370,3.800
2,12:10,2,10,MIN 18,7,10,Kerry Collins pass complete short middle to Chris Johnson for 5 yards (tackle by Kevin Williams),3.800,3.820
2,11:29,3,5,MIN 13,7,10,Chris Johnson left tackle for 3 yards (tackle by Darren Sharper and Chad Greenway),3.820,2.890
2,10:38,4,2,MIN 10,7,10,"Penalty on Rob Bironas: Delay of Game, 5 yards (no play)",2.890,2.440
2,10:23,4,7,MIN 15,7,13,Rob Bironas 32 yard field goal good,2.440,3.000
2,10:23,,,TEN 30,7,13,"Rob Bironas kicks off 78 yards, touchback",0.000,0.280
2,10:19,1,10,MIN 20,7,13,Gus Frerotte pass complete deep right to Visanthe Shiancoe for 22 yards (tackle by Chris Hope),0.280,1.730
2,9:43,1,10,MIN 42,7,13,Adrian Peterson for 3 yards (tackle by Tony Brown and Albert Haynesworth),1.730,1.590
2,9:06,2,7,MIN 45,7,13,Gus Frerotte pass incomplete short middle intended for Chester Taylor,1.590,0.890
2,9:00,2,7,MIN 45,7,13,Timeout #1 by Minnesota Vikings,1.590,0.890
2,9:00,3,7,MIN 45,7,13,Gus Frerotte sacked by Albert Haynesworth for -5 yards,0.890,-0.720
2,8:47,4,12,MIN 40,7,13,"Chris Kluwe punts 52 yards, returned by Chris Carr for 13 yards (tackle by David Herron)",-0.720,-0.340
2,8:36,1,10,TEN 21,7,13,Kerry Collins pass incomplete deep left intended for Justin Gage,0.340,-0.200
2,8:30,2,10,TEN 21,7,13,Chris Johnson left end for 9 yards (tackle by Cedric Griffin),-0.200,0.300
2,7:47,3,1,TEN 30,7,13,LenDale White right guard for 2 yards (tackle by E.J. Henderson),0.300,1.070
2,7:09,1,10,TEN 32,7,13,Chris Johnson right guard for 2 yards (tackle by Pat Williams),1.070,0.800
2,6:32,2,8,TEN 34,7,13,Kerry Collins left end for 5 yards (tackle by Chad Greenway),0.800,0.760
2,5:45,3,3,TEN 39,7,13,Kerry Collins pass incomplete short right intended for Justin Gage,0.760,-0.780
2,5:40,4,3,TEN 39,7,13,"Craig Hentrich punts 46 yards, fair catch by Charles Gordon",-0.780,0.140
2,5:34,1,10,MIN 16,7,13,"Adrian Peterson for -1 yards (tackle by Kyle Vanden Bosch). Adrian Peterson fumbles (forced by Kyle Vanden Bosch), recovered by Tony Brown at MIN-15 and returned for 4 yards (tackle by Matt Birk)",-0.140,-4.840
2,5:28,1,10,MIN 11,7,13,LenDale White left tackle for -1 yards (tackle by Ben Leber),4.840,3.980
2,4:51,2,11,MIN 12,7,13,Kerry Collins pass incomplete,3.980,3.110
2,4:44,3,11,MIN 12,7,13,Kerry Collins pass complete short right to Brandon Jones for 9 yards (tackle by Charles Gordon),3.110,3.050
2,4:18,4,2,MIN 3,7,13,Kerry Collins pass complete short right to Justin Gage for 2 yards (tackle by Antoine Winfield and Brian Robison),3.050,6.970
2,3:46,4,2,MIN 3,7,13,Timeout #3 by Minnesota Vikings,3.050,6.970
2,3:46,1,1,MIN 1,7,19,"LenDale White right guard for 1 yard, touchdown",6.970,7.000
2,3:46,,,MIN 2,7,20,Rob Bironas kicks extra point good,0.000,0.000
2,3:46,,,TEN 30,7,20,"Rob Bironas kicks off 71 yards, returned by Maurice Hicks for 34 yards (tackle by Ryan Fowler)",0.000,1.140
2,3:34,1,10,MIN 33,7,20,Gus Frerotte pass complete short right to Bobby Wade for 6 yards (tackle by David Thornton),1.140,1.400
2,3:08,2,4,MIN 39,7,20,Adrian Peterson for 4 yards (tackle by Keith Bulluck and Albert Haynesworth),1.400,1.800
2,2:32,1,10,MIN 43,7,20,Gus Frerotte pass complete short left to Bernard Berrian for 9 yards (tackle by Cortland Finnegan),1.800,2.470
2,2:00,2,1,TEN 48,7,20,"Adrian Peterson right tackle for 8 yards (tackle by Stephen Tulloch). Penalty on Artis Hicks: Offensive Holding, 10 yards (no play)",2.470,1.120
2,1:54,2,11,MIN 42,7,20,Gus Frerotte pass incomplete short left intended for Garrett Mills,1.120,0.430
2,1:51,3,11,MIN 42,7,20,Gus Frerotte pass complete short right to Aundrae Allison for 14 yards (tackle by Vincent Fuller),0.430,2.650
2,1:44,1,10,TEN 44,7,20,Gus Frerotte pass incomplete deep right intended for Bernard Berrian,2.650,2.110
2,1:38,2,10,TEN 44,7,20,Gus Frerotte pass complete short right to Jim Kleinsasser for 15 yards (tackle by Chris Hope). Penalty on Jevon Kearse: Defensive Offside (Declined),2.110,3.640
2,1:33,1,10,TEN 29,7,20,Gus Frerotte pass complete short right to Visanthe Shiancoe for 5 yards (tackle by David Thornton),3.640,3.780
2,1:02,2,5,TEN 24,7,20,Gus Frerotte pass incomplete short right intended for Naufahu Tahi,3.780,3.070
2,0:58,3,5,TEN 24,7,20,Gus Frerotte pass incomplete short middle intended for Visanthe Shiancoe (defended by Keith Bulluck),3.070,1.920
2,0:53,4,5,TEN 24,10,20,Ryan Longwell 42 yard field goal good,1.920,3.000
2,0:53,,,MIN 30,10,20,"Ryan Longwell kicks off 55 yards, returned by Craig Stevens for 16 yards (tackle by Naufahu Tahi)",0.000,1.000
2,0:43,1,10,TEN 31,10,20,Kerry Collins pass complete short right to Chris Johnson for 2 yards (tackle by Antoine Winfield),1.000,0.730
2,0:23,2,8,TEN 33,10,20,Kerry Collins pass complete short middle to Bo Scaife for 9 yards (tackle by Charles Gordon and Chad Greenway),0.730,1.730
2,0:17,2,8,TEN 33,10,20,Timeout #2 by Tennessee Titans,0.730,1.730
2,0:17,1,10,TEN 42,10,20,Kerry Collins pass incomplete deep right intended for Justin McCareins,1.730,1.190
2,0:13,2,10,TEN 42,10,20,--,1.190,-2.850
2,0:10,1,10,TEN 41,10,20,Gus Frerotte pass complete short right to Visanthe Shiancoe for 11 yards (tackle by Vincent Fuller),2.850,3.580
2,0:04,1,10,TEN 41,10,20,Timeout #3 by Tennessee Titans,2.850,3.580
2,0:04,1,10,TEN 30,10,20,Ryan Longwell 48 yard field goal no good,3.580,1.400
Quarter,Time,Down,ToGo,Location,MIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,20,"Rob Bironas kicks off 69 yards, returned by Maurice Hicks for 30 yards (tackle by Josh Stamer)",0.000,1.000
3,14:54,1,10,MIN 31,10,20,"Adrian Peterson right guard for no gain (tackle by Keith Bulluck and Stephen Tulloch). Penalty on Artis Hicks: Illegal Formation, 5 yards (no play)",1.000,0.670
3,14:32,1,15,MIN 26,10,20,Gus Frerotte pass complete short right to Bobby Wade for 6 yards (tackle by Nick Harper),0.670,0.600
3,13:52,2,9,MIN 32,10,20,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",0.600,-0.080
3,13:31,2,14,MIN 27,10,20,Gus Frerotte pass complete short right to Adrian Peterson for 6 yards (tackle by Stephen Tulloch),-0.080,0.040
3,12:47,3,8,MIN 33,10,20,Gus Frerotte pass incomplete short right intended for Visanthe Shiancoe,0.040,-1.180
3,12:43,4,8,MIN 33,10,20,"Chris Kluwe punts 50 yards, returned by Chris Carr for 8 yards (tackle by Erin Henderson)",-1.180,-0.610
3,12:30,1,10,TEN 25,10,20,Chris Johnson right end for 9 yards (tackle by Tyrell Johnson and Antoine Winfield),0.610,1.280
3,12:05,2,1,TEN 34,10,20,Chris Johnson right tackle for -2 yards (tackle by Chad Greenway and E.J. Henderson),1.280,0.300
3,11:24,3,3,TEN 32,10,20,Kerry Collins pass incomplete short right intended for Justin Gage,0.300,-1.240
3,11:20,4,3,TEN 32,10,20,"Craig Hentrich punts 50 yards, fair catch by Charles Gordon",-1.240,-0.150
3,11:13,1,10,MIN 19,10,20,"Penalty on Gus Frerotte: Delay of Game, 5 yards (no play)",0.150,-0.390
3,11:13,1,15,MIN 14,10,20,Gus Frerotte pass complete short right to Sidney Rice for 6 yards (tackle by Nick Harper),-0.390,-0.200
3,10:39,2,9,MIN 20,10,20,Gus Frerotte pass complete short middle to Adrian Peterson for 8 yards (tackle by Stephen Tulloch),-0.200,0.100
3,9:57,3,1,MIN 28,10,20,Gus Frerotte pass incomplete short right intended for Aundrae Allison,0.100,-1.500
3,9:52,4,1,MIN 28,10,20,"Chris Kluwe punts 57 yards, returned by Chris Carr for 20 yards (tackle by Erin Henderson). Chris Carr fumbles (forced by Erin Henderson), ball out of bounds at TEN-36",-1.500,-1.330
3,9:39,1,10,TEN 36,10,20,Chris Johnson left tackle for 2 yards (tackle by Chad Greenway),1.330,1.060
3,9:04,2,8,TEN 38,10,20,Kerry Collins pass complete short right to Justin McCareins for 10 yards (tackle by Antoine Winfield),1.060,2.130
3,8:24,1,10,TEN 48,10,20,Kerry Collins pass complete deep left to Justin Gage for 19 yards (tackle by E.J. Henderson and Darren Sharper),2.130,3.380
3,7:46,1,10,MIN 33,10,20,Chris Johnson left guard for 2 yards (tackle by Pat Williams),3.380,3.110
3,7:08,2,8,MIN 31,10,20,Kerry Collins pass incomplete short left intended for Chris Johnson (defended by Cedric Griffin),3.110,2.410
3,7:04,3,8,MIN 31,10,20,Kerry Collins pass incomplete short right intended for Justin McCareins (defended by Jared Allen),2.410,1.320
3,6:59,4,8,MIN 31,10,23,Rob Bironas 49 yard field goal good,1.320,3.000
3,6:59,,,TEN 30,10,23,"Rob Bironas kicks off 69 yards, returned by Maurice Hicks for 32 yards (tackle by Quinton Ganther). Penalty on Robert Ferguson: Offensive Holding, 10 yards",0.000,-0.220
3,6:47,1,10,MIN 15,10,23,Adrian Peterson right end for 21 yards (tackle by Vincent Fuller and Nick Harper),-0.220,1.330
3,6:08,1,10,MIN 36,10,23,"Adrian Peterson left end for 4 yards (tackle by Chris Hope). Penalty on Bobby Wade: Offensive Holding, 10 yards",1.330,0.940
3,5:39,1,16,MIN 30,10,23,Chester Taylor for no gain (tackle by David Thornton and Tony Brown),0.940,-0.020
3,5:05,2,16,MIN 30,10,23,Gus Frerotte pass complete short left to Bobby Wade for 10 yards (tackle by Stephen Tulloch and Cortland Finnegan),-0.020,0.630
3,4:19,3,6,MIN 40,10,23,Gus Frerotte pass complete short middle to Adrian Peterson for 3 yards (tackle by Cortland Finnegan). Penalty on Marcus Johnson: Offensive Holding (Declined),0.630,-0.520
3,4:10,3,6,MIN 40,10,23,Timeout #1 by Tennessee Titans,0.630,-0.520
3,4:10,4,3,MIN 43,10,23,"Chris Kluwe punts 57 yards, touchback",-0.520,-0.280
3,4:00,1,10,TEN 20,10,23,LenDale White right guard for 1 yard (tackle by Ben Leber),0.280,-0.130
3,3:28,2,9,TEN 21,10,23,LenDale White for 3 yards (tackle by Antoine Winfield and Chad Greenway),-0.130,-0.430
3,2:47,3,6,TEN 24,10,23,Kerry Collins pass incomplete short right intended for Justin Gage,-0.430,-1.770
3,2:42,4,6,TEN 24,10,23,"Penalty on Craig Hentrich: Delay of Game, 5 yards (no play)",-1.770,-2.140
3,2:41,4,11,TEN 19,10,23,"Craig Hentrich punts 44 yards, returned by Charles Gordon for 8 yards (tackle by Colin Allred)",-2.140,-1.930
3,2:31,1,10,MIN 45,10,23,Adrian Peterson right tackle for 1 yard (tackle by Chris Hope),1.930,1.520
3,1:52,2,9,MIN 46,10,23,Gus Frerotte pass incomplete short left intended for Aundrae Allison,1.520,0.830
3,1:49,3,9,MIN 46,10,23,Gus Frerotte pass complete short left to Bernard Berrian for 15 yards (tackle by Cortland Finnegan),0.830,2.980
3,1:07,1,10,TEN 39,10,23,Gus Frerotte pass incomplete deep left intended for Sidney Rice (defended by Cortland Finnegan),2.980,2.440
3,1:00,2,10,TEN 39,10,23,--,2.440,-1.600
3,0:56,1,10,TEN 40,10,23,Kerry Collins pass complete short right to Ahmard Hall for 5 yards (tackle by Ben Leber),1.600,1.730
3,0:20,2,5,TEN 45,10,23,LenDale White right tackle for no gain (tackle by Jared Allen and Pat Williams),1.730,1.030
Quarter,Time,Down,ToGo,Location,MIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,TEN 45,10,23,Kerry Collins pass incomplete deep left intended for Justin McCareins,1.030,-0.390
4,14:55,4,5,TEN 45,10,23,"Craig Hentrich punts 39 yards, returned by Charles Gordon for 10 yards (tackle by Ryan Fowler)",-0.390,-0.670
4,14:48,1,10,MIN 26,10,23,Adrian Peterson right guard for 1 yard (tackle by Keith Bulluck and Albert Haynesworth),0.670,0.270
4,14:09,2,9,MIN 27,10,23,Gus Frerotte pass complete short left to Adrian Peterson for 4 yards (tackle by Stephen Tulloch and Jason Jones),0.270,0.100
4,13:25,3,5,MIN 31,10,23,Gus Frerotte pass complete short middle to Bobby Wade for 7 yards (tackle by Vincent Fuller),0.100,1.470
4,12:51,1,10,MIN 38,10,23,Adrian Peterson right tackle for no gain (tackle by Tony Brown and Keith Bulluck),1.470,0.920
4,12:12,2,10,MIN 38,10,23,Adrian Peterson left end for -3 yards (tackle by Cortland Finnegan),0.920,-0.160
4,11:23,3,13,MIN 35,10,23,Gus Frerotte pass incomplete short left intended for Bernard Berrian (defended by Albert Haynesworth),-0.160,-1.040
4,11:19,4,13,MIN 35,10,23,"Chris Kluwe punts 52 yards, returned by Chris Carr for 14 yards (tackle by Robert Ferguson)",-1.040,-0.740
4,11:07,1,10,TEN 27,10,23,Kerry Collins pass complete short left to Bo Scaife for 6 yards (tackle by Cedric Griffin),0.740,1.010
4,10:34,2,4,TEN 33,10,23,Kerry Collins pass incomplete short left intended for Justin McCareins,1.010,0.300
4,10:30,3,4,TEN 33,10,23,Kerry Collins pass incomplete short right intended for Justin McCareins,0.300,-1.180
4,10:23,4,4,TEN 33,10,23,"Craig Hentrich punts 47 yards, returned by Charles Gordon for 1 yard (tackle by Vincent Fuller)",-1.180,-0.340
4,10:13,1,10,MIN 21,10,23,Gus Frerotte sacked by Tony Brown for -4 yards,0.340,-0.860
4,9:50,2,14,MIN 17,10,23,Gus Frerotte pass complete short left to Bernard Berrian for 8 yards (tackle by Cortland Finnegan),-0.860,-0.360
4,9:07,3,6,MIN 25,10,23,Gus Frerotte pass complete short middle to Bobby Wade for 15 yards (tackle by David Thornton and Vincent Fuller),-0.360,1.600
4,8:36,1,10,MIN 40,10,23,Gus Frerotte pass incomplete short middle intended for Adrian Peterson,1.600,1.050
4,8:32,2,10,MIN 40,10,23,Gus Frerotte pass complete short middle to Bobby Wade for 23 yards (tackle by Chris Hope),1.050,3.120
4,8:01,1,10,TEN 37,10,23,Gus Frerotte pass incomplete deep middle intended for Visanthe Shiancoe,3.120,2.570
4,7:57,2,10,TEN 37,10,23,Adrian Peterson for 6 yards (tackle by Vincent Fuller and Dave Ball),2.570,2.680
4,7:24,3,4,TEN 31,10,23,Gus Frerotte pass complete deep right to Bernard Berrian for 28 yards (tackle by Nick Harper),2.680,6.510
4,6:59,1,3,TEN 3,10,23,Gus Frerotte pass incomplete short right intended for Jim Kleinsasser,6.510,5.530
4,6:54,2,3,TEN 3,10,23,Adrian Peterson right tackle for -3 yards (tackle by Jevon Kearse),5.530,4.040
4,6:10,3,6,TEN 6,10,23,"Gus Frerotte pass incomplete short middle intended for Jim Kleinsasser. Penalty on Kyle Vanden Bosch: Roughing the Passer, 3 yards (no play)",4.040,6.510
4,6:04,1,3,TEN 3,16,23,"Adrian Peterson right end for 3 yards, touchdown",6.510,7.000
4,6:04,,,TEN 2,17,23,Ryan Longwell kicks extra point good,0.000,0.000
4,6:04,,,MIN 30,17,23,"Ryan Longwell kicks off 69 yards, returned by Chris Carr for 52 yards (tackle by Erin Henderson)",0.000,2.460
4,5:52,1,10,MIN 47,17,23,Chris Johnson right tackle for 3 yards (tackle by Kevin Williams and Tyrell Johnson),2.460,2.320
4,5:18,2,7,MIN 44,17,23,Kerry Collins pass incomplete short left intended for Justin Gage (defended by Antoine Winfield),2.320,1.620
4,5:13,3,7,MIN 44,17,23,Kerry Collins pass complete short left to Brandon Jones for 12 yards (tackle by Cedric Griffin),1.620,3.450
4,4:29,1,10,MIN 32,17,23,--,3.450,2.630
4,4:23,1,10,MIN 32,17,23,Timeout #1 by Minnesota Vikings,3.450,2.630
4,4:23,2,12,MIN 34,17,23,Chris Johnson for -3 yards (tackle by Kevin Williams),2.630,1.550
4,4:17,2,12,MIN 34,17,23,Timeout #2 by Minnesota Vikings,2.630,1.550
4,4:17,3,15,MIN 37,17,23,Kerry Collins pass incomplete deep left intended for Brandon Jones (defended by Darren Sharper),1.550,0.790
4,4:12,4,15,MIN 37,17,23,Craig Hentrich punts 35 yards,0.790,0.380
4,4:03,4,15,MIN 37,17,23,Timeout #3 by Minnesota Vikings,0.790,0.380
4,4:03,1,10,MIN 2,17,23,Gus Frerotte pass incomplete deep left intended for Garrett Mills (defended by Michael Griffin),-0.380,-0.780
4,3:58,2,10,MIN 2,17,23,Gus Frerotte pass incomplete short right intended for Adrian Peterson (defended by Jacob Ford),-0.780,-1.420
4,3:55,3,10,MIN 2,17,23,Gus Frerotte pass incomplete short right intended for Visanthe Shiancoe is intercepted by Nick Harper at MIN-17 and returned for 11 yards (tackle by Visanthe Shiancoe),-1.420,-5.830
4,3:46,1,6,MIN 6,17,29,"Chris Johnson right end for 6 yards, touchdown",5.830,7.000
4,3:46,,,MIN 2,17,30,Rob Bironas kicks extra point good,0.000,0.000
4,3:46,,,TEN 30,17,30,"Rob Bironas kicks off 71 yards, returned by Maurice Hicks for 22 yards (tackle by Josh Stamer)",0.000,0.340
4,3:32,1,10,MIN 21,17,30,"Tarvaris Jackson pass complete short middle to Bobby Wade for 8 yards (tackle by Vincent Fuller). Bobby Wade fumbles (forced by Vincent Fuller), recovered by Visanthe Shiancoe at MIN-30",0.340,1.020
4,3:06,2,1,MIN 30,17,30,Tarvaris Jackson sacked by Albert Haynesworth for -6 yards,1.020,-0.490
4,2:41,3,7,MIN 24,17,30,Tarvaris Jackson sacked by Kyle Vanden Bosch and Tony Brown for -6 yards,-0.490,-2.240
4,2:00,4,13,MIN 18,17,30,"Chris Kluwe punts 56 yards, fair catch by Chris Carr",-2.240,-0.670
4,1:53,1,10,TEN 26,17,30,Kerry Collins kneels for -1 yards,0.670,-0.010
4,1:16,2,11,TEN 25,17,30,Kerry Collins kneels for -1 yards,-0.010,-0.820
4,0:38,3,12,TEN 24,17,30,Kerry Collins kneels for -1 yards,-0.820,-1.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
