#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:04,MIN 21,3,1:21,14,Fumble
2,1,4:05,MIN 20,10,4:12,80,Touchdown
3,2,10:19,MIN 20,4,1:43,20,Punt
4,2,5:34,MIN 16,1,0:06,-1,Fumble
5,2,3:42,MIN 33,11,2:54,43,Field Goal
6,2,0:10,TEN 41,2,0:10,11,Missed FG
7,3,15:00,MIN 31,3,2:30,2,Punt
8,3,11:13,MIN 19,3,1:34,9,Punt
9,3,6:54,MIN 15,5,2:54,28,Punt
10,3,2:31,MIN 45,5,1:35,15,Fumble
11,4,14:48,MIN 26,6,3:41,9,Punt
12,4,10:13,MIN 21,11,4:13,79,Touchdown
13,4,4:03,MIN 2,3,0:17,0,Interception
14,4,3:40,MIN 21,3,1:47,-3,Punt
