Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
C.J. Anderson,LAR,20,167,1,9,52,2.6,115,5.8,1,20.0
John Kelly,LAR,10,40,0,3,18,1.8,22,2.2,1,10.0
Brandin Cooks,LAR,3,27,0,2,25,8.3,2,0.7,0,
Gerald Everett,LAR,2,16,0,1,12,6.0,4,2.0,1,2.0
Jared Goff,LAR,2,6,1,1,4,2.0,2,1.0,0,
Sean Mannion,LAR,2,-2,0,,-2,-1.0,0,0.0,0,
Robert Woods,LAR,2,15,1,2,14,7.0,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,ARI,10,35,0,1,20,2.0,15,1.5,1,10.0
Chase Edmonds,ARI,4,20,0,2,20,5.0,0,0.0,0,
Josh Rosen,ARI,4,49,0,3,38,9.5,11,2.8,0,
