Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3,15:00,1,10,ARI 25,21,9,David Johnson right tackle for 2 yards (tackle by Cory Littleton),0.610,0.330
3,14:25,2,8,ARI 27,21,9,Josh Rosen pass incomplete short middle intended for David Johnson,0.330,-0.360
3,14:21,3,8,ARI 27,21,9,Josh Rosen pass complete short left to Trent Sherfield for 11 yards (tackle by Lamarcus Joyner),-0.360,1.470
3,13:51,1,10,ARI 38,21,9,David Johnson up the middle for 16 yards (tackle by Lamarcus Joyner),1.470,2.520
3,13:20,1,10,LAR 46,21,9,David Johnson up the middle for 3 yards (tackle by John Johnson and Cory Littleton),2.520,2.380
3,12:47,2,7,LAR 43,21,9,Josh Rosen sacked by Ndamukong Suh for -2 yards,2.380,1.420
3,12:05,3,9,LAR 45,21,9,Josh Rosen pass incomplete short right intended for Larry Fitzgerald (defended by Ndamukong Suh),1.420,0.270
3,12:00,4,9,LAR 45,21,9,"Andy Lee punts 34 yards, fair catch by Jojo Natson at LA-11",0.270,0.370
3,11:52,1,10,LAR 11,21,9,Gerald Everett right end for 12 yards (tackle by Antoine Bethea),-0.370,0.480
3,11:16,1,10,LAR 23,21,9,C.J. Anderson up the middle for 4 yards (tackle by Rodney Gunter and Chandler Jones),0.480,0.470
3,10:38,2,6,LAR 27,21,9,C.J. Anderson right end for 8 yards (tackle by Antoine Bethea),0.470,1.270
3,9:55,1,10,LAR 35,21,9,Jared Goff pass complete short middle to John Kelly for 9 yards (tackle by Antoine Bethea),1.270,1.940
3,9:10,2,1,LAR 44,21,9,"Robert Woods right end for 11 yards (tackle by Tre Boston). Penalty on Rob Havenstein: Illegal Block Above the Waist, 10 yards",1.940,1.930
3,8:43,1,10,LAR 45,21,9,Jared Goff pass complete short left to Josh Reynolds for 26 yards (tackle by Tre Boston),1.930,3.640
3,8:12,1,10,ARI 29,21,9,"Jared Goff pass complete short left to Brandin Cooks for 11 yards (tackle by Tre Boston). Penalty on Tre Boston: Unnecessary Roughness, 9 yards",3.640,5.140
3,7:51,1,9,ARI 9,21,9,Jared Goff pass complete short left to C.J. Anderson for -5 yards (tackle by Corey Peters and Haason Reddick),5.140,3.580
3,7:07,2,14,ARI 14,21,9,Jared Goff pass complete short left to Gerald Everett for 5 yards (tackle by Haason Reddick),3.580,3.360
3,6:27,3,9,ARI 9,21,9,Jared Goff pass complete short left to Brandin Cooks for 6 yards (tackle by Deone Bucannon),3.360,3.040
3,5:41,4,3,ARI 3,24,9,Greg Zuerlein 21 yard field goal good,3.040,3.000
3,5:37,,,LAR 35,24,9,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,5:37,1,10,ARI 25,24,9,David Johnson left end for -2 yards (tackle by Lamarcus Joyner and Ndamukong Suh),0.610,-0.210
3,4:56,2,12,ARI 23,24,9,David Johnson up the middle for 3 yards (tackle by John Johnson and Ndamukong Suh),-0.210,-0.490
3,4:18,3,9,ARI 26,24,9,Josh Rosen pass incomplete short right intended for Larry Fitzgerald,-0.490,-1.630
3,4:15,4,9,ARI 26,24,9,"Andy Lee punts 56 yards, returned by Jojo Natson for no gain (tackle by Chase Edmonds). Penalty on Bryce Hager: Illegal Block Above the Waist, 10 yards",-1.630,0.380
3,4:01,1,10,LAR 8,24,9,Jared Goff right end for 5 yards (tackle by Vontarrius Dora),-0.380,-0.410
3,3:32,2,5,LAR 13,24,9,Gerald Everett right tackle for 4 yards (tackle by Haason Reddick and Rodney Gunter),-0.410,-0.370
3,2:49,3,1,LAR 17,24,9,C.J. Anderson up the middle for 2 yards (tackle by Brandon Williams),-0.370,0.150
3,2:08,1,10,LAR 19,24,9,C.J. Anderson up the middle for 11 yards (tackle by Brandon Williams),0.150,0.940
3,1:29,1,10,LAR 30,24,9,C.J. Anderson up the middle for 4 yards (tackle by Zach Moore),0.940,0.930
3,0:52,2,6,LAR 34,24,9,Jared Goff pass incomplete short right intended for C.J. Anderson (defended by Cameron Malveaux),0.930,0.230
3,0:49,3,6,LAR 34,24,9,Jared Goff sacked by Haason Reddick for -9 yards. Penalty on John Sullivan: Offensive Holding (Declined),0.230,-1.700
3,0:35,4,15,LAR 25,24,9,"Johnny Hekker punts 59 yards, returned by Pharoh Cooper for 1 yard (tackle by Sam Shields)",-1.700,0.060
3,0:22,1,10,ARI 17,24,9,Chase Edmonds up the middle for 1 yard (tackle by Cory Littleton and John Johnson),-0.060,-0.420
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ARI 18,24,9,Josh Rosen pass complete short right to Trent Sherfield for 7 yards (tackle by Aqib Talib),-0.420,-0.240
4,14:17,3,2,ARI 25,24,9,Josh Rosen pass incomplete short left intended for Chase Edmonds (defended by Mark Barron). Penalty on Jermaine Gresham: Offensive Holding (Declined),-0.240,-1.700
4,14:11,4,2,ARI 25,24,9,Chase Edmonds right end for no gain (tackle by KhaDarel Hodge),-1.700,1.930
4,13:42,1,10,ARI 45,24,9,"Penalty on ARI: Delay of Game, 5 yards (no play)",1.930,1.600
4,13:31,1,15,ARI 40,24,9,Josh Rosen pass complete short right to Larry Fitzgerald for 13 yards (tackle by John Johnson),1.600,2.460
4,13:05,2,2,LAR 47,24,9,Chase Edmonds up the middle for 3 yards (tackle by Aaron Donald and Ndamukong Suh),2.460,2.650
4,12:25,1,10,LAR 44,24,9,Josh Rosen pass incomplete deep middle intended for Chad Williams (defended by Aqib Talib),2.650,2.110
4,12:19,2,10,LAR 44,24,9,Josh Rosen pass incomplete deep middle intended for Chad Williams,2.110,1.420
4,12:13,3,10,LAR 44,24,9,Josh Rosen sacked by Aaron Donald for -8 yards,1.420,-0.190
4,11:45,4,18,ARI 48,24,9,Andy Lee punts 47 yards downed by Chase Edmonds,-0.190,0.380
4,11:34,1,10,LAR 5,24,9,C.J. Anderson up the middle for 46 yards (tackle by Tre Boston),-0.380,2.320
4,10:51,1,10,ARI 49,24,9,John Kelly right end for 7 yards (tackle by Tre Boston),2.320,2.730
4,10:04,2,3,ARI 42,24,9,Jared Goff pass complete short left to Gerald Everett for 3 yards (tackle by Deone Bucannon),2.730,2.980
4,9:27,1,10,ARI 39,30,9,"Jared Goff pass complete deep right to Robert Woods for 39 yards, touchdown",2.980,7.000
4,9:19,,,ARI 15,31,9,Greg Zuerlein kicks extra point good,0.000,0.000
4,9:19,,,LAR 35,31,9,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,9:19,1,10,ARI 25,31,9,David Johnson up the middle for 3 yards (tackle by Ndamukong Suh and Aaron Donald),0.610,0.470
4,8:52,2,7,ARI 28,31,9,Josh Rosen sacked by Aaron Donald for -6 yards,0.470,-1.020
4,8:32,3,13,ARI 22,31,9,Josh Rosen pass incomplete short left intended for David Johnson,-1.020,-1.900
4,8:26,4,13,ARI 22,31,9,"Andy Lee punts 55 yards, returned by Jojo Natson for 26 yards (tackle by Aaron Brewer)",-1.900,-2.190
4,8:11,1,10,LAR 49,31,9,John Kelly up the middle for 2 yards (tackle by Haason Reddick),2.190,1.920
4,7:26,2,8,ARI 49,31,9,John Kelly up the middle for 1 yard (tackle by Rodney Gunter),1.920,1.360
4,6:41,3,7,ARI 48,31,9,John Kelly up the middle for 2 yards (tackle by Chandler Jones),1.360,0.200
4,5:55,4,5,ARI 46,31,9,"Penalty on Troy Hill: False Start, 5 yards (no play)",0.200,-0.130
4,5:36,4,10,LAR 49,31,9,Johnny Hekker punts 44 yards downed by Troy Hill,-0.130,0.380
4,5:22,1,10,ARI 7,31,9,David Johnson up the middle for 5 yards (tackle by Bryce Hager),-0.380,-0.420
4,4:47,2,5,ARI 12,31,9,Mike Glennon pass complete short left to Trent Sherfield for 15 yards (tackle by Troy Hill and Blake Countess),-0.420,0.740
4,4:21,1,10,ARI 27,31,9,"Mike Glennon pass complete short left to Trent Sherfield for 15 yards (tackle by Troy Hill and Matt Longacre). Penalty on John Franklin-Myers: Unnecessary Roughness, 15 yards",0.740,2.720
4,4:16,1,10,LAR 43,31,9,Mike Glennon pass complete short left to Trent Sherfield for 9 yards (tackle by Troy Hill),2.720,3.390
4,3:52,2,1,LAR 34,31,9,Mike Glennon pass complete short right to Jalen Tolliver for 15 yards (tackle by Ramik Wilson),3.390,4.310
4,3:29,1,10,LAR 19,31,9,Mike Glennon pass incomplete short left intended for Jalen Tolliver,4.310,3.750
4,3:24,2,10,LAR 19,31,9,Mike Glennon pass incomplete short right intended for David Johnson (defended by Ndamukong Suh),3.750,3.030
4,3:18,3,10,LAR 19,31,9,Mike Glennon pass complete short middle to John Phillips for 9 yards (tackle by Ramik Wilson),3.030,2.910
4,2:58,4,1,LAR 10,31,9,David Johnson up the middle for no gain (tackle by Ramik Wilson and Sam Shields),2.910,0.380
4,2:51,1,10,LAR 10,31,9,John Kelly up the middle for 1 yard (tackle by Patrick Peterson),-0.380,-0.710
4,2:06,2,9,LAR 11,31,9,John Kelly left tackle for 5 yards (tackle by Vontarrius Dora),-0.710,-0.720
4,2:00,3,4,LAR 16,31,9,John Kelly up the middle for 7 yards (tackle by Gerald Hodges),-0.720,0.480
4,1:14,1,10,LAR 23,31,9,Sean Mannion kneels for -1 yards,0.480,-0.200
4,0:32,2,11,LAR 22,31,9,Sean Mannion kneels for -1 yards,-0.200,-1.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
