#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:25,MIN 44,4,2:24,12,Interception
2,1,10:01,MIN 20,4,2:14,18,Punt
3,1,6:31,MIN 44,3,2:37,4,Punt
4,2,15:00,MIN 48,5,2:43,52,Touchdown
5,2,12:04,MIN 36,11,5:42,61,Field Goal
6,2,2:54,MIN 24,3,1:24,8,Punt
7,2,0:29,MIN 33,1,0:29,-1,End of Half
8,3,15:00,,0,0:12,0,Fumble
9,3,14:48,MIN 22,6,3:59,28,Punt
10,3,8:17,MIN 40,5,3:01,58,Interception
11,4,12:40,MIN 17,16,6:22,82,Downs
12,4,4:39,ARI 40,3,1:05,40,Touchdown
13,4,2:24,MIN 23,5,1:57,77,Touchdown
14,5,13:38,MIN 31,6,3:56,51,Field Goal
