Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
2,14:18,1,10,ARI 34,0,0,Brett Favre pass incomplete deep left intended for Bernard Berrian (defended by Dominique Rodgers-Cromartie),3.310,2.770
2,14:13,2,10,ARI 34,0,0,Brett Favre pass complete short right to Percy Harvin for 25 yards (tackle by Kerry Rhodes),2.770,5.140
2,13:26,1,9,ARI 9,0,0,Adrian Peterson left tackle for 2 yards (tackle by Calais Campbell and Will Davis),5.140,4.760
2,12:39,2,7,ARI 7,0,0,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",4.760,3.860
2,12:24,2,12,ARI 12,0,6,"Brett Favre pass complete short right to Adrian Peterson for 12 yards, touchdown",3.860,7.000
2,,,,ARI 2,0,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,6,7,"Ryan Longwell kicks off 66 yards, returned by LaRod Stephens-Howling for 96 yards, touchdown",0.000,7.000
2,,,,MIN 2,7,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,7,7,"Jay Feely kicks off 52 yards, returned by Percy Harvin for 18 yards (tackle by Trumaine McBride)",0.000,1.330
2,11:59,1,10,MIN 36,7,7,Brett Favre pass complete short right to Greg Lewis for 4 yards (tackle by Adrian Wilson),1.330,1.330
2,11:27,2,6,MIN 40,7,7,Adrian Peterson middle for 7 yards (tackle by Paris Lenon),1.330,2.060
2,10:46,1,10,MIN 47,7,7,Brett Favre pass incomplete deep middle intended for Percy Harvin (defended by Kerry Rhodes),2.060,1.520
2,10:38,2,10,MIN 47,7,7,Brett Favre pass complete short right to Greg Lewis for 7 yards (tackle by Greg Toler),1.520,1.750
2,9:58,3,3,ARI 46,7,7,Brett Favre pass complete short left to Bernard Berrian for 8 yards (tackle by Adrian Wilson and Rashad Johnson),1.750,3.050
2,9:16,1,10,ARI 38,7,7,Brett Favre pass complete short right to Percy Harvin for 15 yards (tackle by Adrian Wilson),3.050,4.040
2,8:34,1,10,ARI 23,7,7,Adrian Peterson left end for 11 yards (tackle by Rashad Johnson),4.040,4.780
2,8:05,1,10,ARI 12,7,7,Toby Gerhart right tackle for 6 yards (tackle by Dan Williams),4.780,5.210
2,7:24,2,4,ARI 6,7,7,Brett Favre pass complete short left to Toby Gerhart for 3 yards (tackle by Greg Toler),5.210,5.060
2,6:43,3,1,ARI 3,7,7,Adrian Peterson middle for no gain (tackle by Paris Lenon and Hamza Abdullah),5.060,3.060
2,6:26,4,1,ARI 3,7,10,Ryan Longwell 21 yard field goal good,3.060,3.000
2,,,,MIN 30,7,10,"Ryan Longwell kicks off 61 yards, returned by LaRod Stephens-Howling for 10 yards (tackle by Toby Gerhart)",0.000,0.150
2,6:18,1,10,ARI 19,7,10,"Penalty on Brian Robison: Neutral Zone Infraction, 5 yards (no play)",0.150,0.940
2,6:18,1,5,ARI 24,7,10,LaRod Stephens-Howling right guard for 1 yard (tackle by Chad Greenway),0.940,0.480
2,5:40,2,4,ARI 25,7,10,Derek Anderson pass complete deep middle to Larry Fitzgerald for 17 yards (tackle by Madieu Williams),0.480,1.730
2,5:00,1,10,ARI 42,7,10,Beanie Wells middle for -2 yards (tackle by Fred Evans),1.730,0.920
2,4:17,2,12,ARI 40,7,10,Derek Anderson pass complete short right to Early Doucet for 2 yards (tackle by Husain Abdullah),0.920,0.500
2,3:30,3,10,ARI 42,7,10,Derek Anderson pass complete short left to Andre Roberts for -1 yards (tackle by Brian Robison),0.500,-0.650
2,3:02,4,11,ARI 41,7,10,"Ben Graham punts 45 yards, returned by Greg Camarillo for 10 yards (tackle by Trumaine McBride)",-0.650,-0.540
2,2:54,1,10,MIN 24,7,10,Bernard Berrian right end for -8 yards (tackle by Paris Lenon),0.540,-1.220
2,2:08,2,18,MIN 16,7,10,"Brett Favre pass complete short right to Adrian Peterson for 1 yard (tackle by Kerry Rhodes). Penalty on Joey Porter: Defensive Offside, 5 yards (no play)",-1.220,-0.410
2,2:00,2,13,MIN 21,7,10,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",-0.410,-1.220
2,2:00,2,18,MIN 16,7,10,Brett Favre pass complete short left to Percy Harvin for 4 yards (tackle by Darnell Dockett and Michael Adams),-1.220,-1.220
2,1:46,,,,7,10,Timeout #1 by Arizona Cardinals,0.000,-1.220
2,1:46,3,14,MIN 20,7,10,Brett Favre pass complete short middle to Percy Harvin for 12 yards (tackle by Joey Porter and Kerry Rhodes),-1.220,-1.240
2,1:39,,,,7,10,Timeout #2 by Arizona Cardinals,0.000,-1.240
2,1:39,4,2,MIN 32,7,10,"Chris Kluwe punts 56 yards, returned by Andre Roberts for 7 yards (tackle by Asher Allen)",-1.240,-0.150
2,1:30,1,10,ARI 19,7,10,Derek Anderson pass incomplete deep right intended for Larry Fitzgerald,0.150,-0.390
2,1:24,2,10,ARI 19,7,10,Derek Anderson sacked by Madieu Williams and Jared Allen for -9 yards,-0.390,-2.470
2,1:19,,,,7,10,Timeout #1 by Minnesota Vikings,0.000,-2.470
2,1:19,3,19,ARI 10,7,10,Derek Anderson pass complete deep left to Larry Fitzgerald for 30 yards,-2.470,1.600
2,1:12,1,10,ARI 40,7,10,Derek Anderson pass complete short middle to Larry Fitzgerald for 14 yards (tackle by Madieu Williams),1.600,2.520
2,0:50,1,10,MIN 46,7,10,Derek Anderson pass incomplete short left intended for Early Doucet (defended by Lito Sheppard),2.520,1.980
2,0:45,2,10,MIN 46,7,10,"Derek Anderson for 11 yards. Penalty on Lito Sheppard: Illegal Contact, 5 yards",1.980,3.580
2,0:37,1,10,MIN 30,13,10,"Derek Anderson pass complete short right to Andre Roberts for 30 yards, touchdown",3.580,7.000
2,,,,MIN 2,14,10,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,14,10,"Jay Feely kicks off 50 yards, returned by Percy Harvin for 13 yards (tackle by O'Brien Schofield)",0.000,1.140
2,0:24,1,10,MIN 33,14,10,Brett Favre kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,20,10,"Jay Feely kicks off 65 yards, returned by Percy Harvin for 22 yards (tackle by O'Brien Schofield). Percy Harvin fumbles (forced by O'Brien Schofield), recovered by Michael Adams at MIN-30 and returned for 30 yards, touchdown",0.000,-7.000
,,,,,,,"MIN challenged the fumble ruling, and the play was upheld.",,
3,,,,MIN 2,21,10,Jay Feely kicks extra point good,0.000,0.000
3,,,,ARI 30,21,10,"Jay Feely kicks off 64 yards, returned by Percy Harvin for 16 yards (tackle by LaRod Stephens-Howling)",0.000,0.410
3,14:40,1,10,MIN 22,21,10,Brett Favre pass complete short right to Greg Camarillo for 11 yards (tackle by Paris Lenon),0.410,1.140
3,14:02,1,10,MIN 33,21,10,Brett Favre pass complete short right to Bernard Berrian for 5 yards (tackle by Greg Toler),1.140,1.270
3,13:29,2,5,MIN 38,21,10,Brett Favre pass complete short right to Percy Harvin for 14 yards (tackle by Kerry Rhodes),1.270,2.390
3,12:44,1,10,ARI 48,21,10,Brett Favre pass complete short left to Percy Harvin for no gain,2.390,1.850
3,12:44,2,10,ARI 48,21,10,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",1.850,1.170
3,11:41,2,15,MIN 47,21,10,Brett Favre pass complete short left to Jeff Dugan for 3 yards (tackle by Joey Porter),1.170,0.890
3,11:01,3,12,,21,10,Brett Favre pass incomplete short right intended for Percy Harvin (defended by Michael Adams),0.890,-0.060
3,10:56,4,12,,21,10,"Chris Kluwe punts 37 yards, fair catch by Andre Roberts. Penalty on Asher Allen: Illegal Formation, 5 yards",-0.060,-0.040
3,10:49,1,10,ARI 18,21,10,Tim Hightower left tackle for 6 yards (tackle by Ben Leber and Jared Allen),0.040,0.410
3,10:04,2,4,ARI 24,21,10,Derek Anderson for 5 yards,0.410,0.870
3,9:22,1,10,ARI 29,21,10,Tim Hightower middle for 1 yard,0.870,0.460
3,8:41,2,9,ARI 30,21,10,Derek Anderson pass incomplete deep left intended for Steve Breaston,0.460,-0.230
3,8:34,3,9,ARI 30,21,10,Derek Anderson pass incomplete deep right intended for Larry Fitzgerald,-0.230,-1.370
3,8:29,4,9,ARI 30,21,10,"Ben Graham punts 56 yards, returned by Greg Camarillo for 21 yards (tackle by Rashad Johnson). Penalty on Gerald Hayes: Ineligible Downfield Kic, 5 yards",-1.370,-1.600
3,8:17,1,10,MIN 40,21,10,Adrian Peterson right end for no gain (tackle by Gerald Hayes),1.600,1.050
3,7:37,2,10,MIN 40,21,10,Brett Favre pass complete short right to Percy Harvin for 22 yards (tackle by Greg Toler),1.050,3.050
3,6:51,1,10,ARI 38,21,10,Brett Favre pass complete deep middle to Greg Camarillo for 31 yards (tackle by Paris Lenon),3.050,5.600
3,6:05,1,7,ARI 7,21,10,Adrian Peterson right guard for 5 yards (tackle by Greg Toler and Gerald Hayes),5.600,5.720
3,5:26,2,2,ARI 2,21,10,Brett Favre pass incomplete short right intended for Jim Kleinsasser is intercepted by Rashad Johnson at ARI-0 and returned for 7 yards,5.720,0.380
3,5:16,1,10,ARI 7,21,10,Tim Hightower right end for -1 yards (tackle by Chad Greenway),-0.380,-0.850
3,4:45,2,11,ARI 6,21,10,Tim Hightower middle for 6 yards (tackle by E.J. Henderson),-0.850,-0.840
3,4:01,3,5,ARI 12,21,10,Derek Anderson pass complete deep right to Steve Breaston for 16 yards (tackle by Madieu Williams),-0.840,0.810
3,3:14,1,10,ARI 28,21,10,Derek Anderson pass complete short left to Stephen Spach for 4 yards (tackle by Everson Griffen),0.810,0.800
3,2:27,2,6,ARI 32,21,10,Derek Anderson pass complete short right to LaRod Stephens-Howling for 9 yards (tackle by E.J. Henderson),0.800,1.660
3,1:45,1,10,ARI 41,21,10,Tim Hightower left end for 6 yards (tackle by Asher Allen),1.660,1.930
3,0:59,2,4,ARI 47,21,10,Derek Anderson pass complete deep left to Larry Fitzgerald for 17 yards (tackle by Asher Allen),1.930,3.180
3,0:21,,,,21,10,Timeout #1 by Arizona Cardinals,0.000,3.180
3,0:21,1,10,MIN 36,21,10,Steve Breaston pass complete short right to Jim Dray for 17 yards (tackle by Chad Greenway),3.180,4.310
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 19,21,10,Derek Anderson pass incomplete short left intended for Early Doucet,4.310,3.750
4,14:56,2,10,MIN 19,21,10,Tim Hightower right guard for 11 yards (tackle by Madieu Williams and Chris Cook),3.750,5.370
4,14:15,1,8,MIN 8,21,10,Tim Hightower right tackle for 3 yards (tackle by Kevin Williams and Chad Greenway),5.370,5.150
4,13:32,2,5,MIN 5,21,10,Tim Hightower left guard for 1 yard (tackle by Ray Edwards),5.150,4.490
4,12:48,3,4,MIN 4,21,10,Derek Anderson pass incomplete short middle intended for Steve Breaston,4.490,3.030
4,12:44,4,4,MIN 4,24,10,Jay Feely 22 yard field goal good,3.030,3.000
4,,,,ARI 30,24,10,"Jay Feely kicks off 72 yards, returned by Percy Harvin for 19 yards (tackle by Jason Wright)",0.000,-0.060
4,12:36,1,10,MIN 17,24,10,Brett Favre pass incomplete deep right intended for Bernard Berrian,-0.060,-0.580
4,12:28,2,10,MIN 17,24,10,Brett Favre pass complete short right to Adrian Peterson for 15 yards (tackle by Will Davis),-0.580,1.070
4,11:54,1,10,MIN 32,24,10,"Brett Favre pass incomplete short right intended for Bernard Berrian. Penalty on Greg Toler: Defensive Pass Interfere, 8 yards (no play)",1.070,1.600
4,11:49,1,10,MIN 40,24,10,Brett Favre pass complete short left to Bernard Berrian for -4 yards (tackle by Michael Adams),1.600,0.510
4,11:22,2,14,MIN 36,24,10,Brett Favre pass complete short right to Greg Camarillo for 6 yards,0.510,0.630
4,10:51,3,8,MIN 42,24,10,Brett Favre pass complete deep middle to Greg Camarillo for 18 yards (tackle by Greg Toler),0.630,2.920
4,10:19,1,10,ARI 40,24,10,Brett Favre pass incomplete deep right intended for Visanthe Shiancoe,2.920,2.370
4,10:18,2,10,ARI 40,24,10,Brett Favre pass complete short left to Visanthe Shiancoe for 6 yards (tackle by Adrian Wilson),2.370,2.480
4,9:49,3,4,ARI 34,24,10,Brett Favre pass incomplete short middle intended for Greg Lewis (defended by Trumaine McBride),2.480,1.080
4,9:45,4,4,ARI 34,24,10,Brett Favre pass complete short left to Percy Harvin for 6 yards (tackle by Rashad Johnson),1.080,3.710
4,9:16,1,10,ARI 28,24,10,Brett Favre pass complete short left to Greg Lewis for 11 yards (tackle by Trumaine McBride),3.710,4.440
4,8:53,1,10,ARI 17,24,10,Brett Favre pass complete short middle to Greg Lewis for 8 yards (tackle by Michael Adams),4.440,5.290
4,8:20,2,2,ARI 9,24,10,Brett Favre pass complete short middle to Adrian Peterson for 3 yards (tackle by Paris Lenon),5.290,5.830
4,7:46,1,6,ARI 6,24,10,Brett Favre right end for 2 yards (tackle by Darnell Dockett),5.830,5.340
4,7:17,2,4,ARI 4,24,10,Brett Favre pass incomplete short middle intended for Percy Harvin (defended by Adrian Wilson),5.340,4.490
4,7:11,3,4,ARI 4,24,10,Brett Favre pass complete short left to Bernard Berrian for 3 yards (tackle by Michael Adams),4.490,3.550
4,6:26,4,1,ARI 1,24,10,Brett Favre pass incomplete short right intended for Jeff Dugan,3.550,0.380
4,6:18,1,10,ARI 1,24,10,Derek Anderson middle for no gain (tackle by Chad Greenway and Pat Williams),-0.380,-0.780
4,5:39,2,10,ARI 1,24,10,Tim Hightower middle for 1 yard (tackle by E.J. Henderson and Chad Greenway),-0.780,-1.300
4,4:52,3,9,ARI 2,24,10,"Penalty on Derek Anderson: Delay of Game, 1 yards (no play)",-1.300,-1.420
4,4:50,3,10,ARI 1,24,10,Derek Anderson pass incomplete short right intended for Tim Hightower,-1.420,-2.490
4,4:47,4,10,ARI 1,24,10,"Ben Graham punts 41 yards, returned by Greg Camarillo for 2 yards (tackle by Trumaine McBride)",-2.490,-2.920
4,4:39,1,10,ARI 40,24,10,"Brett Favre pass complete short middle to Visanthe Shiancoe for 6 yards (tackle by Adrian Wilson). Penalty on Adrian Wilson: Illegal Contact, 5 yards (no play)",2.920,3.250
4,4:32,1,10,ARI 35,24,10,Brett Favre pass complete short middle to Bernard Berrian for 11 yards (tackle by Michael Adams),3.250,3.970
4,4:04,1,10,ARI 24,24,10,Brett Favre pass complete deep middle to Visanthe Shiancoe for 20 yards (tackle by Kerry Rhodes),3.970,6.280
4,3:38,1,4,ARI 4,24,16,"Adrian Peterson right tackle for 4 yards, touchdown",6.280,7.000
4,,,,ARI 2,24,17,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,24,17,"Ryan Longwell kicks off 67 yards, returned by LaRod Stephens-Howling for 21 yards (tackle by Heath Farwell)",0.000,0.540
4,3:28,1,10,ARI 24,24,17,Tim Hightower left end for -1 yards (tackle by E.J. Henderson),0.540,-0.140
4,3:24,,,,24,17,Timeout #2 by Minnesota Vikings,0.000,-0.140
4,3:24,2,11,ARI 23,24,17,LaRod Stephens-Howling left tackle for 1 yard (tackle by Pat Williams and E.J. Henderson),-0.140,-0.690
4,3:19,,,,24,17,Timeout #3 by Minnesota Vikings,0.000,-0.690
4,3:19,3,10,ARI 24,24,17,Derek Anderson pass complete short left to Larry Fitzgerald for 6 yards (tackle by Lito Sheppard),-0.690,-1.370
4,2:33,4,4,ARI 30,24,17,"Ben Graham punts 44 yards, returned by Greg Camarillo for 7 yards (tackle by Rashad Johnson). Penalty on Chris Cook: Illegal Block Above the , 10 yards",-1.370,-0.480
4,2:24,1,10,MIN 23,24,17,Brett Favre pass complete short middle to Bernard Berrian for 15 yards (tackle by Greg Toler),0.480,1.470
4,2:00,1,10,MIN 38,24,17,Brett Favre pass complete short left to Adrian Peterson for 33 yards (tackle by Darnell Dockett),1.470,3.640
4,1:28,1,10,ARI 29,24,17,Brett Favre sacked by Joey Porter for -6 yards,3.640,2.290
4,1:06,2,16,ARI 35,24,17,Brett Favre pass complete short middle to Visanthe Shiancoe for 15 yards (tackle by Rashad Johnson),2.290,3.600
4,0:44,3,1,ARI 20,24,17,"Brett Favre middle for 1 yard. Penalty on Visanthe Shiancoe: Illegal Shift, 5 yards (no play)",3.600,2.940
4,0:34,3,6,ARI 25,24,23,"Brett Favre pass complete deep middle to Visanthe Shiancoe for 25 yards, touchdown",2.940,7.000
4,,,,ARI 2,24,24,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,24,24,"Ryan Longwell kicks off 58 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Hank Baskett)",0.000,1.400
4,0:23,1,10,ARI 37,24,24,Derek Anderson sacked by Jared Allen for -3 yards,1.400,0.450
4,0:12,,,,24,24,Timeout #2 by Arizona Cardinals,0.000,0.450
4,0:12,2,13,ARI 34,24,24,Derek Anderson pass incomplete short middle intended for Jason Wright (defended by Jared Allen),0.450,-0.230
4,0:08,3,13,ARI 34,24,24,Derek Anderson sacked by Ray Edwards for -6 yards,-0.230,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,,,,MIN 30,24,24,"Ryan Longwell kicks off 68 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Heath Farwell)",0.000,0.740
OT,14:55,1,10,ARI 27,24,24,Derek Anderson pass incomplete deep middle intended for Larry Fitzgerald,0.740,0.200
OT,14:51,2,10,ARI 27,24,24,Derek Anderson sacked by Chad Greenway for -6 yards,0.200,-1.290
OT,14:17,3,16,ARI 21,24,24,Derek Anderson sacked by Jared Allen for 0 yards,-1.290,-1.960
OT,13:48,4,16,ARI 21,24,24,Ben Graham punts 48 yards,-1.960,-1.000
OT,13:38,1,10,MIN 31,24,24,Adrian Peterson right end for 30 yards (tackle by Gerald Hayes),1.000,2.980
OT,12:51,1,10,ARI 39,24,24,"Adrian Peterson middle for 5 yards (tackle by Joey Porter and Dan Williams). Penalty on Anthony Herrera: Offensive Holding, 10 yards (no play)",2.980,2.320
OT,12:26,1,20,ARI 49,24,24,Brett Favre pass complete short right to Bernard Berrian for 22 yards (tackle by Greg Toler and Gerald Hayes),2.320,3.780
OT,11:45,1,10,ARI 27,24,24,Adrian Peterson middle for 2 yards (tackle by Adrian Wilson and Calais Campbell),3.780,3.500
OT,11:07,2,8,ARI 25,24,24,Adrian Peterson left end for 1 yard (tackle by Darnell Dockett and Dan Williams),3.500,2.940
OT,10:38,3,7,ARI 24,24,24,Adrian Peterson middle for 6 yards (tackle by Daryl Washington),2.940,2.400
OT,9:49,4,1,ARI 18,24,27,Ryan Longwell 35 yard field goal good,2.400,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
