Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
1,9:14,1,13,TEN 4,0,0,Derrick Henry up the middle for 2 yards (tackle by Bradley Chubb),-0.490,-0.850
1,8:38,2,11,TEN 6,0,0,Will Levis pass incomplete deep middle intended for DeAndre Hopkins,-0.850,-1.540
1,8:31,3,11,TEN 6,0,6,"Will Levis pass short middle intended for Tyjae Spears is intercepted by Zach Sieler at TEN-5 and returned for 5 yards, touchdown",-1.540,-7.000
1,8:25,,,TEN 15,0,7,Jason Sanders kicks extra point good,0.000,0.000
1,8:25,,,MIA 35,0,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,8:25,1,10,TEN 25,0,7,Tyjae Spears right guard for 3 yards (tackle by David Long),0.610,0.470
1,7:40,2,7,TEN 28,0,7,Will Levis pass complete short middle to Chigoziem Okonkwo for 10 yards (tackle by Xavien Howard and Brandon Jones),0.470,1.470
1,6:58,1,10,TEN 38,0,7,Derrick Henry left tackle for 1 yard (tackle by Duke Riley),1.470,0.990
1,6:34,2,10,TEN 39,0,7,Derrick Henry left end for 3 yards (tackle by Raekwon Davis and Zach Sieler),0.990,0.700
1,5:53,3,7,TEN 42,0,7,Will Levis sacked by Christian Wilkins for -7 yards,0.700,-1.040
1,5:11,4,14,TEN 35,0,7,"Ty Zentner punts 53 yards, fair catch by Braxton Berrios at MIA-12",-1.040,0.350
1,5:02,1,10,MIA 12,0,7,Raheem Mostert up the middle for 3 yards (tackle by Azeez Al-Shaair),-0.350,-0.500
1,4:23,2,7,MIA 15,0,7,De'Von Achane right end for 15 yards (tackle by Azeez Al-Shaair and Amani Hooker),-0.500,0.940
1,3:43,1,10,MIA 30,0,7,Tua Tagovailoa pass complete short left to Jaylen Waddle for 13 yards (tackle by Tre Avery),0.940,1.800
1,3:06,1,10,MIA 43,0,7,Tua Tagovailoa pass complete short right to Tyreek Hill for -6 yards (tackle by Sean Murphy-Bunting),1.800,0.440
1,2:25,2,16,MIA 37,0,7,Tua Tagovailoa pass complete short right to Jaylen Waddle for 15 yards (tackle by Jack Gibbens),0.440,1.750
1,1:39,3,1,TEN 48,0,7,Raheem Mostert left guard for 3 yards (tackle by Azeez Al-Shaair),1.750,2.590
1,1:00,1,10,TEN 45,0,7,"Raheem Mostert right end for 4 yards (tackle by Amani Hooker). Penalty on Liam Eichenberg: Offensive Holding, 10 yards (accepted)",2.590,2.190
1,0:36,1,16,MIA 49,0,7,De'Von Achane left end for 7 yards (tackle by Amani Hooker),2.190,2.180
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,TEN 44,0,7,De'Von Achane right end for 2 yards (tackle by Jack Gibbens),2.180,1.750
2,14:21,3,7,TEN 42,0,7,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,1.750,0.460
2,14:15,4,7,TEN 42,0,7,"Jake Bailey punts 33 yards, returned by Eric Garror for 5 yards (tackle by Justin Bethel)",0.460,0.280
2,14:06,1,10,TEN 14,0,7,Will Levis pass complete short right to Nick Westbrook-Ikhine for 5 yards (tackle by DeShon Elliott),-0.280,-0.040
2,13:30,2,5,TEN 19,0,7,Derrick Henry right end for 6 yards (tackle by DeShon Elliott),-0.040,0.610
2,13:01,1,10,TEN 25,0,7,Treylon Burks right end for 5 yards (tackle by DeShon Elliott),0.610,0.740
2,12:25,2,5,TEN 30,0,7,Will Levis pass complete short right to DeAndre Hopkins for 5 yards (tackle by Kader Kohou),0.740,1.270
2,11:45,1,10,TEN 35,0,7,Tyjae Spears right tackle for 3 yards (tackle by Christian Wilkins and DeShon Elliott),1.270,1.130
2,11:04,2,7,TEN 38,0,7,Will Levis pass incomplete short right intended for Derrick Henry (defended by Emmanuel Ogbah),1.130,0.430
2,10:54,3,7,TEN 38,0,7,Will Levis pass complete short middle to Tyjae Spears for 10 yards (tackle by Kader Kohou and Christian Wilkins),0.430,2.130
2,10:12,1,10,TEN 48,0,7,Will Levis pass complete deep right to Chris Moore for 22 yards (tackle by Brandon Jones),2.130,3.580
2,9:32,1,10,MIA 30,0,7,Tyjae Spears left end for no gain (tackle by Duke Riley),3.580,3.030
2,8:49,2,10,MIA 30,0,7,Will Levis pass incomplete short middle intended for Tyjae Spears (defended by Da'Shawn Hand),3.030,2.340
2,8:44,3,10,MIA 30,0,7,Will Levis scrambles left end for 5 yards (tackle by Jalen Ramsey and Bradley Chubb),2.340,1.850
2,8:44,4,5,MIA 25,0,7,"Penalty on Bradley Chubb: Unsportsmanlike Conduct / Defense, 13 yards (accepted) (no play)",1.850,4.780
2,8:22,1,10,MIA 12,0,7,Will Levis scrambles up the middle for 11 yards (tackle by Kader Kohou),4.780,6.970
2,7:46,1,1,MIA 1,0,7,Derrick Henry up the middle for no gain (tackle by Andrew Van Ginkel and DeShon Elliott),6.970,5.910
2,6:57,2,1,MIA 1,6,7,"Derrick Henry right end for 1 yard, touchdown",5.910,7.000
2,6:53,,,MIA 15,7,7,Nick Folk kicks extra point good,0.000,0.000
2,6:53,,,TEN 35,7,7,"Nick Folk kicks off 64 yards, returned by Braxton Berrios for 27 yards (tackle by Tre Avery)",0.000,0.810
2,6:47,1,10,MIA 28,7,7,Raheem Mostert up the middle for 14 yards (tackle by Amani Hooker),0.810,1.730
2,6:07,1,10,MIA 42,7,7,De'Von Achane left tackle for 11 yards (tackle by K'Von Wallace),1.730,2.460
2,5:27,1,10,TEN 47,7,7,Raheem Mostert left end for 3 yards (tackle by Jack Gibbens and K'Von Wallace),2.460,2.320
2,4:38,2,7,TEN 44,7,7,Tua Tagovailoa pass complete short right to Braxton Berrios for 6 yards (tackle by Azeez Al-Shaair),2.320,2.410
2,4:00,3,1,TEN 38,7,7,Tua Tagovailoa scrambles left end for 8 yards (tackle by Roger McCreary),2.410,3.580
2,3:19,1,10,TEN 30,7,7,Tua Tagovailoa sacked by Arden Key for -5 yards,3.580,2.490
2,2:37,2,14,TEN 34,7,7,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson,2.490,1.680
2,2:28,3,15,TEN 35,7,7,De'Von Achane up the middle for 9 yards (tackle by Azeez Al-Shaair),1.680,1.760
2,2:00,4,6,TEN 26,7,7,Jason Sanders 44 yard field goal no good blocked by Denico Autry (tackle by Christian Wilkins),1.760,-0.340
2,1:51,1,10,TEN 21,7,7,Derrick Henry up the middle for 5 yards (tackle by Andrew Van Ginkel and David Long),0.340,0.480
2,1:20,2,5,TEN 26,7,7,"Derrick Henry right end for no gain (tackle by Xavien Howard and DeShon Elliott). Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",0.480,-1.010
2,1:11,2,15,TEN 16,7,7,Derrick Henry right tackle for 1 yard (tackle by David Long and Emmanuel Ogbah),-1.010,-1.590
2,1:06,,,,,,Timeout #1 by Miami Dolphins,,
2,1:06,3,14,TEN 17,7,7,Tyjae Spears up the middle for 7 yards (tackle by DeShon Elliott and David Long),-1.590,-1.770
2,1:02,,,,,,Timeout #2 by Miami Dolphins,,
2,1:02,4,7,TEN 24,7,7,"Ty Zentner punts 45 yards, fair catch by Braxton Berrios at MIA-31",-1.770,-1.000
2,0:56,1,10,MIA 31,7,7,Tua Tagovailoa pass complete short left to De'Von Achane for 8 yards (tackle by Tre Avery),1.000,1.540
2,0:48,2,2,MIA 39,7,7,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",1.540,0.870
2,0:48,2,7,MIA 34,7,7,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,0.870,0.170
2,0:46,3,7,MIA 34,7,7,Tua Tagovailoa pass incomplete short middle intended for De'Von Achane (defended by Roger McCreary),0.170,-1.110
2,0:38,4,7,MIA 34,7,7,"Jake Bailey punts 56 yards, returned by Eric Garror for 11 yards (tackle by Justin Bethel)",-1.110,-0.340
2,0:28,1,10,TEN 21,7,7,Will Levis pass complete short middle to Chigoziem Okonkwo for 7 yards (tackle by David Long),0.340,0.750
2,0:23,,,,,,Timeout #1 by Tennessee Titans,,
2,0:23,2,3,TEN 28,7,7,"Will Levis pass complete deep right to DeAndre Hopkins for 24 yards (tackle by Brandon Jones) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Will Levis pass complete deep right to DeAndre Hopkins for 22 yards (tackle by DeShon Elliott)",0.750,2.260
2,0:18,,,,,,Timeout #3 by Miami Dolphins,,
2,0:18,1,10,MIA 50,7,7,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",2.260,1.930
2,0:18,1,15,TEN 45,7,7,Will Levis pass complete deep right to DeAndre Hopkins for 45 yards (tackle by Xavien Howard),1.930,4.910
2,0:10,,,,,,Timeout #2 by Tennessee Titans,,
2,0:10,1,10,MIA 10,7,7,Will Levis pass incomplete short right intended for DeAndre Hopkins,4.910,4.190
2,0:08,2,10,MIA 10,7,7,Will Levis pass incomplete short middle intended for DeAndre Hopkins (defended by Xavien Howard),4.190,3.130
2,0:05,3,10,MIA 10,10,7,Nick Folk 28 yard field goal good,3.130,3.000
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,7,"Nick Folk kicks off 63 yards, returned by Braxton Berrios for 19 yards (tackle by Rashad Weaver)",0.000,0.340
3,14:57,1,10,MIA 21,10,7,Raheem Mostert right end for 6 yards (tackle by Kyle Peko),0.340,0.610
3,14:21,2,4,MIA 27,10,7,Raheem Mostert up the middle for 2 yards (tackle by Kyle Peko),0.610,0.170
3,13:40,3,2,MIA 29,10,7,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 22 yards (tackle by Sean Murphy-Bunting),0.170,2.320
3,13:15,1,10,TEN 49,10,7,Tua Tagovailoa pass complete short right to Cedrick Wilson for 8 yards (tackle by Sean Murphy-Bunting),2.320,2.860
3,12:38,2,2,TEN 41,10,7,Raheem Mostert right tackle for 7 yards (tackle by Azeez Al-Shaair and Jack Gibbens),2.860,3.310
3,12:03,1,10,TEN 34,10,7,Raheem Mostert up the middle for 4 yards (tackle by Roger McCreary and Azeez Al-Shaair),3.310,3.310
3,11:31,2,6,TEN 30,10,7,De'Von Achane left end for 3 yards (tackle by Eric Garror),3.310,3.010
3,10:56,3,3,TEN 27,10,7,"Tua Tagovailoa pass incomplete deep right intended for Cedrick Wilson. Penalty on Sean Murphy-Bunting: Defensive Pass Interference, 17 yards (accepted) (no play)",3.010,4.910
3,10:55,1,10,TEN 10,10,7,Raheem Mostert right end for -3 yards (tackle by Sean Murphy-Bunting),4.910,3.720
3,10:16,2,13,TEN 13,10,7,Tua Tagovailoa pass complete short right to De'Von Achane for 11 yards (tackle by Sean Murphy-Bunting),3.720,4.950
3,9:48,3,2,TEN 2,10,7,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson (defended by Sean Murphy-Bunting),4.950,3.250
3,9:38,4,2,TEN 2,10,10,Jason Sanders 20 yard field goal good,3.250,3.000
3,9:35,,,MIA 35,10,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,9:35,1,10,TEN 25,10,10,Derrick Henry up the middle for 3 yards (tackle by Zach Sieler),0.610,0.470
3,8:59,2,7,TEN 28,10,10,Tyjae Spears left guard for 2 yards (tackle by Bradley Chubb and Zach Sieler),0.470,0.040
3,8:19,3,5,TEN 30,10,10,"Will Levis pass complete short right to Tyjae Spears for 8 yards (tackle by Duke Riley). Penalty on Jalen Ramsey: Defensive Holding, 5 yards (declined)",0.040,1.470
3,7:50,1,10,TEN 38,10,10,Will Levis pass incomplete short middle intended for Treylon Burks,1.470,0.920
3,7:43,2,10,TEN 38,10,10,Derrick Henry right end for 3 yards (tackle by Zach Sieler and DeShon Elliott),0.920,0.630
3,6:58,3,7,TEN 41,10,10,Will Levis pass incomplete deep right intended for Treylon Burks (defended by Xavien Howard),0.630,-0.650
3,6:51,4,7,TEN 41,10,10,"Ty Zentner punts 50 yards, fair catch by Braxton Berrios at MIA-9",-0.650,0.380
3,6:43,1,10,MIA 9,10,10,Tua Tagovailoa pass complete short left to Jaylen Waddle for 6 yards (tackle by Tre Avery),-0.380,-0.280
3,6:11,2,4,MIA 15,10,10,Tua Tagovailoa pass incomplete short left intended for Durham Smythe (defended by Amani Hooker),-0.280,-0.720
3,6:06,3,4,MIA 15,10,10,Tua Tagovailoa pass incomplete deep right intended for De'Von Achane,-0.720,-2.440
3,6:00,4,4,MIA 15,10,10,"Jake Bailey punts 50 yards, fair catch by Eric Garror at TEN-35",-2.440,-1.270
3,5:53,1,10,TEN 35,10,10,Derrick Henry right tackle for 2 yards (tackle by Bradley Chubb),1.270,0.990
3,5:15,2,8,TEN 37,10,10,Derrick Henry right tackle for 3 yards (tackle by Bradley Chubb and Emmanuel Ogbah),0.990,0.700
3,4:35,3,5,TEN 40,10,10,Tyjae Spears left end for 8 yards (tackle by Brandon Jones),0.700,2.130
3,3:52,1,10,TEN 48,10,10,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Jalen Ramsey),2.130,1.580
3,3:44,2,10,TEN 48,10,10,"Penalty on Jaelyn Duncan: False Start, 5 yards (accepted) (no play)",1.580,0.910
3,3:44,2,15,TEN 43,10,10,Will Levis pass complete deep left to Derrick Henry for 17 yards (tackle by Brandon Jones),0.910,2.920
3,2:55,1,10,MIA 40,10,10,"Penalty on TEN: Illegal Formation, 5 yards (accepted) (no play)",2.920,2.590
3,2:33,1,15,MIA 45,10,10,Will Levis pass complete short right to DeAndre Hopkins for 7 yards,2.590,2.640
3,1:58,2,8,MIA 38,10,10,Derrick Henry up the middle for 2 yards (tackle by Emmanuel Ogbah),2.640,2.210
3,1:16,3,6,MIA 36,10,10,"Will Levis pass complete deep right to Tyjae Spears for 30 yards. Tyjae Spears fumbles. Tyjae Spears fumbles out of bounds (forced by Brandon Jones) MIA challenged the pass completion ruling, and the play was upheld.",2.210,5.830
3,0:56,1,6,MIA 6,10,10,Derrick Henry up the middle for 1 yard (tackle by Andrew Van Ginkel),5.830,5.150
3,0:22,2,5,MIA 5,10,10,Will Levis pass incomplete short right,5.150,4.260
3,0:15,3,5,MIA 5,10,10,"Will Levis pass complete to Nick Westbrook-Ikhine for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Will Levis pass incomplete short middle intended for Nick Westbrook-Ikhine (defended by Brandon Jones)",4.260,3.010
3,0:12,4,5,MIA 5,13,10,Nick Folk 23 yard field goal good,3.010,3.000
3,0:09,,,TEN 35,13,10,"Nick Folk kicks off 65 yards, returned by Braxton Berrios for 28 yards (tackle by Tre Avery and JoJo Domann)",0.000,0.810
3,0:05,1,10,MIA 28,13,10,Tua Tagovailoa pass complete deep right to Tyreek Hill for 23 yards,0.810,2.320
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 49,13,10,"Penalty on Denico Autry: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.320,3.050
4,15:00,1,5,TEN 44,13,10,Tua Tagovailoa pass complete short left to Alec Ingold for 13 yards (tackle by Roger McCreary),3.050,3.510
4,14:16,1,10,TEN 31,13,10,Tua Tagovailoa pass complete deep right to Tyreek Hill for 25 yards,3.510,5.830
4,14:03,1,6,TEN 6,13,10,Tua Tagovailoa scrambles up the middle for 3 yards (tackle by Teair Tart),5.830,5.530
4,13:37,2,3,TEN 3,13,10,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,5.530,4.720
4,13:27,3,3,TEN 3,13,10,Tua Tagovailoa sacked by Harold Landry for -10 yards,4.720,2.570
4,12:41,4,13,TEN 13,13,13,Jason Sanders 31 yard field goal good,2.570,3.000
4,12:37,,,MIA 35,13,13,"Penalty on Blake Ferguson: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",0.000,0.000
4,12:37,,,MIA 20,13,13,"Jason Sanders kicks off 62 yards, returned by Chris Moore for 23 yards (tackle by Elijah Campbell and Chase Claypool). Penalty on Brandon Jones: Illegal Formation, 5 yards (accepted)",0.000,1.990
4,12:31,1,10,TEN 46,13,13,Will Levis pass incomplete deep left,1.990,1.450
4,12:25,2,10,TEN 46,13,13,Derrick Henry up the middle for -1 yards (tackle by David Long and Brandon Jones),1.450,0.630
4,11:42,3,11,TEN 45,13,13,Will Levis pass complete short left to Chigoziem Okonkwo for 6 yards (tackle by Kader Kohou),0.630,0.000
4,10:56,4,5,MIA 49,13,13,"Ty Zentner punts 49 yards, touchback.",0.000,-0.280
4,10:48,1,10,MIA 20,13,13,Raheem Mostert right end for 7 yards (tackle by Azeez Al-Shaair),0.280,0.680
4,10:06,2,3,MIA 27,13,13,Raheem Mostert left end for 5 yards (tackle by Azeez Al-Shaair),0.680,1.070
4,9:33,1,10,MIA 32,13,13,Tua Tagovailoa pass complete short right to De'Von Achane for no gain (tackle by Jack Gibbens),1.070,0.530
4,8:44,,,,,,Timeout #2 by Miami Dolphins,,
4,8:44,2,10,MIA 32,13,13,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 15 yards (tackle by K'Von Wallace),0.530,2.060
4,8:05,1,10,MIA 47,13,13,"De'Von Achane left tackle for no gain (tackle by Denico Autry). Penalty on Lester Cotton: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
4,7:34,1,20,MIA 37,13,13,Tua Tagovailoa pass incomplete short right intended for De'Von Achane,1.400,0.170
4,7:32,2,20,MIA 37,13,13,Tua Tagovailoa pass complete short left to Jaylen Waddle for 14 yards (tackle by Tre Avery),0.170,1.360
4,6:48,3,6,TEN 49,13,13,Tua Tagovailoa sacked by Harold Landry for -9 yards,1.360,-0.590
4,6:16,4,15,MIA 42,13,13,"Jake Bailey punts 51 yards, recovered by Elijah Campbell at TEN-7",-0.590,5.600
4,6:07,1,7,TEN 7,13,13,Raheem Mostert left end for 4 yards (tackle by K'Von Wallace),5.600,5.530
4,5:38,2,3,TEN 3,13,19,"Raheem Mostert up the middle for 3 yards, touchdown",5.530,7.000
4,5:34,,,TEN 15,13,20,Jason Sanders kicks extra point good,0.000,0.000
4,5:34,,,MIA 35,13,20,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,5:34,1,10,TEN 25,13,20,"Will Levis aborted snap, recovered by Bradley Chubb at TEN-14 and returned for 2 yards",0.610,-4.780
4,5:28,1,10,TEN 12,13,20,Raheem Mostert up the middle for 3 yards (tackle by Harold Landry and Azeez Al-Shaair),4.780,4.640
4,4:47,2,7,TEN 9,13,20,"Raheem Mostert right tackle for no gain (tackle by Harold Landry and TK McLendon). Penalty on Arden Key: Defensive Offside, 4 yards (accepted) (no play)",4.640,5.410
4,4:39,2,3,TEN 5,13,26,"Raheem Mostert right end for 5 yards, touchdown",5.410,7.000
4,4:34,,,TEN 15,13,27,Jason Sanders kicks extra point good,0.000,0.000
4,4:34,,,MIA 35,13,27,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,4:34,1,10,TEN 25,13,27,Will Levis pass complete short right to DeAndre Hopkins for 6 yards (tackle by Xavien Howard),0.610,0.870
4,4:00,2,4,TEN 31,13,27,Will Levis pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Kader Kohou) (defended by Bradley Chubb),0.870,0.170
4,3:53,3,4,TEN 31,13,27,Will Levis pass complete short middle to Chigoziem Okonkwo for 7 yards (tackle by David Long),0.170,1.470
4,3:22,1,10,TEN 38,13,27,Will Levis pass complete short middle to Tyjae Spears for 12 yards (tackle by Duke Riley and Jalen Ramsey),1.470,2.260
4,3:08,1,10,MIA 50,13,27,Will Levis pass incomplete short left intended for Chigoziem Okonkwo,2.260,1.710
4,3:07,2,10,MIA 50,13,27,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",1.710,1.040
4,3:07,2,15,TEN 45,13,27,Will Levis pass complete short middle to Tyjae Spears for 21 yards (tackle by Elijah Campbell),1.040,3.310
4,3:00,1,10,MIA 34,13,27,Will Levis pass complete short right to Tyjae Spears for 8 yards (tackle by Duke Riley),3.310,3.850
4,2:53,2,2,MIA 26,13,27,Will Levis pass complete deep left to Nick Westbrook-Ikhine for 23 yards (tackle by Elijah Campbell),3.850,6.510
4,2:46,1,3,MIA 3,19,27,"Will Levis pass complete short middle to DeAndre Hopkins for 3 yards, touchdown",6.510,7.000
4,2:40,,,MIA 2,21,27,Two Point Attempt: Will Levis pass complete to to Nick Westbrook-Ikhine for no gain,1.000,1.000
4,2:40,,,TEN 35,21,27,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
4,2:40,1,10,MIA 25,21,27,Raheem Mostert right end for 3 yards (tackle by Marlon Davidson and Jaleel Johnson),0.610,0.470
4,2:34,,,,,,Timeout #1 by Tennessee Titans,,
4,2:34,2,7,MIA 28,21,27,Raheem Mostert left guard for 1 yard (tackle by Harold Landry),0.470,-0.100
4,2:29,,,,,,Timeout #2 by Tennessee Titans,,
4,2:29,3,6,MIA 29,21,27,"Tua Tagovailoa scrambles up the middle for 4 yards (tackle by Arden Key). Penalty on Liam Eichenberg: Offensive Holding, 10 yards (declined)",-0.100,-1.180
4,2:24,4,2,MIA 33,21,27,"Jake Bailey punts 45 yards, returned by Eric Garror for 14 yards (tackle by Justin Bethel)",-1.180,-1.330
4,2:15,1,10,TEN 36,21,27,Will Levis pass complete deep right to DeAndre Hopkins for 36 yards (tackle by Kader Kohou),1.330,3.710
4,2:07,1,10,MIA 28,21,27,Will Levis pass complete short right to Chigoziem Okonkwo for 16 yards (tackle by Brandon Jones),3.710,4.780
4,2:00,1,10,MIA 12,21,27,Tyjae Spears right end for 6 yards (tackle by Christian Wilkins),4.780,5.210
4,1:53,,,,,,Timeout #3 by Miami Dolphins,,
4,1:53,2,4,MIA 6,21,27,"Penalty on Zach Sieler: Defensive Delay of Game, 3 yards (accepted) (no play)",5.210,5.790
4,1:53,2,1,MIA 3,27,27,"Derrick Henry left tackle for 3 yards, touchdown",5.790,7.000
4,1:49,,,MIA 15,28,27,Nick Folk kicks extra point good,0.000,0.000
4,1:49,,,TEN 35,28,27,"Nick Folk kicks off 64 yards, returned by Braxton Berrios for 25 yards (tackle by Chris Moore and Jack Gibbens)",0.000,0.670
4,1:45,1,10,MIA 26,28,27,Tua Tagovailoa pass complete short left to Braxton Berrios for 7 yards (tackle by Sean Murphy-Bunting),0.670,1.070
4,1:28,2,3,MIA 33,28,27,Tua Tagovailoa pass complete short left to De'Von Achane for 4 yards (tackle by Tre Avery),1.070,1.400
4,1:19,1,10,MIA 37,28,27,Tua Tagovailoa pass incomplete short right intended for De'Von Achane,1.400,0.860
4,1:15,2,10,MIA 37,28,27,"Tua Tagovailoa pass complete short middle to Durham Smythe for 7 yards (tackle by K'Von Wallace) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.860,1.090
4,0:50,3,3,MIA 44,28,27,Tua Tagovailoa pass complete short right to De'Von Achane for 1 yard (tackle by Denico Autry),1.090,-0.390
4,0:28,4,2,MIA 45,28,27,Tua Tagovailoa sacked by Harold Landry for -3 yards,-0.390,-2.790
4,0:20,1,10,MIA 42,28,27,Will Levis kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
