Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, 49ers to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SFO 25,0,0,Tevin Coleman left guard for 1 yard (tackle by Jadeveon Clowney),0.610,0.200
1,14:19,2,9,SFO 26,0,0,Tevin Coleman right tackle for -1 yards (tackle by Poona Ford),0.200,-0.620
1,13:45,3,10,SFO 25,0,0,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 16 yards (tackle by Jamar Taylor),-0.620,1.660
1,12:58,1,10,SFO 41,0,0,"Penalty on Jarran Reed: Encroachment, 5 yards (no play)",1.660,2.390
1,12:38,1,5,SFO 46,0,0,Jimmy Garoppolo pass incomplete short left intended for Marquise Goodwin,2.390,1.800
1,12:33,2,5,SFO 46,0,0,Jimmy Garoppolo pass incomplete short right intended for Marquise Goodwin (defended by Shaquill Griffin),1.800,1.090
1,12:27,3,5,SFO 46,0,0,"Jimmy Garoppolo pass short middle is intercepted by Shaquill Griffin at SEA-47 and returned for 7 yards. Penalty on Jamar Taylor: Defensive Holding, 5 yards (no play)",1.090,2.320
1,12:19,1,10,SEA 49,0,0,Jimmy Garoppolo pass incomplete deep middle intended for Emmanuel Sanders,2.320,1.780
1,12:16,2,10,SEA 49,0,0,Matt Breida left end for 4 yards (tackle by Bradley McDougald),1.780,1.620
1,11:44,3,6,SEA 45,0,0,"Jimmy Garoppolo pass complete short left to Emmanuel Sanders for 5 yards (tackle by Tre Flowers). Penalty on Tre Flowers: Defensive Pass Interference, 5 yards (no play)",1.620,2.920
1,11:13,1,10,SEA 40,0,0,Jimmy Garoppolo sacked by Tre Flowers for -2 yards,2.920,2.100
1,10:27,2,12,SEA 42,0,0,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 12 yards (tackle by Shaquill Griffin),2.100,3.580
1,9:46,1,10,SEA 30,0,0,Jimmy Garoppolo pass complete short middle to Matt Breida for 5 yards (tackle by Bobby Wagner),3.580,3.710
1,9:08,2,5,SEA 25,0,0,Matt Breida left guard for no gain (tackle by Tre Flowers),3.710,3.010
1,8:29,3,5,SEA 25,0,0,Jimmy Garoppolo pass incomplete deep right intended for Marquise Goodwin,3.010,1.850
1,8:24,4,5,SEA 25,0,3,Chase McLaughlin 43 yard field goal good,1.850,3.000
1,8:19,,,SFO 35,0,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,8:19,1,10,SEA 25,0,3,Chris Carson right tackle for 3 yards (tackle by K'Waun Williams),0.610,0.470
1,7:41,2,7,SEA 28,0,3,Russell Wilson pass complete short right,0.470,0.430
1,7:03,3,2,SEA 33,0,3,Russell Wilson sacked by D.J. Jones for -7 yards,0.430,-1.630
1,6:24,4,9,SEA 26,0,3,Michael Dickson punts 57 yards out of bounds,-1.630,0.060
1,6:17,1,10,SFO 17,0,3,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 30 yards (tackle by Shaquill Griffin and Bobby Wagner),-0.060,2.060
1,5:48,1,10,SFO 47,0,3,"Penalty on Branden Jackson: Encroachment, 5 yards (no play)",2.060,2.790
1,5:38,1,5,SEA 48,0,3,Tevin Coleman left tackle for 22 yards (tackle by Neiko Thorpe),2.790,3.840
1,5:03,1,10,SEA 26,0,3,Tevin Coleman left tackle for 2 yards (tackle by Rasheem Green),3.840,3.570
1,4:23,2,8,SEA 24,0,3,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 12 yards (tackle by Neiko Thorpe),3.570,4.780
1,3:40,,,,,,Timeout #1 by San Francisco 49ers,,
1,3:40,1,10,SEA 12,0,3,Matt Breida up the middle for 3 yards (tackle by Rasheem Green and Bobby Wagner),4.780,4.640
1,3:03,2,7,SEA 9,0,3,"Penalty on Laken Tomlinson: False Start, 5 yards (no play)",4.640,3.790
1,2:42,2,12,SEA 14,0,3,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 4 yards (tackle by Jadeveon Clowney),3.790,3.480
1,2:07,3,8,SEA 10,0,9,"Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 10 yards, touchdown",3.480,7.000
1,2:03,,,SEA 15,0,10,Chase McLaughlin kicks extra point good,0.000,0.000
1,2:03,,,SFO 35,0,10,"Mitch Wishnowsky kicks off 54 yards, returned by Tyler Lockett for 18 yards (tackle by D.J. Reed and Jaquiski Tartt)",0.000,0.870
1,1:57,1,10,SEA 29,0,10,Chris Carson right tackle for 2 yards (tackle by Richard Sherman),0.870,0.600
