Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2,14:19,2,10,DEN 26,0,6,Damon Huard pass complete short right to Larry Johnson for -7 yards (tackle by Boss Bailey),3.300,1.690
2,13:29,3,17,DEN 33,0,6,"Penalty on Damon Huard: Delay of Game, 5 yards (no play)",1.690,1.030
2,13:09,3,22,DEN 38,0,6,Damon Huard pass complete short right to Will Franklin for 8 yards (tackle by Champ Bailey),1.030,1.410
2,13:09,4,14,DEN 30,0,6,Nick Novak 48 yard field goal no good,1.410,-1.470
2,12:40,1,10,DEN 38,0,6,"Jay Cutler pass complete short middle to Andre Hall for 3 yards (tackle by Demorrio Williams). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",1.470,0.810
2,12:09,1,20,DEN 28,0,6,Jay Cutler pass incomplete short middle intended for Daniel Graham,0.810,-0.430
2,12:03,2,20,DEN 28,0,6,Andre Hall up the middle for 2 yards (tackle by Derrick O. Johnson),-0.430,-0.820
2,11:25,3,18,DEN 30,0,6,Jay Cutler pass complete short left to Michael Pittman for 40 yards (tackle by Bernard Pollard),-0.820,3.580
2,10:40,1,10,KAN 30,0,6,Andre Hall left end for 7 yards (tackle by Demorrio Williams),3.580,3.980
2,10:24,2,3,KAN 23,0,6,Jay Cutler pass incomplete deep left intended for Daniel Graham (defended by Pat Thomas),3.980,3.270
2,10:19,3,3,KAN 23,0,6,Jay Cutler pass complete short right to Brandon Stokley for 5 yards (tackle by Dimitri Patterson),3.270,4.370
2,9:37,1,10,KAN 18,0,6,Selvin Young left end for 2 yards (tackle by Bernard Pollard),4.370,4.090
2,8:59,2,8,KAN 16,6,6,"Jay Cutler pass complete deep middle to Brandon Marshall for 16 yards, touchdown",4.090,7.000
2,,,,KAN 2,7,6,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,7,6,"Matt Prater kicks off 70 yards, returned by Dantrell Savage for 19 yards (tackle by Spencer Larsen)",0.000,0.150
2,8:48,1,10,KAN 19,7,6,Damon Huard pass complete short middle to Larry Johnson for 1 yard (tackle by D.J. Williams),0.150,-0.200
2,8:07,2,9,KAN 20,7,6,Larry Johnson up the middle for 4 yards (tackle by Marquand Manuel),-0.200,-0.420
2,7:28,3,5,KAN 24,7,6,Damon Huard pass complete deep left to Dwayne Bowe for 16 yards,-0.420,1.600
2,7:04,1,10,KAN 40,7,6,Damon Huard pass incomplete short left intended for Dwayne Bowe,1.600,1.050
2,6:59,2,10,KAN 40,7,6,Larry Johnson right end for 2 yards (tackle by Marquand Manuel and Nate Webster),1.050,0.630
2,6:12,3,8,KAN 42,7,6,Damon Huard pass incomplete short middle intended for Tony Gonzalez,0.630,-0.590
2,6:07,4,8,KAN 42,7,6,Dustin Colquitt punts 53 yards,-0.590,0.380
2,5:54,1,10,DEN 5,7,6,Jay Cutler pass incomplete short middle intended for Eddie Royal (defended by Demorrio Williams),-0.380,-0.780
2,5:50,2,10,DEN 5,7,6,Selvin Young left tackle for 18 yards (tackle by Jarrad Page),-0.780,0.480
2,5:50,1,10,DEN 23,7,6,Selvin Young up the middle for 1 yard (tackle by Demorrio Williams),0.480,0.070
2,4:24,2,9,DEN 24,7,6,Jay Cutler pass complete deep middle to Tony Scheffler for 26 yards (tackle by Jon McGraw),0.070,2.260
2,3:42,1,10,,7,6,"Brandon Marshall left end for -11 yards (tackle by Derrick O. Johnson). Brandon Marshall fumbles (forced by Derrick O. Johnson), recovered by Brandon Flowers at DEN-39 and returned for 37 yards (tackle by Daniel Graham)",2.260,-6.740
,,,,,,,"DEN challenged the fumble ruling, and the play was upheld.",,
2,3:26,1,2,DEN 2,7,6,Larry Johnson up the middle for 1 yard (tackle by Nate Webster),6.740,5.910
2,2:43,2,1,DEN 1,7,12,"Larry Johnson up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,7,13,Nick Novak kicks extra point good,0.000,0.000
2,,,,KAN 30,7,13,"Nick Novak kicks off 72 yards, returned by Andre Hall for 27 yards (tackle by Jon McGraw)",0.000,0.610
2,2:37,1,10,DEN 25,7,13,Jay Cutler pass complete short right to Brandon Marshall for 10 yards (tackle by Brandon Carr),0.610,1.270
2,2:14,1,10,DEN 35,7,13,Jay Cutler pass complete short middle to Brandon Stokley for 32 yards (tackle by Bernard Pollard),1.270,3.380
2,2:00,1,10,KAN 33,7,13,Jay Cutler pass complete short middle to Eddie Royal for 15 yards (tackle by Jarrad Page),3.380,4.370
2,1:54,1,10,KAN 18,7,13,Jay Cutler pass complete short right to Brandon Stokley for 8 yards (tackle by Brandon Flowers),4.370,5.230
2,1:27,2,2,KAN 10,7,13,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Brandon Carr),5.230,4.510
2,1:25,3,2,KAN 10,7,13,Jay Cutler pass incomplete short right intended for Brandon Marshall,4.510,2.890
2,1:25,4,2,KAN 10,7,13,Matt Prater 28 yard field goal no good,2.890,-0.280
2,1:18,1,10,KAN 20,7,13,Jamaal Charles up the middle for 7 yards (tackle by D.J. Williams),0.280,0.680
2,1:07,,,,7,13,Timeout #1 by Kansas City Chiefs,0.000,0.680
2,1:07,2,3,KAN 27,7,13,Jamaal Charles up the middle for no gain (tackle by Jarvis Moss and Dre' Bly),0.680,-0.030
2,0:57,,,,7,13,Timeout #2 by Denver Broncos,0.000,-0.030
2,0:57,3,3,KAN 27,7,13,Damon Huard sacked by Kenny Peterson for -3 yards,-0.030,-1.770
2,0:50,,,,7,13,Timeout #3 by Denver Broncos,0.000,-1.770
2,0:50,4,6,KAN 24,7,13,"Dustin Colquitt punts 54 yards, returned by Eddie Royal for 36 yards (tackle by Erik Walden)",-1.770,-2.790
2,0:35,1,10,KAN 42,7,13,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by Demorrio Williams),2.790,3.050
2,0:35,2,4,KAN 36,7,13,Jay Cutler spiked the ball,3.050,2.340
2,0:22,,,,7,13,Timeout #2 by Kansas City Chiefs,0.000,2.340
2,0:22,3,4,KAN 36,7,13,Jay Cutler pass complete short right to Daniel Graham for 3 yards (tackle by Dimitri Patterson),2.340,1.210
2,0:22,4,1,KAN 33,7,13,"Penalty on Tyler Polumbus: False Start, 5 yards (no play)",1.210,0.720
2,0:14,4,6,KAN 38,10,13,Matt Prater 56 yard field goal good,0.720,3.000
2,,,,DEN 30,10,13,"Matt Prater kicks off 38 yards, returned by Mike Cox for 8 yards (tackle by Niko Koutouvides)",0.000,1.600
2,0:11,1,10,KAN 40,10,13,Damon Huard kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,10,13,"Nick Novak kicks off 59 yards, returned by Andre Hall for 24 yards (tackle by Dimitri Patterson)",0.000,1.270
3,14:54,1,10,DEN 35,10,13,Andre Hall up the middle for 2 yards (tackle by Turk McBride),1.270,0.990
3,14:18,2,8,DEN 37,10,13,Andre Hall right tackle for 3 yards (tackle by Glenn Dorsey and Tamba Hali),0.990,0.700
3,13:35,3,5,DEN 40,10,13,Jay Cutler pass complete deep left to Eddie Royal for 28 yards (tackle by Dimitri Patterson),0.700,3.450
3,13:12,1,10,KAN 32,10,13,"Jay Cutler for no gain. Jay Cutler fumbles, ball out of bounds at KAN-38",3.450,2.090
3,13:08,2,16,KAN 38,10,13,Jay Cutler pass incomplete deep right intended for Eddie Royal,2.090,1.420
3,13:02,3,16,KAN 38,10,13,Jay Cutler pass complete short right to Michael Pittman for 5 yards (tackle by Derrick O. Johnson),1.420,1.150
3,12:17,4,11,KAN 33,13,13,Matt Prater 51 yard field goal good,1.150,3.000
3,,,,DEN 30,13,13,"Matt Prater kicks off 68 yards, returned by Jamaal Charles for 35 yards (tackle by Andre Hall)",0.000,1.400
3,12:06,1,10,KAN 37,13,13,Larry Johnson for 17 yards,1.400,2.520
3,11:43,1,10,DEN 46,13,13,Damon Huard pass complete short middle to Dwayne Bowe for 8 yards (tackle by Boss Bailey),2.520,3.060
3,11:05,2,2,DEN 38,13,13,Larry Johnson right end for 9 yards (tackle by D.J. Williams),3.060,3.640
3,10:37,1,10,DEN 29,13,13,Larry Johnson left tackle for 2 yards (tackle by Nate Webster),3.640,3.370
3,9:56,2,8,DEN 27,13,13,Damon Huard pass complete short left to Mike Cox for 1 yard (tackle by Dre' Bly),3.370,2.810
3,9:28,,,,13,13,Timeout #1 by Kansas City Chiefs,0.000,2.810
3,9:28,3,7,DEN 26,13,13,Damon Huard pass complete short left to Jamaal Charles for 1 yard (tackle by Boss Bailey),2.810,1.830
3,8:47,4,6,DEN 25,13,16,Nick Novak 43 yard field goal good,1.830,3.000
3,,,,KAN 30,13,16,"Nick Novak kicks off 70 yards, returned by Cliff Russell for 19 yards (tackle by Erik Walden)",0.000,0.150
3,8:37,1,10,DEN 19,13,16,Jay Cutler pass complete short left to Brandon Marshall for 21 yards (tackle by Turk McBride),0.150,1.600
3,7:49,1,10,DEN 40,13,16,Jay Cutler pass incomplete short right intended for Cliff Russell (defended by Brandon Flowers),1.600,1.050
3,7:45,,,,13,16,Timeout #1 by Denver Broncos,0.000,1.050
3,7:45,2,10,DEN 40,13,16,Jay Cutler pass incomplete short left intended for Daniel Graham,1.050,0.370
3,7:41,3,10,DEN 40,13,16,Jay Cutler pass incomplete short middle intended for Brandon Marshall is intercepted by Derrick O. Johnson at tm_-50 and returned for 7 yards,0.370,-2.720
3,7:32,1,10,DEN 43,13,16,"Larry Johnson right tackle for -2 yards (tackle by Champ Bailey). Larry Johnson fumbles (forced by Champ Bailey), recovered by Boss Bailey at DEN-45 (tackle by Larry Johnson)",2.720,-1.930
,,,,,,,"KAN challenged the fumble ruling, and the play was upheld.",,
3,7:21,1,10,DEN 45,13,16,Selvin Young right tackle for 1 yard (tackle by Alfonso Boone),1.930,1.520
3,6:46,2,9,DEN 46,13,16,Jay Cutler pass incomplete deep right intended for Brandon Marshall is intercepted by Brandon Carr at KAN-21 and returned for 32 yards (tackle by Chris Kuper),1.520,-2.460
3,6:29,1,10,DEN 47,13,16,Larry Johnson up the middle for 6 yards (tackle by Nate Webster),2.460,2.720
3,5:58,2,4,DEN 41,13,16,Larry Johnson up the middle for 1 yard (tackle by Marcus Thomas and Marlon McCree),2.720,2.150
3,5:17,3,3,DEN 40,13,16,Damon Huard pass incomplete deep left intended for Dwayne Bowe,2.150,0.590
3,5:12,4,3,DEN 40,13,16,"Dustin Colquitt punts 26 yards, fair catch by Eddie Royal",0.590,0.280
3,5:04,1,10,DEN 14,13,16,Selvin Young left end for 5 yards (tackle by Demorrio Williams),-0.280,-0.040
3,4:28,2,5,DEN 19,13,16,Selvin Young up the middle for 4 yards (tackle by Tank Tyler),-0.040,-0.320
3,3:40,3,1,DEN 23,13,16,Jay Cutler pass incomplete short right intended for Michael Pittman,-0.320,-1.830
3,3:40,4,1,DEN 23,13,16,"Brett Kern punts 51 yards, returned by Dantrell Savage for 1 yard (tackle by Wesley Woodyard)",-1.830,-0.740
3,3:26,1,10,KAN 27,13,16,Larry Johnson up the middle for 3 yards (tackle by Champ Bailey and John Engelberger),0.740,0.600
3,2:50,2,7,KAN 30,13,16,Damon Huard pass complete short right to Tony Gonzalez for 14 yards (tackle by Marquand Manuel),0.600,1.860
3,2:11,1,10,KAN 44,13,16,Larry Johnson left end for 2 yards (tackle by D.J. Williams),1.860,1.590
3,1:30,2,8,KAN 46,13,16,Damon Huard pass complete short left to Larry Johnson for 4 yards (tackle by Boss Bailey),1.590,1.420
3,0:40,3,4,,13,16,"Penalty on Damon Huard: Delay of Game, 5 yards (no play)",1.420,0.760
3,0:18,3,9,KAN 45,13,16,Damon Huard pass complete deep left to Dwayne Bowe for 17 yards (tackle by Jack Williams),0.760,3.050
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 38,13,16,Damon Huard pass incomplete deep left intended for Dwayne Bowe,3.050,2.510
4,14:54,2,10,DEN 38,13,16,Damon Huard pass complete short middle to Jeff Webb for 15 yards (tackle by Marlon McCree),2.510,4.040
4,14:08,1,10,DEN 23,13,16,Damon Huard pass complete short middle to Dwayne Bowe for 10 yards (tackle by Marquand Manuel),4.040,4.710
4,13:26,1,10,DEN 13,13,16,Larry Johnson right tackle for 3 yards (tackle by Nic Clemons),4.710,4.580
4,12:46,2,7,DEN 10,13,22,"Damon Huard pass complete short right to Tony Gonzalez for 10 yards, touchdown",4.580,7.000
4,,,,DEN 2,13,23,Nick Novak kicks extra point good,0.000,0.000
4,,,,KAN 30,13,23,"Nick Novak kicks off 73 yards, returned by Cliff Russell for 25 yards (tackle by Kolby Smith)",0.000,0.410
4,12:33,1,10,DEN 22,13,23,Jay Cutler pass complete short left to Eddie Royal for 5 yards (tackle by Derrick O. Johnson),0.410,0.540
4,12:09,2,5,DEN 27,13,23,Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Brandon Carr),0.540,1.270
4,11:46,1,10,DEN 35,13,23,Jay Cutler pass complete short left to Eddie Royal for 4 yards (tackle by Dimitri Patterson),1.270,1.260
4,11:17,2,6,DEN 39,13,23,Jay Cutler pass complete short right to Brandon Marshall for 7 yards,1.260,1.990
4,11:01,1,10,DEN 46,13,23,Jay Cutler pass complete short right to Eddie Royal for 9 yards,1.990,2.670
4,10:49,2,1,KAN 45,13,23,Michael Pittman left guard for 10 yards (tackle by Maurice Leggett),2.670,3.250
4,10:31,1,10,KAN 35,13,23,Jay Cutler pass complete short right to Eddie Royal for 9 yards (tackle by Brandon Flowers),3.250,3.920
4,10:31,2,1,KAN 26,13,23,Michael Pittman up the middle for 3 yards (tackle by Derrick O. Johnson and Turk McBride),3.920,4.040
4,10:31,1,10,KAN 23,13,23,Jay Cutler pass incomplete short left intended for Brandon Stokley,4.040,3.500
4,9:41,2,10,KAN 23,13,23,Selvin Young left end for 5 yards (tackle by Dimitri Patterson and Bernard Pollard),3.500,3.490
4,9:08,3,5,KAN 18,13,23,Jay Cutler pass complete short right to Eddie Royal for 8 yards (tackle by Brandon Flowers),3.490,4.910
4,8:44,1,10,KAN 10,13,23,Selvin Young up the middle for 7 yards (tackle by Jarrad Page),4.910,5.530
4,8:08,2,3,KAN 3,13,23,Jay Cutler pass incomplete short left intended for Selvin Young,5.530,4.720
4,8:05,3,3,KAN 3,13,23,Jay Cutler pass incomplete short middle intended for Eddie Royal,4.720,3.040
4,8:01,4,3,KAN 3,16,23,Matt Prater 22 yard field goal good,3.040,3.000
4,,,,DEN 30,16,23,"Matt Prater kicks off 70 yards, returned by Dantrell Savage for 51 yards (tackle by Champ Bailey)",0.000,2.320
4,7:49,1,10,DEN 49,16,23,Larry Johnson left tackle for 4 yards (tackle by Marcus Thomas and Marquand Manuel),2.320,2.320
4,7:06,2,6,DEN 45,16,23,Damon Huard pass incomplete short right intended for Mike Cox,2.320,1.620
4,7:00,3,6,DEN 45,16,23,Damon Huard pass complete short middle to Tony Gonzalez for 23 yards (tackle by Marquand Manuel),1.620,4.110
4,6:12,1,10,DEN 22,16,23,Larry Johnson left end for 3 yards (tackle by Boss Bailey),4.110,3.970
4,5:26,2,7,DEN 19,16,23,Larry Johnson up the middle for 3 yards (tackle by Marcus Thomas and Nic Clemons),3.970,3.740
4,4:39,3,4,DEN 16,16,23,Larry Johnson up the middle for 1 yard (tackle by Marcus Thomas),3.740,2.540
4,3:53,4,3,DEN 15,16,26,Nick Novak 33 yard field goal good,2.540,3.000
4,,,,KAN 30,16,26,"Nick Novak kicks off 70 yards, returned by Selvin Young for 31 yards (tackle by Dantrell Savage). Penalty on Devard Darling: Face Mask (15 Yards), 15 yards",0.000,1.990
4,3:41,1,10,DEN 46,16,26,Jay Cutler pass complete short right to Daniel Graham for 5 yards (tackle by Dimitri Patterson),1.990,2.130
4,3:41,2,5,KAN 49,16,26,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Brandon Flowers),2.130,3.050
4,3:08,1,10,KAN 38,16,26,Jay Cutler pass complete short middle to Brandon Stokley for 11 yards (tackle by Brandon Flowers),3.050,3.780
4,2:45,1,10,KAN 27,16,26,Jay Cutler pass complete short right to Brandon Stokley for 12 yards (tackle by Brandon Flowers),3.780,4.580
4,2:26,1,10,KAN 15,16,26,Jay Cutler pass incomplete short middle intended for Brandon Stokley,4.580,3.950
4,2:18,2,10,KAN 15,16,26,Jay Cutler pass incomplete short right intended for Brandon Marshall,3.950,3.100
4,2:14,3,10,KAN 15,16,26,Jay Cutler pass incomplete short middle intended for Brandon Stokley (defended by Brandon Flowers),3.100,2.440
4,2:09,4,10,KAN 15,19,26,Matt Prater 33 yard field goal good,2.440,3.000
4,,,,DEN 30,19,26,"Matt Prater kicks onside 13 yards, recovered by Kolby Smith",0.000,2.720
4,2:04,1,10,DEN 43,19,26,Larry Johnson right tackle for 34 yards (tackle by Marquand Manuel),2.720,5.140
4,1:55,1,9,DEN 9,19,26,"Larry Johnson up the middle for 5 yards (tackle by Kenny Peterson). Penalty on Rudy Niswanger: Offensive Holding, 10 yards (no play)",5.140,4.230
4,1:51,1,19,DEN 19,19,26,Larry Johnson up the middle for 3 yards (tackle by John Engelberger),4.230,3.340
4,1:45,,,,19,26,Timeout #2 by Denver Broncos,0.000,3.340
4,1:45,2,16,DEN 16,19,32,"Larry Johnson left tackle for 16 yards, touchdown",3.340,7.000
4,,,,DEN 2,19,33,Nick Novak kicks extra point good,0.000,0.000
4,,,,KAN 30,19,33,"Nick Novak kicks off 70 yards, returned by Selvin Young for 30 yards (tackle by Devard Darling). Penalty on Karl Paymah: Illegal Block Above the Waist, 7 yards",0.000,-0.380
4,1:31,1,10,DEN 7,19,33,Jay Cutler pass complete short left to Brandon Stokley for 8 yards (tackle by Pat Thomas),-0.380,-0.140
4,1:17,2,2,DEN 15,19,33,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Brandon Carr),-0.140,-0.480
4,1:10,3,2,DEN 15,19,33,Jay Cutler pass complete short middle to Brandon Stokley for 4 yards (tackle by Pat Thomas),-0.480,0.150
4,0:54,1,10,DEN 19,19,33,Jay Cutler up the middle for 6 yards (tackle by Demorrio Williams),0.150,0.480
4,0:32,2,4,DEN 25,19,33,Jay Cutler pass complete short middle to Daniel Graham for 21 yards (tackle by Jon McGraw),0.480,1.990
4,0:11,1,10,DEN 46,19,33,Michael Pittman up the middle for 18 yards (tackle by Jarrad Page),1.990,3.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
