Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
1,6:32,,,TEN 35,3,6,"Cairo Santos kicks off 70 yards, returned by Dontrell Hilliard for 27 yards (tackle by Kenny Vaccaro). Penalty on D'Ernest Johnson: Illegal Double-Team Block, 11 yards",0.000,-0.370
1,6:27,1,10,CLE 11,3,6,Baker Mayfield pass complete short left to Odell Beckham for 8 yards (tackle by Malcolm Butler),-0.370,0.170
1,5:42,2,2,CLE 19,3,6,"Baker Mayfield sacked by Kevin Byard for no gain. Penalty on Malcolm Butler: Defensive Holding, 5 yards (no play)",0.170,0.540
1,5:11,1,10,CLE 24,3,6,Nick Chubb left guard for -3 yards (tackle by DaQuan Jones and Sharif Finch),0.540,-0.410
1,4:27,2,13,CLE 21,3,6,Baker Mayfield pass incomplete short middle intended for David Njoku,-0.410,-1.090
1,4:23,3,13,CLE 21,3,6,Baker Mayfield sacked by Cameron Wake for -15 yards,-1.090,-2.490
1,3:43,4,28,CLE 6,3,6,Jamie Gillan punts 49 yards downed by Pharaoh Brown,-2.490,-1.930
1,3:29,1,10,TEN 45,3,6,Derrick Henry right guard for 2 yards (tackle by Larry Ogunjobi),1.930,1.650
1,2:54,2,8,TEN 47,3,6,Marcus Mariota pass incomplete short left intended for Derrick Henry,1.650,0.960
1,2:50,3,8,TEN 47,3,6,"Penalty on Jack Conklin: False Start, 5 yards (no play)",0.960,0.300
1,2:50,3,13,TEN 42,3,6,Marcus Mariota left end for 5 yards (tackle by T.J. Carrie). Penalty on Jack Conklin: Offensive Holding (Declined),0.300,-0.260
1,2:26,4,8,TEN 47,3,6,Brett Kern punts 46 yards downed by Christopher Milton,-0.260,0.380
1,2:17,1,10,CLE 7,3,6,Nick Chubb left guard for 3 yards (tackle by Logan Ryan),-0.380,-0.560
1,1:35,2,7,CLE 10,3,6,Baker Mayfield pass complete short right to David Njoku for 18 yards (tackle by Adoree' Jackson),-0.560,0.810
1,0:58,1,10,CLE 28,3,6,Nick Chubb right guard for 3 yards (tackle by Sharif Finch and Isaiah Mack),0.810,0.670
1,0:13,2,7,CLE 31,3,6,Baker Mayfield pass complete short left to Odell Beckham for 4 yards (tackle by Logan Ryan),0.670,0.500
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,CLE 35,3,6,Baker Mayfield pass incomplete short right intended for Dontrell Hilliard,0.500,-1.040
2,14:57,4,3,CLE 35,3,6,"Jamie Gillan punts 52 yards, fair catch by Adam Humphries at TEN-13",-1.040,0.320
2,14:49,1,10,TEN 13,3,6,Dion Lewis up the middle for 6 yards (tackle by Damarious Randall),-0.320,0.030
2,14:11,2,4,TEN 19,3,6,"Dion Lewis right guard for no gain (tackle by Sheldon Richardson). Penalty on Myles Garrett: Unnecessary Roughness, 15 yards (no play)",0.030,1.200
2,13:46,1,10,TEN 34,3,6,Jonnu Smith right end for 10 yards (tackle by Joe Schobert),1.200,1.860
2,13:20,1,10,TEN 44,3,6,Marcus Mariota pass incomplete deep left intended for Corey Davis,1.860,1.320
2,13:15,2,10,TEN 44,3,6,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by Damarious Randall),1.320,0.630
2,13:11,3,10,TEN 44,3,6,"Marcus Mariota pass incomplete short right intended for Adam Humphries (defended by Damarious Randall). Penalty on Denzel Ward: Defensive Holding, 5 yards (no play)",0.630,2.190
2,13:05,1,10,TEN 49,3,6,Dion Lewis left guard for 1 yard (tackle by Joe Schobert and Myles Garrett),2.190,1.780
2,12:25,2,9,TEN 50,3,6,Marcus Mariota pass complete short middle to Delanie Walker for 16 yards (tackle by Greedy Williams),1.780,3.310
2,11:44,1,10,CLE 34,3,6,Derrick Henry right tackle for 2 yards (tackle by Joe Schobert),3.310,3.040
2,11:08,2,8,CLE 32,3,6,"Marcus Mariota pass incomplete deep left intended for Corey Davis. Penalty on Sheldon Richardson: Roughing the Passer, 15 yards (no play)",3.040,4.440
2,11:01,1,10,CLE 17,3,6,Derrick Henry right guard for 6 yards (tackle by Morgan Burnett),4.440,4.890
2,10:22,2,4,CLE 11,3,6,Marcus Mariota pass incomplete short right intended for A.J. Brown,4.890,4.100
2,10:18,3,4,CLE 11,3,6,"Penalty on Sheldon Richardson: Neutral Zone Infraction, 5 yards (no play)",4.100,5.830
2,10:18,1,6,CLE 6,3,6,Derrick Henry up the middle for 5 yards (tackle by Morgan Burnett and Olivier Vernon),5.830,5.910
2,9:42,2,1,CLE 1,9,6,"Derrick Henry right guard for 1 yard, touchdown",5.910,7.000
2,9:39,,,CLE 15,10,6,Cairo Santos kicks extra point good,0.000,0.000
2,9:39,,,TEN 35,10,6,"Cairo Santos kicks off 56 yards, returned by Dontrell Hilliard for 21 yards (tackle by Wesley Woodyard)",0.000,0.940
2,9:34,1,10,CLE 30,10,6,Nick Chubb left guard for 9 yards (tackle by Kevin Byard),0.940,1.610
2,8:51,2,1,CLE 39,10,6,Baker Mayfield pass incomplete short middle intended for Demetrius Harris (defended by Jayon Brown),1.610,0.890
2,8:43,3,1,CLE 39,10,6,Baker Mayfield pass incomplete deep right intended for Jarvis Landry (defended by Logan Ryan),0.890,-0.780
2,8:34,4,1,CLE 39,10,6,"Jamie Gillan punts 46 yards, fair catch by Adam Humphries at TEN-15",-0.780,0.220
2,8:27,1,10,TEN 15,10,6,Derrick Henry right end for 18 yards (tackle by Christian Kirksey),-0.220,1.140
2,7:50,1,10,TEN 33,10,6,Marcus Mariota pass incomplete short right intended for MyCole Pruitt,1.140,0.590
2,7:44,2,10,TEN 33,10,6,Marcus Mariota pass complete short left to Jonnu Smith for 7 yards (tackle by Terrance Mitchell),0.590,0.830
2,7:06,3,3,TEN 40,10,6,Marcus Mariota pass complete short right to Adam Humphries for 5 yards,0.830,1.930
2,6:37,1,10,TEN 45,10,6,Derrick Henry right end for 8 yards (tackle by Sheldon Richardson),1.930,2.460
2,5:57,2,2,CLE 47,10,6,Marcus Mariota sacked by Morgan Burnett for -9 yards,2.460,0.560
2,5:18,3,11,TEN 44,10,6,Marcus Mariota pass incomplete deep middle intended for Corey Davis,0.560,-0.460
2,5:13,4,11,TEN 44,10,6,"Brett Kern punts 46 yards, returned by Dontrell Hilliard for 18 yards (tackle by Kamalei Correa)",-0.460,-0.810
2,5:03,1,10,CLE 28,10,6,"Nick Chubb left guard for 2 yards (tackle by Harold Landry). Penalty on Greg Robinson: Disqualification, 15 yards",0.810,-1.640
2,4:31,2,23,CLE 15,10,6,Baker Mayfield pass complete short right to Jarvis Landry for 10 yards (tackle by Wesley Woodyard),-1.640,-0.820
2,3:45,3,13,CLE 25,10,6,Baker Mayfield pass incomplete short middle intended for David Njoku,-0.820,-1.700
2,3:38,4,13,CLE 25,10,6,"Jamie Gillan punts 47 yards, fair catch by Adam Humphries at TEN-28",-1.700,-0.810
2,3:30,1,10,TEN 28,10,6,Derrick Henry up the middle for -1 yards (tackle by Christian Kirksey),0.810,0.130
2,2:51,2,11,TEN 27,10,6,Marcus Mariota sacked by Myles Garrett for -7 yards. Penalty on Dennis Kelly: Offensive Holding (Declined),0.130,-1.480
2,2:24,3,18,TEN 20,10,6,Marcus Mariota pass complete short middle to Dion Lewis for 7 yards (tackle by Sheldon Richardson),-1.480,-1.570
2,2:00,4,11,TEN 27,10,6,Brett Kern punts 70 yards downed by Beau Brinkley,-1.570,0.380
2,1:47,1,10,CLE 3,10,6,"Penalty on Chris Hubbard: False Start, 1 yard (no play)",-0.380,-0.420
2,1:47,1,11,CLE 2,12,6,"Baker Mayfield sacked by Cameron Wake for -2 yards, safety.",-0.420,-2.000
2,1:42,,,CLE 20,12,6,"Jamie Gillan kicks off 62 yards, returned by Adoree' Jackson for 23 yards (tackle by Sheldrick Redwine)",0.000,1.660
2,1:36,1,10,TEN 41,12,6,Marcus Mariota pass complete short middle to Delanie Walker for 11 yards (tackle by Morgan Burnett),1.660,2.390
2,1:15,1,10,CLE 48,12,6,Marcus Mariota pass incomplete short left intended for Tajae Sharpe (defended by Terrance Mitchell),2.390,1.850
2,1:13,2,10,CLE 48,12,6,Marcus Mariota pass incomplete short middle intended for Corey Davis (defended by Sheldon Richardson),1.850,1.160
2,1:09,3,10,CLE 48,12,6,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe,1.160,0.070
2,1:04,4,10,CLE 48,12,6,"Brett Kern punts 35 yards, fair catch by Jarvis Landry at CLE-13",0.070,0.320
2,0:57,1,10,CLE 13,12,6,Baker Mayfield pass complete short left to Damion Ratley for 7 yards (tackle by Logan Ryan),-0.320,0.220
2,0:36,2,3,CLE 20,12,6,Baker Mayfield pass complete short right to Dontrell Hilliard for 14 yards (tackle by Logan Ryan),0.220,1.200
2,0:30,,,,,,Timeout #1 by Cleveland Browns,,
2,0:30,1,10,CLE 34,12,6,Baker Mayfield pass complete deep right to Odell Beckham for 24 yards (tackle by Adoree' Jackson),1.200,2.790
2,0:21,1,10,TEN 42,12,6,"Baker Mayfield pass complete deep left to Odell Beckham for 22 yards (tackle by Malcolm Butler). Penalty on Odell Beckham: Offensive Pass Interference, 10 yards (no play)",2.790,2.130
2,0:15,1,20,CLE 48,12,6,Baker Mayfield sacked by Logan Ryan for -8 yards,2.130,-0.190
2,0:10,,,,,,Timeout #2 by Cleveland Browns,,
2,0:10,2,28,CLE 40,12,6,Baker Mayfield pass incomplete short left intended for Odell Beckham,-0.190,-0.820
2,0:07,3,28,CLE 40,12,6,Baker Mayfield pass complete short left to Odell Beckham for 5 yards (tackle by Malcolm Butler),-0.820,-0.390
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,12,6,"Austin Seibert kicks off 61 yards, returned by Darius Jennings for 17 yards (tackle by Malik Jefferson)",0.000,0.340
3,14:55,1,10,TEN 21,12,6,Marcus Mariota pass complete short middle to A.J. Brown for 51 yards (tackle by Morgan Burnett and Jermaine Whitehead),0.340,3.710
3,14:10,1,10,CLE 28,12,6,Marcus Mariota sacked by Larry Ogunjobi for -10 yards,3.710,1.820
3,13:24,2,20,CLE 38,12,6,Derrick Henry right end for 2 yards (tackle by Christian Kirksey and Joe Schobert),1.820,1.420
3,12:44,3,18,CLE 36,12,6,Marcus Mariota pass complete short right to Dion Lewis for 1 yard (tackle by Christian Kirksey),1.420,0.970
3,11:58,4,17,CLE 35,15,6,Cairo Santos 53 yard field goal good,0.970,3.000
3,11:53,,,TEN 35,15,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,11:53,1,10,CLE 25,15,6,Baker Mayfield pass complete short left to Odell Beckham for 12 yards (tackle by Kenny Vaccaro),0.610,1.400
3,11:23,1,10,CLE 37,15,6,Nick Chubb up the middle for 15 yards (tackle by Harold Landry),1.400,2.390
3,10:46,1,10,TEN 48,15,6,Nick Chubb up the middle for 3 yards (tackle by DaQuan Jones),2.390,2.250
3,10:14,2,7,TEN 45,15,6,"Nick Chubb left end for 4 yards (tackle by Kenny Vaccaro). Penalty on Chris Hubbard: Offensive Holding, 10 yards (no play)",2.250,0.900
3,9:47,2,17,CLE 45,15,6,Baker Mayfield pass complete short left to Nick Chubb for -1 yards (tackle by Kenny Vaccaro),0.900,0.100
3,9:10,3,18,CLE 44,15,6,Baker Mayfield pass complete short middle to D'Ernest Johnson for 11 yards (tackle by Jurrell Casey and Kenny Vaccaro),0.100,0.270
3,8:29,4,7,TEN 45,15,6,"Jamie Gillan punts 39 yards, fair catch by Adam Humphries at TEN-6",0.270,0.380
3,8:23,1,10,TEN 6,15,6,Derrick Henry right guard for 2 yards (tackle by Sheldon Richardson),-0.380,-0.630
3,7:43,2,8,TEN 8,15,6,Marcus Mariota left end for 6 yards (tackle by Myles Garrett),-0.630,-0.480
3,7:00,3,2,TEN 14,15,6,Marcus Mariota pass complete short left to Dion Lewis for -2 yards (tackle by Christian Kirksey),-0.480,-2.490
3,6:13,4,4,TEN 12,15,6,"Penalty on TEN: Delay of Game, 5 yards (no play)",-2.490,-2.490
3,5:58,4,9,TEN 7,15,6,"Brett Kern punts 44 yards out of bounds. Penalty on Greedy Williams: Offensive Holding, 10 yards",-2.490,-1.530
3,5:52,1,10,CLE 39,15,6,"Penalty on Justin McCray: False Start, 5 yards (no play)",1.530,1.200
3,5:52,1,15,CLE 34,15,6,"Nick Chubb left end for 12 yards (tackle by Malcolm Butler). Penalty on Demetrius Harris: Offensive Holding, 10 yards (no play)",1.200,0.540
3,5:25,1,25,CLE 24,15,6,Nick Chubb up the middle for 2 yards (tackle by DaQuan Jones and Kamalei Correa),0.540,-0.770
3,4:49,2,23,CLE 26,15,6,Baker Mayfield pass complete short right to David Njoku for 7 yards (tackle by Logan Ryan),-0.770,-0.490
3,4:12,3,16,CLE 33,15,6,Baker Mayfield pass complete deep middle to Jarvis Landry for 23 yards (tackle by Kenny Vaccaro),-0.490,2.650
3,3:32,1,10,TEN 44,15,6,Baker Mayfield pass complete short left to Nick Chubb for 7 yards (tackle by Austin Johnson),2.650,3.060
3,2:58,2,3,TEN 37,15,6,Baker Mayfield pass complete deep right to Jarvis Landry for 34 yards (tackle by Logan Ryan),3.060,6.510
3,2:13,1,3,TEN 3,15,12,"Baker Mayfield pass complete short middle to David Njoku for 3 yards, touchdown",6.510,7.000
3,2:10,,,TEN 15,15,13,Austin Seibert kicks extra point good,0.000,0.000
3,2:10,,,CLE 35,15,13,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
3,2:10,1,10,TEN 25,21,13,"Marcus Mariota pass complete short left to Derrick Henry for 75 yards, touchdown",0.610,7.000
3,1:57,,,CLE 15,22,13,Cairo Santos kicks extra point good,0.000,0.000
3,1:57,,,TEN 35,22,13,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,1:57,1,10,CLE 25,22,13,Nick Chubb left guard for 8 yards (tackle by Kenny Vaccaro),0.610,1.140
3,1:30,2,2,CLE 33,22,13,Baker Mayfield pass complete short left to Nick Chubb for 4 yards (tackle by Kenny Vaccaro),1.140,1.400
3,0:58,1,10,CLE 37,22,13,Nick Chubb up the middle for 2 yards (tackle by Sharif Finch),1.400,1.130
3,0:24,2,8,CLE 39,22,13,Baker Mayfield pass complete short right to Damion Ratley for 10 yards (tackle by Kevin Byard),1.130,2.190
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 49,22,13,"Baker Mayfield pass incomplete short right. Penalty on Demetrius Harris: Offensive Holding, 10 yards (no play)",2.190,1.530
4,14:54,1,20,CLE 39,22,13,Nick Chubb up the middle for 6 yards (tackle by Jayon Brown),1.530,1.110
4,14:21,2,14,CLE 45,22,13,Baker Mayfield pass deep right intended for Odell Beckham is intercepted by Kevin Byard at TEN-37 and returned for 28 yards,1.110,-3.250
4,14:11,1,10,CLE 35,22,13,Derrick Henry left guard for 4 yards (tackle by Joe Schobert),3.250,3.240
4,13:33,2,6,CLE 31,22,13,Derrick Henry left end for 2 yards (tackle by Sheldon Richardson),3.240,2.810
4,13:05,3,4,CLE 29,22,13,"Marcus Mariota left end for 13 yards (tackle by Joe Schobert). Penalty on Denzel Ward: Defensive Holding, 5 yards",2.810,4.840
4,12:39,1,10,CLE 11,28,13,"Marcus Mariota pass complete short left to Delanie Walker for 11 yards, touchdown",4.840,7.000
4,12:32,,,CLE 15,29,13,Cairo Santos kicks extra point good,0.000,0.000
4,12:32,,,TEN 35,29,13,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,12:32,1,10,CLE 25,29,13,Nick Chubb right end for 6 yards (tackle by Sharif Finch),0.610,0.870
4,11:59,2,4,CLE 31,29,13,Baker Mayfield pass complete short right to Jarvis Landry for no gain (tackle by Adoree' Jackson),0.870,0.170
4,11:23,3,4,CLE 31,29,13,Baker Mayfield pass short left intended for Jarvis Landry is intercepted by Logan Ryan at CLE-34 and returned for no gain,0.170,-3.310
4,11:17,1,10,CLE 34,29,13,Derrick Henry left guard for 7 yards (tackle by Christian Kirksey),3.310,3.720
4,10:41,2,3,CLE 27,29,13,Derrick Henry up the middle for 4 yards (tackle by Christian Kirksey and Joe Schobert),3.720,4.040
4,9:56,1,10,CLE 23,29,13,Derrick Henry left guard for 16 yards (tackle by Damarious Randall),4.040,5.600
4,9:09,,,,,,Timeout #1 by Tennessee Titans,,
4,9:09,1,7,CLE 7,35,13,"Marcus Mariota pass complete short right to Delanie Walker for 7 yards, touchdown",5.600,7.000
4,9:03,,,CLE 15,36,13,Cairo Santos kicks extra point good,0.000,0.000
4,9:03,,,TEN 35,36,13,"Cairo Santos kicks off 60 yards, returned by D'Ernest Johnson for 23 yards (tackle by David Fluellen)",0.000,0.810
4,8:58,1,10,CLE 28,36,13,Baker Mayfield pass incomplete short middle intended for Nick Chubb,0.810,0.260
4,8:53,2,10,CLE 28,36,13,Baker Mayfield pass incomplete deep left intended for Odell Beckham,0.260,-0.430
4,8:47,3,10,CLE 28,36,13,"Baker Mayfield pass incomplete short right intended for Odell Beckham. Penalty on Kevin Byard: Defensive Pass Interference, 16 yards (no play)",-0.430,1.860
4,8:43,1,10,CLE 44,36,13,"Baker Mayfield pass incomplete short right intended for Odell Beckham. Penalty on Chris Hubbard: Offensive Holding, 10 yards (no play)",1.860,1.200
4,8:35,1,20,CLE 34,36,13,Baker Mayfield pass complete short right to D'Ernest Johnson for 12 yards (tackle by Kenny Vaccaro),1.200,1.590
4,8:09,2,8,CLE 46,36,13,Baker Mayfield pass complete short middle to David Njoku for 9 yards (tackle by Adoree' Jackson),1.590,2.590
4,7:45,1,10,TEN 45,36,13,Baker Mayfield sacked by Sharif Finch for -9 yards,2.590,0.830
4,7:06,2,19,CLE 46,36,13,Baker Mayfield sacked by and Logan Ryan for -7 yards,0.830,-0.760
4,6:21,3,26,CLE 39,36,13,D'Ernest Johnson right end for 13 yards (tackle by Rashaan Evans),-0.760,0.070
4,5:41,4,13,TEN 48,36,13,Baker Mayfield pass incomplete short left intended for Odell Beckham,0.070,-2.130
4,5:36,1,10,TEN 48,36,13,Dion Lewis up the middle for no gain (tackle by Larry Ogunjobi and Olivier Vernon),2.130,1.580
4,4:52,2,10,TEN 48,36,13,"Derrick Henry right end for 5 yards (tackle by Myles Garrett). Penalty on Derrick Henry: Face Mask (15 Yards), 15 yards",1.580,0.230
4,4:46,2,20,TEN 38,36,13,Derrick Henry right guard for 2 yards (tackle by Greedy Williams),0.230,-0.160
4,4:03,3,18,TEN 40,36,13,Marcus Mariota sacked by Myles Garrett for -6 yards,-0.160,-1.110
4,3:20,4,24,TEN 34,36,13,Brett Kern punts 36 yards out of bounds,-1.110,-0.940
4,3:11,1,10,CLE 30,42,13,"Baker Mayfield pass short left intended for Jarvis Landry is intercepted by Malcolm Butler at CLE-38 and returned for 38 yards, touchdown",0.940,-7.000
4,3:02,,,CLE 15,43,13,"Cairo Santos kicks extra point good. Penalty on Devaroe Lawrence: Unsportsmanlike Conduct, 15 yards",0.000,0.000
4,3:02,,,TEN 50,43,13,"Cairo Santos kicks off 50 yards, touchback.",0.000,0.610
4,3:02,1,10,CLE 25,43,13,Nick Chubb up the middle for 1 yard (tackle by Kamalei Correa),0.610,0.200
4,2:23,2,9,CLE 26,43,13,Nick Chubb left guard for 5 yards (tackle by Austin Johnson),0.200,0.170
4,2:00,3,4,CLE 31,43,13,Nick Chubb left tackle for 2 yards (tackle by Daren Bates and Austin Johnson),0.170,-1.180
4,1:21,4,2,CLE 33,43,13,Nick Chubb right guard for 1 yard (tackle by Wesley Woodyard),-1.180,-3.310
4,1:16,1,10,CLE 34,43,13,Ryan Tannehill kneels for -1 yards,3.310,2.640
4,0:37,2,11,CLE 35,43,13,Ryan Tannehill kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
