Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,19,84,1,4,41,2.2,43,2.3,1,19.0
Dion Lewis,TEN,3,7,0,,4,1.3,3,1.0,0,
Marcus Mariota,TEN,3,24,0,1,21,7.0,3,1.0,0,
Ryan Tannehill,TEN,2,-2,0,,-2,-1.0,0,0.0,0,
Jonnu Smith,TEN,1,10,0,1,0,0.0,10,10.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,17,75,0,2,27,1.6,48,2.8,1,17.0
Dontrell Hilliard,CLE,1,4,1,1,2,2.0,2,2.0,0,
D'Ernest Johnson,CLE,1,13,0,,10,10.0,3,3.0,0,
Jarvis Landry,CLE,1,10,0,1,9,9.0,1,1.0,0,
