Quarter,Time,Tm,Detail,ATL,TAM
1.0,14:00,Buccaneers,Ronde Barber 29 yard interception return (Matt Bryant kick),0,7
,6:32,Falcons,Morten Andersen 33 yard field goal,3,7
,6:19,Buccaneers,Micheal Spurlock 90 yard kickoff return (Matt Bryant kick),3,14
2.0,11:24,Buccaneers,Matt Bryant 33 yard field goal,3,17
,4:09,Buccaneers,Earnest Graham 1 yard rush (Matt Bryant kick),3,24
,0:00,Buccaneers,Matt Bryant 28 yard field goal,3,27
3.0,4:08,Buccaneers,Matt Bryant 34 yard field goal,3,30
4.0,7:42,Buccaneers,Anthony Becht 1 yard pass from Jeff Garcia (Matt Bryant kick),3,37
