Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Matt Bryant kicks off 71 yards, returned by Jerious Norwood for 19 yards (tackle by Quincy Black)",0.000,0.040
1,14:54,1,10,ATL 18,0,0,Chris Redman pass incomplete short left intended for Ovie Mughelli,0.040,-0.490
1,14:48,2,10,ATL 18,0,0,Warrick Dunn right guard for 4 yards (tackle by Kevin Carter),-0.490,-0.660
1,14:11,3,6,ATL 22,0,6,"Chris Redman pass incomplete short right intended for Michael Jenkins is intercepted by Ronde Barber at ATL-29 and returned for 29 yards, touchdown",-0.660,-7.000
1,,,,ATL 2,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,TAM 30,0,7,"Matt Bryant kicks off 60 yards, returned by Jerious Norwood for 13 yards (tackle by Will Allen)",0.000,0.480
1,13:54,1,10,ATL 23,0,7,Chris Redman pass complete short right to Michael Jenkins for 5 yards (tackle by Jermaine Phillips),0.480,0.610
1,13:17,2,5,ATL 28,0,7,Jerious Norwood left end for -2 yards (tackle by Barrett Ruud),0.610,-0.360
1,12:40,3,7,ATL 26,0,7,Chris Redman pass incomplete short left intended for Warrick Dunn,-0.360,-1.630
1,12:32,4,7,ATL 26,0,7,"Michael Koenen punts 40 yards, returned by Ike Hilliard for 8 yards (tackle by Ovie Mughelli)",-1.630,-1.730
1,12:20,1,10,TAM 42,0,7,Earnest Graham up the middle for 5 yards (tackle by Lawyer Milloy and Demorrio Williams),1.730,1.860
1,11:40,2,5,TAM 47,0,7,Earnest Graham up the middle for 3 yards (tackle by Michael Boley),1.860,1.550
1,11:03,3,2,,0,7,Jeff Garcia pass complete short left to Earnest Graham for 5 yards (tackle by Keith Brooking),1.550,2.590
1,10:22,1,10,ATL 45,0,7,Jeff Garcia pass incomplete short right intended for Michael Clayton,2.590,2.040
1,10:15,2,10,ATL 45,0,7,Jeff Garcia pass incomplete short right intended for Joey Galloway,2.040,1.360
1,10:08,3,10,ATL 45,0,7,Jeff Garcia pass incomplete short middle intended for Ike Hilliard,1.360,0.270
1,10:01,4,10,ATL 45,0,7,"Penalty on Quincy Black: False Start, 5 yards (no play)",0.270,-0.060
1,10:01,4,15,,0,7,Josh Bidwell punts 24 yards,-0.060,-0.670
1,9:56,1,10,ATL 26,0,7,Jerious Norwood right guard for 9 yards (tackle by Tanard Jackson),0.670,1.350
1,9:26,2,1,ATL 35,0,7,Jerious Norwood left guard for 29 yards (tackle by Derrick Brooks),1.350,3.180
1,9:05,1,10,TAM 36,0,7,Chris Redman pass complete short middle to Laurent Robinson for 18 yards (tackle by Gaines Adams),3.180,4.370
1,8:28,1,10,TAM 18,0,7,Warrick Dunn up the middle for 3 yards (tackle by Jermaine Phillips),4.370,4.250
1,7:57,2,7,TAM 15,0,7,Warrick Dunn left tackle for -1 yards (tackle by Barrett Ruud and Gaines Adams),4.250,3.300
1,7:16,3,8,TAM 16,0,7,Chris Redman up the middle for 1 yard (tackle by Jovan Haye and Barrett Ruud),3.300,2.440
1,6:38,4,7,TAM 15,3,7,Morten Andersen 33 yard field goal good,2.440,3.000
1,,,,ATL 30,3,13,"Michael Koenen kicks off 60 yards, returned by Micheal Spurlock for 90 yards, touchdown",0.000,7.000
1,,,,ATL 2,3,14,Matt Bryant kicks extra point good,0.000,0.000
1,,,,TAM 30,3,14,"Matt Bryant kicks off 71 yards, returned by Adam Jennings for 28 yards (tackle by Kalvin Pearson)",0.000,0.740
1,6:09,1,10,ATL 27,3,14,Warrick Dunn right guard for 15 yards (tackle by Gaines Adams),0.740,1.730
1,5:46,1,10,ATL 42,3,14,Chris Redman pass incomplete deep left intended for Roddy White,1.730,1.190
1,5:38,2,10,ATL 42,3,14,Ovie Mughelli up the middle for 1 yard (tackle by Kevin Carter),1.190,0.630
1,5:02,3,9,ATL 43,3,14,Chris Redman pass incomplete short middle intended for Warrick Dunn,0.630,-0.520
1,4:57,4,9,ATL 43,3,14,"Michael Koenen punts 36 yards, returned by Ike Hilliard for 7 yards (tackle by David Irons)",-0.520,-0.810
1,4:48,1,10,TAM 28,3,14,Earnest Graham left guard for 8 yards (tackle by Michael Boley and Lawyer Milloy),0.810,1.340
1,4:11,2,2,TAM 36,3,14,Earnest Graham right guard for 4 yards (tackle by Lawyer Milloy),1.340,1.600
1,3:31,1,10,TAM 40,3,14,Michael Pittman up the middle for 2 yards (tackle by Demorrio Williams),1.600,1.320
1,2:54,2,8,TAM 42,3,14,"Jeff Garcia pass incomplete deep middle intended for Joey Galloway. Penalty on Chris Crocker: Defensive Pass Interference, 19 yards (no play)",1.320,2.980
1,2:43,1,10,ATL 39,3,14,Jeff Garcia sacked by Chauncey Davis for -5 yards,2.980,1.770
1,2:10,2,15,ATL 44,3,14,Earnest Graham left end for 4 yards (tackle by DeAngelo Hall and Keith Brooking),1.770,1.620
1,1:33,3,11,ATL 40,3,14,Jeff Garcia pass complete short right to Joey Galloway for 7 yards (tackle by DeAngelo Hall),1.620,1.180
1,0:47,4,4,ATL 33,3,14,Jeff Garcia pass complete short right to Ike Hilliard for 9 yards (tackle by Chris Houston),1.180,3.970
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 24,3,14,Earnest Graham right tackle for 4 yards (tackle by Tim Anderson and Keith Brooking),3.970,3.970
2,14:34,2,6,ATL 20,3,14,Michael Clayton right end for no gain (tackle by Chris Crocker),3.970,3.270
2,14:05,3,6,ATL 20,3,14,Jeff Garcia pass complete short middle to Michael Pittman for 6 yards (tackle by Keith Brooking),3.270,4.650
2,13:17,1,10,ATL 14,3,14,Earnest Graham up the middle for 4 yards (tackle by Jamaal Anderson),4.650,4.710
2,12:54,2,6,ATL 10,3,14,Earnest Graham right tackle for 4 yards (tackle by Jamaal Anderson and Jonathan Babineaux),4.710,4.730
2,12:09,3,2,ATL 6,3,14,Jeff Garcia sacked by John Abraham for -9 yards,4.730,2.440
2,11:31,4,11,ATL 15,3,17,Matt Bryant 33 yard field goal good,2.440,3.000
