Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
3,14:23,1,10,DEN 31,21,20,Knowshon Moreno right guard for 3 yards (tackle by Sammie Lee Hill),1.000,0.870
3,13:54,2,7,DEN 34,21,20,Knowshon Moreno right tackle for 5 yards (tackle by Michael Griffin),0.870,0.830
3,13:16,3,2,DEN 39,21,20,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Jason McCourty and Alterraun Verner),0.830,1.800
3,12:33,1,10,DEN 43,21,20,"Peyton Manning pass incomplete deep left intended for Eric Decker (defended by Bernard Pollard). Penalty on Alterraun Verner: Defensive Holding (Declined), Penalty on Bernard Pollard: Personal Foul, 15 yards (no play)",1.800,2.790
3,12:26,1,10,TEN 42,21,20,Peyton Manning pass complete deep right to Demaryius Thomas for 38 yards (tackle by Jason McCourty),2.790,6.280
3,11:58,1,4,TEN 4,21,26,"Peyton Manning pass complete short middle to Demaryius Thomas for 4 yards, touchdown",6.280,7.000
3,11:58,,,TEN 2,21,27,Matt Prater kicks extra point good,0.000,0.000
3,11:58,,,DEN 35,21,27,"Matt Prater kicks off 70 yards, returned by Leon Washington for 34 yards (tackle by David Bruton)",0.000,-0.870
3,11:44,1,10,TEN 29,21,27,Chris Johnson up the middle for 1 yard (tackle by Malik Jackson),0.870,0.460
3,11:10,2,9,TEN 30,21,27,Ryan Fitzpatrick pass complete short left to Kendall Wright for 13 yards (tackle by Omar Bolden),0.460,1.800
3,10:37,1,10,TEN 43,21,27,Ryan Fitzpatrick pass incomplete intended for Taylor Thompson is intercepted by Terrance Knighton at TEN-45 and returned for 2 yards (tackle by Andy Levitre),1.800,-2.720
3,10:30,1,10,TEN 43,21,27,Montee Ball up the middle for 13 yards (tackle by Bernard Pollard),2.720,3.580
3,10:04,1,10,TEN 30,21,27,Montee Ball up the middle for 15 yards (tackle by George Wilson),3.580,4.580
3,9:32,1,10,TEN 15,21,27,Montee Ball up the middle for 5 yards (tackle by Ropati Pitoitua),4.580,4.840
3,9:02,2,5,TEN 10,21,27,Peyton Manning pass complete short right to Knowshon Moreno for 9 yards (tackle by Bernard Pollard),4.840,6.970
3,8:27,1,1,TEN 1,21,27,Montee Ball right guard for no gain (tackle by Sammie Lee Hill),6.970,5.910
3,7:50,2,1,TEN 1,21,27,Peyton Manning pass incomplete short left intended for Joel Dreessen,5.910,5.170
3,7:45,3,1,TEN 1,21,27,Peyton Manning pass incomplete short left intended for Jacob Tamme (defended by Alterraun Verner). Penalty on Alterraun Verner: Defensive Holding (no play),5.170,6.970
3,7:42,1,1,TEN 1,21,27,Peyton Manning pass incomplete short right intended for Andre Caldwell,6.970,5.910
3,7:38,2,1,TEN 1,21,33,"Knowshon Moreno up the middle for 1 yard, touchdown",5.910,7.000
3,7:38,,,TEN 2,21,34,Matt Prater kicks extra point good,0.000,0.000
3,7:38,,,DEN 35,21,34,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,7:34,1,10,TEN 20,21,34,Chris Johnson left end for 18 yards (tackle by Danny Trevathan),0.280,1.470
3,6:56,1,10,TEN 38,21,34,Chris Johnson left tackle for 1 yard (tackle by Von Miller),1.470,1.060
3,6:21,2,9,TEN 39,21,34,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington,1.060,0.370
3,6:16,3,9,TEN 39,21,34,Ryan Fitzpatrick pass complete short right to Nate Washington for 16 yards (tackle by Kayvon Webster),0.370,2.590
3,5:43,1,10,DEN 45,21,34,Chris Johnson left tackle for 4 yards (tackle by Mike Adams),2.590,2.580
3,4:59,2,6,DEN 41,27,34,"Ryan Fitzpatrick pass complete deep middle to Justin Hunter for 41 yards, touchdown",2.580,7.000
3,4:59,,,DEN 2,28,34,Rob Bironas kicks extra point good,0.000,0.000
3,4:59,,,TEN 35,28,34,"Rob Bironas kicks off 69 yards, returned by Andre Caldwell for 34 yards. Penalty on Kayvon Webster: Illegal Block Above the Waist, 10 yards",0.000,-0.280
3,4:33,1,10,DEN 20,28,34,Peyton Manning pass complete short left to Julius Thomas for 3 yards (tackle by Michael Griffin),0.280,0.140
3,4:04,2,7,DEN 23,28,34,Peyton Manning pass complete to Jacob Tamme for 15 yards (tackle by Zach Brown),0.140,1.470
3,3:40,1,10,DEN 38,28,34,Knowshon Moreno right tackle for 2 yards (tackle by Moise Fokou),1.470,1.190
3,3:03,2,8,DEN 40,28,34,Peyton Manning pass complete short middle to Eric Decker for 15 yards (tackle by Alterraun Verner),1.190,2.590
3,2:31,1,10,TEN 45,28,34,Montee Ball up the middle for 2 yards (tackle by Antonio Johnson),2.590,2.310
3,1:52,2,8,TEN 43,28,34,Peyton Manning pass complete short right to Montee Ball for 11 yards (tackle by Zach Brown),2.310,3.450
3,1:17,1,10,TEN 32,28,34,Knowshon Moreno left guard for -1 yards (tackle by Zach Brown),3.450,2.770
3,0:39,2,11,TEN 33,28,34,Peyton Manning pass complete short right to Demaryius Thomas for 12 yards (tackle by Jason McCourty),2.770,4.170
Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 21,28,34,Peyton Manning pass complete short right to Jacob Tamme for 12 yards (tackle by Jason McCourty),4.170,5.140
4,14:27,1,9,TEN 9,28,34,Montee Ball up the middle for 8 yards (tackle by Colin McCarthy),5.140,5.910
4,13:47,2,1,TEN 1,28,34,Montee Ball up the middle for no gain (tackle by George Wilson),5.910,5.170
4,13:20,3,1,TEN 1,28,34,Peyton Manning pass incomplete short right intended for Eric Decker,5.170,3.550
4,13:18,4,1,TEN 1,28,37,Matt Prater 19 yard field goal good,3.550,3.000
4,13:18,,,DEN 35,28,37,"Matt Prater kicks off 69 yards, returned by Leon Washington for 27 yards (tackle by Nate Irving)",0.000,-0.480
4,13:08,1,10,TEN 23,28,37,Shonn Greene up the middle for 3 yards (tackle by Danny Trevathan),0.480,0.340
4,12:32,2,7,TEN 26,28,37,Ryan Fitzpatrick pass incomplete deep right intended for Justin Hunter,0.340,-0.360
4,12:25,3,7,TEN 26,28,37,Ryan Fitzpatrick pass complete short middle to Michael Preston for 6 yards (tackle by David Bruton),-0.360,-1.240
4,11:48,4,1,TEN 32,28,37,Ryan Fitzpatrick up the middle for 4 yards (tackle by Mike Adams),-1.240,1.330
4,11:11,1,10,TEN 36,28,37,Chris Johnson left guard for 11 yards (tackle by Mike Adams),1.330,2.060
4,10:33,1,10,TEN 47,28,37,Chris Johnson up the middle for -1 yards (tackle by Malik Jackson),2.060,1.380
4,9:56,2,11,TEN 46,28,37,"Ryan Fitzpatrick pass complete short left to Chris Johnson for -14 yards (tackle by Von Miller). Chris Johnson fumbles (forced by Von Miller), recovered by Mike Adams at TEN-32 (tackle by David Stewart)",1.380,-3.450
4,9:47,1,10,TEN 32,28,37,Peyton Manning pass incomplete deep middle intended for Julius Thomas,3.450,2.900
4,9:41,2,10,TEN 32,28,37,"Montee Ball right guard for -3 yards (tackle by Michael Griffin). Penalty on Michael Griffin: Face Mask (15 Yards), 15 yards",2.900,4.240
4,9:19,1,10,TEN 20,28,43,"Peyton Manning pass complete deep middle to Eric Decker for 20 yards, touchdown",4.240,7.000
4,9:19,,,TEN 2,28,44,Matt Prater kicks extra point good,0.000,0.000
4,9:19,,,DEN 35,28,44,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,9:12,1,10,TEN 20,28,44,Ryan Fitzpatrick pass incomplete short left intended for Kendall Wright,0.280,-0.270
4,9:08,2,10,TEN 20,28,44,Ryan Fitzpatrick sacked by Von Miller for -7 yards,-0.270,-2.190
4,8:30,3,17,TEN 13,28,44,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington. Penalty on David Stewart: Offensive Holding (Declined),-2.190,-2.490
4,8:24,4,17,TEN 13,28,44,"Brett Kern punts 38 yards, returned by Eric Decker for 2 yards (tackle by Colin McCarthy)",-2.490,-2.320
4,8:13,1,10,TEN 49,28,44,Montee Ball right end for 9 yards (tackle by Alterraun Verner),2.320,3.000
4,7:33,2,1,TEN 40,28,44,Peyton Manning pass complete short middle to Jacob Tamme for 13 yards (tackle by Moise Fokou),3.000,3.780
4,6:51,1,10,TEN 27,28,44,Montee Ball up the middle for 1 yard (tackle by Michael Griffin),3.780,3.370
4,6:11,2,9,TEN 26,28,44,Peyton Manning pass incomplete deep right intended for Jacob Tamme,3.370,2.680
4,6:05,3,9,TEN 26,28,44,Peyton Manning pass complete short middle to Joel Dreessen for 8 yards (tackle by Zach Brown),2.680,2.400
4,5:25,4,1,TEN 18,28,44,Knowshon Moreno up the middle for 2 yards (tackle by Michael Griffin),2.400,4.510
4,4:45,1,10,TEN 16,28,44,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,4.510,3.900
4,4:39,2,10,TEN 16,28,44,Knowshon Moreno left tackle for 8 yards (tackle by Colin McCarthy),3.900,4.620
4,3:55,3,2,TEN 8,28,44,Peyton Manning pass complete short left to Knowshon Moreno for 3 yards (tackle by Michael Griffin),4.620,6.060
4,3:12,1,5,TEN 5,28,50,"Montee Ball up the middle for 5 yards, touchdown",6.060,7.000
4,3:12,,,TEN 2,28,51,Matt Prater kicks extra point good,0.000,0.000
4,3:12,,,DEN 35,28,51,"Matt Prater kicks off 70 yards, returned by Leon Washington for 20 yards (tackle by Duke Ihenacho)",0.000,6.060
4,3:03,1,5,TEN 5,28,51,Timeout #1 by Denver Broncos,6.060,0.220
4,3:02,1,10,TEN 15,28,51,Shonn Greene left tackle for 8 yards (tackle by Duke Ihenacho),-0.220,0.480
4,2:33,2,2,TEN 23,28,51,Shonn Greene right tackle for 3 yards (tackle by Wesley Woodyard),0.480,0.670
4,2:08,1,10,TEN 26,28,51,Ryan Fitzpatrick pass incomplete deep left intended for Justin Hunter,0.670,0.130
4,2:02,2,10,TEN 26,28,51,Ryan Fitzpatrick pass complete short left to Justin Hunter for 6 yards (tackle by Kayvon Webster),0.130,0.230
4,1:57,3,4,TEN 32,28,51,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington (defended by Danny Trevathan),0.230,-1.240
4,1:51,4,4,TEN 32,28,51,Shonn Greene up the middle for -11 yards (tackle by Danny Trevathan),-1.240,-4.170
4,1:44,1,10,TEN 21,28,51,Peyton Manning kneels for no gain,4.170,3.630
4,1:06,2,10,TEN 21,28,51,Peyton Manning kneels for no gain,3.630,2.940
4,0:40,3,10,TEN 21,28,51,Peyton Manning kneels for -1 yards,2.940,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
