Quarter,Time,Down,ToGo,Location,MIN,BAL,Detail,EPB,EPA
2,13:45,3,11,MIN 30,0,7,Matt Cassel pass incomplete short right intended for Toby Gerhart (defended by Daryl Smith),-0.360,-1.370
2,13:37,4,11,MIN 30,0,7,"Jeff Locke punts 40 yards, returned by Jacoby Jones for 22 yards (tackle by Audie Cole)",-1.370,-2.390
2,13:26,1,10,MIN 48,0,7,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Xavier Rhodes),2.390,1.850
2,13:20,2,10,MIN 48,0,7,Jacoby Jones right end for -4 yards (tackle by Chad Greenway),1.850,0.630
2,12:36,3,14,BAL 48,0,7,Joe Flacco pass incomplete deep right intended for Torrey Smith,0.630,-0.190
2,12:29,4,14,BAL 48,0,7,"Sam Koch punts 52 yards, touchback",-0.190,-0.280
2,12:21,1,10,MIN 20,0,7,Matt Cassel pass incomplete short left intended for Adrian Peterson,0.280,-0.270
2,12:17,2,10,MIN 20,0,7,Matt Cassel up the middle for 5 yards (tackle by Daryl Smith),-0.270,-0.300
2,11:33,3,5,MIN 25,0,7,"Matt Cassel pass complete short right to Adrian Peterson for 4 yards (tackle by Arthur Brown). Adrian Peterson fumbles (forced by Arthur Brown), ball out of bounds at MIN-29",-0.300,-1.440
2,11:12,4,1,MIN 29,0,7,"Jeff Locke punts 54 yards, returned by Jacoby Jones for 10 yards (tackle by Michael Mauti)",-1.440,-0.740
2,10:59,1,10,BAL 27,0,7,Ray Rice left tackle for no gain (tackle by Audie Cole),0.740,0.200
2,10:28,2,10,BAL 27,0,7,Joe Flacco pass incomplete deep right intended for Marlon Brown,0.200,-0.490
2,10:23,3,10,BAL 27,0,7,Joe Flacco pass incomplete short middle intended for Jacoby Jones (defended by Xavier Rhodes),-0.490,-1.570
2,10:18,4,10,BAL 27,0,7,"Sam Koch punts 39 yards, out of bounds",-1.570,-1.200
2,10:10,1,10,MIN 34,0,7,Toby Gerhart right guard for 21 yards (tackle by Corey Graham and Josh Bynes),1.200,2.590
2,9:26,1,10,BAL 45,0,7,Matt Cassel pass incomplete short middle intended for Greg Jennings,2.590,2.040
2,9:21,2,10,BAL 45,0,7,Toby Gerhart left tackle for -5 yards (tackle by Arthur Jones),2.040,0.700
2,8:42,3,15,MIN 50,0,7,Matt Cassel pass complete short right to Greg Jennings for 12 yards (tackle by Arthur Brown),0.700,0.700
2,8:03,3,15,MIN 50,0,7,Timeout #1 by Minnesota Vikings,0.700,0.720
2,8:03,4,3,BAL 38,0,7,Matt Cassel pass complete short left to Jerome Simpson for 6 yards (tackle by Lardarius Webb),0.720,3.450
2,7:27,1,10,BAL 32,0,7,Matt Cassel pass incomplete deep left intended for Jerome Simpson (defended by Jimmy Smith),3.450,2.900
2,7:20,2,10,BAL 32,0,7,Matt Cassel pass complete short right to Greg Jennings for 11 yards (tackle by Lardarius Webb),2.900,4.170
2,6:38,1,10,BAL 21,0,7,Matt Cassel pass incomplete short right intended for Jarius Wright (defended by Corey Graham),4.170,3.630
2,6:32,2,10,BAL 21,0,7,Toby Gerhart left end for 1 yard (tackle by Arthur Jones and Terrell Suggs),3.630,3.070
2,5:51,3,9,BAL 20,0,7,"Cordarrelle Patterson right end for 18 yards (tackle by Josh Bynes). Penalty on Joe Berger: Personal Foul, 15 yards (no play)",3.070,1.090
2,5:16,3,24,BAL 35,0,7,Matt Cassel pass complete short right to Cordarrelle Patterson for 14 yards (tackle by James Ihedigbo and Daryl Smith),1.090,2.060
2,4:33,4,10,BAL 21,3,7,Blair Walsh 39 yard field goal good,2.060,3.000
2,4:33,,,MIN 35,3,7,"Blair Walsh kicks off 68 yards, returned by Jacoby Jones for 29 yards (tackle by Larry Dean)",0.000,-0.670
2,4:21,1,10,BAL 26,3,7,Ray Rice left guard for 1 yard (tackle by Jared Allen),0.670,0.270
2,3:53,2,9,BAL 27,3,7,"Penalty on Letroy Guion: Defensive Offside, 5 yards (no play)",0.270,0.940
2,3:36,2,4,BAL 32,3,7,Ray Rice left tackle for -1 yards (tackle by Jamarca Sanford),0.940,0.100
2,3:03,3,5,BAL 31,3,7,Joe Flacco pass incomplete deep middle intended for Dennis Pitta (defended by Andrew Sendejo),0.100,-1.310
2,2:57,4,5,BAL 31,3,7,"Sam Koch punts 50 yards, returned by Marcus Sherels for 14 yards (tackle by Albert McClellan)",-1.310,-1.140
2,2:45,1,10,MIN 33,3,7,Matt Cassel pass complete deep left to Cordarrelle Patterson for 20 yards (tackle by Jameel McClain),1.140,2.460
2,2:10,1,10,BAL 47,3,7,Matt Cassel pass complete short right to Greg Jennings for 4 yards (tackle by Lardarius Webb),2.460,2.450
2,2:00,2,6,BAL 43,3,7,Toby Gerhart left guard for no gain (tackle by James Ihedigbo),2.450,1.750
2,1:24,3,6,BAL 43,3,7,Matt Cassel pass incomplete short middle intended for Rhett Ellison (defended by Daryl Smith),1.750,0.400
2,1:16,4,6,BAL 43,3,7,"Jeff Locke punts 43 yards, touchback",0.400,-0.280
2,1:09,1,10,BAL 20,3,7,Joe Flacco pass complete short middle to Ray Rice for 12 yards (tackle by Audie Cole),0.280,1.070
2,1:02,1,10,BAL 32,3,7,"Joe Flacco for 11 yards. Penalty on Michael Oher: Offensive Holding, 10 yards (no play)",1.070,0.410
2,0:52,1,20,BAL 22,3,7,Joe Flacco pass complete short left to Ray Rice for 13 yards (tackle by Andrew Sendejo and Robert Blanton),0.410,0.410
2,0:44,1,20,BAL 22,3,7,Timeout #2 by Baltimore Ravens,0.410,0.930
2,0:44,2,7,BAL 35,3,7,Joe Flacco pass incomplete short middle intended for Dennis Pitta,0.930,0.230
2,0:40,3,7,BAL 35,3,7,Joe Flacco pass complete short right to Ray Rice for 9 yards (tackle by Robert Blanton and Chad Greenway),0.230,0.230
2,0:32,3,7,BAL 35,3,7,Timeout #3 by Baltimore Ravens,0.230,1.860
2,0:32,1,10,BAL 44,3,7,Joe Flacco pass incomplete short right intended for Marlon Brown,1.860,1.320
2,0:26,2,10,BAL 44,3,7,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by Xavier Rhodes),1.320,1.820
2,0:20,3,1,MIN 47,3,7,Joe Flacco pass complete short right to Marlon Brown for 7 yards (tackle by Chad Greenway),1.820,2.920
2,0:20,1,10,MIN 40,3,7,Joe Flacco spiked the ball,2.920,2.370
2,0:04,2,10,MIN 40,3,7,Joe Flacco sacked by Jared Allen for -14 yards,2.370,-0.160
Quarter,Time,Down,ToGo,Location,MIN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,3,7,"Justin Tucker kicks off 67 yards, returned by Cordarrelle Patterson for 42 yards (tackle by Kyle Juszczyk)",0.000,-1.600
3,14:52,1,10,MIN 40,3,7,Toby Gerhart right guard for 11 yards (tackle by Matt Elam),1.600,2.320
3,14:15,1,10,BAL 49,3,7,Toby Gerhart right tackle for no gain (tackle by James Ihedigbo and Daryl Smith),2.320,1.780
3,13:37,2,10,BAL 49,3,7,Matt Cassel pass incomplete deep right intended for Chase Ford (defended by James Ihedigbo),1.780,1.090
3,13:31,3,10,BAL 49,3,7,Matt Cassel pass complete short middle to Greg Jennings for 19 yards (tackle by Matt Elam),1.090,3.580
3,12:59,1,10,BAL 30,3,7,Toby Gerhart left guard for 8 yards (tackle by James Ihedigbo and Matt Elam),3.580,4.110
3,12:18,2,2,BAL 22,3,7,Matt Cassel pass incomplete deep middle intended for John Carlson (defended by Lardarius Webb),4.110,4.110
3,12:11,2,2,BAL 22,3,7,Timeout #1 by Minnesota Vikings,4.110,3.400
3,12:11,3,2,BAL 22,3,7,Matt Cassel pass incomplete short right intended for Jerome Simpson,3.400,2.120
3,12:07,4,2,BAL 22,6,7,Blair Walsh 40 yard field goal good,2.120,3.000
3,12:07,,,MIN 35,6,7,"Blair Walsh kicks off 63 yards, returned by Jacoby Jones for 23 yards (tackle by Matt Asiata)",0.000,-0.610
3,11:57,1,10,BAL 25,6,7,Joe Flacco pass complete short left to Vonta Leach for no gain,0.610,0.060
3,11:20,2,10,BAL 25,6,7,Bernard Pierce right guard for 1 yard (tackle by Kevin Williams),0.060,-0.490
3,10:52,3,9,BAL 26,6,7,Joe Flacco pass complete short right to Dennis Pitta for 8 yards (tackle by Jamarca Sanford),-0.490,-1.110
,,,,,,,"MIN challenged the first down ruling, and the original play was overturned.",,
3,10:14,4,1,BAL 34,6,7,"Sam Koch punts 66 yards, touchback",-1.110,-0.280
3,10:05,1,10,MIN 20,6,7,Matt Cassel up the middle for 1 yard (tackle by Terrell Suggs),0.280,-0.130
3,9:39,2,9,MIN 21,6,7,Toby Gerhart right tackle for 1 yard (tackle by Haloti Ngata and Courtney Upshaw),-0.130,-0.690
3,9:00,3,8,MIN 22,6,7,Matt Cassel pass incomplete deep middle intended for Greg Jennings (defended by Lardarius Webb),-0.690,-1.900
3,8:54,4,8,MIN 22,6,7,"Jeff Locke punts 47 yards, returned by Jacoby Jones for 8 yards (tackle by Larry Dean). Penalty on Jeromy Miles: Illegal Block Above the Waist, 10 yards",-1.900,-0.870
3,8:43,1,10,BAL 29,6,7,Ray Rice right guard for 2 yards (tackle by Chad Greenway),0.870,0.600
3,8:14,2,8,BAL 31,6,7,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Chad Greenway),0.600,0.430
3,7:32,3,4,BAL 35,6,7,Joe Flacco pass complete short left to Dennis Pitta for 6 yards (tackle by Jamarca Sanford),0.430,1.660
3,6:59,1,10,BAL 41,6,7,Joe Flacco pass complete short middle to Marlon Brown for 7 yards (tackle by Chad Greenway and Audie Cole),1.660,2.070
3,6:25,2,3,BAL 48,6,7,Joe Flacco pass complete short left to Jacoby Jones for 8 yards (tackle by Chris Cook and Chad Greenway),2.070,2.650
3,5:50,1,10,MIN 44,6,7,Ray Rice right guard for 4 yards (tackle by Letroy Guion and Audie Cole),2.650,2.650
3,5:21,2,6,MIN 40,6,7,Joe Flacco pass incomplete short left intended for Ed Dickson,2.650,1.950
3,5:15,3,6,MIN 40,6,7,Joe Flacco pass complete short right to Ray Rice for 4 yards (tackle by Audie Cole),1.950,0.890
3,4:42,4,2,MIN 36,6,7,Joe Flacco pass incomplete short right intended for Dennis Pitta,0.890,-1.330
3,4:34,1,10,MIN 36,6,7,Toby Gerhart left guard for no gain (tackle by Terrell Suggs),1.330,0.790
3,3:57,2,10,MIN 36,6,7,Matt Cassel pass complete short right to Greg Jennings for 7 yards (tackle by James Ihedigbo),0.790,1.030
3,3:14,3,3,MIN 43,6,7,Matt Cassel pass incomplete short left intended for Greg Jennings (defended by Lardarius Webb),1.030,-0.520
3,3:09,4,3,MIN 43,6,7,"Jeff Locke punts 41 yards, returned by Jacoby Jones for 4 yards (tackle by Larry Dean)",-0.520,-0.280
3,2:58,1,10,BAL 20,6,7,Bernard Pierce right guard for 6 yards (tackle by Robert Blanton and Sharrif Floyd),0.280,0.540
3,2:27,2,4,BAL 26,6,7,Joe Flacco pass complete short left to Bernard Pierce for 5 yards (tackle by Marcus Sherels and Robert Blanton),0.540,1.000
3,1:43,1,10,BAL 31,6,7,Bernard Pierce left guard for 5 yards (tackle by Everson Griffen and Audie Cole),1.000,1.140
3,1:09,2,5,BAL 36,6,7,Joe Flacco pass incomplete short right intended for Ed Dickson is intercepted by Andrew Sendejo at BAL-34 and returned for 1 yard (tackle by Ed Dickson). Penalty on Eugene Monroe: Offensive Holding (Declined),1.140,-3.380
3,1:02,1,10,BAL 33,6,7,Cordarrelle Patterson right end for 6 yards (tackle by Terrence Cody),3.380,3.650
3,1:02,2,4,BAL 27,6,7,"Matt Cassel pass complete short right to John Carlson for 7 yards (tackle by James Ihedigbo). Penalty on Courtney Upshaw: Roughing the Passer, 10 yards",3.650,4.910
3,0:06,1,10,BAL 10,6,7,Toby Gerhart right guard for 3 yards (tackle by James Ihedigbo and Daryl Smith),4.910,4.760
Quarter,Time,Down,ToGo,Location,MIN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BAL 7,6,7,Toby Gerhart right guard for -1 yards (tackle by Terrell Suggs),4.760,3.580
4,14:28,3,8,BAL 8,12,7,"Matt Cassel pass complete short middle to Jerome Simpson for 8 yards, touchdown",3.580,7.000
4,14:28,,,,12,7,"Two Point Attempt: Matt Cassel pass incomplete intended for Greg Jennings, conversion fails",0.000,-1.000
4,14:28,,,MIN 35,12,7,"Blair Walsh kicks off 57 yards, out of bounds",0.000,-1.600
4,14:22,1,10,BAL 40,12,7,"Joe Flacco pass complete short middle to Torrey Smith for 11 yards (tackle by Xavier Rhodes). Torrey Smith fumbles (forced by Xavier Rhodes), recovered by Torrey Smith at MIN-49",1.600,2.320
4,13:42,1,10,MIN 49,12,7,Ray Rice up the middle for 9 yards (tackle by Chad Greenway and Audie Cole),2.320,3.000
4,13:12,2,1,MIN 40,12,7,Joe Flacco pass complete short right to Marlon Brown for 10 yards (tackle by Andrew Sendejo and Robert Blanton),3.000,3.580
4,12:41,1,10,MIN 30,12,7,Ray Rice left guard for no gain (tackle by Jamarca Sanford),3.580,3.030
4,12:06,2,10,MIN 30,12,7,Joe Flacco pass complete short right to Marlon Brown for 7 yards,3.030,3.270
4,11:35,3,3,MIN 23,12,7,Joe Flacco pass complete short right to Brandon Stokley for 2 yards (tackle by Chad Greenway),3.270,3.270
4,10:42,3,3,MIN 23,12,7,Timeout #1 by Baltimore Ravens,3.270,2.210
4,10:42,4,1,MIN 21,12,7,Vonta Leach up the middle for no gain (tackle by Chris Cook),2.210,-0.340
4,10:36,1,10,MIN 21,12,7,Matt Cassel pass incomplete short left intended for Rhett Ellison (defended by Chris Canty),0.340,-0.200
4,10:32,2,10,MIN 21,12,7,Toby Gerhart left guard for 4 yards (tackle by Arthur Jones and Chris Canty),-0.200,-0.360
4,9:56,3,6,MIN 25,12,7,Matt Cassel pass incomplete deep right intended for Cordarrelle Patterson (defended by Lardarius Webb),-0.360,-1.700
4,9:51,4,6,MIN 25,12,7,Jeff Locke punts 44 yards,-1.700,-1.000
4,9:41,1,10,BAL 31,12,7,Ray Rice left guard for 12 yards (tackle by Jamarca Sanford),1.000,1.800
4,9:14,1,10,BAL 43,12,7,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.800,1.250
4,9:07,2,10,BAL 43,12,7,Ray Rice right guard for 11 yards (tackle by Marcus Sherels),1.250,2.520
4,8:36,1,10,MIN 46,12,7,Bernard Pierce left guard for 1 yard (tackle by Fred Evans and Jamarca Sanford),2.520,2.110
4,8:11,2,9,MIN 45,12,7,Joe Flacco pass incomplete short left intended for Torrey Smith,2.110,1.420
4,8:05,3,9,MIN 45,12,7,Joe Flacco pass incomplete deep right intended for Jacoby Jones is intercepted by Marcus Sherels at MIN-10,1.420,0.380
4,7:54,1,10,MIN 10,12,7,Matt Cassel pass incomplete deep right intended for Greg Jennings,-0.380,-0.780
4,7:47,2,10,MIN 10,12,7,Toby Gerhart right guard for 3 yards (tackle by Arthur Jones and Terrence Cody),-0.780,-1.070
4,7:08,3,7,MIN 13,12,7,Matt Cassel pass complete short left to Cordarrelle Patterson for 4 yards (tackle by Corey Graham),-1.070,-2.320
4,6:44,4,3,MIN 17,12,7,Jeff Locke punts 47 yards,-2.320,-1.330
4,6:32,1,10,BAL 36,12,7,Ray Rice right end for 5 yards (tackle by Audie Cole),1.330,1.470
4,6:06,2,5,BAL 41,12,7,Joe Flacco pass complete short right to Jacoby Jones for 15 yards (tackle by Marcus Sherels),1.470,2.650
4,5:38,1,10,MIN 44,12,7,"Ray Rice left guard for 8 yards (tackle by Audie Cole and Andrew Sendejo). Penalty on Gino Gradkowski: Offensive Holding, 10 yards (no play)",2.650,1.990
4,5:11,1,20,BAL 46,12,7,"Joe Flacco pass incomplete deep left intended for Marlon Brown (defended by Robert Blanton). Penalty on Robert Blanton: Defensive Pass Interference, 37 yards (no play)",1.990,4.440
4,5:03,1,10,MIN 17,12,7,Bernard Pierce left guard for -3 yards (tackle by Sharrif Floyd),4.440,3.490
4,4:32,2,13,MIN 20,12,7,Joe Flacco pass complete short middle to Ed Dickson for 7 yards (tackle by Audie Cole),3.490,3.680
4,4:03,3,6,MIN 13,12,7,Joe Flacco pass complete short right to Dennis Pitta for 6 yards (tackle by Chad Greenway),3.680,5.600
4,3:20,1,7,MIN 7,12,7,Ray Rice left guard for 6 yards (tackle by Andrew Sendejo),5.600,5.910
4,2:35,2,1,MIN 1,12,7,Ray Rice right guard for no gain (tackle by Erin Henderson),5.910,5.170
4,2:11,3,1,MIN 1,12,7,Joe Flacco pass incomplete short left intended for Vonta Leach,5.170,3.550
4,2:07,4,1,MIN 1,12,13,"Joe Flacco pass complete short left to Dennis Pitta for 1 yard, touchdown",3.550,7.000
4,2:07,4,1,MIN 1,12,13,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",3.550,0.000
4,2:07,,,,12,15,"Two Point Attempt: Joe Flacco pass complete to Torrey Smith, conversion succeeds",0.000,1.000
4,2:07,,,BAL 35,12,15,"Justin Tucker kicks off 60 yards, returned by Cordarrelle Patterson for 27 yards (tackle by Jeromy Miles)",0.000,-1.070
4,2:00,1,10,MIN 32,12,15,Matt Cassel pass complete deep middle to Jerome Simpson for 27 yards (tackle by James Ihedigbo),1.070,2.850
4,1:45,1,10,BAL 41,18,15,"Toby Gerhart up the middle for 41 yards, touchdown",2.850,7.000
4,1:45,,,BAL 2,19,15,Blair Walsh kicks extra point good,0.000,0.000
4,1:45,,,MIN 35,19,21,"Blair Walsh kicks off 42 yards, returned by Jacoby Jones for 77 yards, touchdown",0.000,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
4,1:27,,,MIN 2,19,22,Justin Tucker kicks extra point good,0.000,0.000
4,1:27,,,BAL 35,19,22,"Justin Tucker kicks off 63 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Arthur Brown)",0.000,-0.340
4,1:11,1,10,MIN 21,19,22,Matt Cassel pass incomplete short left intended for Jerome Simpson,0.340,-0.200
4,1:05,2,10,MIN 21,19,22,Matt Cassel pass incomplete short right intended for Rhett Ellison (defended by Chris Canty),-0.200,-0.890
4,1:01,3,10,MIN 21,25,22,"Matt Cassel pass complete short right to Cordarrelle Patterson for 79 yards, touchdown",-0.890,7.000
4,1:01,,,BAL 2,26,22,Blair Walsh kicks extra point good,0.000,0.000
4,1:01,,,MIN 35,26,22,"Blair Walsh kicks off 69 yards, touchback",0.000,-0.280
4,0:45,1,10,BAL 20,26,22,Joe Flacco pass complete deep middle to Marlon Brown for 35 yards (tackle by Audie Cole),0.280,0.280
4,0:38,1,10,BAL 20,26,22,Timeout #2 by Baltimore Ravens,0.280,2.590
4,0:38,1,10,MIN 45,26,22,Joe Flacco pass incomplete short right intended for Dennis Pitta,2.590,2.040
4,0:32,2,10,MIN 45,26,22,"Joe Flacco pass incomplete deep middle intended for Dennis Pitta is intercepted by Andrew Sendejo at MIN-23 and returned for 4 yards. Penalty on Chad Greenway: Defensive Pass Interference, 18 yards (no play)",2.040,3.780
4,0:24,1,10,MIN 27,26,22,Joe Flacco pass incomplete deep left intended for Marlon Brown,3.780,3.230
4,0:18,2,10,MIN 27,26,22,Joe Flacco pass complete deep middle to Dennis Pitta for 18 yards (tackle by Chad Greenway and Audie Cole),3.230,3.230
4,0:10,2,10,MIN 27,26,22,Timeout #3 by Baltimore Ravens,3.230,5.140
4,0:09,1,9,MIN 9,26,28,"Joe Flacco pass complete short middle to Marlon Brown for 9 yards, touchdown",5.140,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:09,,,MIN 2,26,29,Justin Tucker kicks extra point good,0.000,0.000
4,0:09,,,BAL 35,26,29,"Justin Tucker kicks off 33 yards, returned by Matt Asiata for 20 yards (tackle by Albert McClellan)",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
