Quarter,Time,Tm,Detail,MIN,BAL
1.0,4:14,Ravens,Ed Dickson 1 yard pass from Joe Flacco (Justin Tucker kick),0,7
2.0,4:28,Vikings,Blair Walsh 39 yard field goal,3,7
3.0,12:02,Vikings,Blair Walsh 40 yard field goal,6,7
4.0,14:22,Vikings,Jerome Simpson 8 yard pass from Matt Cassel (pass failed),12,7
,2:05,Ravens,Dennis Pitta 1 yard pass from Joe Flacco (Torrey Smith pass from Joe Flacco),12,15
,1:27,Vikings,Toby Gerhart 41 yard rush (Blair Walsh kick),19,15
,1:16,Ravens,Jacoby Jones 77 yard kickoff return (Justin Tucker kick),19,22
,0:45,Vikings,Cordarrelle Patterson 79 yard pass from Matt Cassel (Blair Walsh kick),26,22
,0:04,Ravens,Marlon Brown 9 yard pass from Joe Flacco (Justin Tucker kick),26,29
