#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:08,MIN 18,3,1:33,3,Punt
2,1,8:41,MIN 6,4,2:12,16,Fumble
3,1,4:14,MIN 20,6,2:43,31,Punt
4,2,15:00,MIN 19,4,1:34,11,Punt
5,2,12:21,MIN 20,3,1:22,9,Punt
6,2,10:10,MIN 34,11,5:42,45,Field Goal
7,2,2:45,MIN 33,4,1:36,24,Punt
8,3,15:00,MIN 40,8,2:58,38,Field Goal
9,3,10:05,MIN 20,3,1:22,2,Punt
10,3,4:34,MIN 36,3,1:36,7,Punt
11,3,1:02,BAL 33,5,1:40,33,Touchdown
12,4,10:36,MIN 21,3,0:55,4,Punt
13,4,7:54,MIN 10,3,1:22,7,Punt
14,4,2:05,MIN 32,2,0:38,68,Touchdown
15,4,1:16,MIN 21,3,0:31,79,Touchdown
16,4,0:04,,0,0:04,0,End of Game
