#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BAL 22,8,3:52,44,Interception
2,1,9:35,BAL 40,3,0:54,2,Punt
3,1,6:29,MIN 25,4,2:15,25,Touchdown
4,1,1:31,BAL 7,3,1:31,5,Punt
5,2,13:26,MIN 48,3,1:05,-4,Punt
6,2,10:59,BAL 27,3,0:49,0,Punt
7,2,4:28,BAL 26,3,1:43,5,Punt
8,2,1:09,BAL 20,9,1:09,26,End of Half
9,3,12:02,BAL 25,3,1:57,9,Punt
10,3,8:43,BAL 29,9,4:09,35,Downs
11,3,2:58,BAL 20,4,1:56,16,Interception
12,4,14:22,BAL 40,7,3:46,39,Downs
13,4,9:41,BAL 31,6,1:47,24,Interception
14,4,6:32,BAL 36,9,4:27,64,Touchdown
15,4,1:27,,0,0:11,0,Touchdown
16,4,0:45,BAL 20,5,0:41,80,Touchdown
