Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,13,43,0,3,9,0.7,34,2.6,1,13.0
Mason Rudolph,PIT,4,15,0,1,9,2.3,6,1.5,1,4.0
Benny Snell Jr.,PIT,3,6,0,,1,0.3,5,1.7,0,
Johnny Holton,PIT,1,9,0,1,7,7.0,2,2.0,0,
Diontae Johnson,PIT,1,6,0,0,3,3.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Matt Breida,SFO,14,68,0,3,33,2.4,35,2.5,1,14.0
Raheem Mostert,SFO,12,79,0,1,50,4.2,29,2.4,0,
Jeff Wilson,SFO,8,18,2,3,9,1.1,9,1.1,0,
Jimmy Garoppolo,SFO,6,3,0,2,3,0.5,0,0.0,0,
