#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SEA 26,5,3:17,21,Punt
2,1,8:12,SEA 25,14,8:01,75,Touchdown
3,2,11:33,SEA 21,3,1:42,9,Punt
4,2,6:38,SEA 7,3,1:29,15,Interception
5,2,5:09,SEA 27,10,4:11,62,Field Goal
6,3,13:22,SEA 29,9,4:20,71,Touchdown
7,3,8:50,MIN 26,7,3:04,15,Field Goal
8,3,2:59,SEA 24,5,2:54,76,Touchdown
9,4,14:55,MIN 25,3,1:25,25,Touchdown
10,4,12:49,SEA 25,7,3:15,47,Fumble
11,4,7:14,SEA 25,5,3:47,20,Punt
12,4,2:27,MIN 42,7,2:06,24,Field Goal
13,4,0:14,MIN 31,1,0:14,-1,End of Game
