Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,8,19,0,,13,1.6,6,0.8,0,
James Robinson,NYJ,7,10,0,,9,1.3,1,0.1,2,3.5
Ty Johnson,NYJ,4,4,0,,0,0.0,4,1.0,0,
Zach Wilson,NYJ,3,26,0,1,26,8.7,0,0.0,0,
Garrett Wilson,NYJ,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,15,26,0,1,19,1.3,7,0.5,0,
Damien Harris,NWE,8,65,0,2,47,5.9,18,2.3,0,
Mac Jones,NWE,2,3,0,1,2,1.0,1,0.5,0,
Jonnu Smith,NWE,1,5,0,1,5,5.0,0,0.0,0,
