Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Levi Wallace,BUF,0,9,9,100.0%,100,11.1,11.1,2,152.5,7.0,63,37,1,0,0,0.0,0,8,1,11.1%
Tre'Davious White,BUF,0,11,5,45.5%,53,10.6,4.8,0,60.0,12.2,43,10,1,0,0,0.0,0,6,0,0.0%
Tremaine Edmunds,BUF,0,4,4,100.0%,36,9.0,9.0,0,104.2,2.8,11,25,5,0,0,1.0,1,4,2,33.3%
Matt Milano,BUF,0,4,3,75.0%,5,1.7,1.3,0,77.1,-2.0,-8,13,10,0,0,1.0,1,7,2,22.2%
Kevin Johnson,BUF,0,3,2,66.7%,19,9.5,6.3,0,84.0,5.7,17,2,1,0,0,0.0,0,2,0,0.0%
Taron Johnson,BUF,0,2,2,100.0%,21,10.5,10.5,0,110.4,-2.5,-5,26,2,0,0,0.0,0,4,1,20.0%
Jordan Poyer,BUF,0,4,2,50.0%,21,10.5,5.3,0,65.6,8.0,18,3,4,0,0,0.0,0,8,0,0.0%
Trent Murphy,BUF,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,1,2,0,0.0,2,7,0,0.0%
Micah Hyde,BUF,0,2,1,50.0%,7,7.0,3.5,0,58.3,0.0,0,7,1,0,0,0.0,0,4,3,42.9%
Jerry Hughes,BUF,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%
Shaq Lawson,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
Jordan Phillips,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Lorenzo Alexander,BUF,0,1,0,0.0%,,,0.0,,39.6,16.0,,,3,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Morgan Burnett,CLE,0,9,6,66.7%,102,17.0,11.3,0,104.9,16.6,72,30,4,1,0,0.0,1,8,1,11.1%
Joe Schobert,CLE,0,7,5,71.4%,62,12.4,8.9,0,98.5,7.4,52,10,6,0,0,0.0,0,5,2,28.6%
Denzel Ward,CLE,0,12,5,41.7%,52,10.4,4.3,0,54.9,12.1,39,13,0,0,0,0.0,0,4,1,20.0%
Greedy Williams,CLE,0,6,4,66.7%,50,12.5,8.3,0,92.4,13.2,42,8,0,0,0,0.0,0,3,0,0.0%
Damarious Randall,CLE,0,7,3,42.9%,24,8.0,3.4,0,52.1,15.9,16,8,1,0,0,0.0,0,7,0,0.0%
T.J. Carrie,CLE,0,2,2,100.0%,32,16.0,16.0,0,118.7,2.5,5,27,6,1,0,0.0,1,4,0,0.0%
Mack Wilson,CLE,0,1,1,100.0%,2,2.0,2.0,0,79.2,1.0,1,1,12,0,1,0.0,1,4,1,20.0%
Myles Garrett,CLE,0,0,0,,,,,,,,,,1,2,2,0.0,4,1,0,0.0%
Larry Ogunjobi,CLE,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Chad Thomas,CLE,0,0,0,,,,,,,,,,3,0,0,1.0,1,2,1,33.3%
Sheldon Richardson,CLE,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%
