Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
1,9:02,2,6,MIA 37,7,0,Ryan Fitzpatrick pass deep right intended for Kenyan Drake is intercepted by Earl Thomas at BAL-39 and returned for 14 yards,1.130,-2.460
1,8:46,1,10,MIA 47,13,0,"Lamar Jackson pass complete short middle to Marquise Brown for 47 yards, touchdown. Penalty on Minkah Fitzpatrick: Illegal Use of Hands (Declined)",2.460,7.000
1,8:37,,,MIA 15,14,0,Justin Tucker kicks extra point good,0.000,0.000
1,8:37,,,BAL 35,14,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,8:37,1,10,MIA 25,14,0,Ryan Fitzpatrick pass incomplete short right intended for Albert Wilson (defended by Tony Jefferson),0.610,0.060
1,8:30,2,10,MIA 25,14,0,Ryan Fitzpatrick pass complete short left to Kalen Ballage for 13 yards (tackle by Earl Thomas),0.060,1.470
1,7:52,1,10,MIA 38,14,0,Albert Wilson up the middle for 1 yard (tackle by Tony Jefferson),1.470,1.060
1,7:12,2,9,MIA 39,14,0,Kalen Ballage right end for -8 yards (tackle by Matt Judon),1.060,-0.690
1,6:31,3,17,MIA 31,14,0,Ryan Fitzpatrick pass complete short left to Albert Wilson for 1 yard (tackle by Patrick Onwuasor),-0.690,-1.240
1,5:55,4,16,MIA 32,14,0,"Matt Haack punts 58 yards, fair catch by Cyrus Jones at BAL-10",-1.240,0.380
1,5:46,1,10,BAL 10,14,0,Gus Edwards left tackle for 4 yards (tackle by Minkah Fitzpatrick and Raekwon McMillan),-0.380,-0.460
1,5:11,2,6,BAL 14,14,0,Lamar Jackson right end for 3 yards (tackle by Jonathan Ledbetter and Eric Rowe),-0.460,-0.600
1,4:28,3,3,BAL 17,20,0,"Lamar Jackson pass complete deep middle to Marquise Brown for 83 yards, touchdown",-0.600,7.000
1,4:17,,,MIA 15,21,0,Justin Tucker kicks extra point good,0.000,0.000
1,4:17,,,BAL 35,21,0,"Justin Tucker kicks off 65 yards, returned by Jakeem Grant for 15 yards (tackle by Brynden Trawick)",0.000,-0.220
1,4:12,1,10,MIA 15,21,0,Kalen Ballage left end for -3 yards (tackle by Michael Pierce),-0.220,-1.000
1,3:34,2,13,MIA 12,21,0,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 26 yards (tackle by Kenny Young),-1.000,1.470
1,3:00,1,10,MIA 38,21,0,Ryan Fitzpatrick pass complete short left to Kenyan Drake for 5 yards (tackle by Anthony Averett),1.470,1.600
1,2:33,2,5,MIA 43,21,0,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki (defended by Patrick Onwuasor),1.600,0.890
1,2:29,3,5,MIA 43,21,0,Ryan Fitzpatrick pass incomplete short left intended for Albert Wilson,0.890,-0.520
1,2:24,4,5,MIA 43,21,0,"Matt Haack punts 52 yards, returned by Cyrus Jones for 15 yards (tackle by Deon Lacey)",-0.520,-0.280
1,2:12,1,10,BAL 20,21,0,Mark Ingram right guard for 3 yards (tackle by Raekwon McMillan),0.280,0.140
1,1:34,2,7,BAL 23,21,0,Lamar Jackson pass complete short right to Mark Andrews for 9 yards (tackle by Eric Rowe),0.140,1.070
1,1:01,1,10,BAL 32,21,0,Justice Hill right tackle for 5 yards (tackle by Jerome Baker),1.070,1.200
1,0:19,2,5,BAL 37,21,0,Lamar Jackson pass complete short right to Marquise Brown for 14 yards (tackle by Bobby McCain),1.200,2.320
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 49,21,0,"Lamar Jackson pass incomplete deep middle intended for Marquise Brown (defended by Xavien Howard). Penalty on Eric Rowe: Defensive Holding, 5 yards (no play)",2.320,2.650
2,14:54,1,10,MIA 44,21,0,"Lamar Jackson up the middle for 4 yards (tackle by Charles Harris). Penalty on Avery Moss: Defensive Holding, 5 yards",2.650,3.250
2,14:36,1,10,MIA 35,21,0,Gus Edwards right tackle for 2 yards (tackle by Jerome Baker and Samuel Eguavoen),3.250,2.970
2,13:56,2,8,MIA 33,27,0,"Lamar Jackson pass complete deep middle to Willie Snead for 33 yards, touchdown",2.970,7.000
2,13:49,,,MIA 15,28,0,Justin Tucker kicks extra point good,0.000,0.000
2,13:49,,,BAL 35,28,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,13:49,1,10,MIA 25,28,0,Kenyan Drake left tackle for -1 yards (tackle by Brandon Williams and Michael Pierce),0.610,-0.070
2,13:16,2,11,MIA 24,28,0,Ryan Fitzpatrick pass complete deep middle to DeVante Parker for 49 yards (tackle by Anthony Averett),-0.070,3.780
2,12:30,1,10,BAL 27,28,0,Kenyan Drake left guard for -1 yards (tackle by Chris Board),3.780,3.100
2,11:53,2,11,BAL 28,28,0,Ryan Fitzpatrick pass complete short right to Jakeem Grant for -3 yards (tackle by Marlon Humphrey),3.100,2.020
2,11:15,3,14,BAL 31,28,0,"Penalty on Jesse Davis: False Start, 5 yards (no play)",2.020,1.360
2,10:50,3,19,BAL 36,28,0,Ryan Fitzpatrick pass incomplete deep right intended for Preston Williams (defended by Marlon Humphrey),1.360,0.880
2,10:43,4,19,BAL 36,28,3,Jason Sanders 54 yard field goal good,0.880,3.000
2,10:38,,,MIA 35,28,3,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:38,1,10,BAL 25,28,3,Lamar Jackson sacked by and Jonathan Ledbetter for -1 yards,0.610,-0.070
2,9:59,2,11,BAL 24,28,3,Mark Ingram right tackle for 10 yards (tackle by Jomal Wiltz and Eric Rowe),-0.070,0.560
2,9:18,3,1,BAL 34,28,3,Gus Edwards right guard for no gain (tackle by Eric Rowe),0.560,-1.110
2,8:35,4,1,BAL 34,28,3,"Sam Koch punts 56 yards, muffed catch by Jakeem Grant, recovered by Justin Bethel at MIA-10 (tackle by Jakeem Grant)",-1.110,4.910
2,8:24,1,10,MIA 10,28,3,Mark Ingram right tackle for 2 yards (tackle by John Jenkins),4.910,4.570
2,7:43,2,8,MIA 8,28,3,Lamar Jackson pass complete short left to Marquise Brown for 3 yards (tackle by Xavien Howard and Charles Harris),4.570,4.260
2,6:56,3,5,MIA 5,34,3,"Lamar Jackson pass complete short middle to Miles Boykin for 5 yards, touchdown. Penalty on Minkah Fitzpatrick: Defensive Holding (Declined)",4.260,7.000
2,6:50,,,MIA 15,35,3,Justin Tucker kicks extra point good,0.000,0.000
2,6:50,,,BAL 35,35,3,"Justin Tucker kicks off 66 yards, returned by Jakeem Grant for 21 yards (tackle by Chuck Clark and Brynden Trawick). Penalty on Chris Lammons: Offensive Holding, 10 yards",0.000,-0.380
2,6:44,1,10,MIA 10,35,3,Kenyan Drake up the middle for 9 yards (tackle by Chuck Clark),-0.380,0.240
2,6:00,2,1,MIA 19,35,3,Ryan Fitzpatrick left end for 8 yards (tackle by Matt Judon),0.240,0.740
2,5:25,1,10,MIA 27,35,3,Kalen Ballage right end for no gain (tackle by Patrick Onwuasor),0.740,0.200
2,4:49,2,10,MIA 27,35,3,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker (defended by Anthony Averett),0.200,-0.490
2,4:42,3,10,MIA 27,35,3,Ryan Fitzpatrick pass incomplete short middle intended for Jakeem Grant,-0.490,-1.570
2,4:31,4,10,MIA 27,35,3,Matt Haack punts 52 yards downed by Walt Aikens,-1.570,-0.340
2,4:19,1,10,BAL 21,35,3,Mark Ingram right guard for 3 yards (tackle by Davon Godchaux),0.340,0.210
2,3:38,2,7,BAL 24,35,3,Lamar Jackson pass incomplete deep right intended for Marquise Brown,0.210,-0.490
2,3:31,3,7,BAL 24,35,3,Lamar Jackson pass complete short right to Mark Andrews for 6 yards (tackle by Reshad Jones),-0.490,-1.370
2,2:59,4,1,BAL 30,35,3,Anthony Levine up the middle for 60 yards (tackle by Jakeem Grant),-1.370,4.910
2,2:06,1,10,MIA 10,35,3,Gus Edwards up the middle for 2 yards (tackle by Christian Wilkins),4.910,4.570
2,1:59,2,8,MIA 8,35,3,Mark Ingram right tackle for 2 yards (tackle by Raekwon McMillan and Avery Moss),4.570,4.040
2,1:49,,,,,,Timeout #2 by Miami Dolphins,,
2,1:49,3,6,MIA 6,35,3,"Lamar Jackson pass incomplete short middle intended for Mark Andrews. Penalty on Jomal Wiltz: Defensive Holding, 4 yards (no play)",4.040,6.740
2,1:46,1,2,MIA 2,41,3,"Mark Ingram left tackle for 2 yards, touchdown",6.740,7.000
2,1:42,,,MIA 15,42,3,Justin Tucker kicks extra point good,0.000,0.000
2,1:42,,,BAL 35,42,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,1:42,1,10,MIA 25,42,3,"Ryan Fitzpatrick pass complete short left to DeVante Parker for 14 yards (tackle by Anthony Averett). Penalty on Tim Williams: Roughing the Passer, 15 yards",0.610,2.520
2,1:36,1,10,BAL 46,42,3,Ryan Fitzpatrick sacked by Pernell McPhee for no gain,2.520,1.980
2,1:08,2,10,BAL 46,42,3,Ryan Fitzpatrick pass incomplete deep right intended for Allen Hurns (defended by Brandon Carr),1.980,1.290
2,1:01,3,10,BAL 46,42,3,Ryan Fitzpatrick pass complete deep left to Allen Hurns for 22 yards (tackle by Patrick Onwuasor),1.290,3.970
2,0:35,1,10,BAL 24,42,3,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker,3.970,3.430
2,0:28,2,10,BAL 24,42,3,Ryan Fitzpatrick pass complete short left to Preston Williams for 7 yards,3.430,3.750
2,0:24,3,3,BAL 17,42,3,Ryan Fitzpatrick pass complete short left to Preston Williams for 11 yards (tackle by Brynden Trawick),3.750,5.830
2,0:18,,,,,,Timeout #3 by Miami Dolphins,,
2,0:18,1,6,BAL 6,42,9,"Ryan Fitzpatrick pass complete short middle to Preston Williams for 6 yards, touchdown",5.830,7.000
2,0:13,,,BAL 15,42,10,Jason Sanders kicks extra point good,0.000,0.000
2,0:13,,,MIA 35,42,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,BAL 25,42,10,Lamar Jackson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,42,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,42,10,Ryan Fitzpatrick pass complete short middle to Kenyan Drake for 10 yards (tackle by Patrick Onwuasor),0.610,1.270
3,14:34,1,10,MIA 35,42,10,Kenyan Drake left guard for 5 yards (tackle by Tyus Bowser),1.270,1.400
3,14:02,2,5,MIA 40,42,10,"Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki. Penalty on Jakeem Grant: Illegal Motion, 5 yards (no play)",1.400,0.720
3,13:57,2,10,MIA 35,42,10,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Anthony Averett),0.720,0.040
3,13:54,3,10,MIA 35,42,10,Ryan Fitzpatrick sacked by Patrick Onwuasor for -5 yards,0.040,-1.370
3,13:14,4,15,MIA 30,42,10,"Matt Haack punts 55 yards, returned by Cyrus Jones for 14 yards (tackle by Minkah Fitzpatrick)",-1.370,-0.870
3,13:02,1,10,BAL 29,42,10,Mark Ingram right end for 4 yards (tackle by Eric Rowe),0.870,0.870
3,12:37,2,6,BAL 33,42,10,Lamar Jackson pass complete short middle to Mark Andrews for 20 yards (tackle by Minkah Fitzpatrick and Bobby McCain),0.870,2.460
3,11:59,1,10,MIA 47,42,10,Justice Hill right end for -5 yards (tackle by Samuel Eguavoen),2.460,1.240
3,11:17,2,15,BAL 48,42,10,"Penalty on Charles Harris: Neutral Zone Infraction, 5 yards (no play)",1.240,1.910
3,10:56,2,10,MIA 47,42,10,Lamar Jackson pass complete short right to Mark Andrews for 6 yards (tackle by Minkah Fitzpatrick),1.910,2.010
3,10:26,3,4,MIA 41,42,10,Lamar Jackson pass complete short middle to Mark Andrews for 4 yards (tackle by Minkah Fitzpatrick),2.010,3.120
3,9:50,1,10,MIA 37,42,10,Mark Ingram right tackle for 7 yards (tackle by Eric Rowe),3.120,3.520
3,9:10,2,3,MIA 30,42,10,"Lamar Jackson left end for 2 yards (tackle by Minkah Fitzpatrick). Penalty on Ronnie Stanley: Offensive Holding, 10 yards (no play)",3.520,2.170
3,8:50,2,13,MIA 40,42,10,Lamar Jackson pass complete deep middle to Mark Andrews for 39 yards (tackle by Eric Rowe),2.170,6.970
3,8:03,1,1,MIA 1,42,10,Lamar Jackson pass incomplete short right,6.970,5.910
3,7:58,2,1,MIA 1,48,10,"Lamar Jackson pass complete short left to Patrick Ricard for 1 yard, touchdown",5.910,7.000
3,7:54,,,MIA 15,49,10,Justin Tucker kicks extra point good,0.000,0.000
3,7:54,,,BAL 35,49,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,7:54,1,10,MIA 25,49,10,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki,0.610,0.060
3,7:50,2,10,MIA 25,49,10,Ryan Fitzpatrick pass incomplete deep left intended for Mike Gesicki. Penalty on Danny Isidora: Offensive Holding (Declined),0.060,-0.620
3,7:45,3,10,MIA 25,49,10,Ryan Fitzpatrick pass complete short left to DeVante Parker for 12 yards (tackle by Anthony Averett),-0.620,1.400
3,7:09,1,10,MIA 37,49,10,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker,1.400,0.860
3,7:04,2,10,MIA 37,49,10,"Ryan Fitzpatrick pass complete deep middle to Jakeem Grant for 17 yards (tackle by Marlon Humphrey). Penalty on Julie'n Davenport: Offensive Holding, 10 yards (no play)",0.860,-0.490
3,6:41,2,20,MIA 27,49,10,Kalen Ballage right end for 6 yards (tackle by Tony Jefferson and Pernell McPhee),-0.490,-0.360
3,6:01,3,14,MIA 33,49,10,Ryan Fitzpatrick pass incomplete deep middle intended for Jakeem Grant,-0.360,-1.180
3,5:55,4,14,MIA 33,49,10,"Matt Haack punts 51 yards, fair catch by Cyrus Jones at BAL-16",-1.180,0.140
3,5:47,1,10,BAL 16,49,10,Gus Edwards up the middle for 5 yards (tackle by Davon Godchaux),-0.140,0.150
3,5:09,2,5,BAL 21,49,10,Justice Hill left tackle for 1 yard (tackle by John Jenkins),0.150,-0.570
3,4:27,3,4,BAL 22,49,10,"Lamar Jackson pass complete short left to Willie Snead for 13 yards (tackle by Bobby McCain). Penalty on Ronnie Stanley: Offensive Holding, 10 yards (no play)",-0.570,-1.890
3,3:55,3,14,BAL 12,49,10,Lamar Jackson pass complete short left to Mark Andrews for 21 yards (tackle by Xavien Howard and Jerome Baker),-1.890,1.140
3,3:12,1,10,BAL 33,49,10,Lamar Jackson pass complete short right to Hayden Hurst for 23 yards (tackle by Walt Aikens),1.140,2.650
3,2:21,1,10,MIA 44,49,10,"Mark Ingram up the middle for 8 yards (tackle by Samuel Eguavoen and Raekwon McMillan). Penalty on Bobby McCain: Lowering the Head to Initiate Contact, 15 yards",2.650,4.170
3,1:53,1,10,MIA 21,49,10,Mark Ingram right tackle for 3 yards (tackle by John Jenkins),4.170,4.040
3,1:08,2,7,MIA 18,49,10,Gus Edwards up the middle for 2 yards (tackle by Reshad Jones),4.040,3.630
3,0:32,3,5,MIA 16,49,10,Lamar Jackson pass incomplete short right intended for Willie Snead (defended by Chris Lammons),3.630,2.430
3,0:27,4,5,MIA 16,52,10,Justin Tucker 34 yard field goal good,2.430,3.000
3,0:22,,,BAL 35,52,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:22,1,10,MIA 25,52,10,Josh Rosen pass complete short right to Mike Gesicki for 5 yards (tackle by Tony Jefferson),0.610,0.740
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,MIA 30,52,10,Josh Rosen pass short right intended for Jakeem Grant is intercepted by Marlon Humphrey at MIA-42 and returned for no gain,0.740,-2.790
4,14:54,1,10,MIA 42,52,10,Mark Ingram right guard for 9 yards (tackle by Reshad Jones),2.790,3.460
4,14:10,2,1,MIA 33,52,10,Gus Edwards left guard for 2 yards (tackle by Jerome Baker and Davon Godchaux),3.460,3.510
4,13:30,1,10,MIA 31,52,10,Robert Griffin pass complete short middle to Nick Boyle for 11 yards (tackle by Walt Aikens and Jerome Baker),3.510,4.240
4,12:48,1,10,MIA 20,52,10,Gus Edwards right guard for 5 yards (tackle by Avery Moss and Jerome Baker),4.240,4.450
4,12:07,2,5,MIA 15,52,10,Gus Edwards right guard for 10 yards (tackle by Bobby McCain),4.450,6.060
4,11:25,1,5,MIA 5,52,10,Robert Griffin right end for 3 yards (tackle by Eric Rowe),6.060,5.720
4,10:57,2,2,MIA 2,52,10,Gus Edwards up the middle for no gain (tackle by Jonathan Ledbetter),5.720,4.950
4,10:15,3,2,MIA 2,52,10,Gus Edwards right tackle for -1 yards (tackle by Jerome Baker and Christian Wilkins),4.950,3.040
4,9:30,,,,,,Timeout #1 by Baltimore Ravens,,
4,9:30,4,3,MIA 3,58,10,"Robert Griffin pass complete short left to Mark Andrews for 3 yards, touchdown",3.040,7.000
4,9:24,,,MIA 15,59,10,Justin Tucker kicks extra point good,0.000,0.000
4,9:24,,,BAL 35,59,10,"Justin Tucker kicks off 65 yards, touchback.. Penalty on Anthony Levine: Illegal Formation, 5 yards",0.000,0.940
4,9:24,1,10,MIA 30,59,10,Josh Rosen pass incomplete short left intended for Mike Gesicki (defended by Chuck Clark),0.940,0.390
4,9:21,2,10,MIA 30,59,10,Mark Walton right tackle for 1 yard (tackle by Michael Pierce),0.390,-0.160
4,8:41,3,9,MIA 31,59,10,Josh Rosen sacked by Matt Judon for -6 yards,-0.160,-1.700
4,8:09,4,15,MIA 25,59,10,Matt Haack punts 54 yards downed by Vince Biegel,-1.700,-0.340
4,7:59,1,10,BAL 21,59,10,Justice Hill up the middle for -1 yards (tackle by John Jenkins and Jonathan Ledbetter),0.340,-0.340
4,7:16,2,11,BAL 20,59,10,Robert Griffin pass complete short left to Seth Roberts for 10 yards (tackle by Eric Rowe and James Crawford),-0.340,0.300
4,6:32,3,1,BAL 30,59,10,Gus Edwards left guard for 2 yards (tackle by Jerome Baker),0.300,1.070
4,5:47,1,10,BAL 32,59,10,Gus Edwards right tackle for 2 yards (tackle by Christian Wilkins and Davon Godchaux),1.070,0.800
4,5:05,2,8,BAL 34,59,10,Gus Edwards left guard for 4 yards (tackle by Avery Moss and Jerome Baker),0.800,0.630
4,4:26,3,4,BAL 38,59,10,Robert Griffin pass complete short right to Hayden Hurst for 11 yards (tackle by Walt Aikens),0.630,2.190
4,3:43,1,10,BAL 49,59,10,Justice Hill right tackle for 4 yards (tackle by Xavien Howard),2.190,2.190
4,3:03,2,6,MIA 47,59,10,Robert Griffin pass complete short middle to Nick Boyle for 12 yards (tackle by Xavien Howard),2.190,3.250
4,2:24,1,10,MIA 35,59,10,Gus Edwards right guard for 5 yards (tackle by Christian Wilkins),3.250,3.380
4,2:00,2,5,MIA 30,59,10,Robert Griffin pass complete short middle to Willie Snead for 8 yards (tackle by Walt Aikens),3.380,4.110
4,1:55,,,,,,Timeout #1 by Miami Dolphins,,
4,1:55,1,10,MIA 22,59,10,Robert Griffin right end for 3 yards,4.110,3.970
4,1:50,,,,,,Timeout #2 by Miami Dolphins,,
4,1:50,2,7,MIA 19,59,10,Justice Hill left end for 10 yards (tackle by Avery Moss and Walt Aikens),3.970,5.140
4,1:05,1,9,MIA 9,59,10,Robert Griffin up the middle for 4 yards (tackle by Avery Moss and Walt Aikens),5.140,5.150
4,0:20,2,5,MIA 5,59,10,Robert Griffin kneels for -1 yards,5.150,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
