Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Gus Edwards,BAL,17,56,0,4,30,1.8,26,1.5,1,17.0
Mark Ingram,BAL,14,107,2,3,41,2.9,66,4.7,2,7.0
Justice Hill,BAL,7,27,0,2,19,2.7,8,1.1,0,
Robert Griffin III,BAL,4,9,0,0,3,0.8,6,1.5,1,4.0
Lamar Jackson,BAL,3,6,0,0,4,1.3,2,0.7,0,
Anthony Levine,BAL,1,60,0,1,60,60.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kalen Ballage,MIA,5,-1,0,0,-3,-0.6,2,0.4,0,
Kenyan Drake,MIA,4,12,0,0,6,1.5,6,1.5,0,
Ryan Fitzpatrick,MIA,1,8,0,1,8,8.0,0,0.0,0,
Mark Walton,MIA,1,1,0,,0,0.0,1,1.0,0,
Albert Wilson,MIA,1,1,0,0,1,1.0,0,0.0,0,
