Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
2,15:00,3,1,CAR 1,13,3,"Jordan Love up the middle for 1 yard, touchdown",5.170,7.000
2,14:57,,,CAR 15,13,3,Anders Carlson kicks extra point no good,0.000,-1.000
2,14:57,,,GNB 35,13,3,"Anders Carlson kicks off 61 yards, returned by Raheem Blackshear for 29 yards (tackle by Anders Carlson). Penalty on Jammie Robinson: Offensive Holding, 10 yards (accepted)",0.000,0.480
2,14:49,1,10,CAR 23,13,3,Chuba Hubbard right tackle for 3 yards (tackle by Anthony Johnson and Devonte Wyatt),0.480,0.340
2,14:08,2,7,CAR 26,13,3,Bryce Young pass incomplete short middle intended for DJ Chark,0.340,-0.360
2,14:05,3,7,CAR 26,13,3,Bryce Young pass complete deep middle to DJ Chark for 19 yards (tackle by Jonathan Owens),-0.360,1.930
2,13:28,1,10,CAR 45,13,3,Chuba Hubbard left guard for 1 yard (tackle by Quay Walker and Kenny Clark),1.930,1.520
2,12:46,2,9,CAR 46,13,3,Chuba Hubbard right guard for 4 yards (tackle by Kingsley Enagbare and Jonathan Owens),1.520,1.360
2,11:59,3,5,CAR 50,13,3,Bryce Young pass complete short middle to Adam Thielen for 17 yards (tackle by Anthony Johnson and Eric Stokes),1.360,3.380
2,11:25,1,10,GNB 33,13,3,Chuba Hubbard up the middle for 13 yards (tackle by Jonathan Owens),3.380,4.240
2,10:38,1,10,GNB 20,13,9,"Ihmir Smith-Marsette right end for 20 yards, touchdown",4.240,7.000
2,10:29,,,GNB 15,13,10,Eddy Pineiro kicks extra point good,0.000,0.000
2,10:29,,,CAR 35,13,10,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
2,10:28,1,10,GNB 25,13,10,Jordan Love pass complete short middle to Romeo Doubs for 13 yards (tackle by Xavier Woods),0.610,1.470
2,9:52,1,10,GNB 38,13,10,AJ Dillon left end for 3 yards (tackle by Derrick Brown),1.470,1.330
2,9:14,2,7,GNB 41,13,10,"Penalty on Rasheed Walker: False Start, 5 yards (accepted) (no play)",1.330,0.650
2,8:56,2,12,GNB 36,13,10,Jordan Love scrambles right end for 11 yards (tackle by Frankie Luvu),0.650,1.420
2,8:42,3,1,GNB 47,13,10,"Jordan Love pass incomplete short middle intended for Dontayvion Wicks. Penalty on Yetur Gross-Matos: Roughing the Passer, 15 yards (accepted) (no play)",1.420,3.050
2,8:40,1,10,CAR 38,13,10,AJ Dillon right guard for 3 yards (tackle by Shy Tuttle and Yetur Gross-Matos),3.050,2.910
2,8:04,2,7,CAR 35,13,10,Jordan Love pass incomplete short left intended for Tucker Kraft,2.910,2.210
2,8:01,3,7,CAR 35,13,10,Jordan Love pass incomplete short right intended for Tucker Kraft,2.210,0.970
2,7:56,4,7,CAR 35,16,10,Anders Carlson 53 yard field goal good,0.970,3.000
2,7:51,,,GNB 35,16,10,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
2,7:51,1,10,CAR 25,16,10,Bryce Young pass complete short right to Tommy Tremble for 11 yards (tackle by Anthony Johnson),0.610,1.330
2,7:09,1,10,CAR 36,16,10,Bryce Young pass complete short middle to Ihmir Smith-Marsette for 18 yards (tackle by Jaire Alexander and Jonathan Owens),1.330,2.520
2,6:24,1,10,GNB 46,16,10,Miles Sanders left guard for 3 yards (tackle by Keisean Nixon),2.520,2.380
2,5:42,2,7,GNB 43,16,10,Bryce Young scrambles left end for 5 yards (tackle by Keisean Nixon),2.380,2.350
2,4:56,3,2,GNB 38,16,10,Chuba Hubbard up the middle for no gain (tackle by Tedarrell Slaton),2.350,0.720
2,4:16,4,2,GNB 38,16,10,Chuba Hubbard left guard for -2 yards (tackle by Isaiah McDuffie and Lukas Van Ness),0.720,-1.600
2,4:12,1,10,GNB 40,16,10,Jordan Love pass incomplete deep left,1.600,1.050
2,4:05,2,10,GNB 40,16,10,Jordan Love pass complete short left to Bo Melton for 14 yards (tackle by Troy Hill and Donte Jackson),1.050,2.520
2,3:30,1,10,CAR 46,16,10,Aaron Jones left tackle for 4 yards (tackle by LaBryan Ray and Derrick Brown),2.520,2.520
2,2:56,2,6,CAR 42,16,10,Jordan Love pass complete short right to Tucker Kraft for 5 yards (tackle by Jaycee Horn),2.520,2.480
2,2:19,3,1,CAR 37,16,10,Aaron Jones up the middle for 3 yards (tackle by Nick Thurman and Derrick Brown),2.480,3.310
2,2:00,1,10,CAR 34,16,10,Jordan Love pass complete short right to Malik Heath for no gain (tackle by Vonn Bell),3.310,2.770
2,1:53,,,,,,Timeout #1 by Carolina Panthers,,
2,1:53,2,10,CAR 34,16,10,Jordan Love pass incomplete short right intended for Aaron Jones,2.770,2.080
2,1:50,3,10,CAR 34,16,10,Jordan Love pass complete short right to Bo Melton for 11 yards (tackle by Vonn Bell),2.080,4.040
2,1:39,,,,,,Timeout #2 by Carolina Panthers,,
2,1:39,1,10,CAR 23,16,10,Jordan Love pass complete short left to Bo Melton for 2 yards (tackle by Troy Hill),4.040,3.770
2,0:59,2,8,CAR 21,16,10,Jordan Love pass incomplete short right intended for Samori Toure,3.770,3.070
2,0:57,3,8,CAR 21,22,10,"Jordan Love pass complete deep right to Dontayvion Wicks for 21 yards, touchdown",3.070,7.000
2,0:49,,,CAR 15,23,10,Anders Carlson kicks extra point good,0.000,0.000
2,0:49,,,GNB 35,23,10,"Anders Carlson kicks off 62 yards, returned by Raheem Blackshear for 20 yards (tackle by Eric Wilson and Rudy Ford)",0.000,0.480
2,0:44,1,10,CAR 23,23,10,Bryce Young pass incomplete deep right intended for Adam Thielen,0.480,-0.070
2,0:39,2,10,CAR 23,23,10,Bryce Young pass incomplete short middle intended for Stephen Sullivan (defended by Jonathan Owens),-0.070,-0.760
2,0:35,3,10,CAR 23,23,10,Bryce Young pass complete short right to Stephen Sullivan for 9 yards,-0.760,-1.240
2,0:29,4,1,CAR 32,23,10,Johnny Hekker punts 47 yards downed by Sam Franklin,-1.240,-0.340
2,0:18,1,10,GNB 21,23,10,"Jordan Love pass incomplete deep left intended for Romeo Doubs. Penalty on Donte Jackson: Defensive Pass Interference, 16 yards (accepted) (no play)",0.340,1.400
2,0:14,1,10,GNB 37,23,10,Jordan Love pass incomplete deep middle intended for Samori Toure,1.400,0.860
2,0:06,2,10,GNB 37,23,10,Jordan Love pass complete short right to Dontayvion Wicks for 8 yards (tackle by Frankie Luvu),0.860,1.220
2,0:01,,,,,,Timeout #1 by Green Bay Packers,,
2,0:01,,,,,,Timeout #3 by Carolina Panthers,,
2,0:01,3,2,GNB 45,23,10,Jordan Love pass incomplete deep left,1.220,-0.390
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,23,10,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,23,10,Aaron Jones left end for 5 yards (tackle by Shaquill Griffin),0.610,0.740
3,14:22,2,5,GNB 30,23,10,Jordan Love sacked by Frankie Luvu for -12 yards,0.740,-1.720
3,13:48,3,17,GNB 18,23,10,Jordan Love pass incomplete short left intended for Aaron Jones,-1.720,-2.240
3,13:43,4,17,GNB 18,23,10,Daniel Whelan punts 54 yards downed by Rudy Ford,-2.240,-0.810
3,13:31,1,10,CAR 28,23,10,Chuba Hubbard up the middle for 2 yards (tackle by Rashan Gary),0.810,0.530
3,12:52,2,8,CAR 30,23,10,Bryce Young pass complete short right to Adam Thielen for 7 yards (tackle by Eric Stokes),0.530,0.760
3,12:20,3,1,CAR 37,23,10,Chuba Hubbard right tackle for 3 yards (tackle by Eric Stokes),0.760,1.600
3,11:34,1,10,CAR 40,23,10,Bryce Young pass complete short left to Jonathan Mingo for 9 yards (tackle by Anthony Johnson),1.600,2.270
3,10:58,2,1,CAR 49,23,10,Chuba Hubbard up the middle for 4 yards (tackle by Quay Walker and Karl Brooks),2.270,2.460
3,10:15,1,10,GNB 47,23,10,Chuba Hubbard left guard for 3 yards (tackle by Quay Walker and Colby Wooden),2.460,2.320
3,9:28,2,7,GNB 44,23,10,Bryce Young pass incomplete deep left intended for Tommy Tremble,2.320,1.620
3,9:23,3,7,GNB 44,23,10,Bryce Young pass complete short right to Stephen Sullivan for 6 yards (tackle by Jonathan Owens),1.620,0.720
3,8:38,4,1,GNB 38,23,10,Bryce Young up the middle for 2 yards (tackle by Quay Walker and Keisean Nixon),0.720,3.180
3,7:59,1,10,GNB 36,23,10,"Bryce Young aborted snap, recovered by Bryce Young at GB-36 Bryce Young for 1 yard (tackle by Preston Smith)",3.180,2.770
3,7:21,2,9,GNB 35,23,10,"Bryce Young pass incomplete deep left intended for Stephen Sullivan. Penalty on Isaiah McDuffie: Roughing the Passer, 15 yards (accepted) (no play)",2.770,4.240
3,7:15,1,10,GNB 20,23,10,Bryce Young scrambles right end for 9 yards (tackle by Keisean Nixon),4.240,5.260
3,6:37,2,1,GNB 11,23,10,Chuba Hubbard left guard for 6 yards (tackle by Isaiah McDuffie and Devonte Wyatt),5.260,6.060
3,5:56,1,5,GNB 5,23,10,Chuba Hubbard right guard for 1 yard (tackle by Jonathan Owens),6.060,5.340
3,5:14,2,4,GNB 4,23,16,"Chuba Hubbard left guard for 4 yards, touchdown",5.340,7.000
3,5:11,,,GNB 15,23,16,Eddy Pineiro kicks extra point no good,0.000,-1.000
3,5:11,,,CAR 35,23,16,"Eddy Pineiro kicks off 69 yards, returned by Keisean Nixon for 38 yards (tackle by Jammie Robinson)",0.000,1.200
3,5:05,1,10,GNB 34,23,16,"Jordan Love pass complete short right to Romeo Doubs for 25 yards. Romeo Doubs fumbles (forced by Frankie Luvu), recovered by Josiah Deguara at CAR-33 (tackle by Frankie Luvu)",1.200,3.380
3,4:30,1,10,CAR 33,23,16,AJ Dillon right tackle for 2 yards (tackle by Frankie Luvu and Jaycee Horn),3.380,3.110
3,4:03,2,8,CAR 31,23,16,Aaron Jones up the middle for 10 yards (tackle by Troy Hill),3.110,4.170
3,3:21,1,10,CAR 21,23,16,Aaron Jones left end for 4 yards (tackle by Yetur Gross-Matos),4.170,4.200
3,2:39,2,6,CAR 17,23,16,Aaron Jones left tackle for 4 yards (tackle by Frankie Luvu and Shy Tuttle),4.200,4.240
3,2:01,3,2,CAR 13,23,16,Aaron Jones up the middle for 6 yards (tackle by Shy Tuttle and Vonn Bell),4.240,5.600
3,1:16,1,7,CAR 7,23,16,AJ Dillon left tackle for 1 yard (tackle by Frankie Luvu and Nick Thurman),5.600,4.950
3,0:33,2,6,CAR 6,23,16,AJ Dillon up the middle for 1 yard (tackle by DJ Johnson and Vonn Bell),4.950,4.260
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,CAR 5,29,16,"Jordan Love pass complete short left to Romeo Doubs for 5 yards, touchdown",4.260,7.000
4,14:57,,,CAR 15,30,16,Anders Carlson kicks extra point good,0.000,0.000
4,14:57,,,GNB 35,30,16,"Anders Carlson kicks off 61 yards, returned by Raheem Blackshear for 17 yards (tackle by Rudy Ford and Benny Sapp)",0.000,0.340
4,14:51,1,10,CAR 21,30,16,Bryce Young pass complete short right to Adam Thielen for 16 yards,0.340,1.400
4,14:09,1,10,CAR 37,30,16,Bryce Young pass complete short left to Stephen Sullivan for 6 yards (tackle by Isaiah McDuffie),1.400,1.670
4,13:43,2,4,CAR 43,30,16,Miles Sanders up the middle for no gain (tackle by Rashan Gary),1.670,0.960
4,12:57,3,4,CAR 43,30,16,Bryce Young pass incomplete deep right intended for DJ Chark,0.960,-0.520
4,12:51,4,4,CAR 43,30,16,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",-0.520,-0.850
4,12:51,4,9,CAR 38,30,16,"Johnny Hekker punts 48 yards, returned by Keisean Nixon for -3 yards (tackle by Sam Franklin)",-0.850,0.370
4,12:37,1,10,GNB 11,30,16,Jordan Love pass incomplete short left intended for Romeo Doubs,-0.370,-0.780
4,12:32,2,10,GNB 11,30,16,AJ Dillon right end for 1 yard (tackle by Brian Burns and Jaycee Horn),-0.780,-1.300
4,11:50,3,9,GNB 12,30,16,Jordan Love pass incomplete short left intended for Bo Melton (defended by Donte Jackson),-1.300,-2.490
4,11:46,4,9,GNB 12,30,16,"Daniel Whelan punts 48 yards, fair catch by Ihmir Smith-Marsette at CAR-40",-2.490,-1.600
4,11:38,1,10,CAR 40,30,16,Chuba Hubbard left guard for no gain (tackle by Keisean Nixon),1.600,1.050
4,10:59,2,10,CAR 40,30,16,Bryce Young pass complete short right to Adam Thielen for 15 yards (tackle by Anthony Johnson),1.050,2.590
4,10:15,1,10,GNB 45,30,16,Bryce Young pass complete short left to Tommy Tremble for 9 yards (tackle by Isaiah McDuffie),2.590,3.260
4,9:39,2,1,GNB 36,30,16,Bryce Young pass incomplete deep right,3.260,2.540
4,9:31,3,1,GNB 36,30,16,Ihmir Smith-Marsette left end for 13 yards (tackle by Eric Stokes),2.540,4.040
4,9:10,1,10,GNB 23,30,16,"Penalty on Cade Mays: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",4.040,3.050
4,8:53,1,10,GNB 38,30,16,Bryce Young sacked by Preston Smith for -7 yards,3.050,1.560
4,8:06,2,17,GNB 45,30,16,Bryce Young pass complete short left to Miles Sanders for 5 yards (tackle by Isaiah McDuffie and Anthony Johnson),1.560,1.550
4,7:30,3,12,GNB 40,30,16,"Bryce Young pass complete short left to DJ Chark for 16 yards. DJ Chark fumbles (forced by Jaire Alexander), recovered by Tommy Tremble at GB-23 (tackle by Jaire Alexander). Penalty on Devonte Wyatt: Unsportsmanlike Conduct / Defense, 12 yards (accepted) GNB challenged the pass completion ruling, and the play was upheld.",1.550,4.840
4,7:18,1,10,GNB 11,30,22,"Bryce Young pass complete short middle to DJ Chark for 11 yards, touchdown",4.840,7.000
4,7:14,,,GNB 2,30,22,"Penalty on Ikem Ekwonu: Offensive Holding, 10 yards (accepted) (no play)",0.000,0.000
4,7:14,,,GNB 25,30,22,Eddy Pineiro kicks extra point no good,0.000,-1.000
4,7:14,,,CAR 35,30,22,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,7:14,1,10,GNB 25,30,22,Aaron Jones up the middle for 6 yards (tackle by Frankie Luvu and Kamu Grugier-Hill),0.610,0.870
4,6:46,2,4,GNB 31,30,22,Jordan Love pass complete short left to Patrick Taylor for -1 yards (tackle by Xavier Woods and Kamu Grugier-Hill),0.870,0.040
4,6:01,3,5,GNB 30,30,22,Jordan Love pass incomplete deep right intended for Bo Melton,0.040,-1.370
4,5:55,4,5,GNB 30,30,22,Daniel Whelan punts 40 yards out of bounds,-1.370,-0.940
4,5:47,1,10,CAR 30,30,22,Bryce Young pass incomplete short right,0.940,0.390
4,5:41,2,10,CAR 30,30,22,Bryce Young pass complete short left to Chuba Hubbard for 8 yards (tackle by Keisean Nixon),0.390,0.760
4,5:06,,,,,,Timeout #2 by Green Bay Packers,,
4,5:06,3,2,CAR 38,30,22,"Bryce Young pass complete deep left to DJ Chark for 20 yards (tackle by Anthony Johnson). Penalty on Anthony Johnson: Unnecessary Roughness / Defense, 15 yards (accepted)",0.760,3.780
4,4:58,1,10,GNB 27,30,22,Bryce Young pass complete short middle to Adam Thielen for 17 yards (tackle by Anthony Johnson),3.780,4.910
4,4:12,1,10,GNB 10,30,28,"Bryce Young pass complete short right to DJ Chark for 10 yards, touchdown",4.910,7.000
4,4:05,,,GNB 2,30,30,"Two Point Attempt: Raheem Blackshear rushes, conversion succeeds.",1.000,1.000
4,4:05,,,CAR 35,30,30,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,4:05,1,10,GNB 25,30,30,Aaron Jones right guard for 4 yards (tackle by Shy Tuttle),0.610,0.600
4,3:30,2,6,GNB 29,30,30,Aaron Jones right tackle for 2 yards (tackle by Derrick Brown),0.600,0.170
4,2:39,3,4,GNB 31,30,30,"Jordan Love pass complete deep left to Romeo Doubs for 36 yards (tackle by Troy Hill) CAR challenged the pass completion ruling, and the play was upheld.",0.170,3.380
4,2:11,1,10,CAR 33,30,30,Aaron Jones left end for no gain (tackle by Frankie Luvu and Derrick Brown),3.380,2.840
4,2:00,2,10,CAR 33,30,30,Jordan Love pass complete short right to Tucker Kraft for 20 yards (tackle by Vonn Bell and Xavier Woods),2.840,4.710
4,1:54,,,,,,Timeout #2 by Carolina Panthers,,
4,1:54,1,10,CAR 13,30,30,Aaron Jones left end for -3 yards (tackle by Yetur Gross-Matos and Nick Thurman),4.710,3.620
4,1:52,,,,,,Timeout #3 by Carolina Panthers,,
4,1:52,2,13,CAR 16,30,30,Patrick Taylor up the middle for 1 yard (tackle by Nick Thurman and Derrick Brown),3.620,3.030
4,1:09,3,12,CAR 15,30,30,Patrick Taylor up the middle for 1 yard (tackle by Yetur Gross-Matos and Jeremy Chinn),3.030,2.510
4,0:22,,,,,,Timeout #3 by Green Bay Packers,,
4,0:22,4,11,CAR 14,33,30,Anders Carlson 32 yard field goal good,2.510,3.000
4,0:19,,,GNB 35,33,30,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,0:19,1,10,CAR 25,33,30,Bryce Young pass complete deep right to DJ Chark for 22 yards,0.610,2.060
4,0:13,1,10,CAR 47,33,30,Bryce Young pass complete deep middle to Adam Thielen for 22 yards (tackle by Keisean Nixon),2.060,3.510
4,0:01,1,10,GNB 31,33,30,Bryce Young spiked the ball,3.510,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
