Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,16,71,1,4,41,2.6,30,1.9,0,
Tony Pollard,DAL,13,109,1,6,45,3.5,64,4.9,2,6.5
CeeDee Lamb,DAL,1,13,0,1,10,10.0,3,3.0,0,
Cedrick Wilson Jr.,DAL,1,5,0,0,4,4.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,9,54,0,2,22,2.4,32,3.6,2,4.5
Justin Herbert,LAC,4,12,0,2,6,1.5,6,1.5,1,4.0
Justin Jackson,LAC,4,21,0,2,9,2.3,12,3.0,0,
Jalen Guyton,LAC,1,9,0,1,8,8.0,1,1.0,0,
Larry Rountree,LAC,1,-1,0,,-1,-1.0,0,0.0,0,
