0,1
Game Info,Game Info
Won Toss,Titans
Won OT Toss,Titans
Roof,dome
Surface,sportturf
Duration,3:19
Attendance,73075
Vegas Line,New Orleans Saints -7.5
Over/Under,48.0 (over)
