Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1,4:24,1,10,DEN 49,3,7,Knowshon Moreno left guard for 4 yards (tackle by Jarret Johnson),2.190,2.190
1,3:57,2,6,SDG 47,3,7,Knowshon Moreno right guard for 2 yards (tackle by Jarret Johnson),2.190,1.750
1,3:21,3,4,SDG 45,3,7,"Peyton Manning pass incomplete short middle intended for Andre Caldwell (defended by Richard Marshall). Penalty on Richard Marshall: Defensive Holding, 5 yards (no play)",1.750,2.920
1,3:15,1,10,SDG 40,3,7,Peyton Manning pass complete short left to Eric Decker for 21 yards (tackle by Marcus Gilchrist),2.920,4.310
1,2:35,1,10,SDG 19,3,7,Montee Ball right tackle for -6 yards (tackle by Reggie Walker),4.310,2.950
1,2:11,2,16,SDG 25,3,7,Peyton Manning pass incomplete short left intended for Julius Thomas,2.950,2.280
1,2:07,3,16,SDG 25,3,7,Peyton Manning pass complete short middle to Julius Thomas for 11 yards (tackle by Donald Butler),2.280,2.560
1,1:26,4,5,SDG 14,3,10,Matt Prater 32 yard field goal good,2.560,3.000
1,1:26,,,DEN 35,3,10,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,1:22,1,10,SDG 20,3,10,Ryan Mathews up the middle for 7 yards (tackle by Robert Ayers and Danny Trevathan),0.280,0.680
1,0:46,2,3,SDG 27,3,10,Philip Rivers up the middle for 11 yards (tackle by Malik Jackson),0.680,1.470
1,0:00,1,10,SDG 38,3,10,Philip Rivers pass incomplete deep right intended for Keenan Allen,1.470,0.920
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,SDG 38,3,10,Philip Rivers pass complete short right to Danny Woodhead for 13 yards (tackle by Shaun Phillips),0.920,2.320
2,14:23,1,10,DEN 49,3,10,Philip Rivers pass incomplete short right intended for Le'Ron McClain,2.320,1.780
2,14:17,2,10,DEN 49,3,10,Ryan Mathews left tackle for 10 yards (tackle by Wesley Woodyard),1.780,2.980
2,13:35,1,10,DEN 39,3,10,Ryan Mathews left guard for no gain (tackle by Von Miller and Terrance Knighton),2.980,2.440
2,12:55,2,10,DEN 39,3,10,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Chris Harris: Defensive Holding, 5 yards (no play)",2.440,3.310
2,12:50,1,10,DEN 34,3,10,Danny Woodhead up the middle for 1 yard (tackle by Robert Ayers and Sylvester Williams),3.310,2.910
2,12:08,2,9,DEN 33,3,10,Philip Rivers pass complete short left to Vincent Brown for 8 yards (tackle by Kayvon Webster),2.910,2.910
2,12:02,2,9,DEN 33,3,10,Timeout #1 by Denver Broncos,2.910,3.270
2,12:02,3,1,DEN 25,3,10,Ryan Mathews left tackle for 2 yards (tackle by Mitch Unrein),3.270,4.040
2,11:16,1,10,DEN 23,3,10,Ronnie Brown up the middle for 1 yard (tackle by Terrance Knighton),4.040,3.630
2,10:36,2,9,DEN 22,3,10,Danny Woodhead left guard for 3 yards (tackle by Paris Lenon),3.630,3.340
2,9:53,3,6,DEN 19,9,10,"Philip Rivers pass complete short middle to Keenan Allen for 19 yards, touchdown",3.340,7.000
2,9:53,,,DEN 2,10,10,Nick Novak kicks extra point good,0.000,0.000
2,9:53,,,SDG 35,10,10,"Nick Novak kicks off 65 yards, returned by Trindon Holliday for 10 yards (tackle by Seyi Ajirotutu)",0.000,0.380
2,9:40,1,10,DEN 10,10,10,Knowshon Moreno up the middle for -1 yards (tackle by Cam Thomas),-0.380,-0.850
2,9:03,2,11,DEN 9,10,10,Peyton Manning pass incomplete short right intended for Julius Thomas (defended by Eric Weddle),-0.850,-1.540
2,8:56,3,11,DEN 9,10,10,Peyton Manning pass incomplete deep right intended for Andre Caldwell (defended by Shareece Wright),-1.540,-2.490
2,8:51,4,11,DEN 9,10,10,"Britton Colquitt punts 51 yards, returned by Keenan Allen for 5 yards (tackle by Tony Carter)",-2.490,-1.930
2,8:39,1,10,SDG 45,10,10,Philip Rivers pass incomplete short left intended for Eddie Royal,1.930,1.380
2,8:35,2,10,SDG 45,10,10,Ryan Mathews up the middle for 1 yard (tackle by Malik Jackson),1.380,0.830
2,7:50,3,9,SDG 46,10,10,"Philip Rivers pass complete deep left to Keenan Allen for 19 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Nick Hardwick: Offensive Holding, 10 yards (no play)",0.830,-0.490
2,7:19,3,19,SDG 36,10,10,Ronnie Brown up the middle for 5 yards (tackle by Von Miller),-0.490,-0.650
2,6:36,4,14,SDG 41,10,10,"Mike Scifres punts 53 yards, fair catch by Trindon Holliday",-0.650,0.380
2,6:27,1,10,DEN 6,10,10,Knowshon Moreno left tackle for 3 yards (tackle by Richard Marshall),-0.380,-0.560
2,6:00,2,7,DEN 9,10,10,Peyton Manning pass complete short left to Julius Thomas for 5 yards (tackle by Jahleel Addae),-0.560,-0.480
2,5:20,3,2,DEN 14,10,10,Peyton Manning sacked by Marcus Gilchrist for -12 yards,-0.480,-2.490
2,4:39,4,14,DEN 2,10,10,"Britton Colquitt punts 41 yards, fair catch by Keenan Allen",-2.490,-2.720
2,4:31,1,10,DEN 43,10,10,Ryan Mathews left tackle for 9 yards (tackle by Mike Adams and Omar Bolden),2.720,3.390
2,3:53,2,1,DEN 34,10,10,Ryan Mathews left end for 7 yards (tackle by Omar Bolden),3.390,3.780
2,3:15,1,10,DEN 27,10,10,Danny Woodhead left end for 2 yards (tackle by Wesley Woodyard),3.780,3.500
2,2:35,2,8,DEN 25,10,10,Philip Rivers pass complete short right to Eddie Royal for 12 yards (tackle by Kayvon Webster),3.500,4.710
2,2:00,1,10,DEN 13,10,10,Danny Woodhead up the middle for 3 yards (tackle by Danny Trevathan),4.710,4.580
2,1:16,2,7,DEN 10,10,10,Philip Rivers pass incomplete short right intended for Antonio Gates,4.580,4.580
2,1:12,2,7,DEN 10,10,10,Timeout #1 by San Diego Chargers,4.580,3.650
2,1:12,3,7,DEN 10,16,10,"Philip Rivers pass complete short left to Keenan Allen for 10 yards, touchdown",3.650,7.000
2,1:12,,,DEN 2,17,10,Nick Novak kicks extra point good,0.000,0.000
2,1:12,,,SDG 35,17,10,"Nick Novak kicks off 70 yards, returned by Trindon Holliday for 28 yards (tackle by Eric Weddle)",0.000,-0.480
2,0:58,1,10,DEN 23,17,10,Peyton Manning pass incomplete short left intended for Andre Caldwell,0.480,-0.070
2,0:54,2,10,DEN 23,17,10,Peyton Manning pass complete short right to Knowshon Moreno for 4 yards (tackle by Shareece Wright),-0.070,-0.230
2,0:27,3,6,DEN 27,17,10,Peyton Manning pass incomplete short right intended for Julius Thomas,-0.230,-1.570
2,0:23,4,6,DEN 27,17,10,"Britton Colquitt punts 49 yards, returned by Keenan Allen for 6 yards (tackle by Montee Ball)",-1.570,-0.940
2,0:10,1,10,SDG 30,17,10,Philip Rivers kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,10,"Matt Prater kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,SDG 20,17,10,Ryan Mathews left guard for -2 yards (tackle by Terrance Knighton),0.280,-0.630
3,14:18,2,12,SDG 18,17,10,Philip Rivers pass complete short right to Eddie Royal for 14 yards,-0.630,1.070
3,13:44,1,10,SDG 32,17,10,Philip Rivers pass incomplete deep right intended for Eddie Royal (defended by Kayvon Webster),1.070,1.070
3,13:38,1,10,SDG 32,17,10,Timeout #1 by San Diego Chargers,1.070,0.530
3,13:38,2,10,SDG 32,17,10,Philip Rivers pass complete short right to Ryan Mathews for 1 yard (tackle by Kayvon Webster),0.530,-0.030
3,12:56,3,9,SDG 33,17,10,Philip Rivers pass complete deep left to Vincent Brown for 32 yards (tackle by Kayvon Webster),-0.030,3.250
3,12:12,1,10,DEN 35,17,10,Danny Woodhead left end for 4 yards (tackle by Kayvon Webster),3.250,3.240
3,11:42,2,6,DEN 31,17,10,Danny Woodhead left tackle for 8 yards (tackle by Sylvester Williams),3.240,3.240
3,11:14,2,6,DEN 31,17,10,Timeout #1 by Denver Broncos,3.240,4.040
3,11:14,1,10,DEN 23,23,10,"Ryan Mathews left end for 23 yards, touchdown",4.040,7.000
3,11:14,,,DEN 2,24,10,Nick Novak kicks extra point good,0.000,0.000
3,11:14,,,SDG 35,24,10,"Nick Novak kicks off 51 yards, out of bounds",0.000,-1.600
3,11:05,1,10,DEN 40,24,10,Peyton Manning pass complete short middle to Demaryius Thomas for 10 yards (tackle by Richard Marshall),1.600,2.260
3,10:33,1,10,SDG 50,24,10,Peyton Manning pass complete short right to Knowshon Moreno for 4 yards (tackle by Manti Te'o),2.260,2.250
3,10:10,2,6,SDG 46,24,10,Peyton Manning pass incomplete short left intended for Jacob Tamme (defended by Marcus Gilchrist),2.250,1.550
3,10:08,3,6,SDG 46,24,10,Peyton Manning pass incomplete short right intended for Eric Decker (defended by Shareece Wright),1.550,0.200
3,10:04,4,6,SDG 46,24,10,Britton Colquitt punts 45 yards,0.200,0.380
3,9:52,1,10,SDG 1,24,10,Ryan Mathews left guard for 5 yards (tackle by Paris Lenon),-0.380,-0.420
3,9:16,2,5,SDG 6,24,10,Ryan Mathews left guard for 1 yard (tackle by Danny Trevathan and Sylvester Williams),-0.420,-0.720
3,8:33,3,4,SDG 7,24,10,Philip Rivers pass incomplete deep right intended for Eddie Royal,-0.720,-2.490
3,8:28,4,4,SDG 7,24,10,"Penalty on Nate Irving: Neutral Zone Infraction, 5 yards (no play)",-2.490,-0.350
3,8:27,1,10,SDG 12,24,10,Ryan Mathews right tackle for no gain (tackle by Mitch Unrein),-0.350,-0.780
3,7:43,2,10,SDG 12,24,10,Ryan Mathews right tackle for 4 yards (tackle by Danny Trevathan),-0.780,-0.950
3,6:58,3,6,SDG 16,24,10,Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Duke Ihenacho),-0.950,0.610
3,6:58,1,10,SDG 25,24,10,"Penalty on DEN: Defensive 12 On-field, 5 yards (no play)",0.610,1.340
,,,,,,,"SDG challenged the too many players on field ruling, and the original play was overturned.",,
3,5:42,1,5,SDG 30,24,10,Danny Woodhead right guard for 2 yards (tackle by Robert Ayers),1.340,1.010
3,4:59,2,3,SDG 32,24,10,Ronnie Brown up the middle for 6 yards (tackle by Danny Trevathan),1.010,1.470
3,4:16,1,10,SDG 38,24,10,"Ronnie Brown up the middle for 2 yards (tackle by Von Miller). Penalty on Vincent Brown: Illegal Shift, 5 yards (no play)",1.470,1.140
3,3:51,1,15,SDG 33,24,10,Philip Rivers pass complete short left to Eddie Royal for 20 yards (tackle by Mike Adams),1.140,2.460
3,3:04,1,10,DEN 47,24,10,Danny Woodhead up the middle for 3 yards (tackle by Terrance Knighton),2.460,2.320
3,2:21,2,7,DEN 44,24,10,Philip Rivers pass incomplete short left intended for Keenan Allen,2.320,1.620
3,2:17,3,7,DEN 44,24,10,Philip Rivers sacked by Shaun Phillips for -6 yards,1.620,-0.060
3,1:40,4,13,,24,10,"Mike Scifres punts 39 yards, fair catch by Eric Decker",-0.060,0.370
3,1:32,1,10,DEN 11,24,10,Peyton Manning pass complete short left to Montee Ball for 5 yards (tackle by Richard Marshall),-0.370,-0.300
3,0:56,2,5,DEN 16,24,10,Peyton Manning pass complete short right to Andre Caldwell for 10 yards (tackle by Marcus Gilchrist),-0.300,0.670
3,0:24,1,10,DEN 26,24,10,Montee Ball right guard for 3 yards (tackle by Eric Weddle),0.670,0.540
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 29,24,10,Peyton Manning pass complete deep middle to Eric Decker for 21 yards (tackle by Marcus Gilchrist),0.540,2.260
4,14:29,1,10,,24,10,Peyton Manning pass complete short middle to Montee Ball for 15 yards (tackle by Donald Butler),2.260,3.250
4,13:45,1,10,SDG 35,24,10,Peyton Manning pass complete short middle to Demaryius Thomas for 6 yards (tackle by Donald Butler),3.250,3.510
4,13:05,2,4,SDG 29,24,10,Knowshon Moreno left guard for -2 yards (tackle by Corey Liuget),3.510,2.540
4,12:20,3,6,SDG 31,24,10,Peyton Manning pass incomplete deep right intended for Andre Caldwell,2.540,1.340
4,12:16,4,6,SDG 31,24,10,Peyton Manning pass complete short middle to Andre Caldwell for 15 yards (tackle by Shareece Wright),1.340,4.510
4,11:42,1,10,SDG 16,24,10,Peyton Manning pass complete short right to Knowshon Moreno for 9 yards (tackle by Donald Butler),4.510,5.540
4,11:09,2,1,SDG 7,24,10,Montee Ball right guard for 2 yards (tackle by Darrell Stuckey),5.540,6.060
4,10:30,1,5,SDG 5,24,16,"Peyton Manning pass complete short left to Andre Caldwell for 5 yards, touchdown",6.060,7.000
4,10:30,,,SDG 2,24,17,Matt Prater kicks extra point good,0.000,0.000
4,10:30,,,DEN 35,24,17,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,10:25,1,10,SDG 20,24,17,Ryan Mathews up the middle for no gain (tackle by Danny Trevathan),0.280,-0.270
4,9:41,2,10,SDG 20,24,17,Ryan Mathews left tackle for 5 yards (tackle by Danny Trevathan),-0.270,-0.300
4,8:56,3,5,SDG 25,24,17,"Philip Rivers pass incomplete short left intended for Ladarius Green (defended by Duke Ihenacho). Penalty on Duke Ihenacho: Defensive Pass Interference, 18 yards (no play)",-0.300,1.800
4,8:50,1,10,SDG 43,24,17,Ryan Mathews right end for 13 yards (tackle by Mike Adams),1.800,2.650
4,8:02,1,10,DEN 44,24,17,Ryan Mathews right end for 6 yards (tackle by Von Miller),2.650,2.920
4,7:18,2,4,DEN 38,24,17,Danny Woodhead left guard for 3 yards (tackle by Terrance Knighton),2.920,2.610
4,6:36,3,1,DEN 35,24,17,Ryan Mathews right tackle for -2 yards (tackle by Von Miller and Mike Adams),2.610,0.790
4,5:57,4,3,DEN 37,24,17,", out of bounds. Mike Scifres fumbles, recovered by Mike Scifres at DEN-46",0.790,0.380
4,5:50,1,10,DEN 3,24,17,Peyton Manning pass complete short right to Montee Ball for 11 yards (tackle by Shareece Wright),-0.380,-0.280
4,5:32,1,10,DEN 14,24,17,"Peyton Manning pass complete short middle to Andre Caldwell for 4 yards (tackle by Eric Weddle). Penalty on Eric Weddle: Horse Collar Tackle, 15 yards",-0.280,1.140
4,5:17,1,10,DEN 33,24,17,Peyton Manning pass incomplete short left intended for Julius Thomas is intercepted by Thomas Keiser at DEN-39 and returned for 6 yards (tackle by Orlando Franklin),1.140,-3.380
4,5:07,1,10,DEN 33,24,17,Ryan Mathews left tackle for 9 yards (tackle by Danny Trevathan and Omar Bolden),3.380,4.050
4,4:22,2,1,DEN 24,24,17,Ryan Mathews left tackle for 1 yard (tackle by Mitch Unrein),4.050,4.050
4,3:35,2,1,DEN 24,24,17,Timeout #2 by San Diego Chargers,4.050,4.040
4,3:35,1,10,DEN 23,24,17,Ryan Mathews left tackle for 3 yards (tackle by Danny Trevathan),4.040,4.040
4,3:31,1,10,DEN 23,24,17,Timeout #2 by Denver Broncos,4.040,3.900
4,3:31,2,7,DEN 20,24,17,Ryan Mathews left guard for no gain (tackle by Danny Trevathan),3.900,3.900
4,3:27,2,7,DEN 20,24,17,Timeout #3 by Denver Broncos,3.900,3.200
4,3:26,3,7,DEN 20,24,17,Ryan Mathews left tackle for 3 yards (tackle by Sylvester Williams),3.200,3.200
4,2:41,3,7,DEN 20,24,17,Timeout #3 by San Diego Chargers,3.200,2.390
4,2:41,4,4,DEN 17,27,17,Nick Novak 35 yard field goal good,2.390,3.000
4,2:41,,,SDG 35,27,17,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
4,2:36,1,10,DEN 20,27,17,Peyton Manning pass incomplete short middle intended for Knowshon Moreno,0.280,-0.270
4,2:31,2,10,DEN 20,27,17,Peyton Manning pass complete short middle to Knowshon Moreno for 15 yards (tackle by Marcus Gilchrist),-0.270,1.270
4,2:08,1,10,DEN 35,27,17,Peyton Manning pass incomplete short middle intended for Eric Decker (defended by Jarret Johnson),1.270,0.720
4,2:02,2,10,DEN 35,27,17,Peyton Manning pass complete short middle to Montee Ball for 5 yards (tackle by Jarret Johnson),0.720,0.700
4,1:56,3,5,DEN 40,27,17,Peyton Manning pass complete short right to Andre Caldwell for 10 yards (tackle by Shareece Wright),0.700,2.260
4,1:32,1,10,,27,17,Peyton Manning pass complete short right to Jacob Tamme for 9 yards (tackle by Donald Butler),2.260,2.930
4,1:14,2,1,SDG 41,27,17,Peyton Manning pass complete short middle to Montee Ball for 13 yards (tackle by Donald Butler),2.930,3.710
4,0:55,1,10,SDG 28,27,17,Peyton Manning pass complete short middle to Knowshon Moreno for 4 yards (tackle by Jarret Johnson),3.710,3.710
4,0:39,2,6,SDG 24,27,17,Peyton Manning pass incomplete short right intended for Eric Decker,3.710,3.010
4,0:38,3,6,SDG 24,27,17,Peyton Manning pass incomplete short right intended for Andre Caldwell,3.010,1.890
4,0:34,4,6,SDG 24,27,20,Matt Prater 42 yard field goal good,1.890,3.000
4,0:34,,,DEN 35,27,20,Matt Prater kicks onside 4 yards,0.000,-2.980
4,0:28,1,10,DEN 39,27,20,Philip Rivers kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
