Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DAL 20,0,0,DeMarco Murray right tackle for 5 yards (tackle by Zackary Bowman),0.280,0.410
1,14:28,2,5,DAL 25,0,0,Tony Romo sacked by Jason Pierre-Paul for -3 yards,0.410,-0.690
1,13:43,3,8,DAL 22,0,0,Tony Romo pass complete short left to Dez Bryant for 7 yards (tackle by Dominique Rodgers-Cromartie),-0.690,-1.440
1,13:08,4,1,DAL 29,0,0,"Chris Jones punts 55 yards, returned by Odell Beckham for 8 yards (tackle by Jeff Heath)",-1.440,-0.540
1,12:57,1,10,NYG 24,0,0,Andre Williams left guard for -2 yards (tackle by George Selvie),0.540,-0.270
1,12:30,2,12,NYG 22,0,0,Andre Williams left tackle for 1 yard (tackle by Tyrone Crawford),-0.270,-0.820
1,11:52,3,11,NYG 23,0,0,Peyton Hillis right tackle for 4 yards (tackle by Tyrone Crawford),-0.820,-1.570
1,11:15,4,7,NYG 27,0,0,"Steve Weatherford punts 49 yards, returned by Dwayne Harris for no gain",-1.570,-0.540
1,11:05,1,10,DAL 24,0,0,DeMarco Murray left tackle for 1 yard (tackle by Mathias Kiwanuka),0.540,0.130
1,10:29,2,9,DAL 25,0,0,DeMarco Murray right guard for 17 yards (tackle by Prince Amukamara),0.130,1.730
1,9:44,1,10,DAL 42,0,0,Lance Dunbar left end for 2 yards (tackle by Jason Pierre-Paul),1.730,1.460
1,9:07,2,8,DAL 44,0,0,Tony Romo pass incomplete deep right intended for Terrance Williams (defended by Zackary Bowman),1.460,0.760
1,8:59,3,8,DAL 44,0,0,Tony Romo pass complete short left to Jason Witten for 12 yards (tackle by Jacquian Williams),0.760,2.650
1,8:12,1,10,NYG 44,0,0,DeMarco Murray right tackle for 4 yards (tackle by Mathias Kiwanuka),2.650,2.650
1,7:31,2,6,NYG 40,0,0,DeMarco Murray left tackle for 1 yard (tackle by Johnathan Hankins),2.650,2.080
1,6:47,3,5,NYG 39,0,0,Tony Romo pass complete short middle to Gavin Escobar for 24 yards (tackle by Jacquian Williams and Quintin Demps),2.080,4.580
1,5:57,1,10,NYG 15,0,0,DeMarco Murray right tackle for no gain (tackle by Jason Pierre-Paul),4.580,3.950
1,5:19,2,10,NYG 15,0,0,Tony Romo pass incomplete short left intended for Terrance Williams,3.950,3.100
1,5:13,3,10,NYG 15,0,6,"Tony Romo pass complete short middle to Gavin Escobar for 15 yards, touchdown",3.100,7.000
1,5:13,,,NYG 2,0,7,Dan Bailey kicks extra point good,0.000,0.000
1,5:13,,,DAL 35,0,7,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,5:06,1,10,NYG 20,0,7,Eli Manning pass complete short left to Rueben Randle for 8 yards (tackle by Sterling Moore),0.280,0.810
1,4:35,2,2,NYG 28,0,7,Eli Manning pass complete short left to Rueben Randle for 9 yards (tackle by Sterling Moore),0.810,1.400
1,4:08,1,10,NYG 37,0,7,Andre Williams up the middle for 3 yards (tackle by Jeremy Mincey and Nick Hayden),1.400,1.260
1,3:36,2,7,NYG 40,0,7,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Sterling Moore),1.260,0.560
1,3:30,3,7,NYG 40,0,7,Eli Manning pass complete short right to Preston Parker for 6 yards (tackle by Barry Church),0.560,-0.320
,,,,,,,"DAL challenged the first down ruling, and the original play was overturned.",,
1,3:30,4,1,NYG 46,0,7,"Penalty on Will Beatty: False Start, 5 yards (no play)",-0.320,-0.650
1,2:44,4,6,NYG 41,0,7,"Steve Weatherford punts 59 yards, touchback",-0.650,-0.280
1,2:34,1,10,DAL 20,0,7,Joseph Randle right tackle for 4 yards (tackle by Zackary Bowman and Jameel McClain),0.280,0.270
1,1:55,2,6,DAL 24,0,7,"Joseph Randle left tackle for 2 yards (tackle by Jacquian Williams). Penalty on Ronald Leary: Offensive Holding, 10 yards (no play)",0.270,-1.180
1,1:37,2,16,DAL 14,0,7,Tony Romo pass incomplete short left intended for Dez Bryant,-1.180,-2.030
1,1:30,3,16,DAL 14,0,7,Tony Romo pass complete short right to Joseph Randle for 14 yards (tackle by Jacquian Williams),-2.030,-1.500
1,0:59,4,2,DAL 28,0,7,"Chris Jones punts 43 yards, fair catch by Odell Beckham",-1.500,-0.870
1,0:52,1,10,NYG 29,0,7,Eli Manning pass incomplete,0.870,0.330
1,0:47,2,10,NYG 29,0,7,Eli Manning pass complete short left to Rueben Randle for 11 yards (tackle by Sterling Moore),0.330,1.600
1,0:19,1,10,NYG 40,0,7,Andre Williams left end for no gain (tackle by Justin Durant),1.600,1.050
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYG 40,0,7,Odell Beckham left end for 13 yards (tackle by Barry Church and George Selvie),1.050,2.460
2,14:28,1,10,DAL 47,0,7,Andre Williams left tackle for 3 yards (tackle by J.J. Wilcox),2.460,2.320
2,14:01,2,7,DAL 44,0,7,Eli Manning pass incomplete short left intended for Andre Williams,2.320,1.620
2,13:55,3,7,DAL 44,0,7,"Eli Manning pass complete short middle to Odell Beckham for 6 yards (tackle by Orlando Scandrick). Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",1.620,0.300
2,13:35,3,17,NYG 46,0,7,Eli Manning pass complete short middle to Larry Donnell for 16 yards (tackle by Barry Church),0.300,0.720
2,12:50,4,1,DAL 38,0,7,"Eli Manning pass incomplete short right intended for Daniel Fells. Penalty on J.J. Wilcox: Defensive Pass Interference, 11 yards (no play)",0.720,3.780
2,12:50,1,10,DAL 27,0,7,Andre Williams right tackle for 22 yards (tackle by Brandon Carr),3.780,6.060
2,12:21,1,5,DAL 5,0,7,Andre Williams up the middle for 1 yard (tackle by George Selvie),6.060,5.340
2,12:21,2,4,DAL 4,0,7,"Penalty on NYG: Illegal Substitution, 5 yards (no play)",5.340,4.380
2,11:31,2,9,DAL 9,6,7,"Eli Manning pass complete short right to Odell Beckham for 9 yards, touchdown. Penalty on Brandon Carr: Defensive Holding (Declined)",4.380,7.000
2,11:31,,,DAL 2,7,7,Josh Brown kicks extra point good,0.000,0.000
2,11:31,,,NYG 35,7,7,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,11:24,1,10,DAL 20,7,7,DeMarco Murray right tackle for 4 yards (tackle by Jacquian Williams),0.280,0.270
2,10:41,2,6,DAL 24,7,7,DeMarco Murray right tackle for 1 yard (tackle by Johnathan Hankins),0.270,-0.300
2,9:58,3,5,DAL 25,7,7,Tony Romo up the middle for 6 yards (tackle by Jameel McClain and Antrel Rolle),-0.300,1.000
2,9:17,1,10,DAL 31,7,7,"DeMarco Murray left tackle for 4 yards (tackle by Quintin Demps). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",1.000,0.340
