Quarter,Time,Tm,Detail,NYG,DAL
1.0,5:06,Cowboys,Gavin Escobar 15 yard pass from Tony Romo (Dan Bailey kick),0,7
2.0,11:24,Giants,Odell Beckham Jr. 9 yard pass from Eli Manning (Josh Brown kick),7,7
,7:53,Giants,Daniel Fells 27 yard pass from Eli Manning (Josh Brown kick),14,7
,2:17,Cowboys,Terrance Williams 18 yard pass from Tony Romo (Dan Bailey kick),14,14
3.0,6:15,Cowboys,Gavin Escobar 26 yard pass from Tony Romo (Dan Bailey kick),14,21
4.0,9:11,Cowboys,DeMarco Murray 1 yard rush (Dan Bailey kick),14,28
,5:28,Giants,Odell Beckham Jr. 5 yard pass from Eli Manning (Josh Brown kick),21,28
,0:59,Cowboys,Dan Bailey 49 yard field goal,21,31
