Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
1,1:09,1,10,KAN 38,0,6,Alex Smith pass complete short right to Jamaal Charles for 2 yards (tackle by Buster Skrine),1.470,1.470
1,0:27,1,10,KAN 38,0,6,Timeout #1 by Kansas City Chiefs,1.470,1.190
1,0:27,2,8,KAN 40,0,6,Jamaal Charles up the middle for 7 yards (tackle by T.J. Ward),1.190,1.420
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,KAN 47,0,6,Jamaal Charles up the middle for 2 yards (tackle by Craig Robertson),1.420,2.190
2,14:21,1,10,KAN 49,0,6,Alex Smith pass complete short left to Anthony Sherman for 3 yards (tackle by Craig Robertson),2.190,2.050
2,13:33,2,7,CLE 48,0,6,Alex Smith pass complete short left to Anthony Sherman for 8 yards (tackle by Buster Skrine),2.050,2.920
2,12:50,1,10,CLE 40,0,6,Dexter McCluster right end for 5 yards (tackle by D'Qwell Jackson),2.920,3.050
2,12:07,2,5,CLE 35,0,6,Alex Smith pass incomplete short middle intended for Dexter McCluster (defended by Buster Skrine),3.050,2.340
2,12:02,3,5,CLE 35,0,6,Alex Smith for 23 yards (tackle by T.J. Ward),2.340,4.780
2,11:21,1,10,CLE 12,0,6,Alex Smith pass incomplete,4.780,4.100
2,11:15,2,10,CLE 12,0,6,Jamaal Charles left tackle for no gain (tackle by Phil Taylor),4.100,3.120
2,10:33,3,10,CLE 12,0,12,"Alex Smith pass complete short left to Anthony Sherman for 12 yards, touchdown",3.120,7.000
2,10:33,,,CLE 2,0,13,Ryan Succop kicks extra point good,0.000,0.000
2,10:33,,,KAN 35,0,13,"Ryan Succop kicks off 71 yards, returned by Fozzy Whittaker for 42 yards (tackle by Husain Abdullah). Penalty on Leon McFadden: Illegal Block Above the Waist, 5 yards",0.000,0.380
2,10:18,1,10,CLE 5,0,13,Willis McGahee right guard for no gain (tackle by Derrick Johnson),-0.380,-0.780
2,9:40,2,10,CLE 5,0,13,Jason Campbell pass complete short left to Willis McGahee for no gain,-0.780,-1.420
2,9:00,3,10,CLE 5,0,13,Jason Campbell pass complete short left to Chris Ogbonnaya for 7 yards (tackle by Tamba Hali),-1.420,-2.490
2,8:33,4,3,CLE 12,0,13,"Spencer Lanning punts 54 yards, muffed catch by Dexter McCluster, recovered by Ron Parker and returned for no gain",-2.490,-1.400
2,8:23,1,10,KAN 37,0,13,Alex Smith pass complete short right to Donnie Avery for 5 yards (tackle by Buster Skrine),1.400,1.530
2,7:39,2,5,KAN 42,0,13,Alex Smith pass complete short right to Dexter McCluster for 6 yards (tackle by Paul Kruger),1.530,2.130
2,7:01,1,10,KAN 48,0,13,Jamaal Charles up the middle for 2 yards (tackle by Craig Robertson),2.130,1.850
2,6:24,2,8,,0,13,Knile Davis up the middle for 5 yards (tackle by D'Qwell Jackson),1.850,1.820
2,5:42,3,3,CLE 45,0,13,Alex Smith left tackle for 4 yards (tackle by D'Qwell Jackson),1.820,2.850
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
2,5:07,1,10,CLE 41,0,13,Jamaal Charles right guard for 2 yards (tackle by T.J. Ward),2.850,2.580
2,4:31,2,8,CLE 39,0,13,Alex Smith pass complete short left to Dexter McCluster for 5 yards (tackle by Chris Owens),2.580,2.580
2,3:45,2,8,CLE 39,0,13,Timeout #2 by Kansas City Chiefs,2.580,2.540
2,3:45,3,3,CLE 34,0,13,Alex Smith pass incomplete short left intended for Jamaal Charles,2.540,1.090
2,3:41,4,3,CLE 34,0,13,Ryan Succop 52 yard field goal no good,1.090,-1.730
2,3:36,1,10,CLE 42,0,13,Jason Campbell pass complete short right to Jordan Cameron for 19 yards (tackle by Kendrick Lewis),1.730,2.980
2,2:53,1,10,KAN 39,6,13,"Jason Campbell pass complete deep left to Josh Gordon for 39 yards, touchdown",2.980,7.000
2,2:53,,,KAN 2,7,13,Billy Cundiff kicks extra point good,0.000,0.000
2,2:53,,,CLE 35,7,13,"Billy Cundiff kicks off 74 yards, returned by Quintin Demps for 34 yards (tackle by Tank Carder)",0.000,-0.610
2,2:39,1,10,KAN 25,7,13,Alex Smith for 7 yards (tackle by Craig Robertson),0.610,1.010
2,2:08,2,3,KAN 32,7,13,Jamaal Charles up the middle for 14 yards (tackle by T.J. Ward),1.010,1.990
2,2:00,1,10,KAN 46,7,13,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Joe Haden),1.990,1.450
2,1:54,2,10,KAN 46,7,13,Alex Smith pass complete short middle to Jamaal Charles for 9 yards (tackle by Tashaun Gipson),1.450,1.950
2,1:24,3,1,CLE 45,7,13,Jamaal Charles left end for 17 yards (tackle by Tashaun Gipson),1.950,3.710
2,1:17,1,10,CLE 28,7,19,"Alex Smith pass complete deep right to Dexter McCluster for 28 yards, touchdown",3.710,7.000
2,1:17,,,CLE 2,7,20,Ryan Succop kicks extra point good,0.000,0.000
2,1:17,,,KAN 35,7,20,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,1:11,1,10,CLE 20,7,20,Jason Campbell pass complete short left to Davone Bess for 6 yards (tackle by Brandon Flowers),0.280,0.540
2,1:07,2,4,CLE 26,7,20,Chris Ogbonnaya up the middle for 1 yard (tackle by Eric Berry),0.540,-0.030
2,0:40,3,3,CLE 27,7,20,Jason Campbell pass complete short right to Josh Gordon for 47 yards (tackle by Marcus Cooper),-0.030,3.840
2,0:30,1,10,KAN 26,7,20,Jason Campbell pass incomplete deep right intended for Josh Gordon,3.840,3.300
2,0:26,2,10,KAN 26,7,20,Jason Campbell pass incomplete short left intended for Davone Bess,3.300,2.610
2,0:21,3,10,KAN 26,7,20,Jason Campbell pass incomplete deep left intended for Greg Little (defended by Sean Smith),2.610,1.740
2,0:15,4,10,KAN 26,10,20,Billy Cundiff 44 yard field goal good,1.740,3.000
2,0:15,,,CLE 35,10,20,"Billy Cundiff kicks off 74 yards, touchback",0.000,-0.280
2,0:10,1,10,KAN 20,10,20,Alex Smith kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,20,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CLE 20,10,20,Jason Campbell pass complete short middle to Davone Bess for 15 yards (tackle by Akeem Jordan),0.280,1.270
3,14:24,1,10,CLE 35,10,20,"Penalty on John Greco: False Start, 5 yards (no play)",1.270,0.940
3,14:06,1,15,CLE 30,10,20,Jason Campbell pass complete short left to Josh Gordon for 14 yards (tackle by Sean Smith),0.940,1.940
3,13:29,2,1,CLE 44,10,20,Willis McGahee up the middle for 5 yards (tackle by Derrick Johnson),1.940,2.190
3,12:49,1,10,CLE 49,10,20,Jason Campbell pass complete deep right to Josh Gordon for 23 yards (tackle by Brandon Flowers),2.190,3.710
3,12:05,1,10,KAN 28,10,20,Jason Campbell pass incomplete short left intended for Greg Little,3.710,3.170
3,11:59,2,10,KAN 28,10,20,Jason Campbell for 5 yards (tackle by Derrick Johnson),3.170,3.170
3,11:25,2,10,KAN 28,10,20,Timeout #1 by Cleveland Browns,3.170,3.140
3,11:25,3,5,KAN 23,10,20,Jason Campbell up the middle for 4 yards (tackle by Dontari Poe),3.140,2.340
3,10:43,4,1,KAN 19,10,20,Willis McGahee up the middle for 2 yards (tackle by Dontari Poe),2.340,4.440
3,10:02,1,10,KAN 17,16,20,"Jason Campbell pass complete short right to Fozzy Whittaker for 17 yards, touchdown",4.440,7.000
3,10:02,,,KAN 2,17,20,Billy Cundiff kicks extra point good,0.000,0.000
3,10:02,,,CLE 35,17,20,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,9:58,1,10,KAN 20,17,20,Alex Smith pass complete short left to Knile Davis for 12 yards (tackle by Tashaun Gipson),0.280,1.070
3,9:18,1,10,KAN 32,17,20,Alex Smith left end for 5 yards (tackle by Tashaun Gipson),1.070,1.200
3,8:39,2,5,KAN 37,17,20,Alex Smith right end for 2 yards (tackle by D'Qwell Jackson),1.200,0.760
3,8:07,3,3,KAN 39,17,20,Alex Smith pass incomplete short right intended for Chad Hall,0.760,-0.780
3,8:04,4,3,KAN 39,17,20,"Dustin Colquitt punts 47 yards, returned by Travis Benjamin for 10 yards (tackle by Thomas Gafford)",-0.780,-0.540
3,7:52,1,10,CLE 24,17,20,Willis McGahee left end for -2 yards (tackle by Derrick Johnson),0.540,-0.270
3,7:14,2,12,CLE 22,17,20,Jason Campbell pass complete short right to Gary Barnidge for 3 yards (tackle by Marcus Cooper),-0.270,-0.560
3,6:44,3,9,CLE 25,17,20,Jason Campbell pass complete short right to Jordan Cameron for 14 yards (tackle by Husain Abdullah),-0.560,1.530
3,6:06,1,10,CLE 39,17,20,Willis McGahee up the middle for 3 yards (tackle by Tamba Hali),1.530,1.390
3,5:27,2,7,CLE 42,17,20,Jason Campbell pass incomplete short left intended for Davone Bess,1.390,0.700
3,5:23,3,7,CLE 42,17,20,Jason Campbell pass complete short left to Fozzy Whittaker for 5 yards (tackle by Sean Smith),0.700,-0.260
3,4:43,4,2,CLE 47,17,20,"Spencer Lanning punts 43 yards, returned by Dexter McCluster for 12 yards (tackle by MarQueis Gray)",-0.260,-0.410
3,4:29,1,10,KAN 22,17,20,Alex Smith pass complete short right to Sean McGrath for 3 yards (tackle by Tashaun Gipson),0.410,0.270
3,3:54,2,7,KAN 25,17,20,Jamaal Charles right end for no gain (tackle by Chris Owens),0.270,-0.430
3,3:15,3,7,KAN 25,17,20,Alex Smith sacked by Craig Robertson for 0 yards,-0.430,-1.700
3,2:34,4,7,KAN 25,17,20,"Dustin Colquitt punts 56 yards, returned by Travis Benjamin for 9 yards (tackle by Ron Parker). Penalty on MarQueis Gray: Offensive Holding, 10 yards, Penalty on Johnson Bademosi: Offensive Holding (Declined)",-1.700,0.380
3,2:20,1,10,CLE 10,17,20,Jason Campbell pass incomplete short right intended for Josh Gordon,-0.380,-0.780
3,2:15,2,10,CLE 10,17,20,Chris Ogbonnaya up the middle for 12 yards (tackle by Derrick Johnson),-0.780,0.410
3,1:39,1,10,CLE 22,17,20,Willis McGahee up the middle for 14 yards (tackle by Brandon Flowers),0.410,1.330
3,0:59,1,10,CLE 36,17,20,Jason Campbell pass incomplete deep left intended for Josh Gordon (defended by Sean Smith),1.330,0.790
3,0:53,2,10,CLE 36,17,20,Willis McGahee up the middle for 7 yards (tackle by Derrick Johnson),0.790,1.030
3,0:09,3,3,CLE 43,17,20,Jason Campbell pass complete short right to Chris Ogbonnaya for 1 yard (tackle by Brandon Flowers),1.030,-0.460
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,CLE 44,17,20,"Spencer Lanning punts 44 yards, returned by Dexter McCluster for 20 yards (tackle by Craig Robertson). Penalty on Akeem Jordan: Offensive Holding, 10 yards",-0.460,-0.410
4,14:47,1,10,KAN 22,17,20,Jamaal Charles left end for 5 yards (tackle by Craig Robertson),0.410,0.540
4,14:11,2,5,KAN 27,17,20,"Penalty on Jeff Allen: False Start, 5 yards (no play)",0.540,-0.130
4,13:49,2,10,KAN 22,17,20,Alex Smith pass complete deep left to Donnie Avery for 18 yards (tackle by Craig Robertson),-0.130,1.600
4,13:11,1,10,KAN 40,17,20,Alex Smith sacked by Phil Taylor for -4 yards,1.600,0.510
4,12:40,2,14,KAN 36,17,20,Alex Smith pass incomplete short right intended for Donnie Avery,0.510,-0.160
4,12:37,3,14,KAN 36,17,20,Alex Smith sacked by T.J. Ward for -8 yards,-0.160,-1.500
4,12:01,4,22,KAN 28,17,20,"Dustin Colquitt punts 53 yards, returned by Davone Bess for 8 yards (tackle by James-Michael Johnson). Penalty on Armonty Bryant: Running Into the Kicker (Declined)",-1.500,-0.740
4,11:48,1,10,CLE 27,17,20,Jason Campbell pass incomplete short middle intended for Chris Ogbonnaya (defended by Derrick Johnson),0.740,0.200
4,11:43,2,10,CLE 27,17,20,Jason Campbell pass complete deep left to Jordan Cameron for 37 yards (tackle by Kendrick Lewis),0.200,3.180
4,11:01,1,10,KAN 36,17,20,"Willis McGahee up the middle for 1 yard (tackle by Derrick Johnson). Penalty on Joe Thomas: Offensive Holding, 10 yards",3.180,2.590
4,10:27,1,19,KAN 45,17,20,Jason Campbell sacked by Justin Houston for -10 yards,2.590,0.070
4,9:50,2,29,CLE 45,17,20,Chris Ogbonnaya up the middle for -1 yards (tackle by Eric Berry),0.070,-0.690
4,9:06,3,30,CLE 44,17,20,Jason Campbell pass complete short left to Chris Ogbonnaya for 7 yards (tackle by Eric Berry),-0.690,0.000
4,8:26,4,23,KAN 49,17,20,"Spencer Lanning punts 47 yards. Penalty on Marcus Cooper: Offensive Holding, 1 yards",0.000,0.380
4,8:16,1,10,KAN 1,17,20,"Alex Smith pass incomplete deep right intended for Dwayne Bowe (defended by Joe Haden). Penalty on Joe Haden: Defensive Holding, 5 yards (no play)",-0.380,-0.380
4,8:11,1,10,KAN 6,17,20,Alex Smith pass incomplete deep left intended for Donnie Avery,-0.380,-0.780
4,8:05,2,10,KAN 6,17,20,Jamaal Charles left end for 4 yards (tackle by Ahtyba Rubin),-0.780,-0.950
4,7:18,3,6,KAN 10,17,20,Alex Smith pass incomplete short left intended for Dexter McCluster (defended by Buster Skrine),-0.950,-2.490
4,7:13,4,6,KAN 10,17,20,"Dustin Colquitt punts 41 yards, muffed catch by Davone Bess, recovered by Frank Zombo and returned for no gain",-2.490,2.060
4,7:02,1,10,KAN 47,17,20,Alex Smith sacked by Barkevious Mingo for -5 yards,2.060,0.840
4,6:21,2,15,KAN 42,17,20,Alex Smith pass complete short right to Anthony Fasano for 6 yards (tackle by T.J. Ward),0.840,0.960
4,5:48,3,9,KAN 48,17,20,Alex Smith pass complete short left to Jamaal Charles for 11 yards (tackle by Craig Robertson),0.960,2.850
4,5:07,1,10,CLE 41,17,20,Jamaal Charles right tackle for 2 yards (tackle by T.J. Ward),2.850,2.580
4,4:28,2,8,CLE 39,17,20,"Jamaal Charles left end for -3 yards (tackle by Phil Taylor). Penalty on Jon Asamoah: Offensive Holding, 10 yards (no play)",2.580,1.230
4,4:17,2,18,CLE 49,17,20,Alex Smith pass complete short left to Jamaal Charles for no gain,1.230,1.230
4,4:10,2,18,CLE 49,17,20,Timeout #2 by Cleveland Browns,1.230,0.560
4,4:10,3,18,CLE 49,17,20,Alex Smith sacked by D'Qwell Jackson for -10 yards,0.560,0.560
4,3:57,3,18,CLE 49,17,20,Timeout #3 by Cleveland Browns,0.560,-0.650
4,3:57,4,28,KAN 41,17,20,"Dustin Colquitt punts 43 yards, fair catch by Davone Bess",-0.650,0.140
4,3:55,1,10,CLE 16,17,20,Jason Campbell pass incomplete short left intended for Josh Gordon,-0.140,-0.660
4,3:50,2,10,CLE 16,17,20,"Penalty on Joe Thomas: False Start, 5 yards (no play)",-0.660,-1.150
4,3:50,2,15,CLE 11,17,20,Jason Campbell pass complete short left to Davone Bess for 6 yards,-1.150,-1.200
4,3:45,3,9,CLE 17,17,20,Jason Campbell pass complete short right to Jordan Cameron for 11 yards (tackle by Eric Berry),-1.200,0.810
4,3:18,1,10,CLE 28,17,20,Jason Campbell pass incomplete,0.810,0.260
4,3:12,2,10,CLE 28,17,20,"Jason Campbell right end for 13 yards (tackle by Eric Berry). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",0.260,-1.190
4,3:02,2,20,CLE 18,17,20,"Jason Campbell sacked by Justin Houston for -1 yards. Jason Campbell fumbles (forced by Justin Houston), recovered by Derrick Johnson at CLE-17 (tackle by John Greco). Penalty on Tamba Hali: Neutral Zone Infraction, 5 yards (no play)",-1.190,-0.410
4,2:55,2,15,CLE 23,17,20,Jason Campbell up the middle for 8 yards (tackle by Brandon Flowers),-0.410,-0.030
4,2:16,3,7,CLE 31,17,20,Jason Campbell pass incomplete short left intended for Davone Bess,-0.030,-0.030
4,2:12,3,7,CLE 31,17,20,Timeout #1 by Kansas City Chiefs,-0.030,-1.310
4,2:12,4,7,CLE 31,17,20,Jason Campbell pass incomplete short left intended for Davone Bess,-1.310,-3.510
4,2:01,1,10,CLE 31,17,20,Jamaal Charles left end for 7 yards (tackle by Tashaun Gipson),3.510,3.910
4,1:53,2,3,CLE 24,17,20,Jamaal Charles up the middle for 1 yard (tackle by T.J. Ward),3.910,3.910
4,1:08,2,3,CLE 24,17,20,Timeout #2 by Kansas City Chiefs,3.910,3.340
4,1:06,3,2,CLE 23,17,20,Jamaal Charles left end for 1 yard (tackle by D'Qwell Jackson),3.340,3.340
4,0:22,3,2,CLE 23,17,20,Timeout #3 by Kansas City Chiefs,3.340,2.140
4,0:22,4,1,CLE 22,17,23,Ryan Succop 40 yard field goal good,2.140,3.000
4,0:22,,,KAN 35,17,23,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,0:17,1,10,CLE 20,17,23,Jason Campbell pass complete short middle to Josh Gordon for 9 yards (tackle by Derrick Johnson),0.280,0.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
