#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TAM 20,3,1:58,5,Punt
2,1,11:08,TAM 15,11,4:37,85,Touchdown
3,2,13:48,TAM 20,4,1:35,7,Fumble
4,2,12:04,TAM 20,3,0:56,4,Punt
5,2,6:26,TAM 4,3,1:53,-3,Punt
6,2,4:27,TAM 47,9,4:27,36,Field Goal
7,3,13:18,TAM 36,9,3:55,51,Field Goal
8,3,5:08,TAM 20,3,2:20,8,Punt
9,4,11:15,TAM 20,5,2:08,23,Fumble
10,4,3:15,TAM 20,5,1:20,12,Downs
11,4,0:45,TAM 16,3,0:45,2,End of Game
