Quarter,Time,Down,ToGo,Location,TAM,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,STL 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,TAM 20,0,0,Bobby Rainey up the middle for no gain (tackle by Jo-Lonn Dunbar),0.280,-0.270
1,14:29,2,10,TAM 20,0,0,Bobby Rainey left end for no gain (tackle by Robert Quinn),-0.270,-0.960
1,13:52,3,10,TAM 20,0,0,"Mike Glennon pass complete short left to Brian Leonard for no gain. Penalty on Kendall Langford: Defensive Offside, 5 yards (no play)",-0.960,-0.300
1,13:23,3,5,TAM 25,0,0,Mike Glennon pass incomplete deep left intended for Chris Owusu,-0.300,-1.700
1,13:15,4,5,TAM 25,0,0,"Michael Koenen punts 56 yards, returned by Justin Veltung for 14 yards (tackle by Dekoda Watson)",-1.700,-1.140
1,13:02,1,10,STL 33,0,0,Zac Stacy right tackle for 3 yards (tackle by Lavonte David),1.140,1.000
1,12:24,2,7,STL 36,0,0,Zac Stacy left tackle for -1 yards (tackle by Lavonte David),1.000,0.170
1,11:42,3,8,STL 35,0,0,Kellen Clemens pass complete short middle to Stedman Bailey for 4 yards (tackle by Keith Tandy),0.170,-0.780
1,11:18,4,4,STL 39,0,0,"Johnny Hekker punts 46 yards, fair catch by Eric Page",-0.780,0.220
1,11:08,1,10,TAM 15,0,0,Bobby Rainey right tackle for 3 yards (tackle by Robert Quinn),-0.220,-0.280
1,10:36,2,7,TAM 18,0,0,Mike Glennon pass incomplete short right intended for Tiquan Underwood,-0.280,-1.000
1,10:32,3,7,TAM 18,0,0,"Penalty on Eugene Sims: Neutral Zone Infraction, 5 yards (no play)",-1.000,-0.390
1,10:32,3,2,TAM 23,0,0,"Mike Glennon pass complete short left to Tim Wright for 6 yards (tackle by Jo-Lonn Dunbar). Penalty on Jo-Lonn Dunbar: Unnecessary Roughness, 15 yards",-0.390,1.860
1,10:13,1,10,TAM 44,0,0,Mike Glennon pass complete short left to Erik Lorig for 1 yard (tackle by Alec Ogletree and Eugene Sims),1.860,1.450
1,9:34,2,9,TAM 45,0,0,Mike Glennon pass complete deep middle to Vincent Jackson for 22 yards (tackle by Rodney McLeod),1.450,3.380
1,8:50,1,10,STL 33,0,0,Mike Glennon pass incomplete deep right intended for Vincent Jackson (defended by Trumaine Johnson),3.380,2.840
1,8:44,2,10,STL 33,0,0,Bobby Rainey right tackle for no gain (tackle by James Laurinaitis),2.840,2.150
1,8:04,3,10,STL 33,0,0,Mike Glennon pass complete deep middle to Vincent Jackson for 30 yards (tackle by Rodney McLeod),2.150,6.510
1,7:21,1,3,STL 3,0,0,Bobby Rainey right guard for 2 yards (tackle by Michael Brockers),6.510,5.910
1,6:43,2,1,STL 1,0,0,Mike Glennon pass incomplete short left intended for Tim Wright,5.910,5.170
1,6:36,3,1,STL 1,6,0,"Bobby Rainey right end for 1 yard, touchdown",5.170,7.000
1,6:36,,,STL 2,7,0,Rian Lindell kicks extra point good,0.000,0.000
1,6:36,,,TAM 35,7,0,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
1,6:31,1,10,STL 20,7,0,Kellen Clemens pass complete short right to Cory Harkey for 4 yards (tackle by Dekoda Watson),0.280,0.270
1,6:01,2,6,STL 24,7,0,"Kellen Clemens pass incomplete short right intended for Zac Stacy. Penalty on Adrian Clayborn: Roughing the Passer, 15 yards (no play)",0.270,1.530
1,5:54,1,10,STL 39,7,0,Zac Stacy up the middle for 1 yard (tackle by William Gholston),1.530,1.120
1,5:07,2,9,STL 40,7,0,Zac Stacy up the middle for 7 yards (tackle by Keith Tandy),1.120,1.360
1,4:29,3,2,STL 47,7,0,Kellen Clemens pass complete short right to Cory Harkey for 8 yards (tackle by Dekoda Watson),1.360,2.590
1,3:48,1,10,TAM 45,7,0,Zac Stacy up the middle for -5 yards (tackle by Mason Foster),2.590,1.370
1,3:11,2,15,,7,0,Kellen Clemens pass complete short left to Austin Pettis for 7 yards (tackle by Leonard Johnson),1.370,1.620
1,2:32,3,8,TAM 43,7,0,"Penalty on Gerald McCoy: Encroachment, 5 yards (no play)",1.620,2.280
1,2:07,3,3,TAM 38,7,0,Kellen Clemens pass complete short left to Brian Quick for 7 yards (tackle by Leonard Johnson). Penalty on TAM: Defensive Holding (Declined),2.280,3.510
1,1:39,1,10,TAM 31,7,0,Zac Stacy right guard for 7 yards (tackle by Gerald McCoy),3.510,3.910
1,1:02,2,3,TAM 24,7,0,Zac Stacy left guard for 6 yards (tackle by Mason Foster),3.910,4.370
1,0:25,1,10,TAM 18,7,0,Zac Stacy up the middle for 5 yards (tackle by William Gholston and Adrian Clayborn),4.370,4.610
Quarter,Time,Down,ToGo,Location,TAM,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,TAM 13,7,0,Kellen Clemens pass complete short left to Jared Cook for 9 yards (tackle by Lavonte David),4.610,6.280
2,14:32,1,4,TAM 4,7,0,Zac Stacy left guard for 3 yards (tackle by Akeem Spence),6.280,5.910
2,13:55,2,1,TAM 1,7,6,"Zac Stacy up the middle for 1 yard, touchdown",5.910,7.000
2,13:55,,,TAM 2,7,7,Greg Zuerlein kicks extra point good,0.000,0.000
2,13:55,,,STL 35,7,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,13:48,1,10,TAM 20,7,7,Bobby Rainey right end for -1 yards (tackle by Alec Ogletree),0.280,-0.460
2,13:10,2,11,TAM 19,7,7,Mike Glennon pass complete short left to Tiquan Underwood for 7 yards (tackle by Jo-Lonn Dunbar),-0.460,-0.160
2,12:51,3,4,TAM 26,7,7,Mike Glennon pass complete short left to Bobby Rainey for 4 yards (tackle by James Laurinaitis),-0.160,0.940
2,12:20,1,10,TAM 30,7,7,"Bobby Rainey right tackle for -3 yards (tackle by Alec Ogletree). Bobby Rainey fumbles (forced by Alec Ogletree), recovered by William Hayes at TAM-27 (tackle by Demar Dotson)",0.940,-3.780
2,12:13,1,10,TAM 27,7,13,"Stedman Bailey left end for 27 yards, touchdown",3.780,7.000
2,12:13,,,TAM 2,7,14,Greg Zuerlein kicks extra point good,0.000,0.000
2,12:13,,,STL 35,7,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,12:04,1,10,TAM 20,7,14,Bobby Rainey left end for 4 yards (tackle by Darian Stewart),0.280,0.270
2,11:28,2,6,TAM 24,7,14,Mike Glennon pass incomplete deep left intended for Vincent Jackson,0.270,-0.430
2,11:22,3,6,TAM 24,7,14,Mike Glennon pass incomplete short right intended for Vincent Jackson,-0.430,-1.770
2,11:19,4,6,TAM 24,7,14,Michael Koenen punts 45 yards,-1.770,-1.000
2,11:08,1,10,STL 31,7,14,Zac Stacy left end for 3 yards (tackle by Keith Tandy),1.000,0.870
2,10:24,2,7,STL 34,7,14,Zac Stacy up the middle for 19 yards (tackle by Keith Tandy),0.870,2.460
2,9:40,1,10,TAM 47,7,14,Kellen Clemens pass incomplete deep left intended for Stedman Bailey,2.460,1.910
2,9:35,2,10,TAM 47,7,14,Kellen Clemens pass incomplete short left intended for Benny Cunningham,1.910,1.220
2,9:31,3,10,TAM 47,7,14,Kellen Clemens pass complete deep left to Stedman Bailey for 28 yards (tackle by Johnthan Banks),1.220,4.310
2,8:44,1,10,TAM 19,7,14,Zac Stacy left end for 15 yards (tackle by Dashon Goldson and Darrelle Revis),4.310,6.280
2,7:58,1,4,TAM 4,7,14,Zac Stacy up the middle for 3 yards (tackle by Lavonte David),6.280,5.910
2,7:20,2,1,TAM 1,7,14,Zac Stacy left guard for -1 yards (tackle by Lavonte David),5.910,4.950
2,6:35,3,2,TAM 2,7,14,"Kellen Clemens up the middle for -2 yards (tackle by Adrian Clayborn and Gerald McCoy). Kellen Clemens fumbles (forced by Adrian Clayborn), recovered by Keith Tandy at TAM-4 (tackle by Rodger Saffold)",4.950,0.380
2,6:26,1,10,TAM 4,7,14,Mike Glennon pass complete short right to Erik Lorig for 4 yards (tackle by Trumaine Johnson and Alec Ogletree),-0.380,-0.490
2,5:56,2,6,TAM 8,7,14,Bobby Rainey right tackle for 2 yards (tackle by T.J. McDonald),-0.490,-0.720
2,5:10,3,4,TAM 10,7,14,Mike Glennon sacked by T.J. McDonald for -9 yards,-0.720,-2.490
,,,,,,,"STL challenged the safety ruling, and the play was upheld.",,
2,4:45,4,13,TAM 1,7,14,"Michael Koenen punts 42 yards, returned by Justin Veltung for 5 yards (tackle by Adam Hayward). Penalty on Brandon McGee: Illegal Block Above the Waist, 10 yards",-2.490,-2.390
2,4:33,1,10,TAM 48,7,14,"Zac Stacy left end for no gain (tackle by Dekoda Watson). Zac Stacy fumbles (forced by Dekoda Watson), recovered by Lavonte David at TAM-47 (tackle by Brian Quick)",2.390,-2.060
2,4:27,1,10,TAM 47,7,14,Bobby Rainey left guard for 3 yards (tackle by T.J. McDonald),2.060,1.920
2,4:06,2,7,,7,14,Mike Glennon pass complete deep right to Vincent Jackson for 19 yards (tackle by Trumaine Johnson),1.920,3.510
2,3:27,1,10,STL 31,7,14,Bobby Rainey right tackle for 1 yard (tackle by William Hayes),3.510,3.100
2,2:41,2,9,STL 30,7,14,Mike Glennon pass complete short right to Vincent Jackson for 11 yards (tackle by Kendall Langford),3.100,4.310
2,2:00,1,10,STL 19,7,14,Bobby Rainey left tackle for 2 yards (tackle by Jo-Lonn Dunbar),4.310,4.030
2,1:29,2,8,STL 17,7,14,"Mike Glennon pass incomplete deep right intended for Vincent Jackson. Penalty on Janoris Jenkins: Defensive Pass Interference, 8 yards (no play)",4.030,5.140
2,1:22,1,9,STL 9,7,14,Mike Glennon sacked by James Laurinaitis for -7 yards,5.140,5.140
2,0:47,1,9,STL 9,7,14,Timeout #1 by Tampa Bay Buccaneers,5.140,3.340
2,0:47,2,16,STL 16,7,14,Mike Glennon sacked by Robert Quinn for -9 yards,3.340,1.680
2,0:15,3,25,STL 25,7,14,Mike Glennon pass complete short middle to Tim Wright for 8 yards (tackle by Alec Ogletree),1.680,1.680
2,0:03,3,25,STL 25,7,14,Timeout #2 by Tampa Bay Buccaneers,1.680,2.310
2,0:03,4,17,STL 17,10,14,Rian Lindell 35 yard field goal good,2.310,3.000
Quarter,Time,Down,ToGo,Location,TAM,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,14,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,STL 20,10,14,Zac Stacy left tackle for 4 yards (tackle by Lavonte David),0.280,0.270
