Quarter,Time,Down,ToGo,Location,TAM,STL,Detail,EPB,EPA
3,14:18,2,6,STL 24,10,14,Benny Cunningham right end for -2 yards (tackle by Mason Foster),0.270,-0.690
3,13:34,3,8,STL 22,10,14,Kellen Clemens pass incomplete deep left intended for Stedman Bailey,-0.690,-1.900
3,13:28,4,8,STL 22,10,14,Johnny Hekker punts 42 yards,-1.900,-1.330
3,13:18,1,10,TAM 36,10,14,Bobby Rainey left end for 11 yards (tackle by Robert Quinn),1.330,2.060
3,12:48,1,10,TAM 47,10,14,Bobby Rainey up the middle for 5 yards (tackle by T.J. McDonald),2.060,2.190
3,12:17,2,5,STL 48,10,14,Bobby Rainey left tackle for 4 yards (tackle by Alec Ogletree),2.190,2.020
3,11:38,3,1,STL 44,10,14,Mike Glennon left end for no gain (tackle by Janoris Jenkins),2.020,0.330
3,10:59,4,1,STL 44,10,14,Mike Glennon up the middle for 3 yards (tackle by Michael Brockers),0.330,2.850
3,10:28,1,10,STL 41,10,14,"Mike Glennon pass incomplete deep left intended for Vincent Jackson. Penalty on Janoris Jenkins: Defensive Pass Interference, 27 yards (no play)",2.850,4.650
3,10:18,1,10,STL 14,10,14,Bobby Rainey right guard for 1 yard (tackle by Kendall Langford),4.650,4.160
3,9:41,2,9,STL 13,10,14,Mike Glennon pass incomplete short right intended for Vincent Jackson (defended by Janoris Jenkins),4.160,3.260
3,9:34,3,9,STL 13,10,14,Mike Glennon pass incomplete,3.260,2.570
3,9:26,4,9,STL 13,13,14,Rian Lindell 32 yard field goal good,2.570,3.000
3,9:26,,,TAM 35,13,14,"Michael Koenen kicks onside 30 yards, recovered by Cory Harkey",0.000,-1.270
3,9:19,1,10,STL 35,13,14,Zac Stacy right tackle for 5 yards (tackle by Dashon Goldson),1.270,1.400
3,8:41,2,5,STL 40,13,14,Zac Stacy left guard for 2 yards (tackle by Dekoda Watson),1.400,0.960
3,8:03,3,3,STL 42,13,14,Kellen Clemens pass complete short left to Jared Cook for 18 yards (tackle by Lavonte David),0.960,2.920
3,7:13,1,10,TAM 40,13,14,Zac Stacy up the middle for -1 yards (tackle by Adrian Clayborn),2.920,2.240
3,6:38,2,11,TAM 41,13,14,Kellen Clemens up the middle for 1 yard (tackle by Akeem Spence),2.240,1.680
3,5:55,3,10,TAM 40,13,14,Kellen Clemens pass complete short middle to Lance Kendricks for 4 yards (tackle by Dashon Goldson),1.680,0.880
3,5:16,4,6,TAM 36,13,17,Greg Zuerlein 54 yard field goal good,0.880,3.000
3,5:16,,,STL 35,13,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,5:08,1,10,TAM 20,13,17,Bobby Rainey up the middle for -1 yards (tackle by Kendall Langford),0.280,-0.460
3,4:30,2,11,TAM 19,13,17,Bobby Rainey up the middle for 2 yards (tackle by Jermelle Cudjo),-0.460,-0.820
3,3:45,3,9,TAM 21,13,17,Mike Glennon pass complete short left to Tim Wright for 7 yards (tackle by James Laurinaitis),-0.820,-1.500
3,3:01,4,2,TAM 28,13,17,"Michael Koenen punts 43 yards, returned by Justin Veltung for 15 yards (tackle by Danny Gorrer)",-1.500,-1.860
3,2:48,1,10,STL 44,13,17,Zac Stacy left guard for 3 yards (tackle by Mason Foster),1.860,1.720
3,2:03,2,7,STL 47,13,17,Kellen Clemens pass complete short middle to Zac Stacy for 5 yards (tackle by Mason Foster and Adam Hayward),1.720,1.690
3,1:22,3,2,TAM 48,13,17,Kellen Clemens pass complete short middle to Cory Harkey for 10 yards (tackle by Dashon Goldson),1.690,3.050
3,0:36,1,10,TAM 38,13,17,Zac Stacy left tackle for 3 yards (tackle by Johnthan Banks),3.050,2.910
Quarter,Time,Down,ToGo,Location,TAM,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TAM 35,13,17,Zac Stacy up the middle for 3 yards (tackle by William Gholston and Lavonte David),2.910,2.610
4,14:22,3,4,TAM 32,13,17,Kellen Clemens pass complete short left to Chris Givens for 3 yards (tackle by William Gholston),2.610,1.620
4,13:51,4,1,TAM 29,13,17,Kellen Clemens left guard for 5 yards (tackle by Gerald McCoy),1.620,3.970
4,13:00,1,10,TAM 24,13,17,"Kellen Clemens pass complete short left to Stedman Bailey for 12 yards (tackle by Dashon Goldson). Penalty on Dashon Goldson: Unnecessary Roughness, 6 yards",3.970,5.830
4,12:42,1,6,TAM 6,13,17,Kellen Clemens sacked by Gerald McCoy for -10 yards,5.830,3.340
4,12:07,2,16,TAM 16,13,17,Kellen Clemens pass complete short middle to Brian Quick for 9 yards (tackle by Lavonte David),3.340,3.810
4,11:24,3,7,TAM 7,13,17,Kellen Clemens pass incomplete short left intended for Chris Givens,3.810,2.970
4,11:18,4,7,TAM 7,13,20,Greg Zuerlein 25 yard field goal good. Penalty on Johnthan Banks: Defensive Offside (Declined),2.970,3.000
4,11:18,,,STL 35,13,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,11:15,1,10,TAM 20,13,20,Mike Glennon pass incomplete short middle intended for Vincent Jackson,0.280,-0.270
4,11:11,2,10,TAM 20,13,20,Eric Page right end for 19 yards (tackle by Eugene Sims),-0.270,1.530
4,10:32,1,10,TAM 39,13,20,Mike Glennon pass complete short right to Tim Wright for 6 yards (tackle by Alec Ogletree),1.530,1.800
4,9:59,2,4,TAM 45,13,20,Bobby Rainey right tackle for 1 yard (tackle by James Laurinaitis),1.800,1.220
4,9:21,3,3,TAM 46,13,20,"Mike Glennon sacked by Alec Ogletree and James Laurinaitis for -4 yards. Mike Glennon fumbles (forced by Alec Ogletree), recovered by William Hayes at TAM-43 (tackle by Erik Lorig). Penalty on William Hayes: Personal Foul, 15 yards",1.220,-1.660
4,9:07,1,10,STL 41,13,20,Zac Stacy up the middle for -1 yards (tackle by William Gholston),1.660,0.990
4,8:25,2,11,STL 40,13,20,Kellen Clemens pass complete deep right to Chris Givens for 21 yards (tackle by Johnthan Banks),0.990,2.980
4,7:54,1,10,TAM 39,13,20,Zac Stacy left tackle for no gain (tackle by Akeem Spence),2.980,2.440
4,7:01,2,10,TAM 39,13,20,Kellen Clemens pass complete short left to Austin Pettis for 9 yards (tackle by Keith Tandy),2.440,2.940
4,6:24,3,1,TAM 30,13,20,Zac Stacy up the middle for 2 yards (tackle by Gerald McCoy),2.940,3.710
4,5:38,1,10,TAM 28,13,20,Zac Stacy right tackle for 1 yard (tackle by Mason Foster and Gerald McCoy),3.710,3.300
4,4:52,2,9,TAM 27,13,20,Zac Stacy up the middle for -4 yards (tackle by Keith Tandy and William Gholston),3.300,2.080
4,4:07,3,13,TAM 31,13,20,Zac Stacy left tackle for 1 yard (tackle by Lavonte David),2.080,2.080
4,3:20,3,13,TAM 31,13,20,Timeout #1 by St. Louis Rams,2.080,1.410
4,3:20,4,12,TAM 30,13,23,Greg Zuerlein 48 yard field goal good,1.410,3.000
4,3:20,,,STL 35,13,23,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,3:15,1,10,TAM 20,13,23,Mike Glennon pass complete short right to Vincent Jackson for 16 yards (tackle by T.J. McDonald),0.280,1.330
4,2:54,1,10,TAM 36,13,23,Mike Glennon pass complete short left to Brian Leonard for 4 yards (tackle by Janoris Jenkins),1.330,1.330
4,2:31,2,6,TAM 40,13,23,Mike Glennon pass complete short right to Chris Owusu for 4 yards (tackle by T.J. McDonald),1.330,1.160
4,2:07,3,2,TAM 44,13,23,Mike Glennon sacked by Chris Long for -8 yards,1.160,-0.980
4,2:00,4,10,TAM 36,13,23,Mike Glennon sacked by Robert Quinn for -4 yards,-0.980,-3.450
4,1:55,1,10,TAM 32,13,23,Zac Stacy left tackle for 13 yards (tackle by Johnthan Banks),3.450,3.450
4,1:45,1,10,TAM 32,13,23,Timeout #1 by Tampa Bay Buccaneers,3.450,4.310
4,1:45,1,10,TAM 19,13,23,Zac Stacy right guard for 1 yard (tackle by Keith Tandy),4.310,4.310
4,1:42,1,10,TAM 19,13,23,Timeout #2 by Tampa Bay Buccaneers,4.310,3.880
4,1:42,2,9,TAM 18,13,23,Zac Stacy left guard for 3 yards (tackle by Lavonte David),3.880,3.880
4,1:37,2,9,TAM 18,13,23,Timeout #3 by Tampa Bay Buccaneers,3.880,3.580
4,1:37,3,6,TAM 15,13,23,Zac Stacy right tackle for 3 yards (tackle by Mason Foster),3.580,3.580
4,0:50,3,6,TAM 15,13,23,Timeout #2 by St. Louis Rams,3.580,2.730
4,0:50,4,3,TAM 12,13,23,Kellen Clemens left end for -4 yards (tackle by Johnthan Banks),2.730,0.140
4,0:45,1,10,TAM 16,13,23,Mike Glennon pass incomplete short right intended for Tim Wright,-0.140,-0.660
4,0:40,2,10,TAM 16,13,23,Mike Glennon pass complete short left to Chris Owusu for 9 yards (tackle by Janoris Jenkins),-0.660,-0.200
4,0:34,3,1,TAM 25,13,23,Mike Glennon sacked by Robert Quinn for -7 yards,-0.200,-2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
