Quarter,Time,Tm,Detail,PHI,NYG
1.0,10:36,Giants,Rueben Randle 3 yard pass from Eli Manning (Lawrence Tynes kick),0,7
,6:24,Giants,Rueben Randle 38 yard pass from Eli Manning (Lawrence Tynes kick),0,14
,1:18,Giants,David Wilson 15 yard pass from Eli Manning (Lawrence Tynes kick),0,21
2.0,12:06,Eagles,Jeremy Maclin 7 yard pass from Michael Vick (Alex Henery kick),7,21
,6:26,Giants,Ahmad Bradshaw 1 yard rush (Lawrence Tynes kick),7,28
,0:04,Giants,Victor Cruz 24 yard pass from Eli Manning (Lawrence Tynes kick),7,35
4.0,6:51,Giants,Henry Hynoski 1 yard pass from Eli Manning (Lawrence Tynes kick),7,42
