Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1,1:18,,,NYG 35,0,21,"Lawrence Tynes kicks off 68 yards, touchback",0.000,0.280
1,1:18,1,10,PHI 20,0,21,Michael Vick pass complete short left to LeSean McCoy for 36 yards (tackle by Corey Webster),0.280,2.650
1,0:55,1,10,NYG 44,0,21,Michael Vick pass incomplete short right intended for Trent Edwards (defended by Kenny Phillips),2.650,2.110
1,0:47,2,10,NYG 44,0,21,Bryce Brown left end for 13 yards (tackle by Kenny Phillips),2.110,3.510
1,0:12,1,10,NYG 31,0,21,Bryce Brown right tackle for no gain (tackle by Antrel Rolle and Linval Joseph),3.510,2.970
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYG 31,0,21,Michael Vick pass incomplete short left intended for Jeremy Maclin,2.970,2.280
2,14:55,3,10,NYG 31,0,21,Michael Vick pass incomplete short right intended for Jason Avant (defended by Stevie Brown),2.280,1.320
2,14:48,4,10,NYG 31,0,21,Michael Vick pass complete short middle to Jason Avant for 15 yards (tackle by Stevie Brown),1.320,4.510
2,14:09,1,10,NYG 16,0,21,Michael Vick right end for 6 yards (tackle by Keith Rivers),4.510,4.970
2,13:38,2,4,NYG 10,0,21,Bryce Brown left guard for 2 yards (tackle by Marvin Austin and Linval Joseph),4.970,4.620
2,12:56,3,2,NYG 8,0,21,LeSean McCoy right tackle for 1 yard (tackle by Chase Blackburn),4.620,3.010
2,12:13,4,1,NYG 7,6,21,"Michael Vick pass complete short left to Jeremy Maclin for 7 yards, touchdown",3.010,7.000
2,12:13,,,NYG 2,7,21,Alex Henery kicks extra point good,0.000,0.000
2,12:06,,,PHI 35,7,21,"Alex Henery kicks off 67 yards, returned by David Wilson for 29 yards (tackle by Marvin McNutt)",0.000,0.740
2,12:01,1,10,NYG 27,7,21,David Wilson right guard for 1 yard (tackle by Antonio Dixon and Cedric Thornton),0.740,0.330
2,11:27,2,9,NYG 28,7,21,"Eli Manning pass incomplete deep middle intended for Rueben Randle (defended by Dominique Rodgers-Cromartie). Penalty on DeMeco Ryans: Illegal Contact, 5 yards (no play)",0.330,1.140
2,11:17,1,10,NYG 33,7,21,Ahmad Bradshaw up the middle for 10 yards (tackle by Dominique Rodgers-Cromartie and Colt Anderson),1.140,1.800
2,10:35,1,10,NYG 43,7,21,Ahmad Bradshaw for 12 yards (tackle by Kurt Coleman),1.800,2.590
2,10:09,1,10,PHI 45,7,21,Eli Manning pass complete short right to Victor Cruz for 12 yards (tackle by Dominique Rodgers-Cromartie),2.590,3.380
2,9:34,1,10,PHI 33,7,21,Eli Manning pass complete short left to Victor Cruz for 7 yards (tackle by Nnamdi Asomugha),3.380,3.780
2,8:59,2,3,PHI 26,7,21,Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Colt Anderson and Nnamdi Asomugha),3.780,4.310
2,8:17,1,10,PHI 19,7,21,Ahmad Bradshaw right end for 10 yards (tackle by Kurt Coleman and Dominique Rodgers-Cromartie),4.310,5.140
2,7:25,1,9,PHI 9,7,21,Ahmad Bradshaw up the middle for 2 yards (tackle by Colt Anderson),5.140,4.760
2,6:43,2,7,PHI 7,7,21,Eli Manning pass incomplete short left intended for Domenik Hixon (defended by Nnamdi Asomugha),4.760,3.810
2,6:33,3,7,PHI 7,7,21,"Eli Manning pass incomplete short left intended for Rueben Randle. Penalty on Nnamdi Asomugha: Defensive Pass Interference, 6 yards (no play)",3.810,6.970
2,6:30,1,1,PHI 1,7,27,"Ahmad Bradshaw right guard for 1 yard, touchdown",6.970,7.000
2,6:30,,,PHI 2,7,28,Lawrence Tynes kicks extra point good,0.000,0.000
2,6:26,,,NYG 35,7,28,"Lawrence Tynes kicks off 65 yards, touchback",0.000,0.280
2,6:26,1,10,PHI 20,7,28,Michael Vick pass complete short right to Riley Cooper for 9 yards (tackle by Corey Webster),0.280,0.950
2,5:53,2,1,PHI 29,7,28,LeSean McCoy right tackle for 14 yards (tackle by Prince Amukamara),0.950,1.800
2,5:23,1,10,PHI 43,7,28,Michael Vick pass incomplete short middle intended for Jeremy Maclin (defended by Chase Blackburn),1.800,1.250
2,5:15,2,10,PHI 43,7,28,Michael Vick pass incomplete short left intended for Jeremy Maclin,1.250,0.560
2,5:11,3,10,PHI 43,7,28,Michael Vick pass complete short right to Jason Avant for 13 yards (tackle by Stevie Brown),0.560,2.650
2,4:36,1,10,NYG 44,7,28,LeSean McCoy left end for 13 yards (tackle by Stevie Brown),2.650,3.510
2,4:13,1,10,NYG 31,7,28,LeSean McCoy right tackle for 4 yards (tackle by Chase Blackburn),3.510,3.510
2,3:34,2,6,NYG 27,7,28,"Michael Vick right end for 11 yards (tackle by Chase Blackburn). Penalty on Kenny Phillips: Illegal Contact, 5 yards",3.510,4.840
2,3:10,1,10,NYG 11,7,28,Michael Vick pass complete short left to Riley Cooper for 1 yard (tackle by Jacquian Williams and Antrel Rolle),4.840,4.320
2,2:29,2,9,NYG 10,7,28,LeSean McCoy right guard for no gain (tackle by Jacquian Williams and Chase Blackburn),4.320,3.300
2,2:00,3,9,NYG 10,7,28,Michael Vick pass incomplete short middle intended for Damaris Johnson,3.300,2.760
2,1:55,4,9,NYG 10,7,28,Alex Henery 28 yard field goal no good,2.760,-0.280
2,1:48,1,10,NYG 20,7,28,Ahmad Bradshaw up the middle for 15 yards (tackle by Nnamdi Asomugha and Brandon Boykin),0.280,1.270
2,1:24,1,10,NYG 35,7,28,"Eli Manning pass incomplete short left intended for Rueben Randle. Penalty on Cullen Jenkins: Illegal Use of Hands, 5 yards (no play)",1.270,1.600
2,1:21,1,10,NYG 40,7,28,Eli Manning pass incomplete short left intended for Martellus Bennett (defended by Cullen Jenkins),1.600,1.050
2,1:16,2,10,NYG 40,7,28,Eli Manning pass incomplete deep middle intended for Victor Cruz,1.050,0.370
2,1:10,3,10,NYG 40,7,28,Eli Manning pass incomplete short right intended for Martellus Bennett,0.370,-0.720
2,1:01,4,10,NYG 40,7,28,"Steve Weatherford punts 45 yards, returned by Damaris Johnson for -1 yards (tackle by Justin Tryon)",-0.720,0.280
2,0:52,1,10,PHI 14,7,28,Michael Vick pass complete short left to Jeremy Maclin for 3 yards (tackle by Prince Amukamara),-0.280,-0.370
2,0:47,2,7,PHI 17,7,28,Michael Vick pass complete deep middle to Brent Celek for 28 yards (tackle by Stevie Brown),-0.370,0.000
2,0:37,,,,7,28,Timeout #1 by Philadelphia Eagles,0.000,1.930
2,0:37,1,10,PHI 45,7,28,Michael Vick pass complete short left to Jason Avant for 5 yards (tackle by Will Hill),1.930,0.000
2,0:34,,,,7,28,Timeout #2 by Philadelphia Eagles,0.000,2.060
2,0:34,2,5,,7,28,Michael Vick pass incomplete short middle intended for Brent Celek (defended by Kenny Phillips),2.060,1.360
2,0:29,3,5,,7,28,Michael Vick pass incomplete short left intended for Damaris Johnson,1.360,-0.060
2,0:23,4,5,,7,28,Michael Vick pass complete short right to Jeremy Maclin for 4 yards (tackle by Will Hill),-0.060,-1.990
2,0:17,1,10,NYG 46,7,28,Eli Manning pass complete short middle to Domenik Hixon for 30 yards (tackle by Dominique Rodgers-Cromartie),1.990,3.970
2,0:10,1,10,PHI 24,7,34,"Eli Manning pass complete deep middle to Victor Cruz for 24 yards, touchdown",3.970,7.000
2,0:10,,,PHI 2,7,35,Lawrence Tynes kicks extra point good,0.000,0.000
2,0:04,,,NYG 35,7,35,"Lawrence Tynes kicks off 68 yards, returned by Brandon Boykin for 24 yards (tackle by Spencer Paysinger)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,7,35,"Lawrence Tynes kicks off 61 yards, returned by Brandon Boykin for 27 yards (tackle by Terrence Frederick)",0.000,1.000
3,14:53,1,10,PHI 31,7,35,Michael Vick pass complete short middle to LeSean McCoy for 8 yards (tackle by Antrel Rolle),1.000,1.540
3,14:19,2,2,PHI 39,7,35,LeSean McCoy right end for 4 yards (tackle by Jason Pierre-Paul),1.540,1.800
3,13:44,1,10,PHI 43,7,35,"Michael Vick pass incomplete short left intended for Jeremy Maclin. Penalty on King Dunlap: Personal Foul (Offsetting), Penalty on Antrel Rolle: Personal Foul (Offsetting)",1.800,1.250
3,13:35,2,10,PHI 43,7,35,Michael Vick pass complete short right to LeSean McCoy for 4 yards (tackle by Chase Blackburn),1.250,1.090
3,12:53,3,6,PHI 47,7,35,Michael Vick pass complete short middle to LeSean McCoy for 7 yards (tackle by Stevie Brown),1.090,2.520
3,12:04,1,10,NYG 46,7,35,Dion Lewis right tackle for 3 yards (tackle by Keith Rivers and Marvin Austin),2.520,2.380
3,11:30,2,7,NYG 43,7,35,Michael Vick pass incomplete deep right intended for Riley Cooper,2.380,1.680
3,11:22,3,7,NYG 43,7,35,Michael Vick right tackle for 2 yards (tackle by Osi Umenyiora),1.680,0.530
3,10:43,4,5,NYG 41,7,35,"Mat McBriar punts 41 yards, touchback",0.530,-0.280
3,10:30,1,10,NYG 20,7,35,David Wilson right end for 13 yards (tackle by Nnamdi Asomugha),0.280,1.140
3,9:55,1,10,NYG 33,7,35,Eli Manning pass incomplete short middle intended for Ahmad Bradshaw,1.140,0.590
3,9:47,2,10,NYG 33,7,35,David Wilson right end for 3 yards (tackle by Brandon Graham and DeMeco Ryans),0.590,0.300
3,9:04,3,7,NYG 36,7,35,Eli Manning pass complete short middle to Domenik Hixon for 11 yards (tackle by Colt Anderson),0.300,2.060
3,8:22,1,10,NYG 47,7,35,Eli Manning pass incomplete deep middle intended for Victor Cruz,2.060,1.520
3,8:13,2,10,NYG 47,7,35,Ahmad Bradshaw up the middle for 1 yard (tackle by Akeem Jordan),1.520,0.960
3,7:32,3,9,NYG 48,7,35,Eli Manning sacked by Phillip Hunt for -11 yards,0.960,-0.910
3,7:16,4,20,NYG 37,7,35,"Steve Weatherford punts 53 yards, returned by Damaris Johnson for 5 yards (tackle by Zak DeOssie)",-0.910,0.220
3,7:04,1,10,PHI 15,7,35,LeSean McCoy right tackle for 1 yard (tackle by Jason Pierre-Paul and Osi Umenyiora),-0.220,-0.580
3,6:33,2,9,PHI 16,7,35,Michael Vick pass incomplete short right intended for Riley Cooper,-0.580,-1.250
3,6:27,3,9,PHI 16,7,35,Michael Vick pass complete deep middle to Riley Cooper for 22 yards (tackle by Michael Boley and Kenny Phillips),-1.250,1.470
3,5:57,1,10,PHI 38,7,35,Michael Vick pass complete short left to Damaris Johnson for 8 yards (tackle by Prince Amukamara),1.470,2.000
3,5:25,2,2,PHI 46,7,35,Bryce Brown right end for -2 yards (tackle by Chase Blackburn),2.000,1.020
3,4:45,3,4,PHI 44,7,35,Michael Vick pass complete short right to LeSean McCoy for 6 yards (tackle by Jacquian Williams),1.020,2.260
3,4:07,1,10,,7,35,Dion Lewis right guard for 8 yards (tackle by Kenny Phillips),2.260,2.790
3,3:38,2,2,NYG 42,7,35,Dion Lewis right tackle for 4 yards (tackle by Antrel Rolle and Linval Joseph),2.790,3.050
3,3:03,1,10,NYG 38,7,35,Michael Vick pass incomplete deep right intended for Jeremy Maclin (defended by Corey Webster),3.050,2.510
3,2:52,2,10,NYG 38,7,35,Michael Vick pass incomplete short left intended for Riley Cooper,2.510,1.820
3,2:45,3,10,NYG 38,7,35,"Michael Vick pass complete short middle to Damaris Johnson for 15 yards (tackle by Jacquian Williams). Penalty on Jake Scott: Offensive Holding, 10 yards (no play)",1.820,0.000
3,2:07,,,,7,35,Timeout #1 by Philadelphia Eagles,0.000,0.500
3,2:07,3,20,NYG 48,7,35,Michael Vick left tackle for 6 yards (tackle by Mathias Kiwanuka),0.500,0.460
3,1:25,4,14,NYG 42,7,35,"Mat McBriar punts 30 yards, fair catch by Domenik Hixon",0.460,0.350
3,1:15,1,10,NYG 12,7,35,Ahmad Bradshaw right tackle for no gain (tackle by Akeem Jordan and Cedric Thornton),-0.350,-0.780
3,0:37,2,10,NYG 12,7,35,Ahmad Bradshaw right end for 10 yards (tackle by Akeem Jordan and Trent Cole),-0.780,0.410
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 22,7,35,Ahmad Bradshaw left end for -3 yards (tackle by Akeem Jordan and Cullen Jenkins),0.410,-0.600
4,14:23,2,13,NYG 19,7,35,Ahmad Bradshaw up the middle for 3 yards (tackle by Colt Anderson),-0.600,-0.820
4,13:36,3,10,NYG 22,7,35,"Eli Manning pass incomplete deep left intended for Domenik Hixon. Penalty on Nnamdi Asomugha: Defensive Pass Interference, 21 yards (no play)",-0.820,1.800
4,13:27,1,10,NYG 43,7,35,Eli Manning pass incomplete deep middle intended for Martellus Bennett,1.800,1.250
4,13:20,2,10,NYG 43,7,35,Ahmad Bradshaw left tackle for no gain (tackle by Akeem Jordan),1.250,0.560
4,12:40,3,10,NYG 43,7,35,Ahmad Bradshaw right guard for 11 yards (tackle by Colt Anderson and Kurt Coleman),0.560,2.520
4,12:00,1,10,PHI 46,7,35,Ahmad Bradshaw left end for 5 yards (tackle by DeMeco Ryans),2.520,2.650
4,11:13,2,5,PHI 41,7,35,David Wilson right end for 15 yards (tackle by Kurt Coleman),2.650,0.000
4,10:31,,,,7,35,Timeout #1 by New York Giants,0.000,3.840
4,10:31,1,10,PHI 26,7,35,David Wilson right end for -5 yards (tackle by Cedric Thornton and Antonio Dixon),3.840,2.620
4,9:49,2,15,PHI 31,7,35,"Eli Manning pass complete short middle to Kregg Lumpkin for no gain. Penalty on Cedric Thornton: Illegal Use of Hands, 5 yards (no play)",2.620,3.840
4,9:23,1,10,PHI 26,7,35,David Wilson right guard for 8 yards (tackle by Kurt Coleman),3.840,4.450
4,8:40,2,2,PHI 18,7,35,David Wilson right guard for 4 yards (tackle by Jamar Chaney and Trent Cole),4.450,4.650
4,7:56,1,10,PHI 14,7,35,Ahmad Bradshaw left guard for 13 yards (tackle by Colt Anderson and Kurt Coleman),4.650,6.970
4,6:58,1,1,PHI 1,7,41,"Eli Manning pass complete short right to Henry Hynoski for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,6:58,,,PHI 2,7,42,Lawrence Tynes kicks extra point good,0.000,0.000
4,6:51,,,NYG 35,7,42,"Lawrence Tynes kicks off 60 yards, returned by Brandon Boykin for 33 yards (tackle by Terrence Frederick)",0.000,1.470
4,6:43,1,10,PHI 38,7,42,Trent Edwards pass complete short middle to Jeremy Maclin for 8 yards (tackle by Spencer Paysinger),1.470,2.000
4,6:25,2,2,PHI 46,7,42,Bryce Brown left guard for 5 yards (tackle by Chase Blackburn and Linval Joseph),2.000,2.320
4,5:51,1,10,NYG 49,7,42,Bryce Brown left guard for 2 yards (tackle by Linval Joseph and Jason Pierre-Paul),2.320,2.050
4,5:18,2,8,NYG 47,7,42,Bryce Brown left tackle for 1 yard (tackle by Marvin Austin and Osi Umenyiora),2.050,1.490
4,4:43,3,7,NYG 46,7,42,Trent Edwards pass complete short right to Bryce Brown for 6 yards (tackle by Antrel Rolle),1.490,0.590
4,4:06,4,1,NYG 40,7,42,Bryce Brown right tackle for -3 yards (tackle by Jason Pierre-Paul),0.590,-1.800
4,4:00,1,10,NYG 43,7,42,David Wilson left end for no gain (tackle by Antonio Dixon),1.800,1.250
4,3:20,2,10,NYG 43,7,42,David Wilson left tackle for no gain (tackle by Antonio Dixon),1.250,0.560
4,2:43,3,10,NYG 43,7,42,David Carr pass complete short right to Martellus Bennett for 15 yards (tackle by Brandon Boykin),0.560,2.790
4,2:00,1,10,PHI 42,7,42,David Carr kneels for -1 yards,2.790,2.110
4,1:17,2,11,PHI 43,7,42,David Carr kneels for -1 yards,2.110,1.290
4,0:38,3,12,PHI 44,7,42,David Carr kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
