Quarter,Time,Tm,Detail,KAN,OAK
1.0,1:44,Raiders,Sebastian Janikowski 20 yard field goal,0,3
2.0,10:19,Raiders,Sebastian Janikowski 50 yard field goal,0,6
,0:00,Raiders,Sebastian Janikowski 57 yard field goal,0,9
3.0,6:41,Raiders,Sebastian Janikowski 30 yard field goal,0,12
4.0,13:27,Raiders,Sebastian Janikowski 41 yard field goal,0,15
