Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1,4:33,1,10,KAN 24,0,0,Darren McFadden right end for 1 yard (tackle by Eric Berry),3.970,3.570
1,3:49,2,9,KAN 23,0,0,Carson Palmer pass complete short right to Mike Goodson for 14 yards (tackle by Eric Berry),3.570,5.140
1,3:07,1,9,KAN 9,0,0,Darren McFadden left end for 5 yards (tackle by Justin Houston),5.140,5.340
1,2:33,2,4,KAN 4,0,0,Darren McFadden left tackle for 2 yards (tackle by Dontari Poe),5.340,4.950
1,1:53,3,2,KAN 2,0,0,Carson Palmer pass incomplete short right intended for Denarius Moore (defended by Justin Houston),4.950,3.250
1,1:48,4,2,KAN 2,0,3,Sebastian Janikowski 20 yard field goal good,3.250,3.000
1,1:44,,,OAK 35,0,3,"Sebastian Janikowski kicks off 72 yards, returned by Javier Arenas for 27 yards (tackle by Chimdi Chekwa)",0.000,0.280
1,1:38,1,10,KAN 20,0,3,Brady Quinn sacked by Philip Wheeler for -10 yards,0.280,-1.510
1,1:00,2,20,KAN 10,0,3,Brady Quinn pass complete short left to Dexter McCluster for 5 yards (tackle by Philip Wheeler),-1.510,-1.860
1,0:20,3,15,KAN 15,0,3,Brady Quinn pass complete short right to Dexter McCluster for 7 yards (tackle by Philip Wheeler),-1.860,-1.900
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,8,KAN 22,0,3,Dustin Colquitt punts 63 yards,-1.900,0.220
2,14:48,1,10,OAK 15,0,3,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",-0.220,-0.570
2,14:47,1,15,OAK 10,0,3,Darren McFadden right guard for 6 yards (tackle by Justin Houston),-0.570,-0.580
2,14:14,2,9,OAK 16,0,3,Darren McFadden left tackle for 2 yards (tackle by Ropati Pitoitua),-0.580,-1.000
2,13:36,3,7,OAK 18,0,3,Terrelle Pryor pass incomplete short middle intended for Darrius Heyward-Bey,-1.000,-2.240
2,13:30,4,7,OAK 18,0,3,"Shane Lechler punts 64 yards, returned by Javier Arenas for 10 yards (tackle by Richard Gordon)",-2.240,-0.810
2,13:17,1,10,KAN 28,0,3,Jamaal Charles left tackle for -3 yards (tackle by Phillip Adams),0.810,-0.140
2,12:54,2,13,KAN 25,0,3,Brady Quinn pass complete short left to Dexter McCluster for no gain,-0.140,-0.820
2,12:15,3,13,KAN 25,0,3,Brady Quinn pass incomplete deep middle intended for Dexter McCluster is intercepted by Joselio Hanson at KAN-42 and returned for 3 yards (tackle by Jamar Newsome),-0.820,-2.980
2,12:05,1,10,KAN 39,0,3,Carson Palmer pass incomplete deep middle intended for Denarius Moore (defended by Javier Arenas),2.980,2.440
2,11:58,2,10,KAN 39,0,3,"Carson Palmer pass complete short left to Denarius Moore for 7 yards (tackle by Javier Arenas). Denarius Moore fumbles (forced by Javier Arenas), recovered by Darrius Heyward-Bey at KAN-30",2.440,2.940
2,11:06,3,1,KAN 30,0,3,Darren McFadden right tackle for -2 yards (tackle by Eric Berry),2.940,1.290
2,10:43,4,3,KAN 32,0,6,Sebastian Janikowski 50 yard field goal good,1.290,3.000
2,10:19,,,OAK 35,0,6,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,0.280
2,10:19,1,10,KAN 20,0,6,"Jamaal Charles right end for 42 yards (tackle by Matt Giordano). Penalty on Jon Asamoah: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,9:43,1,20,KAN 10,0,6,Brady Quinn pass complete short middle to Shaun Draughn for 3 yards (tackle by Philip Wheeler and Miles Burris),-0.760,-1.280
2,8:59,2,17,KAN 13,0,6,Brady Quinn pass complete short middle to Shaun Draughn for 6 yards (tackle by Philip Wheeler),-1.280,-1.140
2,8:16,3,11,KAN 19,0,6,Brady Quinn pass complete short middle to Devon Wylie for 6 yards (tackle by Brandian Ross),-1.140,-1.700
2,7:39,4,5,KAN 25,0,6,"Dustin Colquitt punts 55 yards. Penalty on Josh Bellamy: Illegal Touch Kick, 5 yards",-1.700,-0.610
2,7:29,1,10,OAK 25,0,6,Darren McFadden right tackle for 8 yards (tackle by Eric Berry),0.610,1.140
2,6:52,2,2,OAK 33,0,6,Darren McFadden left guard for 3 yards (tackle by Dontari Poe),1.140,1.330
2,6:12,1,10,OAK 36,0,6,Carson Palmer pass incomplete short right intended for Brandon Myers (defended by Eric Berry),1.330,0.790
2,6:06,2,10,OAK 36,0,6,Mike Goodson up the middle for 9 yards (tackle by Javier Arenas),0.790,1.290
2,5:39,3,1,OAK 45,0,6,Carson Palmer up the middle for 2 yards,1.290,2.060
2,5:02,1,10,OAK 47,0,6,Darren McFadden left tackle for 3 yards (tackle by Tyson Jackson),2.060,1.920
2,4:24,2,7,,0,6,Carson Palmer pass complete short right to Brandon Myers for 1 yard (tackle by Brandon Flowers),1.920,1.360
2,3:42,3,6,KAN 49,0,6,Carson Palmer pass complete short right to Rod Streater for 10 yards (tackle by Tysyn Hartman),1.360,2.980
2,3:01,1,10,KAN 39,0,6,Darren McFadden right end for 1 yard (tackle by Derrick O. Johnson),2.980,2.580
2,2:28,2,9,KAN 38,0,6,"Mike Goodson left end for 22 yards (tackle by Javier Arenas). Penalty on Tony Bergstrom: Offensive Holding, 10 yards (no play)",2.580,1.230
2,2:00,2,19,KAN 48,0,6,Carson Palmer pass incomplete short right intended for Marcel Reece (defended by Brandon Flowers),1.230,0.560
2,1:53,3,19,KAN 48,0,6,Carson Palmer pass complete short middle to Darren McFadden for 15 yards (tackle by Javier Arenas),0.560,0.000
2,1:40,,,,0,6,Timeout #1 by Kansas City Chiefs,0.000,1.180
2,1:40,4,4,KAN 33,0,6,Sebastian Janikowski 51 yard field goal no good,1.180,-1.660
2,1:35,1,10,KAN 41,0,6,Brady Quinn pass incomplete short right intended for Dexter McCluster,1.660,1.120
2,1:30,2,10,KAN 41,0,6,Brady Quinn pass complete short left to Jamar Newsome for 6 yards (tackle by Brandian Ross),1.120,1.220
2,1:05,3,4,KAN 47,0,6,Brady Quinn pass incomplete short left intended for Jamar Newsome,1.220,-0.260
2,1:03,4,4,KAN 47,0,6,"Dustin Colquitt punts 44 yards, fair catch by Denarius Moore",-0.260,0.380
2,0:56,1,10,OAK 9,0,6,Carson Palmer pass complete short right to Rod Streater for 9 yards (tackle by Brandon Flowers and Javier Arenas),-0.380,0.140
2,0:35,2,1,OAK 18,0,6,Carson Palmer pass complete short middle to Rod Streater for 15 yards (tackle by Derrick O. Johnson),0.140,0.000
2,0:28,,,,0,6,Timeout #1 by Oakland Raiders,0.000,1.140
2,0:28,1,10,OAK 33,0,6,Carson Palmer pass complete short middle to Darren McFadden for 7 yards (tackle by Brandon Flowers),1.140,0.000
2,0:22,,,,0,6,Timeout #2 by Oakland Raiders,0.000,1.540
2,0:22,2,3,OAK 40,0,6,Carson Palmer pass complete short middle to Denarius Moore for 7 yards (tackle by Brandon Flowers),1.540,0.000
2,0:16,,,,0,6,Timeout #3 by Oakland Raiders,0.000,2.060
2,0:16,1,10,OAK 47,0,6,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey (defended by Kendrick Lewis). Penalty on Darrius Heyward-Bey: Illegal Touch Pass (Declined),2.060,0.000
2,0:09,,,,0,6,Timeout #2 by Kansas City Chiefs,0.000,1.520
2,0:09,2,10,OAK 47,0,6,Carson Palmer pass complete short left to Brandon Myers for 14 yards,1.520,2.980
2,0:03,1,10,KAN 39,0,9,Sebastian Janikowski 57 yard field goal good,2.980,3.000
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,0,9,"Sebastian Janikowski kicks off 73 yards, returned by Josh Bellamy for 26 yards (tackle by Taiwan Jones)",0.000,0.040
3,14:56,1,10,KAN 18,0,9,Jamaal Charles right tackle for 4 yards (tackle by Tommy Kelly),0.040,0.140
3,14:25,2,6,KAN 22,0,9,Brady Quinn pass incomplete short left intended for Jamar Newsome,0.140,-0.660
3,14:22,3,6,KAN 22,0,9,Brady Quinn pass incomplete short middle intended for Jamar Newsome,-0.660,-1.900
3,14:18,4,6,KAN 22,0,9,Dustin Colquitt punts 71 yards,-1.900,0.380
3,14:06,1,10,OAK 7,0,9,Darren McFadden up the middle for 2 yards (tackle by Dontari Poe),-0.380,-0.630
3,13:25,2,8,OAK 9,0,9,Darren McFadden left tackle for 4 yards (tackle by Dontari Poe and Tyson Jackson),-0.630,-0.720
3,12:44,3,4,OAK 13,0,9,Carson Palmer pass complete short right to Denarius Moore for 8 yards (tackle by Javier Arenas),-0.720,0.340
3,12:04,1,10,OAK 21,0,9,Darren McFadden up the middle for 1 yard (tackle by Eric Berry),0.340,-0.070
3,11:28,2,9,OAK 22,0,9,Carson Palmer pass complete deep middle to Rod Streater for 19 yards (tackle by Javier Arenas),-0.070,1.660
3,10:55,1,10,OAK 41,0,9,Mike Goodson up the middle for 1 yard (tackle by Ropati Pitoitua),1.660,1.260
3,10:18,2,9,OAK 42,0,9,Carson Palmer pass incomplete deep middle intended for Brandon Myers (defended by Derrick O. Johnson),1.260,0.000
3,10:11,,,,0,9,Timeout #1 by Oakland Raiders,0.000,0.560
3,10:11,3,9,OAK 42,0,9,Carson Palmer pass complete deep middle to Denarius Moore for 18 yards (tackle by Jalil Brown),0.560,2.920
3,9:33,1,10,KAN 40,0,9,Darren McFadden left tackle for 19 yards (tackle by Brandon Siler),2.920,4.170
3,8:51,1,10,KAN 21,0,9,Mike Goodson right tackle for 6 yards (tackle by Derrick O. Johnson),4.170,4.550
3,8:13,2,4,KAN 15,0,9,Mike Goodson left end for -6 yards (tackle by Derrick O. Johnson),4.550,2.940
3,7:32,3,10,KAN 21,0,9,Carson Palmer pass complete short right to Rod Streater for 9 yards (tackle by Travis Daniels and Brandon Flowers),2.940,2.780
3,6:45,4,1,KAN 12,0,12,Sebastian Janikowski 30 yard field goal good,2.780,3.000
3,6:41,,,OAK 35,0,12,"Sebastian Janikowski kicks off 74 yards, touchback",0.000,0.280
3,6:41,1,10,KAN 20,0,12,Brady Quinn pass complete short left to Jamaal Charles for 6 yards (tackle by Miles Burris),0.280,0.540
3,6:22,2,4,KAN 26,0,12,Jamaal Charles right end for -2 yards (tackle by Lamarr Houston),0.540,-0.430
3,5:43,3,6,KAN 24,0,12,Brady Quinn pass complete short middle to Dexter McCluster for 8 yards (tackle by Tyvon Branch),-0.430,1.070
3,5:08,1,10,KAN 32,0,12,"Brady Quinn pass complete short middle to Tony Moeaki for 17 yards (tackle by Tyvon Branch). Penalty on Tyvon Branch: Unnecessary Roughness, 15 yards",1.070,3.180
3,4:37,1,10,OAK 36,0,12,Jamaal Charles left tackle for 3 yards (tackle by Philip Wheeler),3.180,3.040
3,4:09,2,7,OAK 33,0,12,Brady Quinn sacked by Andre Carter for -3 yards,3.040,0.000
3,3:34,,,,0,12,Timeout #1 by Kansas City Chiefs,0.000,1.950
3,3:34,3,10,OAK 36,0,12,"Brady Quinn pass incomplete deep left intended for Jamar Newsome. Penalty on Coye Francies: Defensive Pass Interference, 27 yards (no play)",1.950,5.140
3,3:27,1,9,OAK 9,0,12,Brady Quinn pass incomplete short right intended for Peyton Hillis,5.140,4.380
3,3:23,2,9,OAK 9,0,12,Jamaal Charles right end for 5 yards (tackle by Tommy Kelly),4.380,4.490
3,2:40,3,4,OAK 4,0,12,Brady Quinn pass incomplete short middle intended for Tony Moeaki (defended by Miles Burris),4.490,3.030
3,2:36,4,4,OAK 4,0,12,"Penalty on Brady Quinn: Delay of Game, 5 yards (no play)",3.030,2.830
3,2:36,4,9,OAK 9,0,12,Brady Quinn pass complete short right to Jamaal Charles for 1 yard (tackle by Matt Giordano),2.830,0.380
3,2:31,1,10,OAK 8,0,12,Darren McFadden left end for 1 yard (tackle by Eric Berry),-0.380,-0.710
3,1:54,2,9,OAK 9,0,12,Darren McFadden right guard for 1 yard (tackle by Tyson Jackson),-0.710,-1.190
3,1:11,3,8,OAK 10,0,12,Darren McFadden up the middle for 15 yards (tackle by Tamba Hali),-1.190,0.610
3,0:36,1,10,OAK 25,0,12,Carson Palmer pass incomplete short left intended for Denarius Moore,0.610,0.060
3,0:31,2,10,OAK 25,0,12,Mike Goodson up the middle for 43 yards (tackle by Jalil Brown),0.060,3.450
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 32,0,12,"Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey. Penalty on Jalil Brown: Defensive Holding, 5 yards (no play)",3.450,3.780
4,14:55,1,10,KAN 27,0,12,Darren McFadden up the middle for 2 yards (tackle by Dontari Poe),3.780,3.500
4,14:16,2,8,KAN 25,0,12,Darren McFadden left tackle for 2 yards (tackle by Eric Berry),3.500,3.070
4,13:36,3,6,KAN 23,0,12,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey (defended by Jalil Brown),3.070,1.950
4,13:32,4,6,KAN 23,0,15,Sebastian Janikowski 41 yard field goal good,1.950,3.000
4,13:27,,,OAK 35,0,15,"Sebastian Janikowski kicks off 69 yards, returned by Josh Bellamy for 17 yards (tackle by Mike Goodson)",0.000,-0.320
4,13:21,1,10,KAN 13,0,15,Brady Quinn pass complete short middle to Dexter McCluster for 31 yards (tackle by Michael Huff),-0.320,1.860
4,12:41,1,10,KAN 44,0,15,Brady Quinn pass complete short middle to Jamaal Charles for 11 yards (tackle by Miles Burris),1.860,2.590
4,12:16,1,10,OAK 45,0,15,Jamaal Charles left end for 2 yards (tackle by Brandian Ross),2.590,2.310
4,11:47,2,8,OAK 43,0,15,Brady Quinn pass complete short middle to Tony Moeaki for 10 yards (tackle by Philip Wheeler),2.310,3.380
4,11:20,1,10,OAK 33,0,15,Brady Quinn pass incomplete short middle intended for Dexter McCluster (defended by Tommy Kelly),3.380,2.840
4,11:16,2,10,OAK 33,0,15,Brady Quinn pass incomplete deep left intended for Jonathan Baldwin,2.840,2.150
4,11:12,3,10,OAK 33,0,15,Brady Quinn sacked by Tommy Kelly for -8 yards,2.150,0.530
4,10:38,4,18,OAK 41,0,15,"Dustin Colquitt punts 41 yards, touchback",0.530,-0.280
4,10:29,1,10,OAK 20,0,15,"Carson Palmer pass complete short middle to Darren McFadden for 2 yards (tackle by Brandon Siler). Darren McFadden fumbles (forced by Brandon Siler), recovered by Justin Houston at OAK-22 and returned for 4 yards (tackle by Khalif Barnes)",0.280,-4.370
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,10:20,1,10,OAK 18,0,15,"Brady Quinn pass incomplete short right intended for Tony Moeaki. Penalty on Tony Moeaki: Offensive Pass Interference, 10 yards (no play)",4.370,3.710
4,10:14,1,20,OAK 28,0,15,Brady Quinn pass complete short middle to Dexter McCluster for 8 yards (tackle by Joselio Hanson),3.710,3.560
4,10:08,2,12,OAK 20,0,15,Brady Quinn pass incomplete short right intended for Jamaal Charles,3.560,2.870
4,9:35,3,12,OAK 20,0,15,Brady Quinn pass incomplete short right intended for Jonathan Baldwin,2.870,2.120
4,9:32,4,12,OAK 20,0,15,Brady Quinn pass incomplete deep left intended for Jonathan Baldwin,2.120,-0.280
4,9:26,1,10,OAK 20,0,15,Darren McFadden left tackle for 3 yards (tackle by Brandon Siler and Derrick O. Johnson),0.280,0.140
4,8:45,2,7,OAK 23,0,15,Darren McFadden left guard for no gain (tackle by Eric Berry),0.140,-0.560
4,8:38,3,7,OAK 23,0,15,"Penalty on Stefen Wisniewski: False Start, 5 yards (no play)",-0.560,-1.330
4,7:47,3,12,OAK 18,0,15,Carson Palmer pass complete short left to Darren McFadden for 15 yards (tackle by Travis Daniels),-1.330,1.140
4,7:13,1,10,OAK 33,0,15,Mike Goodson left tackle for 6 yards (tackle by Brandon Siler),1.140,1.400
4,6:34,2,4,OAK 39,0,15,Mike Goodson right end for 2 yards (tackle by Justin Houston),1.400,0.960
4,5:48,3,2,OAK 41,0,15,Darren McFadden left guard for 1 yard (tackle by Ropati Pitoitua),0.960,-0.590
4,5:03,4,1,OAK 42,0,15,"Shane Lechler punts 42 yards, returned by Devon Wylie for 13 yards (tackle by Kaelin Burnett)",-0.590,-0.870
4,4:51,1,10,KAN 29,0,15,Brady Quinn pass complete short middle to Tony Moeaki for 9 yards (tackle by Tyvon Branch),0.870,1.540
4,4:29,2,1,KAN 38,0,15,Brady Quinn pass incomplete deep right intended for Jonathan Baldwin (defended by Michael Huff),1.540,0.830
4,4:22,3,1,KAN 38,0,15,Jamaal Charles up the middle for no gain (tackle by Tyvon Branch),0.830,0.000
4,3:59,,,,0,15,Timeout #2 by Kansas City Chiefs,0.000,-0.850
4,3:59,4,1,KAN 38,0,15,Brady Quinn pass complete short right to Dexter McCluster for no gain,-0.850,-3.050
4,3:48,1,10,KAN 38,0,15,Darren McFadden right end for 3 yards (tackle by Justin Houston),3.050,2.910
4,3:03,2,7,KAN 35,0,15,Mike Goodson up the middle for 6 yards (tackle by Shaun Smith),2.910,3.010
4,2:19,3,1,KAN 29,0,15,Carson Palmer up the middle for 2 yards,3.010,3.780
4,2:00,1,10,KAN 27,0,15,Darren McFadden left end for -1 yards (tackle by Eric Berry),3.780,3.100
4,1:15,2,11,KAN 28,0,15,Mike Goodson left guard for 2 yards (tackle by Ropati Pitoitua),3.100,2.680
4,0:31,3,9,KAN 26,0,15,Mike Goodson right tackle for 1 yard (tackle by Derrick O. Johnson),2.680,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
