Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
2,1:44,1,10,TEN 10,24,6,"Penalty on Dane Cruikshank: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:44,1,5,ARI 40,24,6,"Matt Prater kicks off 60 yards, touchback.",,
2,1:44,1,10,TEN 25,24,6,Ryan Tannehill pass complete short middle to Julio Jones for 9 yards (tackle by Budda Baker),,
2,1:23,2,1,TEN 34,24,6,Ryan Tannehill scrambles up the middle for 16 yards (tackle by Marco Wilson),,
2,1:02,1,10,TEN 50,24,6,Ryan Tannehill pass complete to Jeremy McNichols for 9 yards (tackle by Byron Murphy),,
2,0:44,2,1,ARI 41,24,6,Ryan Tannehill pass complete to Anthony Firkser for 4 yards,,
2,0:37,1,10,ARI 37,24,6,Ryan Tannehill pass complete short right to Anthony Firkser for 4 yards (tackle by Budda Baker),,
2,0:33,,,,,,Timeout #2 by Tennessee Titans,,
2,0:33,2,6,ARI 33,24,6,"Ryan Tannehill pass incomplete short right intended for Julio Jones. Penalty on Markus Golden: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:28,2,1,ARI 28,24,6,Ryan Tannehill pass incomplete short left intended for Julio Jones,,
2,0:24,3,1,ARI 28,24,6,Ryan Tannehill pass incomplete deep right intended for A.J. Brown,,
2,0:21,4,1,ARI 28,24,6,Michael Badgley 46 yard field goal no good,,
2,0:14,1,10,ARI 36,24,6,Kyler Murray pass complete short left to Rondale Moore for 12 yards (tackle by Jeffery Simmons),,
2,0:08,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:08,,,,,,Timeout #3 by Tennessee Titans,,
2,0:08,1,10,ARI 48,24,6,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,,
2,0:02,2,10,ARI 48,24,6,Kyler Murray pass complete short middle to Chase Edmonds for 36 yards (tackle by A.J. Brown),,
Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,24,6,"Michael Badgley kicks off 61 yards, returned by Rondale Moore for 22 yards (tackle by Olasunkanmi Adeniyi). Penalty on Jonathan Ward: Offensive Holding, 10 yards (accepted)",,
3,14:55,1,10,ARI 16,24,6,Chase Edmonds up the middle for 4 yards (tackle by Rashaan Evans),,
3,14:18,2,6,ARI 20,24,6,Kyler Murray pass complete short right to Chase Edmonds for 3 yards (tackle by Rashaan Evans),,
3,13:54,3,3,ARI 23,24,6,Kyler Murray pass deep left intended for Demetrius Harris is intercepted by Kevin Byard at ARI-44 and returned for 12 yards (tackle by Chase Edmonds and Maxx Williams),,
3,13:42,1,10,ARI 32,24,6,Ryan Tannehill pass complete short left to A.J. Brown for 19 yards (tackle by Budda Baker),,
3,12:59,1,10,ARI 13,24,12,"Ryan Tannehill pass complete short middle to A.J. Brown for 13 yards, touchdown",,
3,12:55,,,ARI 15,24,13,Michael Badgley kicks extra point good,,
3,12:55,,,TEN 35,24,13,"Michael Badgley kicks off 65 yards, touchback., touchback.",,
3,12:55,1,10,ARI 25,24,13,"Rodney Hudson aborted snap, recovered by Kyler Murray at ARI-20 Kyler Murray pass complete short left to Rondale Moore for 29 yards (tackle by Rashaan Evans)",,
3,12:10,1,10,TEN 46,24,13,Chase Edmonds left guard for 3 yards (tackle by Teair Tart and Jayon Brown),,
3,11:53,2,7,TEN 43,24,13,Kyler Murray pass complete short left to DeAndre Hopkins for 10 yards (tackle by Jackrabbit Jenkins),,
3,11:25,1,10,TEN 33,24,13,James Conner up the middle for 7 yards (tackle by Kevin Byard),,
3,10:50,2,3,TEN 26,24,13,Kyler Murray pass incomplete short right intended for Demetrius Harris,,
3,10:45,,,,,,Timeout #1 by Arizona Cardinals,,
3,10:45,3,3,TEN 26,30,13,"Kyler Murray pass complete deep right to Christian Kirk for 26 yards, touchdown",,
3,10:40,,,TEN 15,31,13,Matt Prater kicks extra point good,,
3,10:40,,,ARI 35,31,13,"Matt Prater kicks off 65 yards, touchback., touchback.",,
3,10:40,1,10,TEN 25,31,13,"Penalty on Kendall Lamm: False Start, 5 yards (accepted) (no play)",,
3,10:40,1,15,TEN 20,31,13,Ryan Tannehill pass complete short middle to Chester Rogers for 9 yards (tackle by Budda Baker),,
3,10:08,2,6,TEN 29,31,13,Derrick Henry right tackle for 1 yard (tackle by Markus Golden and Budda Baker),,
3,9:29,3,5,TEN 30,31,13,Ryan Tannehill pass deep middle intended for Julio Jones is intercepted by Isaiah Simmons at ARI-47 and returned for no gain (tackle by A.J. Brown),,
3,9:21,1,10,ARI 47,31,13,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins,,
3,9:14,2,10,ARI 47,31,13,Kyler Murray pass incomplete short right intended for A.J. Green (defended by Kristian Fulton),,
3,9:10,3,10,ARI 47,31,13,Kyler Murray sacked by Jeffery Simmons for -7 yards,,
3,8:29,4,12,ARI 40,31,13,"Andy Lee punts 50 yards, fair catch by Chester Rogers at TEN-10",,
3,8:25,1,10,TEN 10,31,13,Derrick Henry right guard for 19 yards (tackle by Jalen Thompson),,
3,7:55,1,10,TEN 29,31,13,Derrick Henry up the middle for 4 yards (tackle by Jordan Hicks),,
3,7:21,2,6,TEN 33,31,13,Derrick Henry left guard for 8 yards (tackle by Jordan Hicks),,
3,6:51,1,10,TEN 41,31,13,"Penalty on Kendall Lamm: False Start, 5 yards (accepted) (no play)",,
3,6:36,1,15,TEN 36,31,13,Derrick Henry right tackle for 8 yards (tackle by Isaiah Simmons),,
3,6:12,2,7,TEN 44,31,13,Derrick Henry left end for -1 yards (tackle by Corey Peters),,
3,5:28,3,8,TEN 43,31,13,"Ryan Tannehill sacked by Chandler Jones for -10 yards. Ryan Tannehill fumbles (forced by Chandler Jones), recovered by Markus Golden at TEN-33 (tackle by Anthony Firkser)",,
3,5:18,1,10,TEN 33,31,13,Chase Edmonds left end for 16 yards (tackle by Jackrabbit Jenkins),,
3,4:40,1,10,TEN 17,31,13,James Conner left guard for 4 yards (tackle by Teair Tart),,
3,3:56,2,6,TEN 13,31,13,James Conner left guard for 2 yards (tackle by Jeffery Simmons),,
3,3:11,3,4,TEN 11,37,13,"Kyler Murray pass complete short right to Christian Kirk for 11 yards, touchdown",,
3,3:06,,,TEN 15,38,13,Matt Prater kicks extra point good,,
3,3:06,,,ARI 35,38,13,"Matt Prater kicks off 65 yards, touchback., touchback.",,
3,3:06,1,10,TEN 25,38,13,Ryan Tannehill pass incomplete short middle intended for Chester Rogers (defended by Byron Murphy),,
3,3:02,2,10,TEN 25,38,13,Derrick Henry up the middle for 4 yards (tackle by Isaiah Simmons and Jordan Hicks),,
3,2:21,3,6,TEN 29,38,13,Ryan Tannehill pass complete short left to Julio Jones for 10 yards (tackle by Marco Wilson),,
3,1:50,1,10,TEN 39,38,13,Derrick Henry left guard for 7 yards (tackle by Budda Baker and Isaiah Simmons),,
3,1:29,2,3,TEN 46,38,13,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
3,1:26,3,3,TEN 46,38,13,Ryan Tannehill pass complete short right to A.J. Brown for 5 yards (tackle by Robert Alford),,
3,0:59,1,10,ARI 49,38,13,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine,,
3,0:57,2,10,ARI 49,38,13,Ryan Tannehill pass incomplete short left intended for Derrick Henry (defended by Leki Fotu),,
3,0:53,3,10,ARI 49,38,13,Ryan Tannehill pass incomplete short middle intended for Anthony Firkser (defended by Isaiah Simmons),,
3,0:49,,,,,,Timeout #2 by Arizona Cardinals,,
3,0:49,4,10,ARI 49,38,13,Ryan Tannehill sacked by Chandler Jones for -8 yards,,
3,0:44,1,10,TEN 43,38,13,Chase Edmonds up the middle for 6 yards (tackle by Denico Autry),,
Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,TEN 37,38,13,Chase Edmonds right guard for 1 yard (tackle by Rashaan Evans),,
4,14:14,,,,,,Timeout #3 by Arizona Cardinals,,
4,14:14,3,3,TEN 36,38,13,Chase Edmonds left tackle for 5 yards (tackle by Rashaan Evans),,
4,13:30,1,10,TEN 31,38,13,James Conner right end for 3 yards (tackle by Jayon Brown),,
4,12:45,2,7,TEN 28,38,13,James Conner right tackle for 2 yards (tackle by Jeffery Simmons),,
4,11:56,3,5,TEN 26,38,13,James Conner left end for 1 yard (tackle by Elijah Molden),,
4,11:09,4,4,TEN 25,38,13,Matt Prater 43 yard field goal no good,,
4,11:04,1,10,TEN 33,38,13,Ryan Tannehill pass complete short middle to Julio Jones for 10 yards (tackle by Budda Baker),,
4,10:41,1,10,TEN 43,38,13,Ryan Tannehill pass complete short middle to Derrick Henry for 8 yards (tackle by Marco Wilson),,
4,10:16,2,2,ARI 49,38,13,Ryan Tannehill pass complete short right to Chester Rogers for 10 yards (tackle by Jalen Thompson),,
4,9:49,1,10,ARI 39,38,13,Ryan Tannehill pass complete short middle to Derrick Henry for 8 yards (tackle by Budda Baker and Isaiah Simmons),,
4,9:24,2,2,ARI 31,38,13,Ryan Tannehill sacked by Michael Dogbe for -10 yards,,
4,8:42,3,12,ARI 41,38,13,Ryan Tannehill pass complete short right to Jeremy McNichols for 7 yards (tackle by Kylie Fitts),,
4,8:17,4,5,ARI 34,38,13,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
4,8:14,1,10,ARI 34,38,13,Chase Edmonds left end for 2 yards (tackle by Jayon Brown),,
4,7:33,2,8,ARI 36,38,13,Kyler Murray pass complete short middle to Rondale Moore for 9 yards (tackle by Kristian Fulton),,
4,6:48,1,10,ARI 45,38,13,James Conner up the middle for 6 yards (tackle by Jayon Brown and Derick Roberson),,
4,5:59,2,4,TEN 49,38,13,"Penalty on ARI: Delay of Game, 5 yards (accepted) (no play)",,
4,5:59,2,9,ARI 46,38,13,James Conner up the middle for 8 yards (tackle by Nick Dzubnar and Monty Rice),,
4,5:09,3,1,TEN 46,38,13,James Conner up the middle for 1 yard (tackle by Monty Rice),,
4,4:25,1,10,TEN 45,38,13,James Conner right guard for 1 yard (tackle by Derick Roberson),,
4,3:44,2,9,TEN 44,38,13,James Conner left end for 2 yards (tackle by Kristian Fulton),,
4,2:57,3,8,TEN 42,38,13,Kyler Murray left tackle for 1 yard (tackle by Bradley McDougald),,
4,2:07,4,7,TEN 41,38,13,"Penalty on Andy Lee: Delay of Game, 5 yards (declined)",,
4,2:07,4,7,TEN 41,38,13,"Andy Lee punts 36 yards downed by Charles Washington. Penalty on Caleb Farley: Defensive Holding, 2 yards (accepted)",,
4,1:55,1,10,TEN 3,38,13,Jeremy McNichols right guard for 8 yards (tackle by Robert Alford),,
4,1:12,2,2,TEN 11,38,13,Jeremy McNichols up the middle for 1 yard (tackle by Zaven Collins),,
4,0:27,3,1,TEN 12,38,13,Mekhi Sargent for 2 yards (tackle by Michael Dogbe),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
