Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Michael Ojemudia,DEN,0,11,7,63.6%,87,12.4,7.9,0,88.1,6.1,48,39,0,0,0,0.0,0,5,0,0.0%
Kareem Jackson,DEN,0,6,5,83.3%,31,6.2,5.2,0,88.2,1.5,-1,32,0,0,0,0.0,0,7,2,22.2%
Will Parks,DEN,0,4,4,100.0%,33,8.3,8.3,0,101.0,6.3,25,8,4,0,0,1.0,1,6,0,0.0%
De'Vante Bausby,DEN,0,7,4,57.1%,41,10.3,5.9,0,74.1,13.0,24,17,0,0,0,0.0,0,5,0,0.0%
Justin Simmons,DEN,0,5,4,80.0%,60,15.0,12.0,0,116.7,6.6,28,32,0,0,0,0.0,0,7,1,12.5%
Alexander Johnson,DEN,0,3,3,100.0%,4,1.3,1.3,0,79.2,0.3,1,3,5,0,0,0.0,0,5,0,0.0%
Josey Jewell,DEN,0,4,2,50.0%,14,7.0,3.5,0,58.3,1.8,-6,20,2,0,1,0.0,1,6,0,0.0%
Bradley Chubb,DEN,0,1,1,100.0%,13,13.0,13.0,0,118.7,3.0,3,10,0,0,1,0.0,1,3,1,25.0%
Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,2,0,1.0,3,1,0,0.0%
Jeremiah Attaochu,DEN,0,0,0,,,,,,,,,,5,1,0,1.0,2,4,1,20.0%
Shelby Harris,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
DeMarcus Walker,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
McTelvin Agim,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Malik Reed,DEN,0,0,0,,,,,,,,,,6,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Juston Burris,CAR,0,7,5,71.4%,51,10.2,7.3,0,92.0,2.3,7,44,2,0,0,0.0,0,7,1,12.5%
Rasul Douglas,CAR,0,5,4,80.0%,132,33.0,26.4,3,158.3,22.4,112,20,1,0,0,0.0,0,1,1,50.0%
Shaq Thompson,CAR,0,4,3,75.0%,24,8.0,6.0,0,89.6,1.0,-13,37,6,2,0,0.0,2,3,1,25.0%
Jeremy Chinn,CAR,0,1,1,100.0%,2,2.0,2.0,0,79.2,-2.0,-2,4,5,0,0,1.0,1,8,1,11.1%
Brian Burns,CAR,0,1,1,100.0%,7,7.0,7.0,0,95.8,3.0,3,4,0,0,1,0.0,1,6,1,14.3%
Stantley Thomas-Oliver,CAR,0,1,1,100.0%,32,32.0,32.0,0,118.7,18.0,18,14,0,0,0,0.0,0,0,0,
Tahir Whitehead,CAR,0,1,1,100.0%,6,6.0,6.0,0,91.7,-3.0,-3,9,1,0,0,0.0,0,1,0,0.0%
Austin Larkin,CAR,0,1,1,100.0%,14,14.0,14.0,0,118.7,1.0,1,13,0,0,0,0.0,0,4,0,0.0%
Adarius Taylor,CAR,0,1,1,100.0%,2,2.0,2.0,1,118.7,2.0,2,0,0,0,0,0.0,0,0,0,
Jermaine Carter Jr.,CAR,0,1,1,100.0%,2,2.0,2.0,0,79.2,-1.0,-1,3,6,0,0,0.0,0,5,0,0.0%
Tre Boston,CAR,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,4,0,0,0.0,0,6,0,0.0%
Yetur Gross-Matos,CAR,0,0,0,,,,,,,,,,0,0,2,0.0,2,4,0,0.0%
Derrick Brown,CAR,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Troy Pride Jr.,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Donte Jackson,CAR,0,3,0,0.0%,,,0.0,,39.6,6.7,,,0,0,0,0.0,0,3,0,0.0%
