Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Troy Fumagalli,DEN,5,4,53,0,3,-3,-0.8,56,14.0,1.8,0,,0,0.0,0,110.8
Nick Vannett,DEN,4,4,20,1,2,7,1.8,13,3.3,1.8,0,,0,0.0,0,127.1
Melvin Gordon,DEN,3,3,23,0,1,-10,-3.3,33,11.0,-3.3,1,3.0,0,0.0,0,98.6
Tim Patrick,DEN,5,3,36,1,2,15,5.0,21,7.0,6.2,0,,0,0.0,0,121.7
KJ Hamler,DEN,3,2,86,2,2,73,36.5,13,6.5,30.0,0,,0,0.0,0,149.3
Jerry Jeudy,DEN,4,2,42,0,2,37,18.5,5,2.5,9.5,0,,0,0.0,0,87.5
Phillip Lindsay,DEN,2,2,7,0,0,-9,-4.5,16,8.0,-4.5,1,2.0,0,0.0,0,81.2
DaeSean Hamilton,DEN,1,1,13,0,1,14,14.0,-1,-1.0,14.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Robbie Chosen,CAR,12,8,84,0,4,24,3.0,60,7.5,6.8,0,,1,8.3,0,86.8
Curtis Samuel,CAR,9,7,68,0,4,50,7.1,18,2.6,5.3,0,,0,0.0,0,98.1
Mike Davis,CAR,6,5,42,0,2,4,0.8,38,7.6,1.5,1,5.0,1,16.7,0,95.8
Pharoh Cooper,CAR,3,3,52,0,2,30,10.0,22,7.3,10.0,0,,0,0.0,0,118.7
Ian Thomas,CAR,4,3,20,0,,10,3.3,10,3.3,5.8,0,,0,0.0,0,85.4
Rodney Smith,CAR,2,2,14,0,0,1,0.5,13,6.5,0.5,0,,0,0.0,0,95.8
Alex Armah,CAR,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
Brandon Zylstra,CAR,2,1,3,0,1,3,3.0,0,0.0,19.0,0,,0,0.0,0,56.2
