Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
3,15:00,,,CLE 35,0,3,"Cody Parkey kicks off 57 yards, returned by C.J. Prosise for 15 yards (tackle by Sione Takitaki). Penalty on Cullen Gillaspia: Offensive Holding, 10 yards",0.000,-0.320
3,14:52,1,10,HOU 13,0,3,Duke Johnson right guard for 23 yards (tackle by B.J. Goodson),-0.320,1.330
3,14:22,1,10,HOU 36,0,3,Deshaun Watson pass incomplete deep right intended for Will Fuller,1.330,0.790
3,14:16,2,10,HOU 36,0,3,Deshaun Watson pass incomplete deep right intended for Will Fuller,0.790,0.100
3,14:12,3,10,HOU 36,0,3,Deshaun Watson pass incomplete short right intended for Duke Johnson (defended by Ronnie Harrison),0.100,-0.980
3,14:05,4,10,HOU 36,0,3,"Bryan Anger punts 64 yards, touchback.",-0.980,-0.280
3,13:57,1,10,CLE 20,0,3,Nick Chubb right tackle for 6 yards (tackle by J.J. Watt and Brandon Dunn),0.280,0.540
3,13:22,2,4,CLE 26,0,3,Nick Chubb left tackle for 6 yards (tackle by Tyrell Adams),0.540,1.070
3,12:42,1,10,CLE 32,0,3,Nick Chubb left guard for 1 yard (tackle by Zach Cunningham and J.J. Watt),1.070,0.660
3,12:05,2,9,CLE 33,0,3,Baker Mayfield sacked by Corey Liuget for -7 yards,0.660,-0.960
3,11:24,3,16,CLE 26,0,3,Baker Mayfield pass complete short left to Kareem Hunt for 10 yards (tackle by Michael Thomas and Vernon Hargreaves),-0.960,-0.980
3,10:46,4,6,CLE 36,0,3,"Jamie Gillan punts 44 yards, returned by DeAndre Carter for 9 yards (tackle by Sione Takitaki)",-0.980,-0.870
3,10:35,1,10,HOU 29,0,3,Deshaun Watson left end for 9 yards (tackle by Denzel Ward),0.870,1.540
3,10:03,2,1,HOU 38,0,3,Duke Johnson right guard for no gain (tackle by Ronnie Harrison),1.540,0.830
3,9:22,3,1,HOU 38,0,3,Duke Johnson right tackle for 2 yards (tackle by Denzel Ward),0.830,1.600
3,8:48,1,10,HOU 40,0,3,Deshaun Watson pass complete short right to Pharaoh Brown for 5 yards (tackle by Mack Wilson),1.600,1.730
3,8:12,2,5,HOU 45,0,3,Deshaun Watson pass complete short right to Brandin Cooks for 4 yards (tackle by Ronnie Harrison),1.730,1.550
3,7:31,3,1,HOU 49,0,3,Deshaun Watson right end for 4 yards (tackle by Andrew Sendejo),1.550,2.460
3,6:56,1,10,CLE 47,0,3,Duke Johnson right guard for 4 yards (tackle by Vincent Taylor and B.J. Goodson),2.460,2.450
3,6:23,2,6,CLE 43,0,3,Duke Johnson right guard for no gain (tackle by Mack Wilson),2.450,1.750
3,5:41,3,6,CLE 43,0,3,Deshaun Watson right end for 8 yards (tackle by Sheldon Richardson),1.750,3.250
3,5:11,1,10,CLE 35,0,3,Deshaun Watson pass incomplete deep left intended for Brandin Cooks,3.250,2.700
3,5:04,2,10,CLE 35,0,3,Deshaun Watson pass complete short left to C.J. Prosise for -2 yards (tackle by Terrance Mitchell and B.J. Goodson),2.700,1.750
3,4:17,3,12,CLE 37,0,3,Deshaun Watson pass complete short right to Brandin Cooks for 10 yards (tackle by Kevin Johnson),1.750,1.800
3,3:37,,,,,,Timeout #1 by Houston Texans,,
3,3:37,4,2,CLE 27,0,3,Ka'imi Fairbairn 46 yard field goal no good,1.800,-1.330
3,3:33,1,10,CLE 36,0,3,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",1.330,1.000
3,3:33,1,15,CLE 31,0,3,Nick Chubb left tackle for no gain (tackle by J.J. Watt),1.000,0.120
3,2:53,2,15,CLE 31,0,3,Nick Chubb right tackle for -3 yards (tackle by Vernon Hargreaves),0.120,-0.960
3,2:12,3,18,CLE 28,0,3,Baker Mayfield pass complete deep right to Rashard Higgins for 21 yards,-0.960,2.190
3,1:57,1,10,CLE 49,0,3,"Kareem Hunt right guard for 5 yards (tackle by Justin Reid and Whitney Mercilus). Penalty on Austin Hooper: Offensive Holding, 10 yards (no play)",2.190,1.530
3,1:42,1,20,CLE 39,0,3,Baker Mayfield pass complete short left to Jarvis Landry for 2 yards (tackle by Tyrell Adams),1.530,0.570
3,0:58,2,18,CLE 41,0,3,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 10 yards (tackle by Brandon Dunn),0.570,1.220
3,0:10,3,8,HOU 49,0,3,"Baker Mayfield pass incomplete short left intended for Rashard Higgins. Penalty on Vernon Hargreaves: Defensive Pass Interference, 14 yards (no play)",1.220,3.250
3,0:06,1,10,HOU 35,0,3,Nick Chubb left tackle for 11 yards (tackle by Eric Murray and Justin Reid),3.250,3.970
Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 24,0,3,Nick Chubb right tackle for 11 yards (tackle by Justin Reid),3.970,4.710
4,14:18,1,10,HOU 13,0,3,Nick Chubb right guard for 4 yards (tackle by Whitney Mercilus),4.710,4.770
4,13:36,2,6,HOU 9,0,9,"Nick Chubb right guard for 9 yards, touchdown",4.770,7.000
4,13:32,,,HOU 15,0,10,Cody Parkey kicks extra point good,0.000,0.000
4,13:32,,,CLE 35,0,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,13:32,1,10,HOU 25,0,10,Deshaun Watson pass incomplete short right,0.610,0.060
4,13:29,2,10,HOU 25,0,10,Deshaun Watson right end for 5 yards (tackle by Malcolm Smith),0.060,0.040
4,12:46,3,5,HOU 30,0,10,Deshaun Watson pass incomplete short right intended for Randall Cobb,0.040,-1.370
4,12:41,4,5,HOU 30,0,10,"Bryan Anger punts 52 yards, returned by Donovan Peoples-Jones for 2 yards (tackle by Zach Cunningham)",-1.370,-0.280
4,12:29,1,10,CLE 20,0,10,Kareem Hunt left guard for 1 yard (tackle by Tyrell Adams),0.280,-0.130
4,11:42,2,9,CLE 21,0,10,Baker Mayfield pass incomplete short left intended for Austin Hooper,-0.130,-0.820
4,11:38,3,9,CLE 21,0,10,Kareem Hunt right tackle for 11 yards (tackle by Zach Cunningham),-0.820,1.070
4,10:56,1,10,CLE 32,0,10,Kareem Hunt left guard for 2 yards (tackle by Zach Cunningham),1.070,0.800
4,10:12,2,8,CLE 34,0,10,Kareem Hunt right tackle for 10 yards (tackle by Zach Cunningham),0.800,1.860
4,9:27,1,10,CLE 44,0,10,Kareem Hunt left guard for 7 yards (tackle by Carlos Watkins and Jonathan Greenard),1.860,2.260
4,8:42,2,3,HOU 49,0,10,Nick Chubb right guard for -1 yards (tackle by Jonathan Greenard and Zach Cunningham),2.260,1.420
4,8:01,3,4,CLE 50,0,10,Baker Mayfield pass incomplete short left intended for Nick Chubb,1.420,-0.060
4,7:58,,,,,,Timeout #2 by Houston Texans,,
4,7:58,4,4,CLE 50,0,10,"Jamie Gillan punts 40 yards, fair catch by DeAndre Carter at HOU-10",-0.060,0.380
4,7:51,1,10,HOU 10,0,10,Deshaun Watson pass complete short right to Darren Fells for 15 yards (tackle by B.J. Goodson),-0.380,0.610
4,7:19,1,10,HOU 25,0,10,Deshaun Watson pass incomplete short middle intended for Brandin Cooks,0.610,0.060
4,7:14,2,10,HOU 25,0,10,Deshaun Watson pass complete short left to Will Fuller for 4 yards (tackle by B.J. Goodson),0.060,-0.100
4,6:33,3,6,HOU 29,0,10,Deshaun Watson pass complete deep left to Randall Cobb for 29 yards (tackle by Sheldrick Redwine),-0.100,2.790
4,5:57,1,10,CLE 42,0,10,Deshaun Watson pass complete short left to Brandin Cooks for 1 yard (tackle by Myles Garrett),2.790,2.380
4,5:20,2,9,CLE 41,0,10,"Deshaun Watson pass complete short middle to Randall Cobb for 10 yards (tackle by Ronnie Harrison). Penalty on Mack Wilson: Unnecessary Roughness, 15 yards",2.380,4.510
4,5:04,1,10,CLE 16,6,10,"Deshaun Watson pass complete deep left to Pharaoh Brown for 16 yards, touchdown",4.510,7.000
4,4:59,,,CLE 15,7,10,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,4:59,,,HOU 35,7,10,"Ka'imi Fairbairn kicks off 63 yards, muffed catch by Donovan Peoples-Jones returned by Donovan Peoples-Jones for 1 yard (tackle by Buddy Howell)",0.000,-0.380
4,4:55,1,10,CLE 3,7,10,Kareem Hunt right tackle for 3 yards (tackle by Zach Cunningham),-0.380,-0.560
4,4:14,2,7,CLE 6,7,10,Kareem Hunt right tackle for 6 yards (tackle by Brandon Dunn),-0.560,-0.370
4,3:29,3,1,CLE 12,7,10,Kareem Hunt left tackle for 2 yards (tackle by Tyrell Adams),-0.370,-0.280
4,2:46,1,10,CLE 14,7,10,Kareem Hunt left guard for 19 yards (tackle by Bradley Roby),-0.280,1.140
4,2:00,1,10,CLE 33,7,10,Kareem Hunt right tackle for 3 yards (tackle by J.J. Watt),1.140,1.000
4,1:54,,,,,,Timeout #3 by Houston Texans,,
4,1:54,2,7,CLE 36,7,10,Kareem Hunt right tackle for 4 yards (tackle by Nate Hall),1.000,0.830
4,1:07,,,,,,Timeout #1 by Cleveland Browns,,
4,1:07,3,3,CLE 40,7,10,Nick Chubb left end for 59 yards,0.830,6.970
4,0:56,1,1,HOU 1,7,10,Baker Mayfield kneels for -1 yards,6.970,5.720
4,0:31,2,2,HOU 2,7,10,Baker Mayfield kneels for -1 yards,5.720,4.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
