Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Nick Chubb left guard for 2 yards (tackle by Zach Cunningham),0.610,0.330
1,14:23,2,8,CLE 27,0,0,Nick Chubb right guard for 9 yards (tackle by Bradley Roby),0.330,1.330
1,13:43,1,10,CLE 36,0,0,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by Justin Reid),1.330,2.010
1,13:02,2,1,CLE 45,0,0,Nick Chubb left guard for 2 yards (tackle by Zach Cunningham),2.010,2.060
1,12:27,1,10,CLE 47,0,0,Baker Mayfield pass complete short left to Rashard Higgins for 9 yards (tackle by Bradley Roby),2.060,2.730
1,11:52,2,1,HOU 44,0,0,Nick Chubb right guard for 6 yards (tackle by Vernon Hargreaves),2.730,3.050
1,11:07,1,10,HOU 38,0,0,Kareem Hunt left end for no gain (tackle by Eric Murray),3.050,2.510
1,10:30,2,10,HOU 38,0,0,"Baker Mayfield pass incomplete deep left intended for Rashard Higgins. Penalty on Bradley Roby: Illegal Contact, 5 yards (no play)",2.510,3.380
1,10:26,1,10,HOU 33,0,0,Kareem Hunt left tackle for 17 yards (tackle by Ross Blacklock),3.380,4.510
1,9:52,1,10,HOU 16,0,0,Baker Mayfield pass complete short left to Kareem Hunt for 6 yards (tackle by Jonathan Greenard and Zach Cunningham),4.510,4.970
1,9:12,2,4,HOU 10,0,0,Kareem Hunt left guard for 3 yards (tackle by Tyrell Adams),4.970,4.850
1,8:36,3,1,HOU 7,0,0,"J.C. Tretter aborted snap, recovered by Baker Mayfield at HOU-21 Baker Mayfield pass incomplete short left. Penalty on Baker Mayfield: Intentional Grounding, 16 yards",4.850,1.930
1,8:31,4,17,HOU 23,0,3,Cody Parkey 41 yard field goal good,1.930,3.000
1,8:27,,,CLE 35,0,3,"Cody Parkey kicks off 56 yards, returned by C.J. Prosise for 24 yards (tackle by Sheldrick Redwine)",0.000,1.140
1,8:21,1,10,HOU 33,0,3,Deshaun Watson pass complete short right to Will Fuller for 8 yards (tackle by Terrance Mitchell),1.140,1.670
1,7:50,2,2,HOU 41,0,3,Duke Johnson right guard for -1 yards (tackle by Myles Garrett),1.670,0.830
1,7:10,3,3,HOU 40,0,3,Deshaun Watson sacked by and Sheldon Richardson for -5 yards and Myles Garrett for -5 yards,0.830,-1.040
1,6:29,4,8,HOU 35,0,3,"Bryan Anger punts 52 yards, returned by Donovan Peoples-Jones for 9 yards (tackle by Nate Hall and Keion Crossen)",-1.040,-0.410
1,6:19,1,10,CLE 22,0,3,Nick Chubb left end for 1 yard (tackle by Whitney Mercilus and Zach Cunningham),0.410,0.000
1,5:39,2,9,CLE 23,0,3,Baker Mayfield pass incomplete short left intended for KhaDarel Hodge (defended by Carlos Watkins),0.000,-0.690
1,5:35,3,9,CLE 23,0,3,Baker Mayfield left end for 3 yards (tackle by Michael Thomas),-0.690,-1.630
1,4:57,4,6,CLE 26,0,3,Jamie Gillan punts 45 yards downed by Tae Davis,-1.630,-0.870
1,4:48,1,10,HOU 29,0,3,Duke Johnson right tackle for 3 yards (tackle by Larry Ogunjobi),0.870,0.730
1,4:02,2,7,HOU 32,0,3,Deshaun Watson pass incomplete short right intended for Will Fuller,0.730,0.040
1,3:59,3,7,HOU 32,0,3,Deshaun Watson pass complete short right to Will Fuller for 12 yards (tackle by Andrew Sendejo),0.040,1.860
1,3:21,1,10,HOU 44,0,3,Duke Johnson left guard for 13 yards (tackle by Kevin Johnson and Sheldon Richardson),1.860,2.720
1,2:45,1,10,CLE 43,0,3,Deshaun Watson pass complete short left to Brandin Cooks for 7 yards (tackle by Denzel Ward),2.720,3.120
1,2:13,2,3,CLE 36,0,3,Deshaun Watson right end for 4 yards (tackle by Myles Garrett),3.120,3.450
1,1:44,1,10,CLE 32,0,3,Deshaun Watson pass complete short left to Will Fuller for 10 yards (tackle by Ronnie Harrison),3.450,4.110
1,1:07,1,10,CLE 22,0,3,Duke Johnson right guard for 3 yards (tackle by Porter Gustin and Malcolm Smith),4.110,3.970
1,0:28,2,7,CLE 19,0,3,Deshaun Watson pass complete short right to Randall Cobb for 2 yards (tackle by Ronnie Harrison),3.970,3.560
Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,CLE 17,0,3,Deshaun Watson right tackle for 9 yards (tackle by Denzel Ward),3.560,5.370
2,14:25,1,8,CLE 8,0,3,Duke Johnson left guard for 1 yard (tackle by Sheldon Richardson and Myles Garrett),5.370,4.760
2,13:41,2,7,CLE 7,0,3,Deshaun Watson pass complete short middle to Jordan Akins for 5 yards (tackle by B.J. Goodson and Andrew Sendejo),4.760,4.950
2,13:02,3,2,CLE 2,0,3,Deshaun Watson pass incomplete short right intended for Randall Cobb (defended by B.J. Goodson),4.950,3.250
2,12:59,4,2,CLE 2,0,3,Deshaun Watson up the middle for -2 yards (tackle by Myles Garrett),3.250,0.380
2,12:54,1,10,CLE 4,0,3,Nick Chubb left guard for 1 yard (tackle by Zach Cunningham),-0.380,-0.710
2,12:14,2,9,CLE 5,0,3,Nick Chubb left tackle for 2 yards (tackle by Whitney Mercilus),-0.710,-1.070
2,11:31,3,7,CLE 7,0,3,"Baker Mayfield pass complete short right to Jarvis Landry for 18 yards (tackle by Eric Murray). Penalty on Jarvis Landry: Taunting, 12 yards",-1.070,-0.320
2,11:08,1,10,CLE 13,0,3,Nick Chubb left guard for no gain (tackle by Zach Cunningham),-0.320,-0.770
2,10:31,2,10,CLE 13,0,3,Kareem Hunt right guard for 4 yards (tackle by Tyrell Adams and Justin Reid),-0.770,-0.940
2,9:47,3,6,CLE 17,0,3,Baker Mayfield pass incomplete deep left intended for Rashard Higgins,-0.940,-2.320
2,9:43,4,6,CLE 17,0,3,"Jamie Gillan punts 45 yards, returned by Will Fuller for 13 yards (tackle by Elijah Lee)",-2.320,-2.320
2,9:33,1,10,CLE 49,0,3,"Duke Johnson right guard for 5 yards (tackle by Ronnie Harrison). Penalty on Larry Ogunjobi: Defensive Offside, 5 yards (no play)",2.320,3.050
2,9:22,1,5,CLE 44,0,3,Deshaun Watson pass incomplete short left,3.050,2.460
2,9:19,2,5,CLE 44,0,3,Duke Johnson right guard for no gain (tackle by Sione Takitaki),2.460,1.750
2,8:43,3,5,CLE 44,0,3,Deshaun Watson pass complete short right to Kenny Stills for 6 yards (tackle by Kevin Johnson),1.750,3.050
2,8:05,1,10,CLE 38,0,3,Deshaun Watson pass complete short right to Brandin Cooks for 9 yards (tackle by B.J. Goodson),3.050,3.720
2,7:27,2,1,CLE 29,0,3,Duke Johnson left guard for 2 yards (tackle by Olivier Vernon and Terrance Mitchell),3.720,3.780
2,6:41,1,10,CLE 27,0,3,"Deshaun Watson pass incomplete short left intended for Brandin Cooks. Penalty on Laremy Tunsil: False Start, 5 yards (no play)",3.780,3.450
2,6:39,1,15,CLE 32,0,3,Deshaun Watson pass complete short left to Brandin Cooks for 8 yards (tackle by Denzel Ward),3.450,3.640
2,6:02,2,7,CLE 24,0,3,Deshaun Watson sacked by and Sheldon Richardson for -5 yards and Larry Ogunjobi for -5 yards,3.640,2.280
2,5:13,3,12,CLE 29,0,3,"Penalty on HOU: Delay of Game, 5 yards (no play)",2.280,1.620
2,5:00,3,17,CLE 34,0,3,Deshaun Watson pass complete short right to Will Fuller for 4 yards (tackle by Malcolm Smith). Penalty on Pharaoh Brown: Offensive Pass Interference (Declined),1.620,1.410
2,4:30,4,13,CLE 30,0,3,Ka'imi Fairbairn punts 26 yards,1.410,0.380
2,4:20,1,10,CLE 4,0,3,Kareem Hunt right tackle for 3 yards (tackle by Tyrell Adams and Vernon Hargreaves),-0.380,-0.560
2,3:39,2,7,CLE 7,0,3,Baker Mayfield pass complete short right to Austin Hooper for 11 yards (tackle by Vernon Hargreaves),-0.560,0.040
2,3:00,1,10,CLE 18,0,3,Kareem Hunt left tackle for 9 yards (tackle by Carlos Watkins),0.040,0.820
2,2:24,2,1,CLE 27,0,3,Kareem Hunt right tackle for -4 yards (tackle by J.J. Watt),0.820,-0.530
2,2:00,3,5,CLE 23,0,3,Baker Mayfield pass complete short middle to Rashard Higgins for 18 yards (tackle by Vernon Hargreaves),-0.530,1.660
2,1:37,1,10,CLE 41,0,3,Kareem Hunt left guard for 4 yards (tackle by Whitney Mercilus and Zach Cunningham),1.660,1.660
2,1:15,2,6,CLE 45,0,3,Baker Mayfield pass complete short left to Kareem Hunt for 12 yards (tackle by Eric Murray),1.660,2.720
2,0:55,1,10,HOU 43,0,3,Baker Mayfield pass incomplete short right intended for Jarvis Landry,2.720,2.180
2,0:51,2,10,HOU 43,0,3,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 6 yards (tackle by Lonnie Johnson),2.180,2.280
2,0:35,,,,,,Timeout #1 by Cleveland Browns,,
2,0:35,3,4,HOU 37,0,3,Baker Mayfield pass incomplete short left intended for Kareem Hunt,2.280,0.790
2,0:32,4,4,HOU 37,0,3,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,0.790,-1.400
2,0:25,1,10,HOU 37,0,3,"Duke Johnson left guard for 21 yards (tackle by Denzel Ward). Penalty on Nick Martin: Offensive Holding, 10 yards (no play)",1.400,0.740
2,0:18,1,20,HOU 27,0,3,Duke Johnson right guard for 2 yards (tackle by Sheldon Richardson),0.740,-0.220
2,0:11,,,,,,Timeout #2 by Cleveland Browns,,
2,0:11,2,18,HOU 29,0,3,Duke Johnson right guard for 2 yards (tackle by Ronnie Harrison),-0.220,-0.620
2,0:06,,,,,,Timeout #2 by Cleveland Browns,,
2,0:06,3,16,HOU 31,0,3,Deshaun Watson kneels for -1 yards,-0.620,-1.370
Quarter,Time,Down,ToGo,Location,HOU,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
