Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
2,11:33,1,10,PHI 20,0,13,LeSean McCoy right end for no gain (tackle by Jo-Lonn Dunbar),0.280,-0.270
2,11:06,2,10,PHI 20,0,13,Nick Foles pass complete short left to Riley Cooper for 2 yards (tackle by Rodney McLeod),-0.270,-0.690
2,10:31,3,8,PHI 22,0,13,"Penalty on Robert Quinn: Neutral Zone Infraction, 5 yards (no play)",-0.690,-0.030
2,10:23,3,3,PHI 27,0,13,Nick Foles pass complete short middle to Jordan Matthews for 12 yards (tackle by Lamarcus Joyner),-0.030,1.530
2,10:02,1,10,PHI 39,0,13,Nick Foles pass incomplete deep right intended for Jeremy Maclin is intercepted by E.J. Gaines at STL-16,1.530,0.140
2,9:54,1,10,STL 16,0,13,Austin Davis pass incomplete,-0.140,-0.660
2,9:48,2,10,STL 16,0,13,Benny Cunningham up the middle for 13 yards (tackle by DeMeco Ryans),-0.660,0.870
2,9:15,1,10,STL 29,0,13,Benny Cunningham left guard for 4 yards (tackle by Brandon Bair),0.870,0.870
2,8:34,2,6,STL 33,0,13,Benny Cunningham up the middle for 1 yard (tackle by DeMeco Ryans and Bennie Logan),0.870,0.300
2,7:54,3,5,STL 34,0,13,Austin Davis pass complete short right to Brian Quick for 6 yards (tackle by Malcolm Jenkins),0.300,0.300
2,7:08,3,5,STL 34,0,13,Timeout #1 by St. Louis Rams,0.300,1.600
2,7:08,1,10,STL 40,0,13,Austin Davis pass complete short left to Jared Cook for 14 yards (tackle by DeMeco Ryans),1.600,2.520
2,6:39,1,10,PHI 46,0,13,"Brian Quick right end for no gain (tackle by Connor Barwin and Malcolm Jenkins). Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",2.520,1.860
2,6:13,1,20,STL 44,0,13,Austin Davis pass complete short left to Stedman Bailey for 14 yards (tackle by Casey Matthews),1.860,2.520
2,5:35,2,6,PHI 42,0,13,Austin Davis pass complete deep left to Kenny Britt for 32 yards (tackle by Cary Williams),2.520,4.910
2,4:51,1,10,PHI 10,0,13,Benny Cunningham left end for 1 yard (tackle by Casey Matthews),4.910,4.380
2,4:13,2,9,PHI 9,0,13,Austin Davis pass complete short left to Trey Watts for 1 yard (tackle by DeMeco Ryans),4.380,3.580
2,3:32,3,8,PHI 8,6,13,"Austin Davis pass complete short left to Brian Quick for 8 yards, touchdown",3.580,7.000
2,3:32,,,PHI 2,7,13,Greg Zuerlein kicks extra point good,0.000,0.000
2,3:32,,,STL 35,7,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,3:23,1,10,PHI 20,7,13,LeSean McCoy for 19 yards,0.280,1.530
2,3:01,1,10,PHI 39,7,13,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.530,1.200
2,2:57,1,15,PHI 34,7,13,Nick Foles pass complete short right to LeSean McCoy for 2 yards (tackle by E.J. Gaines),1.200,0.580
2,2:33,2,13,PHI 36,7,13,Nick Foles pass complete short left to Jeremy Maclin for 19 yards (tackle by T.J. McDonald). Penalty on Lamarcus Joyner: Defensive Offside (Declined),0.580,2.590
2,2:22,1,10,STL 45,7,13,Nick Foles pass complete short left to Josh Huff for 4 yards (tackle by Eugene Sims),2.590,2.580
2,2:00,2,6,STL 41,7,13,LeSean McCoy right end for 7 yards (tackle by Robert Quinn),2.580,3.310
2,1:26,1,10,STL 34,7,13,"Nick Foles pass incomplete short right intended for LeSean McCoy. Penalty on Riley Cooper: Illegal Motion, 5 yards (no play)",3.310,2.980
2,1:21,1,15,STL 39,7,13,Nick Foles pass incomplete deep left intended for Zach Ertz,2.980,2.090
2,1:15,2,15,STL 39,7,13,Nick Foles pass complete short right to Jordan Matthews for 9 yards (tackle by Alec Ogletree),2.090,2.610
2,1:07,3,6,STL 30,7,13,Darren Sproles up the middle for 10 yards (tackle by T.J. McDonald),2.610,4.240
2,0:46,1,10,STL 20,7,13,Nick Foles pass complete short left to Brent Celek for 5 yards (tackle by T.J. McDonald),4.240,4.450
2,0:41,2,5,STL 15,7,13,Nick Foles pass complete short middle to LeSean McCoy for 6 yards (tackle by Lamarcus Joyner),4.450,4.450
2,0:34,2,5,STL 15,7,13,Timeout #1 by Philadelphia Eagles,4.450,5.140
2,0:34,1,9,STL 9,7,19,"Nick Foles pass complete short left to Riley Cooper for 9 yards, touchdown",5.140,7.000
2,0:34,,,STL 2,7,20,Cody Parkey kicks extra point good,0.000,0.000
2,0:34,,,PHI 35,7,20,"Cody Parkey kicks off 66 yards, returned by Benny Cunningham for 19 yards (tackle by Bryan Braman)",0.000,-0.040
2,0:25,1,10,STL 18,7,20,Zac Stacy up the middle for 7 yards (tackle by Fletcher Cox),0.040,0.550
Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,7,20,LeSean McCoy right tackle for 3 yards (tackle by Alec Ogletree),0.280,0.140
3,14:27,2,7,PHI 23,7,20,Nick Foles pass complete short right to Jeremy Maclin for 5 yards (tackle by E.J. Gaines),0.140,0.100
3,14:05,3,2,PHI 28,7,20,LeSean McCoy right guard for 4 yards (tackle by James Laurinaitis),0.100,1.070
3,13:37,1,10,PHI 32,7,20,LeSean McCoy right tackle for -3 yards (tackle by Jo-Lonn Dunbar and William Hayes),1.070,0.120
3,13:10,2,13,PHI 29,7,20,LeSean McCoy right end for 10 yards (tackle by James Laurinaitis),0.120,0.760
3,12:40,3,3,PHI 39,7,20,Nick Foles pass incomplete short middle intended for Jordan Matthews (defended by Rodney McLeod),0.760,-0.780
3,12:36,4,3,PHI 39,7,20,"Donnie Jones punts 43 yards, returned by Tavon Austin for 9 yards (tackle by Brad Smith). Penalty on Chase Reynolds: Illegal Block Above the Waist, 10 yards",-0.780,0.370
3,12:25,1,10,STL 11,7,26,"Austin Davis sacked by Trent Cole for -6 yards. Austin Davis fumbles (forced by Trent Cole), recovered by Cedric Thornton at STL--1, touchdown",-0.370,-7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,12:17,,,STL 2,7,27,Cody Parkey kicks extra point good,0.000,0.000
3,12:17,,,PHI 35,7,27,"Cody Parkey kicks off 69 yards, returned by Benny Cunningham for 25 yards (tackle by James Casey)",0.000,-0.340
3,12:12,1,10,STL 21,7,27,Austin Davis pass complete short right to Kenny Britt for 6 yards (tackle by Bradley Fletcher),0.340,0.610
3,11:34,2,4,STL 27,7,27,Zac Stacy up the middle for 6 yards (tackle by DeMeco Ryans),0.610,1.140
3,10:58,1,10,STL 33,7,27,Austin Davis pass complete short left to Zac Stacy for 12 yards (tackle by Emmanuel Acho),1.140,1.930
3,10:19,1,10,STL 45,7,27,Zac Stacy right end for 8 yards (tackle by Emmanuel Acho),1.930,2.460
3,9:40,2,2,PHI 47,7,27,Benny Cunningham left tackle for 3 yards (tackle by DeMeco Ryans),2.460,2.650
3,9:03,1,10,PHI 44,7,27,Austin Davis pass incomplete short right intended for Jared Cook,2.650,2.110
3,8:54,2,10,PHI 44,7,27,Austin Davis pass incomplete short middle intended for Kenny Britt,2.110,1.420
3,8:49,3,10,PHI 44,7,27,Austin Davis pass incomplete deep left intended for Brian Quick,1.420,0.330
3,8:44,4,10,PHI 44,7,27,Johnny Hekker punts 40 yards,0.330,0.380
3,8:31,1,10,PHI 4,7,27,LeSean McCoy right end for 1 yard (tackle by James Laurinaitis),-0.380,-0.710
3,7:55,2,9,PHI 5,7,27,LeSean McCoy left tackle for 7 yards (tackle by Alec Ogletree),-0.710,-0.480
3,7:22,3,2,PHI 12,7,27,"Penalty on Riley Cooper: False Start, 5 yards (no play)",-0.480,-1.070
3,7:14,3,7,PHI 7,7,27,Nick Foles pass complete short right to Zach Ertz for 8 yards,-1.070,-0.220
3,6:50,1,10,PHI 15,7,27,Nick Foles pass incomplete short right intended for Jeremy Maclin (defended by T.J. McDonald),-0.220,-0.710
3,6:38,2,10,PHI 15,7,27,LeSean McCoy right end for 1 yard (tackle by Lamarcus Joyner),-0.710,-1.250
3,6:11,3,9,PHI 16,7,27,Nick Foles pass complete short middle to Zach Ertz for 12 yards (tackle by T.J. McDonald). Penalty on Lamarcus Joyner: Defensive Holding (Declined),-1.250,0.810
3,6:03,1,10,PHI 28,7,27,Nick Foles pass incomplete short right intended for Jeremy Maclin,0.810,0.260
3,5:59,2,10,PHI 28,7,27,LeSean McCoy up the middle for -3 yards (tackle by Robert Quinn),0.260,-0.820
3,5:19,3,13,PHI 25,7,27,Nick Foles pass incomplete deep left intended for Riley Cooper (defended by Janoris Jenkins),-0.820,-1.700
3,5:12,4,13,PHI 25,7,27,"Donnie Jones punts 52 yards, returned by Tavon Austin for 4 yards",-1.700,-0.740
3,4:59,1,10,STL 27,7,27,Austin Davis pass complete short right to Zac Stacy for 11 yards (tackle by Nate Allen),0.740,1.470
3,4:21,1,10,STL 38,7,27,Zac Stacy right guard for 4 yards (tackle by Casey Matthews),1.470,1.460
3,3:39,2,6,STL 42,7,27,Austin Davis pass incomplete short left intended for Jared Cook,1.460,0.760
3,3:33,3,6,STL 42,7,27,Austin Davis pass complete short left to Tavon Austin for 22 yards (tackle by Nate Allen),0.760,3.180
3,3:04,1,10,PHI 36,7,27,Austin Davis pass complete short left to Stedman Bailey for 6 yards (tackle by Cary Williams),3.180,3.450
3,2:38,2,4,PHI 30,7,27,"Zac Stacy left end for -6 yards (tackle by Brandon Graham). Zac Stacy fumbles (forced by Brandon Graham), recovered by Cedric Thornton at PHI-36 and returned for 40 yards (tackle by Lance Kendricks)",3.450,-3.970
3,2:25,1,10,STL 24,7,27,Nick Foles pass incomplete deep left intended for Jordan Matthews,3.970,3.430
3,2:20,2,10,STL 24,7,33,"Nick Foles pass complete deep left to Jeremy Maclin for 24 yards, touchdown",3.430,7.000
3,2:20,,,STL 2,7,34,Cody Parkey kicks extra point good,0.000,0.000
3,2:20,,,PHI 35,7,34,"Cody Parkey kicks off 66 yards, returned by Benny Cunningham for 22 yards (tackle by James Casey)",0.000,-0.340
3,2:10,1,10,STL 21,7,34,Austin Davis pass complete deep left to Brian Quick for 25 yards (tackle by Nate Allen),0.340,1.990
3,1:40,1,10,STL 46,7,34,Austin Davis pass complete short left to Austin Pettis for 16 yards (tackle by Malcolm Jenkins). Penalty on Casey Matthews: Illegal Contact (Declined),1.990,3.050
3,1:08,1,10,PHI 38,7,34,Austin Davis up the middle for 12 yards (tackle by DeMeco Ryans),3.050,3.840
3,0:37,1,10,PHI 26,7,34,Austin Davis pass complete short right to Jared Cook for 12 yards (tackle by Malcolm Jenkins),3.840,4.650
3,0:08,1,10,PHI 14,13,34,"Benny Cunningham up the middle for 14 yards, touchdown",4.650,7.000
3,0:08,,,PHI 2,14,34,Greg Zuerlein kicks extra point good,0.000,0.000
3,0:08,,,STL 35,14,34,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,0:03,1,10,PHI 20,14,34,LeSean McCoy up the middle for 8 yards (tackle by E.J. Gaines),0.280,0.810
Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,PHI 28,14,34,LeSean McCoy left tackle for 5 yards (tackle by Ethan Westbrooks),0.810,1.140
4,14:26,1,10,PHI 33,14,34,LeSean McCoy up the middle for 2 yards (tackle by James Laurinaitis),1.140,0.860
4,13:53,2,8,PHI 35,14,34,Darren Sproles left guard for 3 yards (tackle by T.J. McDonald),0.860,0.560
4,13:23,3,5,PHI 38,14,34,"Nick Foles pass incomplete deep right intended for Josh Huff. Penalty on Janoris Jenkins: Illegal Contact, 5 yards (no play)",0.560,1.800
4,13:18,1,10,PHI 43,14,34,LeSean McCoy right guard for 7 yards (tackle by Jo-Lonn Dunbar),1.800,2.200
4,12:45,2,3,,14,34,LeSean McCoy up the middle for -2 yards (tackle by T.J. McDonald),2.200,1.220
4,12:14,3,5,PHI 48,14,34,"Nick Foles right end for 14 yards. Nick Foles fumbles, recovered by Michael Brockers at STL-38 (tackle by Zach Ertz)",1.220,-1.470
4,12:03,1,10,STL 38,14,34,Austin Davis pass incomplete short left intended for Austin Pettis,1.470,0.920
4,11:57,2,10,STL 38,14,34,Austin Davis up the middle for 7 yards (tackle by Vinny Curry),0.920,1.160
4,11:16,3,3,STL 45,14,34,Austin Davis pass complete short left to Jared Cook for 5 yards (tackle by Nate Allen),1.160,2.260
4,10:52,1,10,,14,34,Austin Davis pass incomplete short right intended for Benny Cunningham (defended by Brandon Bair),2.260,1.710
4,10:47,2,10,,14,34,Austin Davis pass incomplete deep left intended for Stedman Bailey,1.710,1.030
4,10:41,3,10,,14,34,Austin Davis pass complete short left to Tavon Austin for 11 yards (tackle by Casey Matthews),1.030,2.980
4,10:15,1,10,PHI 39,14,34,Benny Cunningham right end for 11 yards (tackle by Vinny Curry),2.980,3.710
4,9:52,1,10,PHI 28,14,34,Austin Davis sacked by Connor Barwin for -2 yards,3.710,2.900
4,9:16,2,12,PHI 30,14,34,Austin Davis pass incomplete short left intended for Kenny Britt,2.900,2.210
4,9:10,3,12,PHI 30,20,34,"Austin Davis pass complete deep right to Kenny Britt for 30 yards, touchdown",2.210,7.000
4,9:10,,,PHI 2,21,34,Greg Zuerlein kicks extra point good,0.000,0.000
4,9:10,,,STL 35,21,34,"Greg Zuerlein kicks off 51 yards, returned by Darren Sproles for 15 yards (tackle by Chase Reynolds)",0.000,-0.870
4,8:58,1,10,PHI 29,21,34,Nick Foles pass complete short left to Riley Cooper for 14 yards,0.870,1.800
4,8:29,1,10,PHI 43,21,34,LeSean McCoy left end for 2 yards (tackle by Jo-Lonn Dunbar),1.800,1.520
4,7:50,2,8,PHI 45,21,34,LeSean McCoy right tackle for no gain (tackle by Ethan Westbrooks),1.520,0.830
4,7:11,3,8,PHI 45,21,34,Nick Foles pass incomplete short left intended for Jordan Matthews (defended by Lamarcus Joyner),0.830,-0.390
4,7:03,4,8,PHI 45,21,34,"Donnie Jones punts 30 yards, out of bounds",-0.390,-0.610
4,6:48,1,10,STL 25,21,34,Austin Davis pass complete short middle to Benny Cunningham for 12 yards (tackle by Malcolm Jenkins),0.610,1.400
4,6:01,1,10,STL 37,21,34,"Austin Davis pass incomplete deep right intended for Kenny Britt. Penalty on Bradley Fletcher: Defensive Pass Interference, 24 yards (no play)",1.400,2.980
4,5:39,1,10,PHI 39,21,34,Austin Davis pass complete left to Austin Pettis for 8 yards (tackle by Brandon Boykin),2.980,3.520
4,5:13,2,2,PHI 31,21,34,Austin Davis pass complete right to Benny Cunningham for 10 yards (tackle by Cary Williams),3.520,4.170
4,4:59,1,10,PHI 21,21,34,Austin Davis pass complete short left to Austin Pettis for 5 yards (tackle by Brandon Boykin),4.170,4.370
4,4:50,2,5,PHI 16,21,34,Austin Davis pass complete short right to Trey Watts for 11 yards (tackle by Brandon Boykin),4.370,6.060
4,4:44,1,5,PHI 5,27,34,"Austin Davis pass complete short left to Brian Quick for 5 yards, touchdown",6.060,7.000
4,4:44,,,PHI 2,28,34,Greg Zuerlein kicks extra point good,0.000,0.000
4,4:44,,,STL 35,28,34,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,4:41,1,10,PHI 20,28,34,LeSean McCoy up the middle for 3 yards (tackle by Alec Ogletree and T.J. McDonald),0.280,0.280
4,3:54,1,10,PHI 20,28,34,Timeout #1 by Philadelphia Eagles,0.280,0.140
4,3:54,2,7,PHI 23,28,34,LeSean McCoy up the middle for 4 yards (tackle by T.J. McDonald),0.140,0.140
4,3:42,2,7,PHI 23,28,34,Timeout #1 by St. Louis Rams,0.140,-0.030
4,3:42,3,3,PHI 27,28,34,Darren Sproles right tackle for 25 yards (tackle by Rodney McLeod),-0.030,2.390
4,2:54,1,10,STL 48,28,34,Darren Sproles up the middle for 2 yards (tackle by James Laurinaitis),2.390,2.120
4,2:12,2,8,STL 46,28,34,Darren Sproles up the middle for 2 yards (tackle by Alec Ogletree),2.120,2.120
4,2:06,2,8,STL 46,28,34,Timeout #2 by St. Louis Rams,2.120,1.690
4,2:06,3,6,STL 44,28,34,Darren Sproles left tackle for -1 yards (tackle by T.J. McDonald),1.690,0.270
4,1:58,4,7,STL 45,28,34,Donnie Jones punts 38 yards,0.270,0.380
4,1:47,1,10,STL 7,28,34,Austin Davis pass complete deep right to Brian Quick for 43 yards (tackle by Bradley Fletcher),-0.380,2.260
4,1:19,1,10,,28,34,Austin Davis pass complete short left to Benny Cunningham for 2 yards (tackle by Nolan Carroll),2.260,1.980
4,0:53,2,8,PHI 48,28,34,Austin Davis pass incomplete deep right intended for Austin Pettis,1.980,1.290
4,0:48,3,8,PHI 48,28,34,Austin Davis pass incomplete deep left intended for Austin Pettis (defended by Brandon Boykin),1.290,0.070
4,0:42,4,8,PHI 48,28,34,"Penalty on Austin Davis: Delay of Game, 5 yards (no play)",0.070,-0.260
4,0:42,4,13,STL 47,28,34,Austin Davis pass incomplete deep middle intended for Brian Quick,-0.260,-2.460
4,0:37,1,10,STL 47,28,34,Nick Foles kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
