Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
2,14:17,4,12,TEN 23,7,3,"Ryan Stonehouse punts 56 yards, returned by Dax Milne for 4 yards (tackle by Kevin Rader)",-1.830,-0.610
2,14:06,1,10,WAS 25,7,9,"Carson Wentz pass complete deep middle to Dyami Brown for 75 yards, touchdown",0.610,7.000
2,13:56,,,TEN 15,7,10,Joey Slye kicks extra point good,0.000,0.000
2,13:56,,,WAS 35,7,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,13:56,1,10,TEN 25,7,10,Derrick Henry left end for 5 yards (tackle by Cole Holcomb and Jamin Davis),0.610,0.740
2,13:15,2,5,TEN 30,7,10,Derrick Henry right guard for 15 yards (tackle by Bobby McCain),0.740,1.930
2,12:26,1,10,TEN 45,7,10,"Derrick Henry left end for 2 yards (tackle by Cole Holcomb). Penalty on Cody Hollister: Offensive Holding, 10 yards (accepted)",1.930,1.270
2,12:01,1,20,TEN 35,7,10,"Ryan Tannehill pass complete to Chigoziem Okonkwo for no gain. Penalty on Nicholas Petit-Frere: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.270,1.070
2,11:34,1,23,TEN 32,7,10,Dontrell Hilliard left tackle for no gain (tackle by James Smith-Williams and Cole Holcomb),1.070,-0.370
2,10:52,2,23,TEN 32,7,10,Ryan Tannehill pass incomplete short middle intended for Kyle Philips (defended by Rachad Wildgoose),-0.370,-1.020
2,10:47,3,23,TEN 32,7,10,Ryan Tannehill sacked by and Jonathan Allen for -13 yards and Daron Payne for -13 yards,-1.020,-2.140
2,10:12,4,36,TEN 19,7,10,"Ryan Stonehouse punts 66 yards, returned by Dax Milne for no gain (tackle by Hassan Haskins). Penalty on Christian Holmes: Offensive Holding, 7 yards (accepted)",-2.140,0.380
2,10:00,1,10,WAS 8,7,10,Brian Robinson up the middle for 5 yards (tackle by Teair Tart and Denico Autry),-0.380,-0.410
2,9:19,2,5,WAS 13,7,10,Carson Wentz pass complete short middle to Terry McLaurin for 25 yards (tackle by Jeffery Simmons),-0.410,1.470
2,8:34,1,10,WAS 38,7,10,Carson Wentz sacked by Jeffery Simmons for no gain,1.470,0.920
2,8:00,2,10,WAS 38,7,10,"Penalty on Nick Martin: False Start, 5 yards (accepted) (no play)",0.920,0.250
2,7:36,2,15,WAS 33,7,10,Carson Wentz pass incomplete deep right intended for Dyami Brown,0.250,-0.430
2,7:30,3,15,WAS 33,7,10,Carson Wentz pass incomplete deep right intended for Terry McLaurin,-0.430,-1.180
2,7:26,4,15,WAS 33,7,10,Tress Way punts 48 yards downed by Darrick Forrest,-1.180,-0.150
2,7:14,1,10,TEN 19,7,10,Derrick Henry for 6 yards (tackle by Jamin Davis and Kendall Fuller),0.150,-0.290
2,6:48,1,14,TEN 15,7,10,Derrick Henry left tackle for 9 yards (tackle by Kendall Fuller),-0.290,0.340
2,6:11,2,5,TEN 24,7,10,Ryan Tannehill right end for no gain (tackle by James Smith-Williams),0.340,-0.420
2,5:27,3,5,TEN 24,7,10,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 8 yards (tackle by Cole Holcomb),-0.420,1.070
2,4:42,1,10,TEN 32,7,10,Derrick Henry left end for 13 yards (tackle by Jamin Davis and Bobby McCain),1.070,1.930
2,4:00,1,10,TEN 45,7,10,Derrick Henry left end for 1 yard (tackle by Efe Obada),1.930,1.520
2,3:20,2,9,TEN 46,7,10,Ryan Tannehill pass complete short right to Robert Woods for 12 yards (tackle by Bobby McCain),1.520,2.790
2,2:44,1,10,WAS 42,7,10,Derrick Henry left tackle for 2 yards (tackle by Montez Sweat),2.790,2.510
2,2:03,2,8,WAS 40,7,10,Ryan Tannehill pass incomplete short left intended for Dontrell Hilliard,2.510,1.820
2,2:00,3,8,WAS 40,7,10,Ryan Tannehill pass complete to Dontrell Hilliard for 4 yards (tackle by Kamren Curl),1.820,4.170
2,2:00,1,10,WAS 21,7,10,"Penalty on Efe Obada: Roughing the Passer, 15 yards (accepted) Penalty on Montez Sweat: Defensive Offside, 5 yards (declined) (no play)",4.170,4.170
2,1:55,1,10,WAS 21,7,10,Derrick Henry up the middle for 4 yards (tackle by James Smith-Williams and Cole Holcomb),4.170,4.200
2,1:32,2,6,WAS 17,7,10,Derrick Henry right end for 8 yards (tackle by Benjamin St-Juste and Cole Holcomb),4.200,5.140
2,0:59,,,,,,Timeout #1 by Tennessee Titans,,
2,0:59,1,9,WAS 9,7,10,Derrick Henry left tackle for 2 yards (tackle by Cole Holcomb and Rachad Wildgoose),5.140,4.760
2,0:54,,,,,,Timeout #1 by Washington Commanders,,
2,0:54,2,7,WAS 7,7,10,Ryan Tannehill pass complete short left to Derrick Henry for 6 yards (tackle by Jamin Davis),4.760,5.170
2,0:20,,,,,,Timeout #2 by Tennessee Titans,,
2,0:20,3,1,WAS 1,13,10,"Derrick Henry up the middle for 1 yard, touchdown",5.170,7.000
2,0:14,,,WAS 15,14,10,Randy Bullock kicks extra point good,0.000,0.000
2,0:17,,,TEN 35,14,10,"Randy Bullock kicks off 50 yards, returned by Jonathan Williams for 19 yards (tackle by Dylan Cole)",0.000,1.200
2,0:10,1,10,WAS 34,14,10,Carson Wentz kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,14,10,"Randy Bullock kicks off 64 yards, returned by Dax Milne for 15 yards (tackle by Andrew Adams)",0.000,-0.140
3,14:55,1,10,WAS 16,14,10,Carson Wentz pass complete deep middle to Terry McLaurin for 34 yards (tackle by Kevin Byard),-0.140,2.260
3,14:10,1,10,WAS 50,14,10,Carson Wentz scrambles left guard for 5 yards (tackle by Jeffery Simmons),2.260,2.390
3,13:28,2,5,TEN 45,14,10,Brian Robinson left tackle for 1 yard (tackle by Rashad Weaver and Jeffery Simmons),2.390,1.820
3,12:46,3,4,TEN 44,14,10,Carson Wentz pass incomplete short left intended for Cole Turner,1.820,0.330
3,12:41,4,4,TEN 44,14,10,Tress Way punts 40 yards out of bounds,0.330,0.380
3,12:34,1,10,TEN 4,14,10,Derrick Henry up the middle for 2 yards (tackle by Daron Payne and Montez Sweat),-0.380,-0.630
3,11:56,2,8,TEN 6,14,10,Ryan Tannehill pass incomplete short right intended for Robert Woods,-0.630,-1.190
3,11:52,3,8,TEN 6,14,10,Ryan Tannehill pass complete short middle to Dontrell Hilliard for -2 yards (tackle by Kamren Curl),-1.190,-2.490
3,11:12,4,10,TEN 4,14,10,"Ryan Stonehouse punts 50 yards, returned by Dax Milne for 8 yards (tackle by Chigoziem Okonkwo and Cody Hollister)",-2.490,-2.520
3,11:00,1,10,TEN 46,14,10,Brian Robinson right guard for no gain (tackle by Teair Tart and David Long),2.520,1.980
3,10:23,2,10,TEN 46,14,10,Brian Robinson left end for 6 yards (tackle by Kevin Byard and Joshua Kalu),1.980,2.080
3,9:36,3,4,TEN 40,14,10,Carson Wentz pass incomplete short middle intended for Dyami Brown (defended by Jeffery Simmons),2.080,0.590
3,9:32,4,4,TEN 40,14,10,Carson Wentz pass incomplete short middle intended for Curtis Samuel (defended by Rashad Weaver),0.590,-1.660
3,9:28,1,10,TEN 41,14,10,Derrick Henry right tackle for -4 yards (tackle by Cole Holcomb),1.660,0.580
3,8:50,2,14,TEN 37,14,10,Ryan Tannehill sacked by Efe Obada for -2 yards,0.580,-0.360
3,8:06,3,16,TEN 35,14,10,Ryan Tannehill pass incomplete short right,-0.360,-1.040
3,8:01,4,16,TEN 35,14,10,"Ryan Stonehouse punts 53 yards, returned by Dax Milne for 8 yards (tackle by Kevin Rader)",-1.040,-0.280
3,7:50,1,10,WAS 20,14,10,Carson Wentz pass complete short middle to Antonio Gibson for 15 yards (tackle by David Long and Kevin Byard),0.280,1.270
3,7:09,1,10,WAS 35,14,10,Carson Wentz pass complete short middle to Antonio Gibson for 9 yards (tackle by David Long),1.270,1.940
3,6:45,2,1,WAS 44,14,10,Antonio Gibson right end for 3 yards (tackle by Kevin Strong and Naquan Jones),1.940,2.060
3,6:06,1,10,WAS 47,14,10,Carson Wentz pass complete short right to John Bates for 20 yards (tackle by Kevin Byard),2.060,3.380
3,5:24,1,10,TEN 33,14,10,Brian Robinson right tackle for 3 yards (tackle by David Long),3.380,3.240
3,4:41,2,7,TEN 30,14,16,"Carson Wentz pass complete deep left to Dyami Brown for 30 yards, touchdown",3.240,7.000
3,4:36,,,TEN 15,14,17,Joey Slye kicks extra point good,0.000,0.000
3,4:36,,,WAS 35,14,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,4:36,1,10,TEN 25,14,17,Derrick Henry right end for 2 yards (tackle by Montez Sweat and Jonathan Bostic),0.610,0.330
3,4:18,2,8,TEN 27,14,17,Ryan Tannehill pass complete deep left to Nick Westbrook-Ikhine for 61 yards (tackle by Bobby McCain),0.330,4.780
3,3:27,1,10,WAS 12,14,17,Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo,4.780,4.100
3,3:23,2,10,WAS 12,14,17,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",4.100,3.420
3,3:23,2,15,WAS 17,14,17,Ryan Tannehill pass complete short left to Robert Woods for 13 yards (tackle by Benjamin St-Juste),3.420,4.840
3,2:36,3,2,WAS 4,14,17,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",4.840,3.700
3,2:14,3,7,WAS 9,14,17,Ryan Tannehill pass complete short middle to Austin Hooper for 7 yards (tackle by Darrick Forrest),3.700,6.740
3,1:35,1,2,WAS 2,14,17,Derrick Henry right end for 1 yard (tackle by Rachad Wildgoose and Darrick Forrest),6.740,5.910
3,1:06,2,1,WAS 1,20,17,"Derrick Henry up the middle for 1 yard, touchdown",5.910,7.000
3,1:03,,,WAS 15,21,17,Randy Bullock kicks extra point good,0.000,0.000
3,1:03,,,TEN 35,21,17,"Randy Bullock kicks off 54 yards, returned by Dax Milne for 12 yards (tackle by Dylan Cole and Hassan Haskins)",0.000,0.480
3,0:58,1,10,WAS 23,21,17,Carson Wentz pass complete short middle to Terry McLaurin for 2 yards (tackle by Kevin Byard),0.480,0.200
3,0:20,2,8,WAS 25,21,17,"Carson Wentz pass complete to Antonio Gibson for no gain. Penalty on Andrew Norwell: Offensive Holding, 10 yards (accepted) (no play)",0.200,-1.280
Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,WAS 15,21,17,Carson Wentz pass complete short left to Terry McLaurin for 5 yards (tackle by Kristian Fulton and David Long),-1.280,-1.150
4,14:18,3,13,WAS 20,21,17,Carson Wentz sacked by Denico Autry for -9 yards,-1.150,-2.490
4,13:42,4,22,WAS 11,21,17,"Tress Way punts 39 yards, fair catch by Robert Woods at 50",-2.490,-2.260
4,13:35,1,10,TEN 50,21,17,Ryan Tannehill pass complete short left to Robert Woods for 3 yards (tackle by Kendall Fuller),2.260,2.120
4,13:15,2,7,WAS 47,21,17,Derrick Henry right end for 5 yards (tackle by Cole Holcomb),2.120,2.080
4,12:38,3,2,WAS 42,21,17,Ryan Tannehill pass incomplete short middle intended for Robert Woods,2.080,0.460
4,12:35,4,2,WAS 42,21,17,Derrick Henry right guard for 4 yards (tackle by Casey Toohill),0.460,3.050
4,11:58,1,10,WAS 38,21,17,Derrick Henry up the middle for 4 yards (tackle by Cole Holcomb),3.050,3.050
4,11:22,2,6,WAS 34,21,17,Derrick Henry right tackle for no gain (tackle by Cole Holcomb),3.050,2.340
4,10:42,3,6,WAS 34,21,17,Ryan Tannehill sacked by James Smith-Williams for -16 yards,2.340,-0.060
4,10:00,4,22,WAS 50,21,17,Ryan Stonehouse punts 40 yards out of bounds,-0.060,0.380
4,9:53,1,10,WAS 10,21,17,Brian Robinson left end for 1 yard (tackle by Kristian Fulton and Denico Autry),-0.380,-0.710
4,9:25,2,9,WAS 11,21,17,"Carson Wentz pass incomplete intended for Cam Sims. Penalty on Jeffery Simmons: Roughing the Passer, 15 yards (accepted) (no play)",-0.710,0.670
4,9:20,1,10,WAS 26,21,17,"Penalty on Andrew Norwell: False Start, 5 yards (accepted) (no play)",0.670,0.340
4,9:20,1,15,WAS 21,21,17,Carson Wentz sacked by and Jeffery Simmons for -8 yards and Sam Okuayinonu for -8 yards,0.340,-1.720
4,8:38,2,23,WAS 13,21,17,Carson Wentz pass complete short middle to J.D. McKissic for 14 yards (tackle by Roger McCreary),-1.720,-0.430
4,7:53,3,9,WAS 27,21,17,Carson Wentz pass complete short middle to J.D. McKissic for 3 yards (tackle by Roger McCreary),-0.430,-1.370
4,7:16,4,6,WAS 30,21,17,"Tress Way punts 45 yards, returned by Robert Woods for no gain (tackle by Christian Holmes)",-1.370,-0.610
4,7:08,1,10,TEN 25,21,17,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,7:08,1,15,TEN 20,21,17,Derrick Henry left tackle for 4 yards (tackle by Daron Payne),0.280,-0.070
4,6:30,2,11,TEN 24,21,17,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by Bobby McCain),-0.070,-0.100
4,5:43,3,6,TEN 29,21,17,Ryan Tannehill scrambles right end for 1 yard (tackle by Cole Holcomb),-0.100,-1.370
4,4:58,4,5,TEN 30,21,17,Ryan Stonehouse punts 59 yards downed by Lonnie Johnson,-1.370,0.370
4,4:46,1,10,WAS 11,21,17,Carson Wentz pass complete short middle to Antonio Gibson for 9 yards (tackle by David Long and Dylan Cole),-0.370,0.360
4,4:05,2,1,WAS 20,21,17,Carson Wentz pass incomplete short middle intended for Antonio Gibson,0.360,-0.370
4,4:01,3,1,WAS 20,21,17,"Carson Wentz pass incomplete deep left intended for Cam Sims WAS challenged the pass completion ruling, and the play was upheld.",-0.370,-2.030
4,3:55,4,1,WAS 20,21,17,Brian Robinson right guard for 2 yards (tackle by David Long),-2.030,0.410
4,3:20,1,10,WAS 22,21,17,"Carson Wentz for no gain. Carson Wentz fumbles, recovered by Carson Wentz at WAS-22 Carson Wentz pass complete short middle to John Bates for 9 yards (tackle by Kristian Fulton)",0.410,1.080
4,2:53,2,1,WAS 31,21,17,Brian Robinson left end for 2 yards (tackle by Kevin Strong),1.080,1.140
4,2:27,1,10,WAS 33,21,17,Carson Wentz pass complete short right to Cam Sims for 7 yards (tackle by Terrance Mitchell),1.140,1.540
4,2:02,2,3,WAS 40,21,17,Carson Wentz pass complete short middle to Curtis Samuel for 8 yards (tackle by David Long),1.540,2.130
4,1:58,1,10,WAS 48,21,17,Carson Wentz pass complete short right to J.D. McKissic for 5 yards (tackle by Andrew Adams),2.130,2.260
4,1:34,2,5,TEN 47,21,17,Carson Wentz scrambles up the middle for 8 yards (tackle by Terrance Mitchell and Kevin Byard),2.260,2.980
4,1:07,1,10,TEN 39,21,17,"Carson Wentz pass incomplete intended for Armani Rogers. Penalty on Nick Martin: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",2.980,2.320
4,1:03,1,20,TEN 49,21,17,Carson Wentz pass complete short right to John Bates for 10 yards (tackle by Andrew Adams),2.320,2.440
4,1:00,2,10,TEN 39,21,17,Carson Wentz pass complete short left to Terry McLaurin for 10 yards (tackle by Kevin Byard),2.440,3.640
4,0:53,1,10,TEN 29,21,17,"Penalty on Cornelius Lucas: False Start, 5 yards (accepted) (no play)",3.640,3.310
4,0:53,1,15,TEN 34,21,17,Carson Wentz pass complete short left to Curtis Samuel for 1 yard (tackle by Terrance Mitchell),3.310,2.560
4,0:36,,,,,,Timeout #2 by Washington Commanders,,
4,0:36,2,14,TEN 33,21,17,Carson Wentz pass complete short middle to J.D. McKissic for 9 yards (tackle by David Long),2.560,3.070
4,0:28,,,,,,Timeout #3 by Washington Commanders,,
4,0:28,3,5,TEN 24,21,17,Carson Wentz pass complete short right to Curtis Samuel for 8 yards (tackle by Terrance Mitchell),3.070,4.510
4,0:24,1,10,TEN 16,21,17,"Carson Wentz pass incomplete intended for Terry McLaurin. Penalty on Kristian Fulton: Defensive Pass Interference, 14 yards (accepted) (no play)",4.510,6.740
4,0:19,,,,,,Timeout #1 by Tennessee Titans,,
4,0:19,1,2,TEN 2,21,17,Carson Wentz pass incomplete short left,6.740,5.720
4,0:13,2,2,TEN 2,21,17,Carson Wentz pass incomplete short middle intended for J.D. McKissic (defended by Teair Tart),5.720,4.950
4,0:09,3,2,TEN 2,21,17,"Carson Wentz pass short left intended for J.D. McKissic is intercepted by David Long at TEN-1 and returned for no gain (tackle by Charles Leno) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Carson Wentz pass short left intended for J.D. McKissic is intercepted by David Long at TEN-1 and returned for no gain (tackle by J.D. McKissic)",4.950,0.380
4,0:06,1,10,TEN 1,21,17,Ryan Tannehill for 2 yards,-0.380,-0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
