Quarter,Time,Down,ToGo,Location,DAL,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,OAK 8,3,0,Dak Prescott right end for 4 yards (tackle by Darius Latham),5.370,5.340
2,14:11,2,4,OAK 4,3,0,"Dak Prescott pass incomplete short right intended for Dez Bryant. Penalty on Sean Smith: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
2,14:07,1,1,OAK 1,9,0,"Rod Smith middle for 1 yard, touchdown",6.970,7.000
2,14:04,,,OAK 15,10,0,Dan Bailey kicks extra point good,0.000,0.000
2,14:04,,,DAL 35,10,0,"Dan Bailey kicks off 63 yards, returned by Cordarrelle Patterson for 28 yards (tackle by Keith Smith). Cordarrelle Patterson fumbles, ball out of bounds at OAK-35. Penalty on James Cowser: Offensive Holding (Declined), Penalty on Jon Feliciano: Offensive Holding, 10 yards",0.000,0.380
2,13:58,1,10,OAK 10,10,0,"Marshawn Lynch left tackle for 1 yard (tackle by Damien Wilson and Benson Mayowa). Penalty on Kelechi Osemele: Offensive Holding, 5 yards (no play)",-0.380,-0.570
2,13:32,1,15,OAK 5,10,0,"Penalty on Jalen Richard: False Start, 2 yards (no play)",-0.570,-0.650
2,13:13,1,17,OAK 3,10,0,Derek Carr pass complete short left to Jalen Richard for 10 yards (tackle by Damien Wilson),-0.650,-0.560
2,12:39,2,7,OAK 13,10,0,Derek Carr pass incomplete deep middle intended for Michael Crabtree,-0.560,-1.070
2,12:33,3,7,OAK 13,10,0,Derek Carr middle for 7 yards (tackle by Jeff Heath),-1.070,0.280
2,11:47,1,10,OAK 20,10,0,Derek Carr pass incomplete short right intended for Marshawn Lynch,0.280,-0.270
2,11:42,2,10,OAK 20,10,0,Marshawn Lynch middle for 5 yards (tackle by Jaylon Smith),-0.270,-0.300
2,11:02,3,5,OAK 25,10,0,"Derek Carr pass complete short right to Michael Crabtree for 14 yards (tackle by Chidobe Awuzie). Michael Crabtree fumbles (forced by Chidobe Awuzie), recovered by Michael Crabtree at OAK-39",-0.300,1.530
2,10:14,1,10,OAK 39,10,0,Cordarrelle Patterson left end for -4 yards (tackle by Kavon Frazier),1.530,0.450
2,9:31,2,14,OAK 35,10,0,Derek Carr pass complete short right to Marshawn Lynch for 6 yards (tackle by Chidobe Awuzie),0.450,0.560
2,8:44,3,8,OAK 41,10,0,Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Chidobe Awuzie),0.560,-0.190
2,8:20,4,1,OAK 48,10,0,"Marquette King punts 42 yards, fair catch by Ryan Switzer",-0.190,0.380
2,8:12,1,10,DAL 10,10,0,Alfred Morris middle for no gain (tackle by Reggie Nelson),-0.380,-0.780
2,7:33,2,10,DAL 10,10,0,Dak Prescott pass complete short right to Alfred Morris for -1 yards (tackle by NaVorro Bowman),-0.780,-1.540
2,6:51,3,11,DAL 9,10,0,"Dak Prescott pass incomplete short right intended for Rod Smith. Penalty on Denico Autry: Defensive Holding, 5 yards (no play)",-1.540,0.000
2,6:46,,,,,,Timeout #1 by Oakland Raiders,0.000,0.280
2,6:46,1,10,DAL 14,10,0,Dak Prescott sacked by Khalil Mack for -5 yards,-0.280,-1.150
2,6:04,2,15,DAL 9,10,0,Rod Smith middle for 3 yards (tackle by Khalil Mack),-1.150,-1.650
2,5:23,3,12,DAL 12,10,0,Dak Prescott pass complete short left to Jason Witten for 13 yards (tackle by T.J. Carrie),-1.650,0.610
2,4:46,1,10,DAL 25,10,0,Alfred Morris left tackle for no gain (tackle by Darius Latham and NaVorro Bowman),0.610,0.060
2,4:09,2,10,DAL 25,10,0,Dak Prescott pass complete short left to Alfred Morris for 1 yard (tackle by NaVorro Bowman),0.060,-0.490
2,3:22,3,9,DAL 26,10,0,Dak Prescott pass incomplete deep right intended for Cole Beasley (defended by T.J. Carrie),-0.490,-1.630
2,3:12,4,9,DAL 26,10,0,"Chris Jones punts 43 yards, fair catch by Jalen Richard",-1.630,-1.000
2,3:08,1,10,OAK 31,10,0,Marshawn Lynch left tackle for 9 yards (tackle by Sean Lee and Anthony Hitchens),1.000,1.680
2,2:43,2,1,OAK 40,10,0,Marshawn Lynch right guard for no gain (tackle by Sean Lee),1.680,0.960
2,2:04,3,1,OAK 40,10,0,Derek Carr middle for 1 yard (tackle by Richard Ash),0.960,1.660
2,2:00,1,10,OAK 41,10,0,"Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Anthony Brown). Penalty on Richard Ash: Defensive Offside, 5 yards (no play)",1.660,2.390
2,1:53,1,5,OAK 46,10,0,Marshawn Lynch middle for 9 yards (tackle by Xavier Woods),2.390,2.590
2,1:35,1,10,DAL 45,10,0,Derek Carr pass complete short right to Michael Crabtree for 9 yards,2.590,3.260
2,1:29,2,1,DAL 36,10,0,DeAndre Washington middle for 1 yard (tackle by Xavier Woods),3.260,3.250
2,1:02,1,10,DAL 35,10,0,Derek Carr pass complete short left to Seth Roberts for 5 yards (tackle by Jourdan Lewis),3.250,3.380
2,0:37,2,5,DAL 30,10,0,Derek Carr pass complete short left to DeAndre Washington for 6 yards (tackle by Jourdan Lewis),3.380,0.000
2,0:27,,,,,,Timeout #2 by Oakland Raiders,0.000,-3.970
2,0:27,1,10,DAL 24,10,0,Derek Carr pass incomplete short middle intended for Cordarrelle Patterson (defended by Anthony Brown),3.970,3.430
2,0:21,2,10,DAL 24,10,0,Derek Carr pass complete short middle to Jared Cook for 13 yards (tackle by Sean Lee),3.430,0.000
2,0:14,,,,,,Timeout #3 by Oakland Raiders,0.000,-4.840
2,0:14,1,10,DAL 11,10,0,"Derek Carr pass complete short middle to Jared Cook for 11 yards. Penalty on Jared Cook: Offensive Pass Interference, 10 yards (no play)",4.840,4.170
2,0:10,1,20,DAL 21,10,0,Derek Carr pass incomplete deep right intended for Michael Crabtree,4.170,2.940
2,0:03,2,20,DAL 21,10,0,Giorgio Tavecchio 39 yard field goal no good,2.940,0.810
Quarter,Time,Down,ToGo,Location,DAL,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,0,"Dan Bailey kicks off 65 yards, returned by Cordarrelle Patterson for 100 yards. Penalty on Xavier Woodson-Luster: Offensive Holding, 10 yards",0.000,0.380
3,14:45,1,10,OAK 10,10,0,Derek Carr pass complete short middle to Jalen Richard for 11 yards (tackle by Jeff Heath),-0.380,0.340
3,14:01,1,10,OAK 21,10,0,Marshawn Lynch middle for 11 yards (tackle by Tyrone Crawford and Jourdan Lewis),0.340,1.070
3,13:15,1,10,OAK 32,10,0,Marshawn Lynch left tackle for -2 yards (tackle by Sean Lee),1.070,0.260
3,12:34,2,12,OAK 30,10,0,Derek Carr pass complete short right to Marshawn Lynch for 8 yards (tackle by Byron Jones),0.260,0.630
3,12:25,3,4,OAK 38,10,0,"Penalty on Vadal Alexander: False Start, 5 yards (no play)",0.630,-0.030
3,11:26,3,9,OAK 33,10,0,Derek Carr pass complete short middle to DeAndre Washington for 10 yards (tackle by Sean Lee and Xavier Woods),-0.030,1.800
3,10:47,1,10,OAK 43,10,0,DeAndre Washington right tackle for 2 yards (tackle by Anthony Hitchens and Chidobe Awuzie),1.800,1.520
3,10:04,2,8,OAK 45,10,0,Marshawn Lynch middle for 2 yards (tackle by Datone Jones),1.520,1.090
3,9:22,3,6,OAK 47,10,0,Derek Carr for 32 yards (tackle by Jeff Heath),1.090,4.170
3,8:42,1,10,DAL 21,10,0,Derek Carr pass incomplete deep left intended for Michael Crabtree (defended by Jourdan Lewis),4.170,3.630
3,8:37,2,10,DAL 21,10,0,Marshawn Lynch left end for 19 yards (tackle by Jourdan Lewis and Anthony Hitchens),3.630,6.740
3,8:08,1,2,DAL 2,10,6,"Derek Carr pass complete short right to Michael Crabtree for 2 yards, touchdown",6.740,7.000
3,8:03,,,DAL 15,10,7,Giorgio Tavecchio kicks extra point good,0.000,0.000
3,8:03,,,OAK 35,10,7,"Giorgio Tavecchio kicks off 72 yards, returned by Ryan Switzer for 22 yards (tackle by Antonio Hamilton)",0.000,0.220
3,7:59,1,10,DAL 15,10,7,Alfred Morris middle for 1 yard (tackle by Justin Ellis and Denico Autry),-0.220,-0.580
3,7:26,2,9,DAL 16,10,7,Dak Prescott pass incomplete short left intended for Cole Beasley (defended by T.J. Carrie),-0.580,-1.250
3,7:19,3,9,DAL 16,10,7,Dak Prescott pass incomplete short left intended for Cole Beasley is intercepted by Sean Smith at DAL-22,-1.250,-4.110
3,7:14,1,10,DAL 22,10,7,Derek Carr pass incomplete deep left intended for Michael Crabtree,4.110,3.560
3,7:10,2,10,DAL 22,10,7,Marshawn Lynch middle for 1 yard (tackle by Xavier Woods and Demarcus Lawrence),3.560,3.010
3,6:23,3,9,DAL 21,10,7,Derek Carr pass incomplete short middle intended for DeAndre Washington,3.010,2.060
3,6:18,4,9,DAL 21,10,10,Giorgio Tavecchio 39 yard field goal good,2.060,3.000
3,6:14,,,OAK 35,10,10,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
3,6:14,1,10,DAL 25,10,10,Alfred Morris right tackle for 2 yards (tackle by Justin Ellis and Eddie Vanderdoes),0.610,0.330
3,5:38,2,8,DAL 27,10,10,Dak Prescott sacked by Khalil Mack for -3 yards,0.330,-0.760
3,4:52,3,11,DAL 24,10,10,Dak Prescott pass incomplete deep right intended for Cole Beasley,-0.760,-1.770
3,4:45,4,11,DAL 24,10,10,Chris Jones for 24 yards (tackle by Jalen Richard),-1.770,2.130
3,4:10,1,10,DAL 48,10,10,Dak Prescott pass incomplete deep right intended for Terrance Williams (defended by Dexter McDonald),2.130,1.580
3,4:02,2,10,DAL 48,10,10,"Dak Prescott pass incomplete short middle intended for Jason Witten. Penalty on NaVorro Bowman: Defensive Pass Interference, 5 yards (no play)",1.580,2.460
3,3:57,1,10,OAK 47,10,10,Dak Prescott pass complete short left to Jason Witten for 7 yards (tackle by Sean Smith),2.460,2.860
3,3:17,2,3,OAK 40,10,10,Rod Smith left guard for 6 yards (tackle by Justin Ellis),2.860,3.310
3,2:31,1,10,OAK 34,10,10,"Dak Prescott pass incomplete short right intended for Dez Bryant. Penalty on Rod Smith: Offensive Holding, 10 yards (no play)",3.310,2.650
3,2:23,1,20,OAK 44,10,10,Dak Prescott pass complete short left to Dez Bryant for 19 yards (tackle by Nicholas Morrow),2.650,3.990
3,1:58,2,1,OAK 25,10,10,Dak Prescott left end for 17 yards (tackle by Bruce Irvin),3.990,5.370
3,1:22,1,8,OAK 8,10,10,Rod Smith middle for 3 yards (tackle by Khalil Mack and Darius Latham),5.370,5.150
3,0:53,2,5,OAK 5,16,10,"Dak Prescott middle for 5 yards, touchdown",5.150,7.000
3,0:45,,,OAK 15,17,10,Dan Bailey kicks extra point good,0.000,0.000
3,0:45,,,DAL 35,17,10,"Dan Bailey kicks off 62 yards, returned by Cordarrelle Patterson for 44 yards (tackle by Anthony Brown). Cordarrelle Patterson fumbles, ball out of bounds at OAK-47",0.000,-2.060
3,0:35,1,10,OAK 47,17,10,Derek Carr pass incomplete short middle intended for Jared Cook,2.060,1.520
3,0:28,2,10,OAK 47,17,10,Derek Carr pass complete short left to Michael Crabtree for 1 yard (tackle by Kavon Frazier),1.520,0.960
Quarter,Time,Down,ToGo,Location,DAL,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,OAK 48,17,10,Derek Carr pass complete deep left to Seth Roberts for 28 yards (tackle by Anthony Brown),0.960,3.970
,,,,,,,"DAL challenged the pass completion ruling, and the play was upheld.",,
4,14:29,1,10,DAL 24,17,10,Marshawn Lynch left guard for 4 yards (tackle by Sean Lee and Kavon Frazier),3.970,3.970
4,13:44,2,6,DAL 20,17,10,Derek Carr pass complete short middle to Lee Smith for 3 yards (tackle by Kavon Frazier and Sean Lee),3.970,3.750
4,12:57,3,3,DAL 17,17,10,Derek Carr pass complete short left to Michael Crabtree for 4 yards (tackle by Jourdan Lewis),3.750,4.710
4,12:51,1,10,DAL 13,17,10,"Penalty on Jared Cook: False Start, 5 yards (no play)",4.710,4.290
4,11:50,1,15,DAL 18,17,10,Marshawn Lynch left tackle for 5 yards (tackle by Anthony Brown and Kavon Frazier),4.290,4.050
4,11:43,2,10,DAL 13,17,10,"Derek Carr pass incomplete short right intended for Seth Roberts (defended by Chidobe Awuzie). Penalty on Chidobe Awuzie: Illegal Contact, 5 yards (no play)",4.050,5.370
4,11:37,1,8,DAL 8,17,10,Derek Carr pass incomplete short left intended for Michael Crabtree,5.370,4.570
4,11:32,2,8,DAL 8,17,10,Marshawn Lynch middle for 6 yards (tackle by Kavon Frazier and Demarcus Lawrence),4.570,4.950
4,10:40,3,2,DAL 2,17,16,"Derek Carr pass complete short right to Michael Crabtree for 2 yards, touchdown",4.950,7.000
4,10:35,,,DAL 15,17,17,Giorgio Tavecchio kicks extra point good,0.000,0.000
4,10:35,,,OAK 35,17,17,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
4,10:35,1,10,DAL 25,17,17,Dez Bryant left end for -4 yards (tackle by Karl Joseph),0.610,-0.480
4,10:07,2,14,DAL 21,17,17,"Dak Prescott right end for 11 yards (tackle by Eddie Vanderdoes). Penalty on Byron Bell: Offensive Holding, 10 yards (no play)",-0.480,-1.800
4,9:41,2,24,DAL 11,17,17,Dak Prescott pass complete short right to Rod Smith for 6 yards (tackle by Shilique Calhoun and Denico Autry),-1.800,-1.930
4,8:56,3,18,DAL 17,17,17,Dak Prescott pass complete short middle to Cole Beasley for 15 yards (tackle by NaVorro Bowman),-1.930,-1.240
4,8:15,4,3,DAL 32,17,17,"Chris Jones punts 43 yards, out of bounds. Penalty on Shilique Calhoun: Offensive Holding, 10 yards",-1.240,0.220
4,8:07,1,10,OAK 15,17,17,Derek Carr pass complete short middle to Marshawn Lynch for 2 yards (tackle by Anthony Hitchens and Sean Lee),-0.220,-0.440
4,7:26,2,8,OAK 17,17,17,Marshawn Lynch middle for 4 yards (tackle by Tyrone Crawford),-0.440,-0.630
4,6:46,3,4,OAK 21,17,17,Derek Carr pass incomplete short left intended for Jared Cook (defended by Byron Jones),-0.630,-1.960
4,6:42,4,4,OAK 21,17,17,"Marquette King punts 57 yards, returned by Ryan Switzer for 8 yards (tackle by Nicholas Morrow)",-1.960,-0.940
4,6:30,1,10,DAL 30,17,17,Dak Prescott pass incomplete short right intended for Dez Bryant,0.940,0.390
4,6:25,2,10,DAL 30,17,17,Alfred Morris middle for no gain (tackle by Khalil Mack),0.390,-0.300
4,5:39,3,10,DAL 30,17,17,Dak Prescott pass complete short right to Jason Witten for 9 yards (tackle by Karl Joseph),-0.300,-0.780
,,,,,,,"OAK challenged the first down ruling, and the original play was overturned.",,
4,5:06,4,1,DAL 39,17,17,Dak Prescott middle for 1 yard (tackle by Nicholas Morrow),-0.780,1.600
4,4:31,1,10,DAL 40,17,17,Dak Prescott pass complete short right to Keith Smith for 12 yards (tackle by Bruce Irvin),1.600,2.390
4,3:51,1,10,OAK 48,17,17,Alfred Morris middle for 3 yards (tackle by Justin Ellis and Khalil Mack),2.390,2.250
4,3:09,2,7,OAK 45,17,17,Dak Prescott pass complete deep right to Dez Bryant for 40 yards (tackle by Sean Smith),2.250,6.060
4,2:21,1,5,OAK 5,17,17,Alfred Morris middle for 4 yards (tackle by Karl Joseph and NaVorro Bowman),6.060,5.910
4,1:59,2,1,OAK 1,17,17,Alfred Morris middle for no gain (tackle by Eddie Vanderdoes and Darius Latham),5.910,0.000
4,1:53,,,,,,Timeout #1 by Oakland Raiders,0.000,-5.170
4,1:53,3,1,OAK 1,17,17,Alfred Morris right guard for no gain (tackle by Xavier Woodson-Luster and NaVorro Bowman),5.170,0.000
4,1:47,,,,,,Timeout #2 by Oakland Raiders,0.000,-3.550
4,1:47,4,1,OAK 1,20,17,Dan Bailey 19 yard field goal good,3.550,3.000
4,1:44,,,DAL 35,20,17,"Dan Bailey kicks off 65 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Damien Wilson). Penalty on James Cowser: Offensive Holding, 10 yards",0.000,0.370
4,1:38,1,10,OAK 11,20,17,Derek Carr pass incomplete short left intended for Seth Roberts (defended by Anthony Brown),-0.370,-0.780
4,1:34,2,10,OAK 11,20,17,Derek Carr pass complete deep middle to Seth Roberts for 19 yards (tackle by Jeff Heath),-0.780,0.940
4,1:16,1,10,OAK 30,20,17,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Chidobe Awuzie),0.940,0.390
4,1:10,2,10,OAK 30,20,17,Derek Carr pass incomplete short middle intended for Michael Crabtree,0.390,-0.300
4,1:05,3,10,OAK 30,20,17,Derek Carr pass incomplete short left intended for Seth Roberts (defended by Anthony Brown),-0.300,-1.370
4,1:01,4,10,OAK 30,20,17,"Derek Carr pass incomplete deep middle intended for Michael Crabtree. Penalty on Jourdan Lewis: Defensive Pass Interference, 55 yards (no play)",-1.370,4.580
4,0:51,1,10,DAL 15,20,17,Derek Carr pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Chidobe Awuzie),4.580,5.220
4,0:44,2,3,DAL 8,20,17,Derek Carr pass incomplete short middle intended for Michael Crabtree (defended by Jeff Heath),5.220,0.000
4,0:39,,,,,,Timeout #2 by Dallas Cowboys,0.000,-4.450
4,0:39,3,3,DAL 8,20,17,"Derek Carr right end for 7 yards (tackle by Jeff Heath). Derek Carr fumbles (forced by Jeff Heath). Penalty on Marshawn Lynch: Unsportsmanlike Conduct, 15 yards",4.450,-1.270
4,0:31,1,10,DAL 35,20,17,Dak Prescott kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
