Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Donovan Smith,T,83,100%,0,0%,4,15%
Kevin Pamphile,G,83,100%,0,0%,4,15%
Evan Dietrich-Smith,G,83,100%,0,0%,2,8%
Jameis Winston,QB,83,100%,0,0%,0,0%
Joe Hawley,C,83,100%,0,0%,0,0%
Mike Evans,WR,70,84%,0,0%,0,0%
Adam Humphries,WR,58,70%,0,0%,4,15%
Chris Godwin,WR,58,70%,0,0%,0,0%
Caleb Benenoch,T,53,64%,0,0%,2,8%
Antony Auclair,TE,49,59%,0,0%,11,42%
Peyton Barber,RB,45,54%,0,0%,0,0%
Cameron Brate,TE,43,52%,0,0%,0,0%
Leonard Wester,T,36,43%,0,0%,4,15%
Charles Sims,RB,32,39%,0,0%,5,19%
Alan Cross,FB,20,24%,0,0%,19,73%
Freddie Martino,WR,18,22%,0,0%,17,65%
Bobo Wilson,WR,10,12%,0,0%,6,23%
Doug Martin,RB,4,5%,0,0%,0,0%
Jacquizz Rodgers,RB,2,2%,0,0%,11,42%
Chris Conte,SS,0,0%,58,100%,11,42%
Brent Grimes,CB,0,0%,58,100%,0,0%
Ryan Smith,CB,0,0%,57,98%,5,19%
Kwon Alexander,LB,0,0%,57,98%,5,19%
Lavonte David,LB,0,0%,56,97%,5,19%
Kendell Beckwith,LB,0,0%,55,95%,7,27%
Gerald McCoy,DT,0,0%,50,86%,5,19%
Keith Tandy,FS,0,0%,38,66%,15,58%
Robert McClain,CB,0,0%,38,66%,15,58%
Clinton McDonald,DT,0,0%,38,66%,1,4%
Ryan Russell,DE,0,0%,36,62%,0,0%
Will Clarke,DE,0,0%,25,43%,16,62%
William Gholston,DE,0,0%,22,38%,6,23%
T.J. Ward,FS,0,0%,20,34%,2,8%
Sealver Siliga,DT,0,0%,16,28%,8,31%
Chris Baker,DT,0,0%,9,16%,0,0%
Riley Bullough,LB,0,0%,3,5%,17,65%
Channing Ward,DT,0,0%,2,3%,1,4%
Josh Robinson,FS,0,0%,0,0%,17,65%
Nigel Harris,LB,0,0%,0,0%,17,65%
Isaiah Johnson,FS,0,0%,0,0%,16,62%
Patrick Murray,K,0,0%,0,0%,10,38%
Garrison Sanborn,LS,0,0%,0,0%,6,23%
Bryan Anger,P,0,0%,0,0%,6,23%
Javien Elliott,CB,0,0%,0,0%,4,15%
Mike Liedtke,G,0,0%,0,0%,2,8%
