Quarter,Time,Tm,Detail,DET,CHI
1.0,10:14,Lions,Tim Wright 9 yard pass from Matthew Stafford (Matt Prater kick),7,0
2.0,0:00,Lions,Matt Prater 59 yard field goal,10,0
3.0,9:03,Bears,Robbie Gould 49 yard field goal,10,3
,5:28,Bears,Josh Bellamy 34 yard pass from Jay Cutler (Robbie Gould kick),10,10
,1:07,Lions,Calvin Johnson 36 yard pass from Matthew Stafford (Matt Prater kick),17,10
4.0,13:20,Bears,Matt Forte 23 yard pass from Jay Cutler (Robbie Gould kick),17,17
,8:46,Lions,Eric Ebron 1 yard pass from Matthew Stafford (Matt Prater kick),24,17
,5:39,Bears,Robbie Gould 34 yard field goal,24,20
