Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Nick Folk kicks off 63 yards, returned by Raheem Mostert for 21 yards (tackle by Adrian Phillips and Mack Wilson)",0.000,0.480
1,14:55,1,10,MIA 23,0,0,Raheem Mostert left end for 2 yards (tackle by Lawrence Guy and Ja'Whaun Bentley),0.480,0.200
1,14:17,2,8,MIA 25,0,0,Teddy Bridgewater pass complete short middle to Tyreek Hill for 15 yards (tackle by Devin McCourty),0.200,1.600
1,13:39,1,10,MIA 40,0,0,Raheem Mostert left guard for 2 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),1.600,1.320
1,12:46,2,8,MIA 42,0,0,"Penalty on Teddy Bridgewater: False Start, 5 yards (accepted) (no play)",1.320,0.650
1,12:29,2,13,MIA 37,0,0,Teddy Bridgewater pass complete short right to Trent Sherfield for 7 yards (tackle by Myles Bryant),0.650,0.890
1,11:48,3,6,MIA 44,0,0,Teddy Bridgewater pass incomplete deep left intended for Tyreek Hill,0.890,-0.460
1,11:42,4,6,MIA 44,0,0,"Thomas Morstead punts 45 yards, returned by Myles Bryant for 8 yards (tackle by Andrew Van Ginkel)",-0.460,-0.150
1,11:33,1,10,NWE 19,0,0,Mac Jones pass incomplete short left intended for Jakobi Meyers (defended by Andrew Van Ginkel),0.150,-0.390
1,11:30,2,10,NWE 19,0,0,Rhamondre Stevenson right guard for 5 yards (tackle by Elandon Roberts),-0.390,-0.420
1,10:52,3,5,NWE 24,0,0,"Mac Jones pass incomplete short right intended for Nelson Agholor. Penalty on Keion Crossen: Defensive Pass Interference, 9 yards (accepted) (no play)",-0.420,1.140
1,10:47,1,10,NWE 33,0,0,Mac Jones pass complete short right to Hunter Henry for 2 yards (tackle by Jerome Baker),1.140,0.860
1,10:19,2,8,NWE 35,0,0,"Mac Jones pass complete deep right to Tyquan Thornton for 24 yards MIA challenged the pass completion ruling, and the play was upheld.",0.860,2.850
1,10:09,1,10,MIA 41,0,0,Mac Jones pass complete short right to Jakobi Meyers for 17 yards (tackle by Keion Crossen and Jevon Holland),2.850,3.970
1,9:31,1,10,MIA 24,0,0,Damien Harris right end for 8 yards (tackle by Jevon Holland),3.970,4.650
1,8:48,2,2,MIA 16,0,0,Mac Jones pass incomplete deep right intended for Jakobi Meyers,4.650,3.950
1,8:44,3,2,MIA 16,0,0,"Mac Jones pass incomplete deep left intended for Jakobi Meyers. Penalty on Kader Kohou: Defensive Holding, 5 yards (accepted) (no play)",3.950,4.840
1,8:38,1,10,MIA 11,0,0,Rhamondre Stevenson up the middle for 3 yards (tackle by Christian Wilkins and John Jenkins),4.840,4.700
1,7:55,,,,,,Timeout #1 by New England Patriots,,
1,7:55,2,7,MIA 8,0,0,Rhamondre Stevenson left guard for 1 yard (tackle by Andrew Van Ginkel and Zach Sieler),4.700,3.980
1,7:19,3,6,MIA 7,0,6,"Mac Jones pass complete short left to Tyquan Thornton for 7 yards, touchdown",3.980,7.000
1,7:15,,,MIA 15,0,7,Nick Folk kicks extra point good,0.000,0.000
1,7:15,,,NWE 35,0,7,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
1,7:15,1,10,MIA 25,0,7,Jeff Wilson right tackle for 3 yards (tackle by Davon Godchaux and Jahlani Tavai),0.610,0.470
1,6:39,2,7,MIA 28,0,7,Teddy Bridgewater pass incomplete short right intended for Jeff Wilson,0.470,-0.230
1,6:34,3,7,MIA 28,0,7,Teddy Bridgewater scrambles right end for 6 yards (tackle by Jabrill Peppers and Ja'Whaun Bentley),-0.230,-1.110
1,5:39,,,,,,Timeout #2 by Miami Dolphins,,
1,5:39,4,1,MIA 34,0,7,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",-1.110,-1.440
1,5:39,4,6,MIA 29,0,7,"Thomas Morstead punts out of bounds. Penalty on Brenden Schooler: Running Into the Kicker, 5 yards (accepted) (no play)",-1.440,-1.110
1,5:32,4,1,MIA 34,0,7,Jeff Wilson right guard for 2 yards (tackle by Deatrich Wise),-1.110,1.330
1,4:54,1,10,MIA 36,0,7,Jeff Wilson right end for 2 yards (tackle by Jonathan Jones),1.330,1.060
1,4:07,2,8,MIA 38,0,7,Jeff Wilson right guard for 2 yards (tackle by Kyle Dugger and Davon Godchaux),1.060,0.630
1,3:22,3,6,MIA 40,0,7,Teddy Bridgewater pass complete short middle to Jeff Wilson for 13 yards (tackle by Jahlani Tavai),0.630,2.460
1,2:46,1,10,NWE 47,0,7,Jeff Wilson right tackle for 4 yards (tackle by Ja'Whaun Bentley and Kyle Dugger),2.460,2.380
1,2:02,2,7,NWE 43,0,7,Teddy Bridgewater pass complete deep left to Tyreek Hill for 19 yards,2.380,3.970
1,1:35,1,10,NWE 24,0,7,Jeff Wilson left tackle for 5 yards (tackle by Jahlani Tavai and Deatrich Wise),3.970,4.120
1,0:52,2,5,NWE 19,0,7,Teddy Bridgewater pass complete short right to Mike Gesicki for 14 yards (tackle by Devin McCourty),4.120,6.060
1,0:13,1,5,NWE 5,0,7,Raheem Mostert right guard for 3 yards (tackle by Lawrence Guy),6.060,5.720
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,NWE 2,6,7,"Tyreek Hill left tackle for 2 yards, touchdown",5.720,7.000
2,14:55,,,NWE 15,7,7,Jason Sanders kicks extra point good,0.000,0.000
2,14:55,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,14:55,1,10,NWE 25,7,7,Mac Jones pass complete short middle to Damien Harris for 5 yards (tackle by Elandon Roberts),0.610,0.740
2,14:21,2,5,NWE 30,7,7,Mac Jones pass complete short left to Jakobi Meyers for -1 yards (tackle by Kader Kohou),0.740,-0.100
2,13:45,3,6,NWE 29,7,7,Mac Jones pass complete deep right to Hunter Henry for 29 yards (tackle by Jevon Holland),-0.100,2.790
2,13:26,1,10,MIA 42,7,7,Mac Jones sacked by Christian Wilkins for -9 yards,2.790,1.030
2,12:48,2,19,NWE 49,7,7,Rhamondre Stevenson right tackle for 18 yards (tackle by Eric Rowe),1.030,2.740
2,12:02,3,1,MIA 33,7,7,Mac Jones sacked by Elandon Roberts for -12 yards,2.740,0.270
2,11:27,4,13,MIA 45,7,7,"Michael Palardy punts 45 yards, touchback.",0.270,-0.280
2,11:19,1,10,MIA 20,7,7,Raheem Mostert left end for 4 yards (tackle by Myles Bryant),0.280,0.270
2,10:37,2,6,MIA 24,7,7,Teddy Bridgewater pass complete short right to Raheem Mostert for 8 yards (tackle by Raekwon McMillan),0.270,1.070
2,9:56,1,10,MIA 32,7,7,Raheem Mostert left guard for 6 yards (tackle by Davon Godchaux),1.070,1.340
2,9:25,2,4,MIA 38,7,7,Raheem Mostert up the middle for 1 yard (tackle by Lawrence Guy),1.340,0.760
2,8:41,3,3,MIA 39,7,7,Teddy Bridgewater pass complete short right to Raheem Mostert for 25 yards (tackle by Josh Uche),0.760,3.180
2,7:50,,,,,,Timeout #3 by Miami Dolphins,,
2,7:50,1,10,NWE 36,7,7,Jeff Wilson right guard for 2 yards (tackle by Ja'Whaun Bentley),3.180,2.910
2,7:08,2,8,NWE 34,7,7,Jeff Wilson right guard for 1 yard (tackle by Raekwon McMillan),2.910,2.350
2,6:30,3,7,NWE 33,7,7,Teddy Bridgewater pass incomplete short right intended for Jaylen Waddle,2.350,1.150
2,6:26,4,7,NWE 33,7,7,Jason Sanders 51 yard field goal no good,1.150,-1.660
2,6:21,1,10,NWE 41,7,7,"Penalty on Trent Brown: False Start, 5 yards (accepted) (no play)",1.660,1.330
2,6:21,1,15,NWE 36,7,7,Rhamondre Stevenson up the middle for 3 yards (tackle by Jaelan Phillips),1.330,0.850
2,5:46,2,12,NWE 39,7,7,Mac Jones pass incomplete short right,0.850,0.170
2,5:42,3,12,NWE 39,7,7,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,0.170,-0.780
2,5:38,4,12,NWE 39,7,7,"Michael Palardy punts 37 yards, returned by Cedrick Wilson for no gain (tackle by Adrian Phillips). Penalty on Elijah Campbell: Offensive Holding, 10 yards (accepted)",-0.780,0.280
2,5:28,1,10,MIA 14,7,7,Raheem Mostert right guard for 4 yards (tackle by Adrian Phillips),-0.280,-0.210
2,4:50,2,6,MIA 18,7,7,Teddy Bridgewater pass complete short right to Durham Smythe for 9 yards (tackle by Ja'Whaun Bentley and Matt Judon),-0.210,0.740
2,4:08,1,10,MIA 27,7,7,Teddy Bridgewater pass complete short left to Jeff Wilson for 9 yards (tackle by Myles Bryant),0.740,1.410
2,3:28,2,1,MIA 36,7,7,Jeff Wilson up the middle for 11 yards (tackle by Kyle Dugger and Jahlani Tavai),1.410,2.060
2,2:47,1,10,MIA 47,7,7,Jeff Wilson right tackle for no gain (tackle by Ja'Whaun Bentley and Adrian Phillips),2.060,1.520
2,2:06,2,10,MIA 47,7,7,Teddy Bridgewater sacked by Carl Davis for -12 yards,1.520,-0.760
2,2:00,3,22,MIA 35,7,7,Teddy Bridgewater pass complete short middle to Jaylen Waddle for 17 yards (tackle by Jonathan Jones),-0.760,0.070
2,1:52,4,5,NWE 48,7,7,Thomas Morstead punts 46 yards out of bounds,0.070,0.380
2,1:45,1,10,NWE 2,7,7,Damien Harris up the middle for 11 yards (tackle by Jevon Holland),-0.380,-0.320
2,1:13,1,10,NWE 13,7,7,Mac Jones pass complete short middle to Damien Harris for 9 yards (tackle by Jerome Baker and Andrew Van Ginkel),-0.320,0.490
2,0:53,2,1,NWE 22,7,7,Mac Jones pass incomplete deep left intended for Tyquan Thornton,0.490,-0.350
2,0:45,3,1,NWE 22,7,7,Damien Harris up the middle for no gain (tackle by Elandon Roberts and Raekwon Davis),-0.350,-1.900
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,7,7,Mac Jones pass incomplete short middle intended for Jakobi Meyers (defended by Jerome Baker),0.610,0.060
3,14:56,2,10,NWE 25,7,7,Mac Jones pass complete short right to Damien Harris for 4 yards (tackle by Christian Wilkins),0.060,-0.100
3,14:17,3,6,NWE 29,7,7,Mac Jones pass incomplete deep right intended for Nelson Agholor,-0.100,-1.440
3,14:13,4,6,NWE 29,7,7,"Michael Palardy punts 34 yards, returned by Cedrick Wilson for 3 yards (tackle by Brenden Schooler)",-1.440,-1.600
3,14:05,1,10,MIA 40,7,7,Jeff Wilson right tackle for 1 yard (tackle by Jabrill Peppers),1.600,1.190
3,13:24,2,9,MIA 41,7,7,Teddy Bridgewater pass incomplete deep right intended for Tyreek Hill,1.190,0.500
3,13:19,3,9,MIA 41,7,7,Teddy Bridgewater pass incomplete short left intended for Trent Sherfield (defended by Myles Bryant),0.500,-0.650
3,13:12,4,9,MIA 41,7,7,"Thomas Morstead punts 51 yards, returned by Myles Bryant for 2 yards (tackle by Elandon Roberts)",-0.650,0.380
3,13:01,1,10,NWE 10,7,7,Mac Jones pass incomplete short left intended for Hunter Henry,-0.380,-0.780
