Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2,15:00,2,2,WAS 20,0,14,Aaron Rodgers left end for 3 yards (tackle by Preston Smith),4.250,4.440
2,14:19,1,10,WAS 17,0,14,Aaron Rodgers pass incomplete deep middle intended for Randall Cobb,4.440,3.850
2,14:12,2,10,WAS 17,0,14,Aaron Rodgers pass incomplete short right intended for Davante Adams,3.850,3.070
2,14:06,3,10,WAS 17,0,14,"Aaron Rodgers up the middle for no gain (tackle by D.J. Swearinger). Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",3.070,1.880
2,13:32,3,20,WAS 27,0,14,Aaron Rodgers pass complete short middle to Davante Adams for 4 yards (tackle by Montae Nicholson and Jonathan Allen),1.880,1.930
2,12:56,4,16,WAS 23,3,14,Mason Crosby 41 yard field goal good,1.930,3.000
2,12:52,,,GNB 35,3,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,12:52,1,10,WAS 25,3,14,Adrian Peterson right end for 3 yards (tackle by Kenny Clark),0.610,0.470
2,12:07,2,7,WAS 28,3,14,Alex Smith pass complete short middle to Jordan Reed for 15 yards (tackle by Kentrell Brice),0.470,1.800
2,11:26,1,10,WAS 43,3,14,Alex Smith pass short left intended for Jordan Reed is intercepted by Ha Ha Clinton-Dix at GB-44 and returned for 1 yard,1.800,-1.930
2,11:20,1,10,GNB 45,3,14,Aaron Rodgers sacked by Matthew Ioannidis for -7 yards,1.930,0.440
2,10:38,2,17,GNB 38,3,14,Jamaal Williams left end for 9 yards (tackle by Montae Nicholson and Mason Foster),0.440,0.960
2,9:58,3,8,GNB 47,3,14,Aaron Rodgers pass complete short right to Geronimo Allison for 12 yards (tackle by Josh Norman),0.960,2.850
2,9:17,1,10,WAS 41,3,14,Ty Montgomery right end for -2 yards (tackle by Mason Foster and Zach Brown),2.850,2.040
2,8:39,2,12,WAS 43,3,14,Aaron Rodgers pass complete short left to Davante Adams for no gain (tackle by Jonathan Allen),2.040,1.350
2,7:54,3,12,WAS 43,3,14,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,1.350,0.400
2,7:49,4,12,WAS 43,3,14,JK Scott punts 41 yards downed by Marquez Valdes-Scantling,0.400,0.380
2,7:40,1,10,WAS 2,3,14,Adrian Peterson right tackle for 4 yards (tackle by Jaire Alexander and Clay Matthews),-0.380,-0.490
2,7:17,,,,,,Timeout #1 by Washington Redskins,,
2,7:17,2,6,WAS 6,3,14,Alex Smith pass incomplete short middle intended for Jordan Reed (defended by Kenny Clark),-0.490,-0.950
2,7:13,3,6,WAS 6,3,14,Alex Smith pass complete deep middle to Jordan Reed for 34 yards (tackle by Blake Martinez and Tramon Williams),-0.950,1.600
2,6:28,1,10,WAS 40,3,14,Adrian Peterson right end for 41 yards (tackle by Blake Martinez and Ha Ha Clinton-Dix),1.600,4.310
2,5:49,1,10,GNB 19,3,14,Adrian Peterson left guard for 3 yards (tackle by Kenny Clark and Nick Perry),4.310,4.180
2,5:08,2,7,GNB 16,3,14,Alex Smith pass incomplete short middle intended for Josh Doctson,4.180,3.410
2,5:05,3,7,GNB 16,3,14,Alex Smith left end for 7 yards (tackle by Jermaine Whitehead),3.410,5.140
2,4:30,1,9,GNB 9,3,20,"Alex Smith pass complete short middle to Jamison Crowder for 9 yards, touchdown",5.140,7.000
2,4:26,,,GNB 15,3,21,Dustin Hopkins kicks extra point good,0.000,0.000
2,4:26,,,WAS 35,3,21,"Dustin Hopkins kicks off 66 yards, returned by Ty Montgomery for no gain (tackle by Shaun Dion Hamilton)",0.000,0.540
2,4:19,1,10,GNB 24,3,21,Aaron Rodgers pass complete short right to Jimmy Graham for 6 yards (tackle by Preston Smith and Mason Foster),0.540,0.810
2,3:43,2,4,GNB 30,3,21,Aaron Jones up the middle for 3 yards (tackle by Da'Ron Payne),0.810,0.500
2,3:01,3,1,GNB 33,3,21,Aaron Jones left end for 3 yards (tackle by Preston Smith),0.500,1.330
2,2:24,1,10,GNB 36,9,21,"Aaron Rodgers pass complete deep middle to Geronimo Allison for 64 yards, touchdown",1.330,7.000
2,2:15,,,WAS 15,10,21,Mason Crosby kicks extra point good,0.000,0.000
2,2:15,,,GNB 35,10,21,"Mason Crosby kicks off 54 yards, returned by Danny Johnson for no gain (tackle by Jaire Alexander)",0.000,0.670
2,2:10,1,10,WAS 26,10,21,Chris Thompson right end for 3 yards (tackle by Nick Perry),0.670,0.540
2,2:00,2,7,WAS 29,10,21,Alex Smith pass complete deep right to Vernon Davis for 50 yards (tackle by Ha Ha Clinton-Dix),0.540,4.170
2,1:52,1,10,GNB 21,10,21,Alex Smith pass complete short middle to Jamison Crowder for 18 yards (tackle by Ha Ha Clinton-Dix and Josh Jackson),4.170,6.510
2,1:09,1,3,GNB 3,10,21,Chris Thompson up the middle for 1 yard (tackle by Blake Martinez and Kentrell Brice),6.510,5.720
2,0:28,2,2,GNB 2,10,27,"Adrian Peterson left guard for 2 yards, touchdown",5.720,7.000
2,0:21,,,GNB 15,10,28,Dustin Hopkins kicks extra point good,0.000,0.000
2,0:21,,,WAS 35,10,28,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,0:21,1,10,GNB 25,10,28,Ty Montgomery left tackle for 11 yards (tackle by Quinton Dunbar and Mason Foster),0.610,1.330
2,0:15,,,,,,Timeout #1 by Green Bay Packers,,
2,0:15,1,10,GNB 36,10,28,Aaron Rodgers pass complete short middle to Ty Montgomery for 7 yards (tackle by Da'Ron Payne and Josh Harvey-Clemons),1.330,1.740
2,0:08,,,,,,Timeout #2 by Washington Redskins,,
2,0:08,2,3,GNB 43,10,28,Aaron Rodgers pass complete short middle to Davante Adams for 14 yards (tackle by Quinton Dunbar),1.740,2.720
2,0:03,,,,,,Timeout #2 by Green Bay Packers,,
2,0:03,1,10,WAS 43,10,28,"Hunter Bradley aborted snap, recovered by JK Scott at GB-49 JK Scott pass incomplete short right intended for Mason Crosby",2.720,2.260
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,28,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,10,28,Jamaal Williams left end for no gain (tackle by Mason Foster and Preston Smith),0.610,0.060
3,14:32,2,10,GNB 25,10,28,Aaron Rodgers pass complete short left to Jimmy Graham for 3 yards (tackle by Quinton Dunbar and Zach Brown),0.060,-0.230
3,13:50,3,7,GNB 28,10,28,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Fabian Moreau),-0.230,1.400
3,13:20,1,10,GNB 37,10,28,Aaron Rodgers pass incomplete short right intended for Jamaal Williams,1.400,0.860
3,13:14,2,10,GNB 37,10,28,Aaron Rodgers pass complete short middle to Jamaal Williams for 11 yards (tackle by Mason Foster and Josh Norman),0.860,2.130
3,12:30,1,10,GNB 48,10,28,Aaron Rodgers pass complete short right to Jamaal Williams for 5 yards (tackle by Zach Brown and Josh Norman),2.130,2.260
3,11:57,2,5,WAS 47,10,28,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,2.260,1.550
3,11:49,3,5,WAS 47,10,28,Aaron Rodgers pass complete short middle to Ty Montgomery for 16 yards (tackle by Quinton Dunbar and Fabian Moreau),1.550,3.510
3,11:07,1,10,WAS 31,10,28,Aaron Rodgers pass complete short right to Randall Cobb for 2 yards (tackle by D.J. Swearinger and Ryan Anderson),3.510,3.310
3,10:23,2,7,WAS 29,10,28,Aaron Rodgers pass complete short right to Ty Montgomery for 4 yards (tackle by Josh Norman),3.310,3.140
3,9:48,3,3,WAS 25,10,28,Aaron Rodgers right end for 10 yards,3.140,4.580
3,9:02,,,,,,Timeout #1 by Green Bay Packers,,
3,9:02,1,10,WAS 15,10,28,Aaron Rodgers pass incomplete short right intended for Geronimo Allison,4.580,3.950
3,8:52,2,10,WAS 15,10,28,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.950,3.100
3,8:48,3,10,WAS 15,10,28,Aaron Rodgers pass complete short right to Jimmy Graham for 13 yards (tackle by Josh Norman and Montae Nicholson),3.100,6.740
3,8:02,1,2,WAS 2,16,28,"Aaron Rodgers pass complete short left to Davante Adams for 2 yards, touchdown",6.740,7.000
3,7:58,,,WAS 15,17,28,Mason Crosby kicks extra point good,0.000,0.000
3,7:58,,,GNB 35,17,28,"Mason Crosby kicks off 66 yards, returned by Greg Stroman for no gain (tackle by Marquez Valdes-Scantling)",0.000,-0.060
3,7:53,1,10,WAS 17,17,28,Adrian Peterson right tackle for 2 yards (tackle by Dean Lowry and Antonio Morrison),-0.060,-0.250
3,7:09,2,8,WAS 19,17,28,Chris Thompson right tackle for 3 yards (tackle by Kenny Clark),-0.250,-0.620
3,6:25,3,5,WAS 22,17,28,Alex Smith pass complete short right to Chris Thompson for no gain (tackle by Jaire Alexander and Nick Perry),-0.620,-1.900
3,5:46,4,5,WAS 22,17,28,"Tress Way punts 57 yards, returned by Randall Cobb for 11 yards (tackle by Deshazor Everett and Kenny Ladler)",-1.900,-1.070
3,5:33,1,10,GNB 32,17,28,Aaron Jones up the middle for 17 yards (tackle by Montae Nicholson),1.070,2.190
3,5:02,1,10,GNB 49,17,28,Aaron Jones left guard for 1 yard (tackle by Montae Nicholson and Mason Foster),2.190,1.780
3,4:22,2,9,GNB 50,17,28,"Penalty on Jason Spriggs: False Start, 5 yards (no play)",1.780,1.110
3,3:57,2,14,GNB 45,17,28,Aaron Rodgers sacked by Da'Ron Payne for -4 yards,1.110,-0.100
3,3:14,3,18,GNB 41,17,28,Aaron Rodgers pass complete deep left to Davante Adams for 16 yards (tackle by Quinton Dunbar and Montae Nicholson),-0.100,0.400
3,2:33,,,,,,Timeout #1 by Washington Redskins,,
3,2:33,4,2,WAS 43,17,28,Aaron Rodgers pass incomplete short left intended for Randall Cobb,0.400,-1.800
3,2:32,1,10,WAS 43,17,28,Adrian Peterson right tackle for 3 yards (tackle by Nick Perry and Kenny Clark),1.800,1.660
3,1:50,2,7,WAS 46,17,28,"Alex Smith sacked by Clay Matthews for no gain. Penalty on Clay Matthews: Roughing the Passer, 15 yards (no play)",1.660,2.980
3,1:26,1,10,GNB 39,17,28,"Adrian Peterson left end for no gain (tackle by Nick Perry and Kentrell Brice). Penalty on Vernon Davis: Offensive Holding, 10 yards (no play)",2.980,2.320
3,0:55,1,20,GNB 49,17,28,Alex Smith pass incomplete short left intended for Chris Thompson (defended by Blake Martinez),2.320,1.090
3,0:49,2,20,GNB 49,17,28,Chris Thompson right end for 5 yards (tackle by Blake Martinez),1.090,1.090
3,0:49,3,15,GNB 44,17,28,"Penalty on Ty Nsekhe: False Start, 5 yards (no play)",1.090,0.430
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,20,GNB 49,17,28,Alex Smith left end for 4 yards (tackle by Clay Matthews),0.430,0.270
4,14:43,4,16,GNB 45,17,28,"Tress Way punts 29 yards, fair catch by Randall Cobb at GB-16",0.270,0.140
4,14:35,1,10,GNB 16,17,28,"Ty Montgomery up the middle for no gain (tackle by Mason Foster and Preston Smith). Penalty on Lane Taylor: Offensive Holding, 8 yards (no play)",-0.140,-0.680
4,14:15,1,18,GNB 8,17,28,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,-0.680,-1.360
4,14:09,2,18,GNB 8,17,28,Aaron Rodgers pass complete short right to Ty Montgomery for 4 yards (tackle by Zach Brown),-1.360,-1.890
4,13:27,3,14,GNB 12,17,28,"Aaron Rodgers pass complete short right to Ty Montgomery for 14 yards (tackle by Montae Nicholson). Penalty on Geronimo Allison: Offensive Holding, 10 yards",-1.890,-1.320
4,12:49,3,10,GNB 16,17,28,Aaron Rodgers pass incomplete deep right intended for Lance Kendricks,-1.320,-2.390
4,12:38,4,10,GNB 16,17,28,"JK Scott punts 58 yards, returned by Greg Stroman for 9 yards (tackle by Marquez Valdes-Scantling)",-2.390,-1.270
4,12:28,1,10,WAS 35,17,28,Adrian Peterson right guard for 4 yards (tackle by Blake Martinez),1.270,1.260
4,11:46,2,6,WAS 39,17,28,"Alex Smith right end for no gain. Penalty on Ty Nsekhe: Offensive Holding, 10 yards (no play)",1.260,-0.090
4,11:18,2,16,WAS 29,17,28,Alex Smith pass complete short left to Jamison Crowder for 6 yards (tackle by Josh Jackson and Blake Martinez),-0.090,0.040
4,10:34,3,10,WAS 35,17,28,Alex Smith pass incomplete deep left intended for Paul Richardson,0.040,-1.040
4,10:24,4,10,WAS 35,17,28,"Tress Way punts 55 yards, returned by Randall Cobb for 10 yards (tackle by Shaun Dion Hamilton). Penalty on Davon House: Offensive Holding, 10 yards",-1.040,0.380
4,10:11,1,10,GNB 10,17,28,Aaron Rodgers pass complete short left to Jimmy Graham for 18 yards (tackle by D.J. Swearinger),-0.380,0.810
4,9:35,1,10,GNB 28,17,28,Jamaal Williams left tackle for 5 yards (tackle by Ryan Kerrigan),0.810,0.940
4,8:59,2,5,GNB 33,17,28,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Josh Norman and Jonathan Allen),0.940,1.660
4,8:27,1,10,GNB 41,17,28,Aaron Rodgers pass incomplete short right intended for Jimmy Graham (defended by D.J. Swearinger),1.660,1.120
4,8:23,2,10,GNB 41,17,28,Aaron Rodgers pass complete short right to Jimmy Graham for 5 yards (tackle by Fabian Moreau),1.120,1.090
4,7:38,3,5,GNB 46,17,28,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery. Penalty on Lucas Patrick: Offensive Holding (Declined),1.090,-0.320
4,7:33,4,5,GNB 46,17,28,"JK Scott punts 42 yards, fair catch by Greg Stroman at WAS-12",-0.320,0.350
4,7:26,1,10,WAS 12,17,28,Adrian Peterson left end for -2 yards (tackle by Nick Perry),-0.350,-0.930
4,6:47,2,12,WAS 10,17,28,Jamison Crowder right end for 6 yards (tackle by Kyler Fackrell),-0.930,-0.950
4,6:12,3,6,WAS 16,17,28,Alex Smith pass incomplete short right intended for Jordan Reed,-0.950,-2.390
4,6:06,4,6,WAS 16,17,28,"Tress Way punts 45 yards, returned by Randall Cobb for 3 yards (tackle by Kenny Ladler)",-2.390,-1.730
4,5:55,1,10,GNB 42,17,28,Aaron Rodgers pass complete short left to Ty Montgomery for 4 yards (tackle by Zach Brown),1.730,1.730
4,5:32,2,6,GNB 46,17,28,"Aaron Rodgers pass complete short right to Randall Cobb for no gain (tackle by Fabian Moreau). Randall Cobb fumbles (forced by Fabian Moreau), recovered by Josh Norman at GB-46 (tackle by Randall Cobb)",1.730,-2.520
4,5:23,1,10,GNB 46,17,28,Adrian Peterson left end for 17 yards (tackle by Tramon Williams and Ha Ha Clinton-Dix),2.520,3.640
4,4:35,1,10,GNB 29,17,28,Adrian Peterson right end for 2 yards (tackle by Reggie Gilbert and Antonio Morrison),3.640,3.370
4,3:51,2,8,GNB 27,17,28,Adrian Peterson right guard for 7 yards (tackle by Nick Perry),3.370,3.600
4,3:07,3,1,GNB 20,17,28,Alex Smith up the middle for 2 yards (tackle by Antonio Morrison),3.600,4.370
4,3:02,,,,,,Timeout #2 by Green Bay Packers,,
4,3:02,1,10,GNB 18,17,28,"Penalty on Ty Nsekhe: False Start, 5 yards (no play)",4.370,4.040
4,3:02,1,15,GNB 23,17,28,Kapri Bibbs left tackle for 1 yard (tackle by Reggie Gilbert and Kenny Clark),4.040,3.290
4,2:57,,,,,,Timeout #3 by Green Bay Packers,,
4,2:57,2,14,GNB 22,17,28,Alex Smith right end for 3 yards (tackle by Kentrell Brice),3.290,2.970
4,2:13,3,11,GNB 19,17,28,Kapri Bibbs left tackle for 2 yards (tackle by Nick Perry and Blake Martinez),2.970,2.310
4,2:00,4,9,GNB 17,17,31,Dustin Hopkins 35 yard field goal good,2.310,3.000
4,1:58,,,WAS 35,17,31,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,1:58,1,10,GNB 25,17,31,Aaron Rodgers pass complete short left to Aaron Jones for 5 yards (tackle by Josh Harvey-Clemons),0.610,0.740
4,1:54,2,5,GNB 30,17,31,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,0.740,0.040
4,1:48,3,5,GNB 30,17,31,"Aaron Rodgers pass incomplete deep left intended for Aaron Jones (defended by Quinton Dunbar). Penalty on Jason Spriggs: Offensive Holding, 10 yards (no play)",0.040,-1.290
4,1:40,3,15,GNB 20,17,31,Aaron Rodgers sacked by Jonathan Allen for -7 yards,-1.290,-2.490
4,0:54,4,22,GNB 13,17,31,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,-2.490,-4.710
4,0:46,1,10,GNB 13,17,31,Alex Smith kneels for -1 yards,4.710,3.900
4,0:46,2,11,GNB 14,17,31,Alex Smith kneels for -1 yards,3.900,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
