Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,6,42,0,3,29,4.8,13,2.2,0,
Jamaal Williams,GNB,5,29,0,1,18,3.6,11,2.2,0,
Ty Montgomery,GNB,4,16,0,1,6,1.5,10,2.5,0,
Aaron Rodgers,GNB,2,13,0,2,13,6.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,19,120,2,6,44,2.3,76,4.0,4,4.8
Alex Smith,WAS,7,20,0,3,13,1.9,7,1.0,0,
Chris Thompson,WAS,6,17,0,,9,1.5,8,1.3,1,6.0
Kapri Bibbs,WAS,2,3,0,,1,0.5,2,1.0,0,
Jamison Crowder,WAS,1,6,0,0,2,2.0,4,4.0,0,
