Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,IND 20,0,0,Andrew Luck pass complete short right to Reggie Wayne for 7 yards (tackle by Aqib Talib and Dont'a Hightower),0.280,0.680
1,14:23,2,3,IND 27,0,0,Andrew Luck pass complete short right to Dwayne Allen for 2 yards (tackle by Devin McCourty and Jerod Mayo),0.680,0.230
1,13:40,3,1,IND 29,0,0,Robert Hughes right guard for 5 yards (tackle by Rob Ninkovich and Brandon Spikes),0.230,1.200
1,13:01,1,10,IND 34,0,0,Vick Ballard left tackle for 20 yards (tackle by Devin McCourty),1.200,2.520
1,12:20,1,10,NWE 46,0,0,Vick Ballard left tackle for no gain (tackle by Jerod Mayo and Brandon Spikes),2.520,1.980
1,11:43,2,10,NWE 46,0,0,"Andrew Luck pass incomplete deep middle intended for Donnie Avery. Penalty on Kyle Arrington: Defensive Pass Interference, 40 yards (no play)",1.980,5.830
1,11:37,1,6,NWE 6,0,0,Vick Ballard left end for 5 yards (tackle by Dont'a Hightower and Brandon Spikes),5.830,5.910
1,10:52,2,1,NWE 1,6,0,"Delone Carter left guard for 1 yard, touchdown",5.910,7.000
1,10:52,,,NWE 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,10:49,,,IND 35,7,0,"Pat McAfee kicks off 64 yards, returned by Devin McCourty for 18 yards (tackle by LaVon Brazill)",0.000,0.150
1,10:44,1,10,NWE 19,7,0,Stevan Ridley up the middle for 4 yards (tackle by Robert Mathis and Cory Redding),0.150,0.210
1,10:03,2,6,NWE 23,7,0,Tom Brady pass incomplete deep right intended for Wes Welker,0.210,-0.550
1,10:00,3,6,NWE 23,7,0,Tom Brady pass complete short right to Julian Edelman for 18 yards (tackle by Jerrell Freeman and Josh Gordy),-0.550,1.660
1,9:25,1,10,NWE 41,7,0,Tom Brady pass complete deep right to Rob Gronkowski for 36 yards (tackle by Tom Zbikowski and Antoine Bethea),1.660,4.040
1,8:57,1,10,IND 23,7,0,Stevan Ridley left guard for 4 yards (tackle by Antonio Johnson),4.040,4.050
1,8:17,2,6,IND 19,7,0,Tom Brady pass complete short left to Rob Gronkowski for 16 yards (tackle by Tom Zbikowski). Penalty on Cassius Vaughn: Defensive Holding (Declined),4.050,6.510
1,7:53,1,3,IND 3,7,0,Stevan Ridley left end for -1 yards (tackle by Jerrell Freeman and Moise Fokou),6.510,5.340
1,7:10,2,4,IND 4,7,6,"Tom Brady pass complete short left to Rob Gronkowski for 4 yards, touchdown",5.340,7.000
1,7:10,,,IND 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,7:07,,,NWE 35,7,7,"Stephen Gostkowski kicks off 64 yards, returned by Tom Zbikowski for 15 yards (tackle by Derrick Martin)",0.000,-0.140
1,7:03,1,10,IND 16,7,7,Andrew Luck pass incomplete deep middle intended for Dwayne Allen,-0.140,-0.660
1,6:56,2,10,IND 16,7,7,Andrew Luck pass complete short left to T.Y. Hilton for 13 yards (tackle by Devin McCourty),-0.660,0.870
1,6:15,1,10,IND 29,7,7,Vick Ballard left guard for 9 yards (tackle by Steve Gregory),0.870,1.540
1,5:34,2,1,IND 38,7,7,Vick Ballard up the middle for 4 yards (tackle by Vince Wilfork),1.540,1.730
1,4:52,1,10,IND 42,7,7,Andrew Luck pass complete short middle to Donnie Avery for 6 yards (tackle by Alfonzo Dennard),1.730,2.000
1,4:15,2,4,IND 48,7,7,Vick Ballard left tackle for -3 yards (tackle by Rob Ninkovich and Brandon Spikes),2.000,0.890
1,3:32,3,7,IND 45,7,7,Andrew Luck pass complete deep right to LaVon Brazill for 25 yards (tackle by Aqib Talib). Penalty on Kyle Arrington: Defensive Holding (Declined),0.890,3.580
1,3:05,1,10,NWE 30,7,7,Vick Ballard left end for 1 yard (tackle by Rob Ninkovich and Jerod Mayo),3.580,3.170
1,2:25,2,9,NWE 29,7,7,Vick Ballard left end for 15 yards (tackle by Jerod Mayo and Devin McCourty),3.170,4.650
1,1:48,1,10,NWE 14,13,7,"Andrew Luck pass complete short middle to T.Y. Hilton for 14 yards, touchdown",4.650,7.000
1,1:48,,,NWE 2,14,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,1:44,,,IND 35,14,7,"Pat McAfee kicks off 63 yards, returned by Devin McCourty for 23 yards (tackle by Sergio Brown)",0.000,0.610
1,1:37,1,10,NWE 25,14,7,Tom Brady pass incomplete deep right intended for Brandon Lloyd,0.610,0.060
1,1:32,2,10,NWE 25,14,7,Tom Brady pass complete short right to Brandon Lloyd for 8 yards (tackle by Josh Gordy),0.060,0.430
1,1:03,3,2,NWE 33,14,7,Tom Brady pass complete short right to Wes Welker for 12 yards (tackle by Darius Butler and Antoine Bethea),0.430,1.930
1,0:29,1,10,NWE 45,14,7,Tom Brady pass incomplete short right intended for Julian Edelman,1.930,1.380
1,0:23,2,10,NWE 45,14,7,Tom Brady pass complete short left to Julian Edelman for 16 yards (tackle by Cassius Vaughn and Tom Zbikowski),1.380,2.980
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 39,14,7,"Tom Brady pass complete short left to Shane Vereen for 4 yards (tackle by Fili Moala). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",2.980,2.320
2,14:43,1,20,IND 49,14,7,Shane Vereen left guard for 8 yards (tackle by Tom Zbikowski),2.320,2.170
2,14:05,2,12,IND 41,14,7,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Jerrell Freeman),2.170,2.540
2,13:29,3,4,IND 33,14,7,Tom Brady pass complete short right to Brandon Lloyd for 10 yards (tackle by Josh Gordy),2.540,4.040
2,13:17,1,10,IND 23,14,7,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Jerrell Freeman and Justin Hickman),4.040,4.210
2,12:39,2,5,IND 18,14,7,Tom Brady pass incomplete short middle intended for Shane Vereen,4.210,3.490
2,12:34,3,5,IND 18,14,7,Tom Brady pass incomplete short middle intended for Wes Welker. Penalty on Nate Solder: Offensive Holding (Declined),3.490,2.300
2,12:30,4,5,IND 18,14,7,Stephen Gostkowski 36 yard field goal no good,2.300,-0.670
2,12:26,1,10,IND 26,14,7,Andrew Luck pass incomplete short right intended for Dwayne Allen,0.670,0.130
2,12:22,2,10,IND 26,14,7,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Dont'a Hightower),0.130,-0.560
2,12:18,3,10,IND 26,14,7,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Vince Wilfork),-0.560,-1.630
2,12:14,4,10,IND 26,14,7,"Penalty on Sergio Brown: False Start, 5 yards (no play)",-1.630,-1.960
2,12:14,4,15,IND 21,14,13,"Pat McAfee punts 47 yards, returned by Julian Edelman for 68 yards, touchdown",-1.960,-7.000
2,,,,IND 2,14,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:00,,,NWE 35,14,14,"Stephen Gostkowski kicks off 59 yards, returned by Tom Zbikowski for 16 yards (tackle by Nate Ebner)",0.000,0.410
2,11:55,1,10,IND 22,14,14,Donald Brown left end for 9 yards (tackle by Steve Gregory),0.410,1.080
2,11:17,2,1,IND 31,14,20,"Andrew Luck pass incomplete deep middle intended for Reggie Wayne is intercepted by Aqib Talib at NWE-41 and returned for 59 yards, touchdown",1.080,-7.000
2,,,,IND 2,14,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,10:59,,,NWE 35,14,21,"Stephen Gostkowski kicks off 60 yards, returned by T.Y. Hilton for 14 yards (tackle by Niko Koutouvides)",0.000,0.150
2,10:55,1,10,IND 19,14,21,Vick Ballard left guard for -3 yards (tackle by Jerod Mayo and Rob Ninkovich),0.150,-0.870
2,10:16,2,13,IND 16,14,21,Andrew Luck pass complete short right to Reggie Wayne for 11 yards (tackle by Brandon Spikes),-0.870,-0.030
2,9:36,3,2,IND 27,14,21,Andrew Luck pass complete short right to Reggie Wayne for 6 yards (tackle by Aqib Talib),-0.030,1.140
2,8:54,1,10,IND 33,14,21,Andrew Luck pass incomplete short left intended for Reggie Wayne,1.140,0.590
2,8:47,2,10,IND 33,14,21,Vick Ballard left tackle for 5 yards (tackle by Jerod Mayo and Brandon Deaderick),0.590,0.560
2,8:04,3,5,IND 38,14,21,Andrew Luck pass complete short middle to LaVon Brazill for 21 yards (tackle by Alfonzo Dennard),0.560,2.850
2,7:34,1,10,NWE 41,14,21,Andrew Luck pass complete short right to Donnie Avery for 9 yards (tackle by Marquice Cole),2.850,3.520
2,6:52,2,1,NWE 32,14,21,"Vick Ballard left tackle for 3 yards (tackle by Brandon Deaderick). Vick Ballard fumbles (forced by Brandon Deaderick), recovered by Vick Ballard at NWE-29",3.520,3.640
2,6:08,1,10,NWE 29,14,21,Andrew Luck pass incomplete deep right intended for Dwayne Allen,3.640,3.100
2,6:01,2,10,NWE 29,14,21,Andrew Luck pass incomplete deep right intended for LaVon Brazill (defended by Devin McCourty),3.100,2.410
2,5:56,3,10,NWE 29,14,21,Andrew Luck pass incomplete deep right intended for Reggie Wayne,2.410,1.500
2,5:51,4,10,NWE 29,17,21,Adam Vinatieri 47 yard field goal good,1.500,3.000
2,5:46,,,IND 35,17,21,"Pat McAfee kicks off 69 yards, returned by Devin McCourty for 29 yards (tackle by Sergio Brown)",0.000,0.610
2,5:40,1,10,NWE 25,17,21,Tom Brady pass complete short middle to Rob Gronkowski for 15 yards (tackle by Jerrell Freeman),0.610,1.600
2,5:11,1,10,NWE 40,17,21,Stevan Ridley right guard for no gain (tackle by Jerrell Freeman and Pat Angerer),1.600,1.050
2,4:34,2,10,NWE 40,17,21,Tom Brady pass complete short left to Wes Welker for 18 yards (tackle by Antoine Bethea and Cassius Vaughn),1.050,2.790
2,4:10,1,10,IND 42,17,21,Stevan Ridley right guard for -2 yards (tackle by Antonio Johnson and Fili Moala),2.790,1.970
2,3:31,2,12,IND 44,17,21,Tom Brady pass complete short middle to Brandon Lloyd for 15 yards (tackle by Antoine Bethea),1.970,3.640
2,3:06,1,10,IND 29,17,21,Shane Vereen up the middle for 13 yards (tackle by Antoine Bethea),3.640,4.510
2,2:41,1,10,IND 16,17,21,Shane Vereen right guard for 3 yards (tackle by Jerry Hughes),4.510,4.390
2,2:05,2,7,IND 13,17,21,Tom Brady pass incomplete short right intended for Shane Vereen (defended by Jerry Hughes),4.390,3.540
2,2:02,3,7,IND 13,17,21,Tom Brady pass incomplete short right intended for Julian Edelman,3.540,2.570
2,1:58,4,7,IND 13,17,24,Stephen Gostkowski 31 yard field goal good,2.570,3.000
