Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,3:53,1,10,SFO 25,3,7,Alex Smith pass complete deep middle to Michael Crabtree for 21 yards (tackle by Ronde Barber),0.610,1.990
1,3:15,1,10,SFO 46,3,7,Ted Ginn Jr. left end for 24 yards (tackle by Corey Lynch),1.990,3.580
1,2:27,1,10,TAM 30,3,7,Alex Smith pass incomplete short right intended for Bruce Miller (defended by Da'Quan Bowers),3.580,3.030
1,2:23,2,10,TAM 30,3,7,Frank Gore right end for no gain (tackle by Corey Lynch),3.030,2.340
1,1:42,3,10,TAM 30,3,7,Alex Smith pass complete short left to Josh Morgan for 14 yards (tackle by Sean Jones),2.340,4.510
1,0:56,1,10,TAM 16,3,7,Frank Gore right guard for 4 yards (tackle by Sean Jones),4.510,4.570
1,0:24,2,6,TAM 12,3,7,"Frank Gore up the middle for 1 yard. Frank Gore fumbles, recovered by Mason Foster at TAM-11 (tackle by Frank Gore)",4.570,0.370
1,0:12,1,10,TAM 11,3,7,LeGarrette Blount left tackle for 2 yards (tackle by Parys Haralson),-0.370,-0.630
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TAM 13,3,13,"Josh Freeman pass incomplete deep right intended for Kellen Winslow Jr. is intercepted by Carlos Rogers at TAM-31 and returned for 31 yards, touchdown",-0.630,-7.000
2,,,,TAM 2,3,14,David Akers kicks extra point good,0.000,0.000
2,,,,SFO 35,3,14,"David Akers kicks off 67 yards, returned by Preston Parker for 25 yards (tackle by Reggie Smith)",0.000,0.480
2,14:39,1,10,TAM 23,3,14,LeGarrette Blount up the middle for 3 yards (tackle by Patrick Willis),0.480,0.340
2,14:03,2,7,TAM 26,3,14,LeGarrette Blount right tackle for 2 yards (tackle by Ahmad Brooks),0.340,-0.100
2,13:21,3,5,TAM 28,3,14,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 17 yards (tackle by Reggie Smith),-0.100,1.930
2,12:41,1,10,TAM 45,3,14,Josh Freeman pass complete short right to Arrelious Benn for 16 yards (tackle by Dashon Goldson),1.930,2.980
2,12:05,1,10,SFO 39,3,14,LeGarrette Blount left end for 4 yards (tackle by Patrick Willis),2.980,2.980
2,11:26,2,6,SFO 35,3,14,Josh Freeman pass complete short right to Arrelious Benn for -3 yards (tackle by Carlos Rogers),2.980,1.880
2,10:46,3,9,SFO 38,3,14,Josh Freeman pass incomplete deep middle intended for Micheal Spurlock is intercepted by Chris Culliver at SFO-20 and returned for 23 yards,1.880,-1.800
2,10:31,1,10,SFO 43,3,14,Alex Smith pass complete short left to Josh Morgan for 13 yards (tackle by E.J. Biggers),1.800,2.650
2,10:03,1,10,TAM 44,3,14,Frank Gore right end for 6 yards (tackle by Sean Jones and Mason Foster),2.650,2.920
2,9:24,2,4,TAM 38,3,14,Frank Gore left tackle for 13 yards (tackle by Sean Jones),2.920,3.910
2,8:43,1,10,TAM 25,3,14,"Alex Smith pass incomplete deep right intended for Vernon Davis. Penalty on Dekoda Watson: Defensive Pass Interference, 24 yards (no play)",3.910,6.970
2,8:37,1,1,TAM 1,3,14,Frank Gore up the middle for -1 yards (tackle by Da'Quan Bowers and Adrian Clayborn),6.970,5.720
2,7:59,2,2,TAM 2,3,20,"Frank Gore left guard for 2 yards, touchdown",5.720,7.000
2,,,,TAM 2,3,21,David Akers kicks extra point good,0.000,0.000
2,,,,SFO 35,3,21,"David Akers kicks off 62 yards, returned by Preston Parker for 10 yards (tackle by Blake Costanzo)",0.000,-0.320
2,7:52,1,10,TAM 13,3,21,LeGarrette Blount right tackle for 2 yards (tackle by Patrick Willis),-0.320,-0.570
2,7:14,2,8,TAM 15,3,21,Josh Freeman pass incomplete short left intended for LeGarrette Blount,-0.570,-1.180
2,7:10,3,8,TAM 15,3,21,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Chris Culliver),-1.180,-2.440
2,7:03,4,8,TAM 15,3,21,Michael Koenen punts 36 yards,-2.440,-2.190
2,6:52,1,10,SFO 49,3,21,Frank Gore left guard for 6 yards (tackle by Mason Foster),2.190,2.460
2,6:15,2,4,TAM 45,3,21,Frank Gore left end for 21 yards (tackle by Larry Asante),2.460,3.970
2,5:32,,,,3,21,Timeout #1 by Tampa Bay Buccaneers,0.000,3.970
2,5:32,1,10,TAM 24,3,21,Kendall Hunter up the middle for -1 yards (tackle by Dekoda Watson),3.970,3.300
2,4:53,2,11,TAM 25,3,21,Alex Smith pass incomplete deep left intended for Michael Crabtree,3.300,2.610
2,4:48,3,11,TAM 25,3,21,Frank Gore right end for 6 yards (tackle by Mason Foster),2.610,2.240
2,4:34,4,5,TAM 19,3,24,David Akers 37 yard field goal good,2.240,3.000
2,,,,SFO 35,3,24,"David Akers kicks off 65 yards, touchback",0.000,0.280
2,4:29,1,10,TAM 20,3,24,Josh Freeman pass incomplete deep left intended for Kellen Winslow Jr. (defended by Tarell Brown),0.280,-0.270
2,4:23,2,10,TAM 20,3,24,LeGarrette Blount up the middle for 4 yards (tackle by Parys Haralson),-0.270,-0.430
2,3:44,3,6,TAM 24,3,24,Josh Freeman sacked by Aldon Smith for -4 yards,-0.430,-2.030
2,3:20,4,10,TAM 20,3,24,"Michael Koenen punts 54 yards, returned by Ted Ginn Jr. for 29 yards (tackle by Corey Lynch)",-2.030,-2.590
2,3:04,1,10,TAM 45,3,24,Alex Smith pass incomplete deep left intended for Delanie Walker,2.590,2.040
2,2:56,2,10,TAM 45,3,24,Frank Gore left guard for 2 yards (tackle by Tim Crowder),2.040,1.620
2,2:14,3,8,TAM 43,3,24,Alex Smith pass incomplete short middle intended for Michael Crabtree (defended by Elbert Mack),1.620,0.400
2,2:08,4,8,TAM 43,3,24,"Andy Lee punts 38 yards, fair catch by Preston Parker",0.400,0.380
2,2:01,1,10,TAM 5,3,24,Earnest Graham up the middle for 7 yards (tackle by Justin Smith),-0.380,-0.270
2,1:57,2,3,TAM 12,3,24,Josh Freeman pass complete short right to Kellen Winslow Jr. for 2 yards (tackle by Reggie Smith),-0.270,-0.370
2,1:28,3,1,TAM 14,3,24,Josh Freeman pass complete short right to Dezmon Briscoe for 11 yards (tackle by Patrick Willis),-0.370,0.610
2,1:05,1,10,TAM 25,3,24,Josh Freeman pass incomplete deep right intended for Kellen Winslow Jr. (defended by Reggie Smith),0.610,0.060
2,1:00,2,10,TAM 25,3,24,Josh Freeman pass incomplete deep right intended for Mike Williams,0.060,-0.620
2,0:53,3,10,TAM 25,3,24,Josh Freeman pass incomplete short left intended for Kellen Winslow Jr. (defended by Patrick Willis),-0.620,-1.700
2,0:43,4,10,TAM 25,3,24,"Michael Koenen punts 58 yards, returned by Ted Ginn Jr. for 25 yards (tackle by Adam Hayward). Penalty on Chris Culliver: Offensive Holding (Offsetting), Penalty on Adam Hayward: Unnecessary Roughness (Offsetting)",-1.700,0.060
2,0:33,1,10,SFO 17,3,24,Frank Gore right guard for -2 yards (tackle by Brian Price),-0.060,-0.850
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,3,24,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,3,24,Frank Gore left end for 14 yards (tackle by Corey Lynch and Dekoda Watson),0.280,1.200
3,14:18,1,10,SFO 34,3,24,Frank Gore left tackle for 4 yards (tackle by Sean Jones),1.200,1.200
3,13:37,2,6,SFO 38,3,24,Alex Smith pass complete short left to Vernon Davis for 2 yards (tackle by Dekoda Watson),1.200,0.760
3,12:51,3,4,SFO 40,3,24,"Alex Smith pass complete short left to Vernon Davis for 14 yards (tackle by Aqib Talib and Sean Jones). Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",0.760,-0.560
3,12:22,3,14,SFO 30,3,24,Alex Smith pass complete short right to Michael Crabtree for 15 yards (tackle by Corey Lynch),-0.560,1.930
3,11:46,1,10,SFO 45,3,24,"Alex Smith pass complete short left to Frank Gore for 7 yards (tackle by Frank Okam). Penalty on Aqib Talib: Illegal Contact, 5 yards (no play)",1.930,2.260
3,11:16,1,10,,3,24,Frank Gore right guard for 3 yards (tackle by Da'Quan Bowers),2.260,2.120
3,10:36,2,7,TAM 47,3,24,Alex Smith pass complete short left to Josh Morgan for 24 yards (tackle by Sean Jones),2.120,4.040
3,9:51,1,10,TAM 23,3,30,"Alex Smith pass complete short middle to Vernon Davis for 23 yards, touchdown",4.040,7.000
3,,,,TAM 2,3,31,David Akers kicks extra point good,0.000,0.000
3,,,,SFO 35,3,31,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,9:43,1,10,TAM 20,3,31,Josh Freeman pass complete short right to Kellen Winslow Jr. for 12 yards (tackle by Donte Whitner),0.280,1.070
3,9:07,1,10,TAM 32,3,31,"Penalty on TAM: Unsportsmanlike Conduct, 15 yards (no play)",1.070,-0.230
3,8:45,1,25,TAM 17,3,31,Josh Freeman pass complete short right to Kellen Winslow Jr. for 13 yards (tackle by Parys Haralson),-0.230,0.260
3,8:36,2,12,TAM 30,3,31,Josh Freeman pass complete short right to LeGarrette Blount for 29 yards (tackle by Dashon Goldson),0.260,2.850
3,7:56,1,10,SFO 41,3,31,Earnest Graham left guard for 8 yards (tackle by Tarell Brown and Patrick Willis),2.850,3.390
3,7:16,2,2,SFO 33,3,31,Josh Freeman pass incomplete short right intended for Collin Franklin,3.390,2.680
3,7:12,3,2,SFO 33,3,31,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Chris Culliver),2.680,1.200
3,7:07,4,2,SFO 33,3,31,Josh Freeman pass incomplete deep left intended for Mike Williams,1.200,-1.140
3,7:02,1,10,SFO 33,3,31,Frank Gore right tackle for 19 yards (tackle by Adrian Clayborn),1.140,2.390
3,6:15,1,10,TAM 48,3,31,"Penalty on Delanie Walker: False Start, 5 yards (no play)",2.390,2.060
3,5:50,1,15,SFO 47,3,31,Alex Smith pass incomplete deep right intended for Kyle Williams (defended by Aqib Talib),2.060,1.170
3,5:45,2,15,SFO 47,3,31,Frank Gore up the middle for 18 yards (tackle by Sean Jones),1.170,3.250
3,5:06,1,10,TAM 35,3,31,"Alex Smith pass incomplete short middle intended for Michael Crabtree. Penalty on Ronde Barber: Defensive Holding, 5 yards (no play)",3.250,3.580
3,5:01,1,10,TAM 30,3,31,Kendall Hunter right end for 14 yards (tackle by Frank Okam and Dekoda Watson),3.580,4.510
3,4:33,,,,3,31,Timeout #1 by Tampa Bay Buccaneers,0.000,4.510
3,4:33,1,10,TAM 16,3,31,Kendall Hunter right guard for 4 yards (tackle by Sean Jones),4.510,4.570
3,3:54,2,6,TAM 12,3,31,"Kendall Hunter right tackle for -3 yards (tackle by Geno Hayes). Penalty on Sean Jones: Unnecessary Roughness, 8 yards",4.570,5.600
3,3:27,1,7,TAM 7,3,31,Alex Smith pass incomplete short right intended for Bruce Miller,5.600,4.760
3,3:22,2,7,TAM 7,3,31,Vernon Davis left end for -3 yards (tackle by Geno Hayes and Tim Crowder),4.760,3.130
3,2:51,3,10,TAM 10,3,31,Alex Smith pass incomplete short left intended for Michael Crabtree,3.130,2.760
3,2:40,4,10,TAM 10,3,34,David Akers 27 yard field goal good,2.760,3.000
3,,,,SFO 35,3,34,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,2:36,1,10,TAM 20,3,34,Josh Freeman pass complete short left to Mike Williams for 3 yards (tackle by Patrick Willis),0.280,0.140
3,2:03,2,7,TAM 23,3,34,Earnest Graham left tackle for 7 yards (tackle by Navorro Bowman),0.140,0.940
3,1:30,1,10,TAM 30,3,34,"Josh Freeman pass complete short left to Mike Williams for 6 yards (tackle by Dashon Goldson). Mike Williams fumbles (forced by Dashon Goldson), recovered by Patrick Willis at TAM-36 (tackle by Mike Williams)",0.940,-3.180
,,,,,,,"TAM challenged the incomplete pass ruling, and the play was upheld.",,
3,1:07,1,10,TAM 36,3,34,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Sean Jones),3.180,2.640
3,1:01,2,10,TAM 36,3,34,Frank Gore left end for 7 yards (tackle by Geno Hayes),2.640,2.870
3,0:19,3,3,TAM 29,3,34,Frank Gore right guard for 1 yard (tackle by Michael Bennett),2.870,1.700
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,TAM 28,3,34,"David Akers 46 yard field goal good. Penalty on Dekoda Watson: Leverage, 14 yards (no play)",1.700,4.650
4,14:56,1,10,TAM 14,3,40,"Alex Smith pass complete short left to Vernon Davis for 14 yards, touchdown",4.650,7.000
4,,,,TAM 2,3,41,David Akers kicks extra point good,0.000,0.000
4,,,,SFO 35,3,41,"David Akers kicks off 69 yards, returned by Preston Parker for 12 yards (tackle by Colin Jones)",0.000,-0.380
4,14:47,1,10,TAM 8,3,41,Earnest Graham left guard for 3 yards (tackle by Parys Haralson),-0.380,-0.560
4,14:13,2,7,TAM 11,3,41,Kregg Lumpkin up the middle for 2 yards (tackle by Ricky Jean-Francois),-0.560,-0.840
4,13:33,3,5,TAM 13,3,41,"Josh Freeman pass complete short left to Kellen Winslow Jr. for 10 yards (tackle by Donte Whitner). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",-0.840,1.470
4,13:10,1,10,TAM 38,3,41,Kregg Lumpkin left guard for 5 yards (tackle by Navorro Bowman),1.470,1.600
4,12:35,2,5,TAM 43,3,41,Josh Freeman pass incomplete short right intended for Collin Franklin,1.600,0.890
4,12:27,3,5,TAM 43,3,41,Josh Freeman pass complete short left to Mike Williams for 13 yards (tackle by Dashon Goldson),0.890,2.650
4,11:50,1,10,SFO 44,3,41,Allen Bradford left end for 3 yards (tackle by Patrick Willis),2.650,2.520
4,11:16,2,7,SFO 41,3,41,Allen Bradford up the middle for 1 yard (tackle by Justin Smith),2.520,1.950
4,10:33,3,6,SFO 40,3,41,Josh Freeman sacked by Justin Smith for -2 yards,1.950,0.460
4,10:04,4,8,SFO 42,3,41,"Michael Koenen punts 32 yards, fair catch by Ted Ginn Jr.",0.460,0.380
4,9:57,1,10,SFO 10,3,41,Kendall Hunter up the middle for -3 yards (tackle by Michael Bennett),-0.380,-1.000
4,9:16,2,13,SFO 7,3,41,Kendall Hunter left end for 44 yards (tackle by Dekoda Watson),-1.000,2.320
4,8:24,,,,3,41,Timeout #1 by San Francisco 49ers,0.000,2.320
4,8:24,1,10,TAM 49,3,41,Colin Kaepernick pass complete short right to Delanie Walker for 11 yards (tackle by Dekoda Watson),2.320,3.050
4,7:55,1,10,TAM 38,3,41,Kendall Hunter right end for 6 yards (tackle by Frank Okam),3.050,3.320
4,6:54,2,4,TAM 32,3,41,Kendall Hunter left end for 5 yards (tackle by Myron Lewis),3.320,3.780
4,6:14,1,10,TAM 27,3,41,Kendall Hunter up the middle for -1 yards (tackle by Adam Hayward),3.780,3.100
4,5:32,2,11,TAM 28,3,41,Anthony Dixon up the middle for 3 yards (tackle by Michael Bennett),3.100,2.810
4,4:51,3,8,TAM 25,3,41,Colin Kaepernick pass complete short right to Josh Morgan for 5 yards (tackle by Elbert Mack),2.810,2.220
4,4:46,4,3,TAM 20,3,41,Colin Kaepernick pass complete short right to Josh Morgan for 19 yards (tackle by Anthony Gaitor),2.220,6.970
4,4:20,1,1,TAM 1,3,41,Bruce Miller up the middle for no gain (tackle by Corey Lynch and Geno Hayes),6.970,5.910
4,3:55,2,1,TAM 1,3,47,"Anthony Dixon left guard for 1 yard, touchdown",5.910,7.000
4,,,,TAM 2,3,48,David Akers kicks extra point good,0.000,0.000
4,,,,SFO 35,3,48,"David Akers kicks off 63 yards, returned by Preston Parker for 39 yards (tackle by David Akers)",0.000,1.660
4,3:37,1,10,TAM 41,3,48,Allen Bradford left end for 4 yards (tackle by Larry Grant),1.660,1.660
4,3:00,2,6,TAM 45,3,48,Allen Bradford left tackle for 3 yards (tackle by Demarcus Dobbs),1.660,1.360
4,2:20,3,3,TAM 48,3,48,Josh Johnson pass complete short left to Dezmon Briscoe for 7 yards (tackle by C.J. Spillman),1.360,2.590
4,2:16,1,10,SFO 45,3,48,Allen Bradford left tackle for 2 yards (tackle by Donte Whitner and Ricky Jean-Francois),2.590,2.310
4,2:00,2,8,SFO 43,3,48,Josh Johnson pass incomplete short left intended for Micheal Spurlock (defended by Tarell Brown),2.310,1.620
4,1:56,3,8,SFO 43,3,48,Josh Johnson sacked by Aldon Smith for -2 yards,1.620,0.270
4,1:16,4,10,SFO 45,3,48,"Michael Koenen punts 30 yards, fair catch by Ted Ginn Jr.. Penalty on Myron Lewis: Fair Catch Interference, 15 yards",0.270,-0.940
4,1:07,1,10,SFO 30,3,48,Colin Kaepernick kneels for -1 yards,0.940,0.260
4,0:39,2,11,SFO 29,3,48,Colin Kaepernick kneels for -1 yards,0.260,-0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
