Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 61 yards, returned by Troy Williamson for 19 yards (tackle by Todd Johnson)",0.000,0.810
1,14:55,1,10,MIN 28,0,0,Brad Johnson pass complete to Jim Kleinsasser for 15 yards (tackle by Chris Harris),0.810,1.800
1,14:13,1,10,MIN 43,0,0,Michael Bennett left guard for -6 yards (tackle by Alex Brown),1.800,0.440
1,13:31,2,16,MIN 37,0,0,Brad Johnson pass incomplete intended for Travis Taylor (defended by Nathan Vasher),0.440,-0.230
1,13:27,3,16,MIN 37,0,0,Brad Johnson pass complete to Michael Bennett for 4 yards (tackle by Lance Briggs and Brandon McGowan),-0.230,-0.650
1,12:48,4,12,MIN 41,0,0,"Chris Kluwe punts 38 yards, returned by Bernard Berrian for 12 yards (tackle by Ralph Brown)",-0.650,-1.140
1,12:40,1,10,CHI 33,0,0,Thomas Jones left end for 4 yards (tackle by Corey Chavous),1.140,1.130
1,12:13,2,6,CHI 37,0,0,Kyle Orton pass incomplete intended for Justin Gage,1.130,0.430
1,12:08,3,6,CHI 37,0,0,Kyle Orton pass complete to Justin Gage for 9 yards (tackle by Dovonte Edwards),0.430,1.990
1,11:31,1,10,CHI 46,0,0,Thomas Jones up the middle for 4 yards (tackle by Sam Cowart),1.990,1.990
1,10:58,2,6,MIN 50,0,0,"Penalty on Terrence Metcalf: False Start, 5 yards (no play)",1.990,1.320
1,10:41,2,11,CHI 45,0,0,Kyle Orton pass complete to Justin Gage for 10 yards (tackle by Darren Sharper),1.320,1.950
1,10:06,3,1,MIN 45,0,0,Thomas Jones left end for no gain (tackle by Brian Williams),1.950,0.270
1,9:33,4,1,MIN 45,0,0,Brad Maynard pass complete to Adrian Peterson for 18 yards (tackle by Will Hunter),0.270,3.780
1,8:59,1,10,MIN 27,0,0,"Thomas Jones left guard for -4 yards (tackle by Kevin Williams). Penalty on Kevin Williams: Defensive Offside, 5 yards (no play)",3.780,4.510
1,8:35,1,5,MIN 22,0,0,Thomas Jones left guard for 4 yards (tackle by E.J. Henderson),4.510,4.530
1,7:52,2,1,MIN 18,0,0,Thomas Jones left tackle for 7 yards (tackle by Sam Cowart),4.530,4.840
1,7:14,1,10,MIN 11,0,0,Thomas Jones left guard for no gain (tackle by Kevin Williams),4.840,4.140
1,6:30,2,10,MIN 11,0,0,Kyle Orton pass complete to Justin Gage for 6 yards,4.140,4.440
1,5:55,3,4,MIN 5,0,0,Thomas Jones left end for 1 yard (tackle by E.J. Henderson),4.440,3.030
1,5:18,4,3,MIN 4,3,0,Robbie Gould 22 yard field goal good,3.030,3.000
1,,,,CHI 30,3,0,"Robbie Gould kicks off 65 yards, returned by Troy Williamson for 21 yards (tackle by Brandon McGowan). Penalty on Gabe Reid: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,CHI 25,3,0,"Robbie Gould kicks off 65 yards, returned by Troy Williamson for 28 yards (tackle by Gabe Reid)",0.000,1.470
1,5:03,1,10,MIN 38,3,0,Brad Johnson pass incomplete intended for Travis Taylor,1.470,0.920
1,5:00,2,10,MIN 38,3,0,"Brad Johnson pass incomplete intended for Travis Taylor. Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",0.920,1.600
1,4:58,2,5,MIN 43,3,0,Brad Johnson pass incomplete intended for Troy Williamson,1.600,0.890
1,4:54,3,5,MIN 43,3,0,Brad Johnson pass complete to Troy Williamson for 7 yards (tackle by Chris Thompson),0.890,2.260
1,4:12,1,10,CHI 50,3,0,Brad Johnson pass incomplete intended for Troy Williamson,2.260,1.710
1,4:05,2,10,CHI 50,3,0,Brad Johnson pass incomplete intended for Nate Burleson,1.710,1.030
1,3:59,3,10,CHI 50,3,0,Brad Johnson pass complete to Mewelde Moore for no gain,1.030,-0.060
1,3:19,4,10,MIN 50,3,0,"Penalty on Raonall Smith: False Start, 5 yards (no play)",-0.060,-0.390
1,3:07,4,15,MIN 45,3,0,"Chris Kluwe punts 44 yards, fair catch by Bernard Berrian",-0.390,0.370
1,3:00,1,10,CHI 11,3,0,Kyle Orton sacked by E.J. Henderson for -7 yards,-0.370,-1.290
1,2:27,2,17,CHI 4,3,0,Thomas Jones up the middle for 1 yard (tackle by Pat Williams and Kevin Williams),-1.290,-2.120
1,1:48,3,16,CHI 5,3,0,Thomas Jones right guard for 6 yards (tackle by Kevin Williams),-2.120,-2.490
1,1:11,4,10,CHI 11,3,0,"Brad Maynard punts 54 yards, returned by Mewelde Moore for 26 yards (tackle by Brad Maynard). Penalty on Alex Brown: Ineligible Downfield Kic (Offsetting), Penalty on Rod Davis: Offensive Holding (Offsetting) (no play)",-2.490,-2.490
1,0:55,4,10,CHI 11,3,0,"Brad Maynard punts 44 yards, fair catch by Mewelde Moore",-2.490,-1.930
1,0:47,1,10,MIN 45,3,0,Brad Johnson pass complete to Travis Taylor for 21 yards (tackle by Michael Green),1.930,3.310
1,0:08,1,10,CHI 34,3,0,Brad Johnson pass incomplete intended for Jermaine Wiggins (defended by Israel Idonije),3.310,2.770
1,0:03,2,10,CHI 34,3,0,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",2.770,2.090
1,0:03,2,15,CHI 39,3,0,Brad Johnson pass complete to Nate Burleson for 3 yards (tackle by Michael Green and Rashied Davis),2.090,1.820
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
