Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1,3:36,3,2,WAS 40,0,0,Jason Campbell pass incomplete short right intended for Antwaan Randle El,0.890,-0.720
1,3:32,4,2,WAS 40,0,0,"Derrick Frost punts 35 yards, returned by Reno Mahe for 3 yards (tackle by Leigh Torrence)",-0.720,-0.810
1,3:24,1,10,PHI 28,0,0,Donovan McNabb pass incomplete short middle intended for Reggie Brown,0.810,0.260
1,3:18,2,10,PHI 28,0,0,Brian Westbrook left end for 5 yards (tackle by London Fletcher),0.260,0.230
1,2:39,3,5,PHI 33,0,0,Donovan McNabb sacked by Marcus Washington for -2 yards,0.230,-1.310
1,2:13,4,7,PHI 31,0,0,"Saverio Rocca punts 39 yards, muffed catch by Antwaan Randle El, recovered by Antwaan Randle El and returned for no gain",-1.310,-0.870
1,2:07,1,10,WAS 29,0,0,Jason Campbell pass complete deep right to Santana Moss for 48 yards (tackle by Will James),0.870,4.040
1,1:26,1,10,PHI 23,0,0,Clinton Portis left end for -1 yards (tackle by Brian Dawkins),4.040,3.360
1,0:48,2,11,PHI 24,0,0,Jason Campbell pass incomplete short right intended for Todd Yoder,3.360,2.680
1,0:42,3,11,PHI 24,0,0,Jason Campbell pass complete short middle to Clinton Portis for 7 yards (tackle by Omar Gaither),2.680,2.390
1,0:02,4,4,PHI 17,3,0,Shaun Suisham 35 yard field goal good,2.390,3.000
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,WAS 30,3,0,"Shaun Suisham kicks off 59 yards, returned by Correll Buckhalter for 20 yards (tackle by LaRon Landry)",0.000,1.000
2,14:55,1,10,PHI 31,3,0,Donovan McNabb pass complete short right to L.J. Smith for 6 yards (tackle by Marcus Washington),1.000,1.270
2,14:15,2,4,PHI 37,3,0,Donovan McNabb pass incomplete deep left intended for Reggie Brown (defended by Sean Taylor),1.270,0.560
2,14:09,3,4,PHI 37,3,0,Donovan McNabb pass complete short right to Jason Avant for 8 yards,0.560,1.930
2,13:45,1,10,PHI 45,3,0,Brian Westbrook up the middle for 15 yards (tackle by Shawn Springs),1.930,2.920
2,13:01,1,10,WAS 40,3,0,Brian Westbrook for 27 yards (tackle by London Fletcher),2.920,4.710
2,12:20,1,10,WAS 13,3,0,Correll Buckhalter left tackle for 3 yards (tackle by Andre Carter),4.710,4.580
2,11:34,2,7,WAS 10,3,0,Donovan McNabb pass complete short left to Hank Baskett for 3 yards (tackle by Carlos Rogers),4.580,4.330
2,10:53,3,4,WAS 7,3,0,Donovan McNabb pass incomplete short left intended for Reggie Brown,4.330,2.990
2,10:46,4,4,WAS 7,3,3,David Akers 24 yard field goal good,2.990,3.000
2,,,,PHI 30,3,3,"David Akers kicks off 64 yards, returned by Rock Cartwright for 24 yards (tackle by Hank Baskett)",0.000,0.940
2,10:40,1,10,WAS 30,3,3,Clinton Portis left end for no gain (tackle by Omar Gaither),0.940,0.390
2,10:01,2,10,WAS 30,3,3,Jason Campbell pass incomplete short right intended for Antwaan Randle El is intercepted by Will James at WAS-39,0.390,-2.980
2,9:53,1,10,WAS 39,3,3,Donovan McNabb pass complete short left to L.J. Smith for 6 yards (tackle by Rocky McIntosh),2.980,3.250
2,9:12,2,4,WAS 33,3,3,Brian Westbrook left end for 1 yard (tackle by Cornelius Griffin),3.250,2.680
2,8:35,3,3,WAS 32,3,3,Donovan McNabb pass complete short right to Reggie Brown for 8 yards (tackle by Shawn Springs),2.680,3.970
2,7:53,1,10,WAS 24,3,3,Donovan McNabb pass incomplete short right intended for L.J. Smith,3.970,3.430
2,7:50,2,10,WAS 24,3,3,Donovan McNabb pass complete short left to Greg Lewis for 2 yards (tackle by Rocky McIntosh),3.430,3.010
2,7:14,3,8,WAS 22,3,3,Donovan McNabb pass incomplete short right intended for Hank Baskett,3.010,1.990
2,7:08,4,8,WAS 22,3,6,David Akers 39 yard field goal good,1.990,3.000
2,,,,PHI 30,3,6,"David Akers kicks off 63 yards, returned by Rock Cartwright for 18 yards (tackle by Quintin Mikell)",0.000,0.610
2,6:59,1,10,WAS 25,3,6,Clinton Portis left end for 9 yards (tackle by Sean Considine),0.610,1.280
2,6:23,2,1,WAS 34,3,6,Mike Sellers up the middle for no gain (tackle by Omar Gaither),1.280,0.560
2,5:47,,,,3,6,Timeout #1 by Washington Redskins,0.000,0.560
2,5:47,3,1,WAS 34,3,6,Mike Sellers up the middle for 2 yards (tackle by Brian Dawkins),0.560,1.330
2,5:06,1,10,WAS 36,3,6,Clinton Portis for 1 yard (tackle by Sean Considine),1.330,0.930
2,4:43,2,9,WAS 37,3,6,Jason Campbell sacked by Juqua Parker for -2 yards,0.930,-0.030
2,4:06,3,11,WAS 35,3,6,Jason Campbell pass complete short left to Antwaan Randle El for 10 yards (tackle by Joselio Hanson),-0.030,-0.390
2,3:26,4,1,WAS 45,3,6,"Derrick Frost punts 55 yards, touchback",-0.390,-0.280
2,3:17,1,10,PHI 20,3,6,Donovan McNabb left end for 4 yards (tackle by Rocky McIntosh),0.280,0.270
2,2:42,2,6,PHI 24,3,6,Brian Westbrook for 12 yards,0.270,1.330
2,2:13,1,10,PHI 36,3,6,Brian Westbrook up the middle for 4 yards (tackle by Cornelius Griffin),1.330,1.330
2,2:00,2,6,PHI 40,3,6,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,1.330,0.630
2,1:56,3,6,PHI 40,3,6,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,0.630,-0.720
2,1:51,4,6,PHI 40,3,6,"Saverio Rocca punts 33 yards, returned by Antwaan Randle El for no gain",-0.720,-0.740
2,1:42,1,10,WAS 27,3,6,Ladell Betts right end for 4 yards (tackle by Quintin Mikell),0.740,0.740
2,1:08,2,6,WAS 31,3,6,Jason Campbell pass complete short middle to Antwaan Randle El for 9 yards (tackle by Will James),0.740,1.600
2,1:00,,,,3,6,Timeout #2 by Washington Redskins,0.000,1.600
2,1:00,1,10,WAS 40,3,6,Jason Campbell pass incomplete short right intended for Santana Moss,1.600,1.050
2,0:56,2,10,WAS 40,3,6,Jason Campbell pass complete short right to Santana Moss for 9 yards (tackle by Joselio Hanson),1.050,1.550
2,0:51,3,1,WAS 49,3,6,Jason Campbell up the middle for 2 yards (tackle by Omar Gaither),1.550,2.320
2,0:46,,,,3,6,Timeout #3 by Washington Redskins,0.000,2.320
2,0:46,1,10,PHI 49,3,6,Jason Campbell pass complete short right to Santana Moss for 11 yards (tackle by Will James),2.320,3.050
2,0:41,1,10,PHI 38,3,6,Jason Campbell for 20 yards (tackle by Sean Considine),3.050,4.370
2,0:32,1,10,PHI 18,3,6,Jason Campbell pass complete short right to Antwaan Randle El for 17 yards (tackle by Will James),4.370,6.970
2,0:14,1,1,PHI 1,3,6,Jason Campbell spiked the ball,6.970,5.910
2,0:14,2,1,PHI 1,3,6,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",5.910,4.950
2,0:14,2,6,PHI 6,3,6,"Penalty on Jason Fabini: False Start, 5 yards (no play)",4.950,4.020
2,0:14,,,,3,6,Timeout #1 by Philadelphia Eagles,0.000,4.020
2,0:14,2,11,PHI 11,3,6,"Penalty on Jason Fabini: False Start, 5 yards (no play)",4.020,3.340
2,0:14,2,16,PHI 16,9,6,"Jason Campbell pass complete deep left to Chris Cooley for 16 yards, touchdown",3.340,7.000
2,,,,PHI 2,10,6,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,10,6,"Shaun Suisham kicks off 63 yards, returned by Correll Buckhalter for 28 yards (tackle by James Thrash)",0.000,1.270
2,0:02,,,,10,6,Timeout #2 by Philadelphia Eagles,0.000,1.270
2,0:02,1,10,PHI 35,10,6,Brian Westbrook up the middle for 2 yards (tackle by Andre Carter),1.270,0.990
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,6,"Shaun Suisham kicks off 63 yards, returned by Correll Buckhalter for 26 yards",0.000,1.140
3,14:54,1,10,PHI 33,10,6,Brian Westbrook left end for 5 yards (tackle by London Fletcher),1.140,1.270
3,14:13,2,5,PHI 38,10,6,Donovan McNabb pass incomplete short left intended for Kevin Curtis (defended by Carlos Rogers),1.270,0.560
3,14:09,3,5,PHI 38,10,6,Donovan McNabb pass incomplete short right intended for Reggie Brown,0.560,-0.850
3,14:06,4,5,PHI 38,10,6,"Saverio Rocca punts 56 yards, returned by Antwaan Randle El for 8 yards (tackle by Chris Gocong)",-0.850,0.280
3,13:54,1,10,WAS 14,10,6,Clinton Portis right end for 4 yards (tackle by Chris Gocong),-0.280,-0.210
3,13:19,2,6,WAS 18,10,6,Clinton Portis up the middle for 3 yards (tackle by Trent Cole),-0.210,-0.560
3,12:39,3,3,WAS 21,10,6,Jason Campbell pass complete short left to Antwaan Randle El for 8 yards (tackle by Sheldon Brown),-0.560,0.870
3,12:11,1,10,WAS 29,10,6,Jason Campbell for 14 yards,0.870,1.800
3,11:47,1,10,WAS 43,10,6,Ladell Betts right tackle for 1 yard (tackle by Sean Considine),1.800,1.390
3,11:10,2,9,WAS 44,10,6,"Penalty on Mike Sellers: False Start, 5 yards (no play)",1.390,0.710
3,10:52,2,14,WAS 39,10,6,Jason Campbell pass incomplete short right intended for Santana Moss,0.710,0.040
3,10:49,3,14,WAS 39,10,6,Jason Campbell pass incomplete short middle intended for Santana Moss,0.040,-0.780
3,10:43,4,14,WAS 39,10,6,"Derrick Frost punts 54 yards, returned by Reno Mahe for 6 yards (tackle by Khary Campbell)",-0.780,0.320
3,10:33,1,10,PHI 13,10,6,Brian Westbrook up the middle for 2 yards (tackle by Anthony Montgomery),-0.320,-0.570
3,9:59,2,8,PHI 15,10,6,Donovan McNabb pass complete short right to Jason Avant for 4 yards (tackle by Shawn Springs),-0.570,-0.710
,,,,,,,"PHI challenged the fumble ruling, and the original play was overturned.",,
3,9:22,3,4,PHI 19,10,6,Donovan McNabb sacked by Rocky McIntosh for -4 yards,-0.710,-2.440
3,9:08,4,8,PHI 15,10,6,"Saverio Rocca punts 43 yards, returned by Antwaan Randle El for 9 yards (tackle by Matt McCoy)",-2.440,-2.320
3,8:58,1,10,PHI 49,10,6,Clinton Portis left guard for 15 yards (tackle by Takeo Spikes),2.320,3.310
3,8:22,1,10,PHI 34,10,6,Clinton Portis left guard for 7 yards (tackle by Takeo Spikes and Sean Considine),3.310,3.720
3,7:44,2,3,PHI 27,10,6,Jason Campbell pass complete short left to Santana Moss for 5 yards (tackle by Joselio Hanson),3.720,4.110
3,7:04,1,10,PHI 22,10,6,Clinton Portis right end for 7 yards (tackle by Darren Howard),4.110,4.650
3,6:21,2,3,PHI 15,10,6,Ladell Betts right end for 1 yard (tackle by Omar Gaither),4.650,4.150
3,5:54,,,,10,6,Timeout #1 by Washington Redskins,0.000,4.150
3,5:54,3,2,PHI 14,10,6,"Penalty on Todd Yoder: False Start, 5 yards (no play)",4.150,3.260
3,5:54,3,7,PHI 19,10,6,Jason Campbell pass incomplete short left intended for Antwaan Randle El,3.260,2.180
3,5:50,4,7,PHI 19,13,6,Shaun Suisham 37 yard field goal good,2.180,3.000
3,,,,WAS 30,13,6,"Shaun Suisham kicks off 48 yards, returned by Montae Reagor for 14 yards (tackle by LaRon Landry)",0.000,1.330
3,5:40,1,10,PHI 36,13,6,Donovan McNabb pass incomplete deep right intended for Reggie Brown,1.330,0.790
3,5:35,2,10,PHI 36,13,6,Donovan McNabb for 11 yards,0.790,2.060
3,5:05,1,10,PHI 47,13,6,Brian Westbrook for 11 yards (tackle by LaRon Landry),2.060,2.790
3,4:34,1,10,WAS 42,13,6,Donovan McNabb pass complete short left to Hank Baskett for 13 yards (tackle by LaRon Landry),2.790,3.640
3,3:54,1,10,WAS 29,13,6,Brian Westbrook left tackle for 5 yards (tackle by Pierson Prioleau and Andre Carter),3.640,3.780
3,3:16,2,5,WAS 24,13,6,Donovan McNabb pass complete short left to Brian Westbrook for 10 yards (tackle by Sean Taylor),3.780,4.650
3,2:44,1,10,WAS 14,13,6,Donovan McNabb pass incomplete short left intended for Thomas Tapeh,4.650,4.000
3,2:39,2,10,WAS 14,13,6,Brian Westbrook left end for 1 yard (tackle by Rocky McIntosh),4.000,3.260
3,1:59,3,9,WAS 13,13,6,Donovan McNabb pass complete short middle to Brian Westbrook for 5 yards (tackle by Rocky McIntosh),3.260,2.980
3,1:19,4,4,WAS 8,13,9,David Akers 26 yard field goal good,2.980,3.000
3,,,,PHI 30,13,9,"David Akers kicks off 66 yards, returned by Rock Cartwright for 33 yards (tackle by Jason Avant)",0.000,1.400
3,1:09,1,10,WAS 37,13,9,Jason Campbell pass complete short left to Ladell Betts for 28 yards (tackle by Joselio Hanson),1.400,3.250
3,0:24,1,10,PHI 35,13,9,Clinton Portis right end for 3 yards (tackle by Mike Patterson),3.250,3.110
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PHI 32,13,9,Ladell Betts right tackle for -1 yards (tackle by Omar Gaither),3.110,2.280
4,14:17,3,8,PHI 33,13,9,Jason Campbell pass complete short left to Chris Cooley for 9 yards (tackle by Joselio Hanson),2.280,3.970
4,13:32,1,10,PHI 24,13,9,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,3.970,3.430
4,13:26,2,10,PHI 24,13,9,Clinton Portis up the middle for no gain (tackle by Omar Gaither and Trent Cole),3.430,2.740
4,12:43,3,10,PHI 24,13,9,Jason Campbell pass complete short right to Todd Yoder for 18 yards (tackle by Brian Dawkins),2.740,5.830
4,12:08,1,6,PHI 6,19,9,"Clinton Portis left end for 6 yards, touchdown",5.830,7.000
4,,,,PHI 2,20,9,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,20,9,"Shaun Suisham kicks off 63 yards, returned by Correll Buckhalter for 28 yards (tackle by Khary Campbell)",0.000,1.270
4,11:56,1,10,PHI 35,20,9,Donovan McNabb pass complete short middle to Jason Avant for 12 yards (tackle by London Fletcher),1.270,2.060
4,11:23,1,10,PHI 47,20,9,Donovan McNabb pass complete short left to Kevin Curtis for 10 yards (tackle by Demetric Evans),2.060,2.720
4,10:53,1,10,WAS 43,20,9,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,2.720,2.180
4,10:50,2,10,WAS 43,20,9,Donovan McNabb sacked by Cornelius Griffin and LaRon Landry for -8 yards,2.180,0.430
4,10:20,3,18,PHI 49,20,9,Donovan McNabb pass complete short middle to Brian Westbrook for 14 yards (tackle by Rocky McIntosh),0.430,0.790
4,9:52,,,,20,9,Timeout #1 by Philadelphia Eagles,0.000,0.790
4,9:52,4,4,WAS 37,20,9,Donovan McNabb pass complete short left to Jason Avant for 14 yards (tackle by Sean Taylor),0.790,4.040
4,9:23,1,10,WAS 23,20,9,Donovan McNabb pass complete short left to Brian Westbrook for 7 yards (tackle by David Macklin),4.040,4.560
4,8:58,2,3,WAS 16,20,9,Brian Westbrook up the middle for 1 yard (tackle by LaRon Landry),4.560,4.050
4,8:22,,,,20,9,Timeout #2 by Washington Redskins,0.000,4.050
4,8:22,3,2,WAS 15,20,9,Donovan McNabb pass complete short left to Brian Westbrook for 4 yards (tackle by David Macklin),4.050,4.840
4,7:46,1,10,WAS 11,20,9,Donovan McNabb pass complete short right to Brian Westbrook for no gain,4.840,4.140
4,7:21,2,10,WAS 11,20,9,Donovan McNabb pass incomplete left intended for L.J. Smith,4.140,3.130
4,7:17,3,10,WAS 11,20,9,Donovan McNabb pass complete short right to Thomas Tapeh for 7 yards (tackle by London Fletcher),3.130,3.030
4,6:33,4,3,WAS 4,20,12,David Akers 22 yard field goal good,3.030,3.000
4,,,,PHI 30,20,12,"David Akers kicks off 63 yards, returned by Rock Cartwright for 25 yards (tackle by Chris Gocong)",0.000,1.070
4,6:24,1,10,WAS 32,20,12,Ladell Betts left end for 4 yards (tackle by Mike Patterson),1.070,1.070
4,5:43,2,6,WAS 36,20,12,Jason Campbell pass incomplete deep middle intended for Santana Moss,1.070,0.370
4,5:37,3,6,WAS 36,20,12,Jason Campbell pass complete short right to Ladell Betts for -2 yards (tackle by Quintin Mikell),0.370,-1.110
4,4:59,4,8,WAS 34,20,12,"Derrick Frost punts 46 yards, fair catch by Reno Mahe",-1.110,-0.280
4,4:52,1,10,PHI 20,20,12,Donovan McNabb pass complete short right to Thomas Tapeh for 9 yards (tackle by Anthony Montgomery),0.280,0.950
4,4:19,2,1,PHI 29,20,12,Brian Westbrook up the middle for 5 yards (tackle by London Fletcher),0.950,1.200
4,3:53,1,10,PHI 34,20,12,Donovan McNabb pass complete deep right to Jason Avant for 17 yards (tackle by David Macklin),1.200,2.320
4,3:46,1,10,WAS 49,20,12,Donovan McNabb pass complete short middle to Brian Westbrook for 8 yards (tackle by Rocky McIntosh),2.320,2.860
4,3:15,2,2,WAS 41,20,12,Donovan McNabb pass incomplete deep left intended for Greg Lewis,2.860,2.150
4,3:09,3,2,WAS 41,20,12,Brian Westbrook up the middle for -3 yards (tackle by LaRon Landry),2.150,0.330
4,2:58,,,,20,12,Timeout #2 by Philadelphia Eagles,0.000,0.330
4,2:58,4,5,WAS 44,20,12,Donovan McNabb pass complete deep left to Reggie Brown for 19 yards (tackle by Carlos Rogers),0.330,3.910
4,2:29,1,10,WAS 25,20,12,Donovan McNabb pass complete short right to Matt Schobel for 12 yards (tackle by Sean Taylor),3.910,4.710
4,2:02,1,10,WAS 13,20,12,Donovan McNabb pass incomplete short left intended for Reggie Brown,4.710,4.050
4,1:58,2,10,WAS 13,20,12,Donovan McNabb pass complete short left to Kevin Curtis for 4 yards (tackle by Carlos Rogers),4.050,3.880
4,1:13,3,6,WAS 9,20,12,Donovan McNabb pass incomplete short right intended for Kevin Curtis,3.880,2.850
4,1:10,,,,20,12,Timeout #3 by Philadelphia Eagles,0.000,2.850
4,1:10,4,6,WAS 9,20,12,Donovan McNabb pass incomplete short middle intended for Kevin Curtis (defended by LaRon Landry),2.850,0.380
4,1:05,1,10,WAS 9,20,12,Jason Campbell kneels for -1 yards,-0.380,-0.850
4,0:28,2,11,WAS 8,20,12,Jason Campbell kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
