Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Lawrence Tynes kicks off 56 yards, returned by LaRod Stephens-Howling for 20 yards (tackle by Kevin Dockery)",0.000,1.200
1,14:54,1,10,ARI 34,0,0,Kurt Warner pass complete deep right to Steve Breaston for 23 yards (tackle by C.C. Brown and Terrell Thomas),1.200,2.720
1,14:21,1,10,NYG 43,0,0,Tim Hightower left end for 6 yards (tackle by Michael Johnson and Antonio Pierce),2.720,2.990
1,13:39,2,4,NYG 37,0,0,Kurt Warner pass complete short middle to Larry Fitzgerald for 10 yards (tackle by Terrell Thomas and Antonio Pierce),2.990,3.780
1,13:05,1,10,NYG 27,0,0,"Tim Hightower left guard for no gain (tackle by Justin Tuck). Tim Hightower fumbles (forced by Justin Tuck), recovered by Michael Johnson at NYG-27",3.780,-0.740
,,,,,,,"NYG challenged the runner was down by contact ruling, and the original play was overturned.",,
1,12:56,1,10,NYG 27,0,0,Eli Manning pass complete short right to Mario Manningham for 8 yards (tackle by Dominique Rodgers-Cromartie),0.740,1.280
1,12:56,2,2,NYG 35,0,0,Eli Manning pass complete short left to Domenik Hixon for 6 yards (tackle by Bryant McFadden and Chike Okeafor),1.280,1.660
1,11:50,1,10,NYG 41,0,0,Eli Manning pass incomplete short right intended for Madison Hedgecock,1.660,1.120
1,11:39,2,10,NYG 41,0,0,Brandon Jacobs right end for 4 yards (tackle by Clark Haggans and Bryan Robinson),1.120,0.960
1,11:02,3,6,NYG 45,0,0,"Penalty on David Diehl: False Start, 5 yards (no play)",0.960,0.300
1,10:37,3,11,NYG 40,0,0,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Adrian Wilson),0.300,-0.720
1,10:30,4,11,NYG 40,0,0,"Jeff Feagles punts 44 yards, fair catch by Steve Breaston",-0.720,0.140
1,10:22,1,10,ARI 16,0,0,Kurt Warner pass complete short right to Beanie Wells for 1 yard (tackle by Antonio Pierce and Corey Webster),-0.140,-0.510
1,9:47,2,9,ARI 17,0,0,Beanie Wells middle for 1 yard (tackle by Barry Cofield and Justin Tuck),-0.510,-1.070
1,9:07,3,8,ARI 18,0,0,Kurt Warner pass incomplete short middle intended for Tim Hightower,-1.070,-2.240
1,8:55,4,8,ARI 18,0,0,Ben Graham punts 52 yards,-2.240,-0.940
1,8:41,1,10,NYG 30,0,0,Brandon Jacobs left guard for 17 yards (tackle by Antrel Rolle),0.940,2.060
1,8:11,1,10,NYG 47,0,0,Eli Manning pass complete short left to Brandon Jacobs for 6 yards (tackle by Bryant McFadden and Karlos Dansby),2.060,2.330
1,7:37,2,4,ARI 47,0,0,Eli Manning pass incomplete deep middle intended for Domenik Hixon is intercepted by Dominique Rodgers-Cromartie,2.330,-0.280
1,7:21,1,10,ARI 20,0,0,Kurt Warner pass incomplete short left intended for Ben Patrick (defended by Danny Clark),0.280,-0.270
1,7:17,2,10,ARI 20,0,0,Kurt Warner pass complete short left to Anquan Boldin for 18 yards (tackle by C.C. Brown),-0.270,1.470
1,6:57,1,10,ARI 38,0,0,"Kurt Warner pass incomplete deep middle intended for Steve Breaston (defended by Terrell Thomas). Penalty on Steve Breaston: Illegal Formation, 5 yards (no play)",1.470,1.140
1,6:40,1,15,ARI 33,0,0,Kurt Warner pass incomplete short left intended for Anquan Boldin,1.140,0.250
1,6:34,2,15,ARI 33,0,0,Kurt Warner pass complete short middle to Ben Patrick for 10 yards (tackle by Antonio Pierce),0.250,0.890
1,5:53,3,5,ARI 43,0,0,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,0.890,-0.520
1,5:47,4,5,ARI 43,0,0,"Ben Graham punts 47 yards, returned by Domenik Hixon for 11 yards (tackle by Mike Leach)",-0.520,-0.340
1,5:37,1,10,NYG 21,0,0,Ahmad Bradshaw left end for no gain (tackle by Karlos Dansby),0.340,-0.200
1,5:17,2,10,NYG 21,0,0,Ahmad Bradshaw left guard for -2 yards (tackle by Karlos Dansby),-0.200,-1.220
1,4:31,3,12,NYG 19,0,0,"Eli Manning pass incomplete short left intended for Mario Manningham. Penalty on Adrian Wilson: Defensive Offside, 5 yards (no play)",-1.220,-0.490
1,4:24,3,7,NYG 24,0,0,"Eli Manning pass incomplete deep left intended for Mario Manningham. Penalty on Calais Campbell: Defensive Offside, 5 yards (no play)",-0.490,0.170
1,4:20,3,2,NYG 29,0,0,Ahmad Bradshaw right end for 8 yards (tackle by Antrel Rolle and Calais Campbell),0.170,1.400
1,3:44,1,10,NYG 37,0,0,Eli Manning pass incomplete short right intended for Kevin Boss,1.400,0.860
1,3:30,2,10,NYG 37,0,0,Eli Manning pass complete short right to Mario Manningham for 20 yards (tackle by Antrel Rolle),0.860,2.720
1,2:54,1,10,ARI 43,0,0,Ahmad Bradshaw right tackle for 4 yards (tackle by Clark Haggans and Karlos Dansby),2.720,2.720
