Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1,4:50,3,5,NYG 25,14,7,Eli Manning pass complete deep right to Odell Beckham for 22 yards (tackle by Cary Williams),-0.300,2.060
1,4:24,1,10,NYG 47,14,7,Andre Williams left tackle for 8 yards (tackle by Malcolm Jenkins and Emmanuel Acho),2.060,2.600
1,3:41,2,2,PHI 45,14,7,Rashad Jennings left end for 3 yards (tackle by Cary Williams),2.600,2.790
1,3:31,1,10,PHI 42,14,7,Eli Manning pass complete short right to Odell Beckham for 17 yards (tackle by Nolan Carroll),2.790,3.910
1,3:05,1,10,PHI 25,14,7,Rashad Jennings right tackle for 5 yards (tackle by Brandon Graham),3.910,4.040
1,2:26,2,5,PHI 20,14,7,Eli Manning pass incomplete short right intended for Rueben Randle,4.040,3.340
1,2:21,3,5,PHI 20,14,7,Eli Manning pass incomplete deep middle intended for Larry Donnell (defended by Nolan Carroll),3.340,2.170
1,2:16,4,5,PHI 20,14,10,Josh Brown 38 yard field goal good,2.170,3.000
1,2:16,,,NYG 35,14,10,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
1,2:11,1,10,PHI 20,14,10,LeSean McCoy left tackle for 3 yards (tackle by Johnathan Hankins),0.280,0.140
1,1:51,2,7,PHI 23,14,10,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,0.140,-0.560
1,1:45,3,7,PHI 23,14,10,Mark Sanchez pass complete short middle to Jordan Matthews for 24 yards (tackle by Charles Brown),-0.560,2.060
1,1:26,1,10,PHI 47,14,10,Mark Sanchez pass incomplete short left intended for Jordan Matthews (defended by Charles Brown),2.060,1.520
1,1:21,2,10,PHI 47,14,10,Darren Sproles right tackle for 5 yards (tackle by Jameel McClain and Markus Kuhn),1.520,1.490
1,0:54,3,5,NYG 48,14,10,"Penalty on Jeremy Maclin: False Start, 5 yards (no play)",1.490,0.830
1,0:40,3,10,PHI 47,14,10,Mark Sanchez left end for 1 yard (tackle by Damontre Moore),0.830,-0.190
1,0:09,4,9,PHI 48,14,10,"Donnie Jones punts 42 yards, fair catch by Rueben Randle",-0.190,0.380
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 10,14,10,Rashad Jennings up the middle for 5 yards (tackle by Fletcher Cox and Mychal Kendricks),-0.380,-0.350
2,14:26,2,5,NYG 15,14,10,Eli Manning pass incomplete deep middle intended for Adrien Robinson,-0.350,-0.840
2,14:15,3,5,NYG 15,14,10,Eli Manning pass incomplete short middle intended for Larry Donnell,-0.840,-2.440
2,14:10,4,5,NYG 15,14,10,"Steve Weatherford punts 42 yards, out of bounds",-2.440,-1.800
2,14:01,1,10,PHI 43,14,10,Mark Sanchez pass complete short right to Jeremy Maclin for 4 yards (tackle by Mark Herzlich and Jason Pierre-Paul),1.800,1.790
2,13:39,2,6,PHI 47,14,10,LeSean McCoy left tackle for 3 yards (tackle by Markus Kuhn and Mike Patterson),1.790,1.490
2,13:15,3,3,,14,10,Mark Sanchez pass incomplete short middle intended for Darren Sproles,1.490,-0.060
2,13:08,4,3,,14,10,"Donnie Jones punts 39 yards, fair catch by Rueben Randle",-0.060,0.370
2,13:01,1,10,NYG 11,14,10,Eli Manning pass incomplete short right intended for Odell Beckham (defended by Brandon Boykin),-0.370,-0.780
2,12:55,2,10,NYG 11,14,10,Andre Williams left tackle for 1 yard (tackle by Fletcher Cox and Bennie Logan),-0.780,-1.300
2,12:16,3,9,NYG 12,14,10,Eli Manning pass incomplete short left intended for Rueben Randle,-1.300,-2.490
2,12:08,4,9,NYG 12,14,10,Steve Weatherford punts 50 yards,-2.490,-1.470
2,11:57,1,10,PHI 38,14,10,Mark Sanchez pass incomplete deep left intended for Zach Ertz is intercepted by Mike Harris at NYG-40 and returned for 11 yards,1.470,-2.320
2,11:46,1,10,PHI 49,14,10,Eli Manning pass incomplete deep middle intended for Odell Beckham (defended by Malcolm Jenkins),2.320,1.780
2,11:36,2,10,PHI 49,14,10,Eli Manning pass complete short middle to Odell Beckham for 14 yards (tackle by Malcolm Jenkins),1.780,3.250
2,11:06,1,10,PHI 35,14,10,Andre Williams right tackle for 3 yards (tackle by Trent Cole),3.250,3.110
2,10:30,2,7,PHI 32,14,10,Eli Manning pass complete short left to Rueben Randle for 12 yards (tackle by Cary Williams and Emmanuel Acho),3.110,4.240
2,9:43,1,10,PHI 20,14,10,Eli Manning pass incomplete deep right intended for Larry Donnell,4.240,3.690
2,9:37,2,10,PHI 20,14,10,Eli Manning pass complete short middle to Odell Beckham for 12 yards (tackle by Vinny Curry),3.690,5.370
2,8:57,1,8,PHI 8,14,10,Andre Williams right tackle for 4 yards (tackle by Cedric Thornton and Emmanuel Acho),5.370,5.340
2,8:17,2,4,PHI 4,14,10,Andre Williams right tackle for 2 yards (tackle by Trent Cole and Fletcher Cox),5.340,4.950
2,7:35,3,2,PHI 2,14,10,Eli Manning pass incomplete short left intended for Odell Beckham (defended by Brandon Boykin),4.950,3.250
2,7:29,4,2,PHI 2,14,13,Josh Brown 20 yard field goal good,3.250,3.000
2,7:29,,,NYG 35,14,13,"Josh Brown kicks off 70 yards, returned by Josh Huff for 29 yards (tackle by Damontre Moore)",0.000,-0.540
2,7:19,1,10,PHI 24,14,13,Mark Sanchez pass complete short right to Jeremy Maclin for 25 yards (tackle by Dominique Rodgers-Cromartie),0.540,2.190
2,7:07,1,10,PHI 49,14,13,LeSean McCoy left guard for 3 yards (tackle by Johnathan Hankins and Kerry Wynn),2.190,2.050
2,6:41,2,7,NYG 48,14,13,Mark Sanchez sacked by Mark Herzlich for -2 yards,2.050,1.090
2,6:07,3,9,,14,13,Mark Sanchez pass complete short left to Darren Sproles for 5 yards (tackle by Mike Harris),1.090,0.270
2,5:36,4,4,NYG 45,14,13,"Donnie Jones punts 34 yards, fair catch by Rueben Randle",0.270,0.370
2,5:29,1,10,NYG 11,14,13,Rashad Jennings right tackle for 3 yards (tackle by Brandon Graham and Bennie Logan),-0.370,-0.530
2,4:58,2,7,NYG 14,14,13,Eli Manning pass incomplete short left intended for Rashad Jennings,-0.530,-1.070
2,4:48,3,7,NYG 14,14,13,Eli Manning pass complete deep left to Rueben Randle for 36 yards (tackle by Jaylen Watkins),-1.070,2.260
2,4:10,1,10,,14,13,Eli Manning pass incomplete deep left intended for Odell Beckham (defended by Nolan Carroll),2.260,2.260
2,4:00,1,10,,14,13,Timeout #1 by New York Giants,2.260,1.710
2,4:00,2,10,,14,13,"Eli Manning pass complete short right to Preston Parker for 7 yards (tackle by Malcolm Jenkins). Penalty on Malcolm Jenkins: Face Mask (15 Yards), 15 yards",1.710,3.710
2,3:38,1,10,PHI 28,14,13,Eli Manning pass complete deep right to Rueben Randle for 25 yards (tackle by Cary Williams),3.710,6.510
2,2:53,1,3,PHI 3,14,13,Eli Manning pass complete short right to Andre Williams for no gain,6.510,5.530
2,2:22,2,3,PHI 3,14,13,"Eli Manning pass incomplete short right intended for Odell Beckham (defended by Nolan Carroll). Penalty on Rueben Randle: Offensive Pass Interference, 10 yards (no play)",5.530,3.720
2,2:18,2,13,PHI 13,14,13,Eli Manning pass incomplete short right intended for Rashad Jennings,3.720,3.060
2,2:12,3,13,PHI 13,14,13,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Cary Williams),3.060,2.570
2,2:06,4,13,PHI 13,14,13,"Penalty on Steve Weatherford: False Start, 5 yards (no play)",2.570,2.250
2,2:06,4,18,PHI 18,14,16,Josh Brown 36 yard field goal good,2.250,3.000
2,2:06,,,NYG 35,14,16,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,2:02,1,10,PHI 20,14,16,Mark Sanchez pass complete short middle to Zach Ertz for 19 yards (tackle by Jameel McClain),0.280,1.530
2,1:56,1,10,PHI 39,14,16,Mark Sanchez pass complete short middle to Jordan Matthews for 3 yards (tackle by Antrel Rolle),1.530,1.390
2,1:38,2,7,PHI 42,14,16,Mark Sanchez sacked by Jason Pierre-Paul for -9 yards,1.390,-0.490
2,1:06,3,16,PHI 33,14,16,Mark Sanchez pass complete deep middle to Jeremy Maclin for 20 yards (tackle by Dominique Rodgers-Cromartie),-0.490,2.460
2,0:39,1,10,NYG 47,14,16,Mark Sanchez for 6 yards (tackle by Jameel McClain),2.460,2.720
2,0:32,2,4,NYG 41,14,16,Mark Sanchez pass complete short right to Darren Sproles for 10 yards (tackle by Kerry Wynn),2.720,2.720
2,0:25,2,4,NYG 41,14,16,Timeout #1 by Philadelphia Eagles,2.720,3.510
2,0:25,1,10,NYG 31,14,16,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,3.510,2.970
2,0:21,2,10,NYG 31,14,16,Mark Sanchez pass complete deep left to Riley Cooper for 22 yards (tackle by Antrel Rolle),2.970,2.970
2,0:12,2,10,NYG 31,14,16,Timeout #2 by Philadelphia Eagles,2.970,5.140
2,0:12,1,9,NYG 9,14,16,Mark Sanchez pass incomplete short middle intended for Zach Ertz,5.140,4.380
2,0:08,2,9,NYG 9,14,16,"Penalty on Mark Sanchez: Delay of Game, 5 yards (no play)",4.380,3.580
2,0:08,2,14,NYG 14,14,16,Mark Sanchez pass incomplete short middle intended for Darren Sproles (defended by Jameel McClain),3.580,3.000
2,0:02,3,14,NYG 14,17,16,Cody Parkey 32 yard field goal good,3.000,3.000
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,16,"Josh Brown kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,17,16,LeSean McCoy up the middle for 2 yards (tackle by Mike Patterson),0.280,0.000
3,14:38,2,8,PHI 22,17,16,Mark Sanchez pass complete short left to Jordan Matthews for 6 yards (tackle by Mike Harris),0.000,0.100
3,14:22,3,2,PHI 28,17,16,LeSean McCoy right guard for 1 yard (tackle by Mark Herzlich),0.100,-1.440
3,14:05,4,1,PHI 29,17,16,"Donnie Jones punts 43 yards, fair catch by Odell Beckham",-1.440,-0.810
3,13:56,1,10,NYG 28,17,16,Andre Williams left end for -1 yards (tackle by Casey Matthews),0.810,0.130
3,13:22,2,11,NYG 27,17,16,Andre Williams up the middle for no gain (tackle by Fletcher Cox),0.130,-0.560
3,12:45,3,11,NYG 27,17,16,Eli Manning pass incomplete short middle intended for Rueben Randle,-0.560,-1.570
3,12:34,4,11,NYG 27,23,16,"Steve Weatherford punts, blocked by James Casey, recovered by Trey Burton and returned 27 yards, touchdown",-1.570,-7.000
3,12:21,,,NYG 2,24,16,Cody Parkey kicks extra point good,0.000,0.000
3,12:21,,,PHI 35,24,16,"Cody Parkey kicks off 69 yards, returned by Preston Parker for 23 yards (tackle by James Casey)",0.000,-0.150
3,12:21,1,10,NYG 19,24,16,Eli Manning pass complete short right to Odell Beckham for 15 yards (tackle by Malcolm Jenkins),0.150,1.200
3,11:40,1,10,NYG 34,24,16,Rashad Jennings left tackle for 18 yards (tackle by Connor Barwin and Malcolm Jenkins),1.200,2.390
3,11:00,1,10,PHI 48,24,16,"Rashad Jennings left tackle for -3 yards (tackle by Cedric Thornton and Bennie Logan). Penalty on J.D. Walton: Unnecessary Roughness, 15 yards",2.390,-0.580
3,10:31,2,28,NYG 34,24,16,Eli Manning pass complete short right to Odell Beckham for 4 yards (tackle by Brandon Boykin),-0.580,-0.690
3,9:45,3,24,NYG 38,24,16,"Penalty on J.D. Walton: False Start, 5 yards (no play)",-0.690,-1.350
3,9:27,3,29,NYG 33,24,16,Eli Manning pass complete short left to Larry Donnell for 16 yards (tackle by Nate Allen),-1.350,-0.130
3,8:58,4,13,NYG 49,24,16,"Steve Weatherford punts 38 yards, returned by Darren Sproles for 2 yards (tackle by Zackary Bowman)",-0.130,0.220
3,8:45,1,10,PHI 15,24,16,LeSean McCoy left end for -1 yards (tackle by Jason Pierre-Paul and Mike Patterson),-0.220,-0.820
3,8:21,2,11,PHI 14,24,16,Mark Sanchez pass complete short left to Riley Cooper for 15 yards (tackle by Charles Brown),-0.820,0.870
3,8:09,1,10,PHI 29,24,16,Mark Sanchez pass incomplete short right intended for Jordan Matthews,0.870,0.330
3,8:03,2,10,PHI 29,24,16,LeSean McCoy left end for 5 yards (tackle by Antrel Rolle),0.330,0.300
3,7:34,3,5,PHI 34,24,16,Mark Sanchez pass incomplete short left intended for Darren Sproles,0.300,-1.110
3,7:25,4,5,PHI 34,24,16,"Donnie Jones punts 47 yards, fair catch by Odell Beckham",-1.110,-0.150
3,7:16,1,10,NYG 19,24,16,Andre Williams right guard for 6 yards (tackle by Trent Cole),0.150,0.480
3,6:44,2,4,NYG 25,24,16,Andre Williams right guard for 2 yards (tackle by Casey Matthews and Cedric Thornton),0.480,-0.030
3,6:03,3,2,NYG 27,24,16,Eli Manning pass complete short right to Rueben Randle for 24 yards (tackle by Nate Allen),-0.030,2.320
3,5:53,1,10,PHI 49,24,16,Eli Manning pass complete short middle to Odell Beckham for 15 yards (tackle by Malcolm Jenkins and Nate Allen),2.320,3.310
3,5:10,1,10,PHI 34,24,16,"Eli Manning pass complete deep middle to Rueben Randle for 34 yards. Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",3.310,2.650
3,5:02,1,20,PHI 44,24,16,Eli Manning pass incomplete short left intended for Rueben Randle,2.650,1.420
3,4:57,2,20,PHI 44,24,16,Eli Manning pass incomplete deep right intended for Preston Parker,1.420,0.760
3,4:50,3,20,PHI 44,24,16,Eli Manning pass complete short right to Odell Beckham for 9 yards (tackle by Brandon Boykin),0.760,0.970
3,4:32,4,11,PHI 35,24,19,Josh Brown 53 yard field goal good,0.970,3.000
3,4:32,,,NYG 35,24,19,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,4:24,1,10,PHI 20,24,19,LeSean McCoy left guard for 11 yards (tackle by Mark Herzlich),0.280,1.000
3,3:59,1,10,PHI 31,24,19,LeSean McCoy right tackle for 3 yards (tackle by Mark Herzlich),1.000,0.870
3,3:34,2,7,PHI 34,24,19,Mark Sanchez right end for 3 yards (tackle by Antrel Rolle),0.870,0.560
3,3:03,3,4,PHI 37,24,19,Mark Sanchez pass incomplete deep middle intended for Josh Huff,0.560,-0.910
3,2:55,4,4,PHI 37,24,19,"Donnie Jones punts 43 yards, fair catch by Rueben Randle",-0.910,-0.280
3,2:47,1,10,NYG 20,24,19,Eli Manning pass complete short left to Andre Williams for 5 yards (tackle by Brandon Graham),0.280,0.410
3,2:10,2,5,NYG 25,24,19,Eli Manning pass incomplete deep middle intended for Odell Beckham (defended by Malcolm Jenkins),0.410,-0.300
3,2:00,3,5,NYG 25,24,19,Eli Manning pass complete short right to Larry Donnell for 10 yards (tackle by Malcolm Jenkins),-0.300,1.270
3,1:21,1,10,NYG 35,24,19,Andre Williams left tackle for no gain (tackle by Bennie Logan),1.270,0.720
3,0:52,2,10,NYG 35,24,19,Eli Manning pass incomplete deep right intended for Odell Beckham (defended by Jaylen Watkins),0.720,0.720
3,0:38,2,10,NYG 35,24,19,Timeout #1 by New York Giants,0.720,0.040
3,0:38,3,10,NYG 35,24,19,Eli Manning pass complete short left to Rashad Jennings for 4 yards (tackle by Malcolm Jenkins),0.040,-0.780
3,0:20,4,6,NYG 39,24,19,"Steve Weatherford punts 39 yards, returned by Darren Sproles for 13 yards (tackle by Damontre Moore)",-0.780,-1.270
3,0:07,1,10,PHI 35,24,19,Mark Sanchez pass complete short left to Jordan Matthews for 7 yards (tackle by Mike Harris and Charles Brown),1.270,1.670
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,PHI 42,24,19,LeSean McCoy right end for 21 yards (tackle by Quintin Demps),1.670,3.120
4,14:47,1,10,NYG 37,24,19,Mark Sanchez pass complete short left to LeSean McCoy for 15 yards (tackle by Jameel McClain),3.120,4.110
4,14:21,1,10,NYG 22,24,19,Mark Sanchez pass complete short middle to Jordan Matthews for 8 yards (tackle by Jameel McClain and Mark Herzlich),4.110,4.850
4,13:56,2,2,NYG 14,24,19,Chris Polk up the middle for 5 yards (tackle by Jason Pierre-Paul and Charles Brown),4.850,5.140
4,13:34,1,9,NYG 9,24,19,Mark Sanchez pass incomplete short left intended for Chris Polk,5.140,4.380
4,13:32,2,9,NYG 9,24,19,Mark Sanchez pass complete short middle to Jordan Matthews for 8 yards (tackle by Mike Harris),4.380,5.170
4,13:09,3,1,NYG 1,30,19,"Chris Polk up the middle for 1 yard, touchdown",5.170,7.000
4,13:09,,,NYG 2,31,19,Cody Parkey kicks extra point good,0.000,0.000
4,13:09,,,PHI 35,31,19,"Cody Parkey kicks off 65 yards, returned by Preston Parker for 20 yards (tackle by Brandon Graham)",0.000,-0.280
4,13:02,1,10,NYG 20,31,19,Eli Manning pass incomplete short middle intended for Rueben Randle,0.280,-0.270
4,12:55,2,10,NYG 20,31,19,Eli Manning pass incomplete deep middle intended for Larry Donnell,-0.270,-0.960
4,12:48,3,10,NYG 20,31,19,Eli Manning pass complete short right to Preston Parker for 13 yards (tackle by Brandon Boykin). Penalty on Brandon Boykin: Illegal Contact (Declined),-0.960,1.140
4,12:40,1,10,NYG 33,31,19,Eli Manning pass complete short right to Odell Beckham for 4 yards (tackle by Jaylen Watkins and Connor Barwin),1.140,1.130
4,12:00,2,6,NYG 37,31,25,"Eli Manning pass complete deep right to Odell Beckham for 63 yards, touchdown",1.130,7.000
4,12:00,,,PHI 2,31,26,Josh Brown kicks extra point good,0.000,0.000
4,12:00,,,NYG 35,31,26,"Josh Brown kicks off 50 yards, returned by James Casey for 11 yards (tackle by Spencer Paysinger)",0.000,-0.670
4,11:41,1,10,PHI 26,31,26,"Mark Sanchez pass complete short right to Darren Sproles for 8 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Face Mask (15 Yards), 15 yards",0.670,2.190
4,11:29,1,10,PHI 49,31,26,Mark Sanchez pass complete short middle to Zach Ertz for 9 yards (tackle by Antrel Rolle and Jameel McClain),2.190,2.860
4,11:09,2,1,NYG 42,31,26,Mark Sanchez pass incomplete deep right intended for Jeremy Maclin,2.860,2.150
4,11:00,3,1,NYG 42,31,26,LeSean McCoy up the middle for 4 yards (tackle by Kerry Wynn),2.150,3.050
4,10:35,1,10,NYG 38,31,26,Mark Sanchez pass complete short left to Josh Huff for 6 yards (tackle by Charles Brown),3.050,3.320
4,10:13,2,4,NYG 32,31,26,LeSean McCoy right guard for 4 yards (tackle by Antrel Rolle),3.320,3.710
4,9:58,1,10,NYG 28,31,26,Mark Sanchez sacked by Markus Kuhn for -7 yards,3.710,2.220
4,9:31,2,17,NYG 35,31,26,Chris Polk up the middle for 4 yards (tackle by Mike Harris and Jameel McClain),2.220,2.080
4,8:56,3,13,NYG 31,31,26,"Penalty on Charles Brown: Encroachment, 5 yards (no play)",2.080,2.740
4,8:47,3,8,NYG 26,31,26,Mark Sanchez pass complete short right to Jordan Matthews for 5 yards (tackle by Jameel McClain and Zackary Bowman),2.740,2.160
4,8:02,4,3,NYG 21,34,26,Cody Parkey 39 yard field goal good,2.160,3.000
4,8:02,,,PHI 35,34,26,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
4,7:56,1,10,NYG 20,34,26,Andre Williams up the middle for 4 yards (tackle by Emmanuel Acho and Fletcher Cox),0.280,0.270
4,7:20,2,6,NYG 24,34,26,Eli Manning pass complete short left to Andre Williams for 14 yards (tackle by Mychal Kendricks),0.270,1.470
4,6:47,1,10,NYG 38,34,26,Rashad Jennings left end for no gain (tackle by Fletcher Cox),1.470,0.920
4,6:09,2,10,NYG 38,34,26,Eli Manning pass incomplete short right intended for Preston Parker (defended by Brandon Boykin),0.920,0.230
4,6:02,3,10,NYG 38,34,26,Eli Manning pass complete short middle to Rashad Jennings for 1 yard (tackle by Mychal Kendricks),0.230,-0.780
4,5:28,4,9,NYG 39,34,26,"Steve Weatherford punts 45 yards, fair catch by Darren Sproles",-0.780,0.140
4,5:19,1,10,PHI 16,34,26,Mark Sanchez sacked by Jason Pierre-Paul for -12 yards,-0.140,-1.660
4,4:40,2,22,PHI 4,34,26,LeSean McCoy left tackle for 4 yards (tackle by Mike Harris and Mark Herzlich),-1.660,-2.360
4,4:03,3,18,PHI 8,34,26,Chris Polk up the middle for 17 yards (tackle by Quintin Demps),-2.360,-2.360
4,3:53,3,18,PHI 8,34,26,Timeout #2 by New York Giants,-2.360,-1.700
4,3:53,4,1,PHI 25,34,26,"Donnie Jones punts 44 yards, fair catch by Rueben Randle",-1.700,-1.000
4,3:45,1,10,NYG 31,34,26,Rashad Jennings left guard for 4 yards (tackle by Mychal Kendricks and Trent Cole),1.000,1.000
4,3:10,2,6,NYG 35,34,26,Eli Manning pass incomplete deep left intended for Rueben Randle is intercepted by Nate Allen at PHI-42 and returned for 40 yards,1.000,-4.370
4,2:51,1,10,NYG 18,34,26,Chris Polk up the middle for no gain (tackle by Mike Patterson and Cullen Jenkins),4.370,3.800
4,2:10,2,10,NYG 18,34,26,Chris Polk up the middle for 7 yards (tackle by Quintin Demps and Charles Brown),3.800,4.260
4,2:00,3,3,NYG 11,34,26,Chris Polk up the middle for 4 yards (tackle by Zackary Bowman),4.260,4.260
4,1:55,3,3,NYG 11,34,26,Timeout #3 by New York Giants,4.260,5.600
4,1:55,1,7,NYG 7,34,26,Mark Sanchez kneels for -1 yards,5.600,4.570
4,1:21,2,8,NYG 8,34,26,Mark Sanchez kneels for -1 yards,4.570,3.360
4,0:35,3,9,NYG 9,34,26,Mark Sanchez kneels for -1 yards,3.360,2.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
