Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
1,0:23,3,6,IND 25,6,0,Steve McNair pass complete short middle to Todd Heap for 2 yards (tackle by Raheem Brock and Marlin Jackson),2.940,2.000
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,IND 23,6,3,Matt Stover 40 yard field goal good,2.000,3.000
2,,,,BAL 30,6,3,"Matt Stover kicks off 59 yards, returned by Terrence Wilkins for 18 yards (tackle by Dennis Haley)",0.000,0.870
2,14:45,1,10,IND 29,6,3,Peyton Manning pass incomplete short right intended for Dallas Clark,0.870,0.330
2,14:45,2,10,IND 29,6,3,Joseph Addai right end for no gain (tackle by Haloti Ngata and Ray Lewis),0.330,-0.360
2,14:13,3,10,IND 29,6,3,Peyton Manning pass incomplete deep middle intended for Dallas Clark is intercepted by Ed Reed at BAL-45,-0.360,-1.930
2,14:09,1,10,BAL 45,6,3,Jamal Lewis left tackle for 9 yards (tackle by Antoine Bethea),1.930,2.600
2,13:28,2,1,IND 46,6,3,Ovie Mughelli left guard for 3 yards (tackle by Robert Mathis and Anthony McFarland),2.600,2.720
2,12:45,1,10,IND 43,6,3,Jamal Lewis left tackle for 18 yards (tackle by Antoine Bethea),2.720,3.910
2,12:08,1,10,IND 25,6,3,Mike Anderson middle for 3 yards (tackle by Rob Morris and Antoine Bethea),3.910,3.770
2,11:26,2,7,IND 22,6,3,Steve McNair pass complete short right to Daniel Wilcox for 15 yards (tackle by Antoine Bethea and Gary Brackett),3.770,5.600
2,10:41,1,7,IND 7,6,3,Jamal Lewis middle for 4 yards (tackle by Cato June),5.600,5.530
2,10:07,2,3,IND 3,6,3,Jamal Lewis middle for -1 yards,5.530,4.490
2,9:21,,,,6,3,Timeout #1 by Baltimore Ravens,0.000,4.490
2,9:21,3,4,IND 4,6,3,Steve McNair pass incomplete short middle intended for Todd Heap is intercepted by Antoine Bethea at IND-1,4.490,0.380
2,9:15,1,10,IND 1,6,3,Dominic Rhodes middle for 1 yard (tackle by Adalius Thomas and Terrell Suggs),-0.380,-0.710
2,8:44,2,9,IND 2,6,3,Dominic Rhodes left guard for 2 yards (tackle by Kelly Gregg and Ray Lewis),-0.710,-1.070
2,8:44,3,7,IND 4,6,3,"Penalty on Jarret Johnson: Neutral Zone Infraction, 5 yards (no play)",-1.070,-0.480
2,7:59,3,2,IND 9,6,3,Peyton Manning pass complete short middle to Marvin Harrison for 7 yards (tackle by Chris McAlister),-0.480,-0.140
2,7:23,1,10,IND 16,6,3,Peyton Manning for 7 yards (tackle by Ray Lewis),-0.140,0.420
2,6:57,2,3,IND 23,6,3,Joseph Addai right guard for 4 yards (tackle by Bart Scott and Ray Lewis),0.420,0.740
2,6:16,1,10,IND 27,6,3,Peyton Manning pass incomplete short middle intended for Marvin Harrison (defended by Chris McAlister),0.740,0.200
2,6:10,2,10,IND 27,6,3,Joseph Addai left tackle for 4 yards (tackle by Adalius Thomas and Ray Lewis),0.200,0.040
2,5:26,3,6,IND 31,6,3,Peyton Manning pass complete short right to Marvin Harrison for 10 yards (tackle by Chris McAlister),0.040,1.660
2,5:10,1,10,IND 41,6,3,Peyton Manning pass complete deep right to Marvin Harrison for 21 yards,1.660,3.050
2,4:41,1,10,BAL 38,6,3,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Ray Lewis),3.050,2.780
2,4:07,2,8,BAL 36,6,3,Joseph Addai left guard for 2 yards (tackle by Kelly Gregg and Haloti Ngata),2.780,2.340
2,3:27,3,6,BAL 34,6,3,Peyton Manning pass incomplete deep right intended for Dallas Clark,2.340,1.070
2,3:20,4,6,BAL 34,9,3,Adam Vinatieri 51 yard field goal good,1.070,3.000
2,,,,IND 30,9,3,"Adam Vinatieri kicks off 65 yards, returned by Cory Ross for 17 yards (tackle by Darrell Reid)",0.000,0.410
2,3:09,1,10,BAL 22,9,3,Steve McNair pass complete short left to Ovie Mughelli for 2 yards (tackle by Nick Harper),0.410,0.140
2,2:27,2,8,BAL 24,9,3,Steve McNair pass complete short right to Jamal Lewis for 3 yards (tackle by Gary Brackett and Nick Harper),0.140,-0.160
2,2:00,3,5,BAL 27,9,3,Steve McNair pass incomplete short middle intended for Todd Heap (defended by Bob Sanders),-0.160,-1.570
2,1:56,4,5,BAL 27,9,3,"Sam Koch punts 38 yards, returned by Terrence Wilkins for 10 yards (tackle by Matt Katula)",-1.570,-1.930
2,1:44,1,10,IND 45,9,3,Joseph Addai right tackle for 4 yards (tackle by Jarret Johnson and Adalius Thomas),1.930,1.920
2,1:19,2,6,IND 49,9,3,Peyton Manning pass incomplete short left intended for Dallas Clark,1.920,1.220
2,1:12,3,6,IND 49,9,3,Peyton Manning pass incomplete deep left intended for Aaron Moorehead,1.220,-0.130
2,1:05,4,6,IND 49,9,3,"Hunter Smith punts 51 yards, touchback",-0.130,-0.280
2,0:55,1,10,BAL 20,9,3,Mike Anderson left tackle for 8 yards (tackle by Marlin Jackson and Cato June),0.280,0.810
2,0:25,2,2,BAL 28,9,3,Mike Anderson right end for 4 yards (tackle by Rob Morris and Cato June),0.810,1.070
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,9,3,"Matt Stover kicks off 66 yards, returned by Terrence Wilkins for no gain. Terrence Wilkins fumbles, recovered by Terrence Wilkins at IND-4",0.000,-0.060
3,14:53,1,10,IND 17,9,3,Peyton Manning pass complete short middle to Joseph Addai for 8 yards (tackle by Bart Scott),-0.060,0.620
3,14:11,2,2,IND 25,9,3,Joseph Addai left tackle for 1 yard (tackle by Adalius Thomas),0.620,-0.120
3,13:42,3,1,IND 26,9,3,Joseph Addai middle for 2 yards (tackle by Kelly Gregg),-0.120,0.810
3,13:03,1,10,IND 28,9,3,Peyton Manning pass complete short left to Joseph Addai for 12 yards (tackle by Bart Scott),0.810,1.600
3,12:31,1,10,IND 40,9,3,Peyton Manning pass complete deep middle to Dallas Clark for 27 yards (tackle by Ed Reed),1.600,3.380
3,11:51,1,10,BAL 33,9,3,Joseph Addai left guard for 4 yards (tackle by Trevor Pryce),3.380,3.380
3,11:13,2,6,BAL 29,9,3,Peyton Manning pass incomplete short right intended for Dallas Clark,3.380,2.680
3,11:08,,,,9,3,Timeout #1 by Indianapolis Colts,0.000,2.680
3,11:08,3,6,BAL 29,9,3,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.680,1.520
3,10:57,4,6,BAL 29,12,3,Adam Vinatieri 48 yard field goal good,1.520,3.000
3,,,,IND 30,12,3,"Adam Vinatieri kicks off 57 yards, returned by Cory Ross for 21 yards (tackle by Robert Mathis)",0.000,1.200
3,10:52,1,10,BAL 34,12,3,Steve McNair pass incomplete short left intended for Mark Clayton (defended by Jason David),1.200,0.660
3,10:48,2,10,BAL 34,12,3,Steve McNair pass complete deep left to Mark Clayton for 19 yards (tackle by Bob Sanders),0.660,2.460
3,10:23,1,10,IND 47,12,3,Steve McNair pass incomplete short right intended for Derrick Mason,2.460,1.910
3,10:19,2,10,IND 47,12,3,"Steve McNair pass complete short right to Ovie Mughelli for 4 yards (tackle by Nick Harper and Cato June). Penalty on Jason Brown: Illegal Use of Hands, 9 yards (no play)",1.910,0.700
3,9:50,2,19,BAL 44,12,3,Steve McNair pass complete short middle to Derrick Mason for 9 yards (tackle by Bob Sanders and Marlin Jackson),0.700,1.220
3,9:06,3,10,IND 47,12,3,Steve McNair pass complete short left to Mark Clayton for 6 yards (tackle by Cato June),1.220,0.530
3,8:37,,,,12,3,Timeout #2 by Indianapolis Colts,0.000,0.530
3,8:37,4,4,IND 41,12,3,"Sam Koch punts 30 yards, fair catch by Terrence Wilkins",0.530,0.370
3,8:30,1,10,IND 11,12,3,Dominic Rhodes right tackle for 25 yards (tackle by Dawan Landry),-0.370,1.330
3,7:44,1,10,IND 36,12,3,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by Samari Rolle),1.330,2.260
3,7:04,1,10,IND 50,12,3,Dominic Rhodes right tackle for -1 yards (tackle by Ray Lewis),2.260,1.580
3,6:22,2,11,IND 49,12,3,"Peyton Manning pass complete short left to Marvin Harrison for 7 yards (tackle by Corey Ivy). Marvin Harrison fumbles (forced by Corey Ivy), ball out of bounds at BAL-44",1.580,1.820
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
3,5:56,3,4,BAL 44,12,3,Peyton Manning pass incomplete short right intended for Reggie Wayne (defended by Ray Lewis),1.820,0.330
3,5:52,4,4,BAL 44,12,3,Hunter Smith punts 39 yards,0.330,0.380
3,5:43,1,10,BAL 5,12,3,Steve McNair sacked by Josh Thomas for 0 yards,-0.380,-0.780
3,5:11,2,10,BAL 5,12,3,Steve McNair pass complete short left to Ovie Mughelli for 9 yards (tackle by Antoine Bethea),-0.780,-0.370
3,4:27,3,1,BAL 14,12,3,Ovie Mughelli middle for 3 yards (tackle by Marlin Jackson),-0.370,-0.060
3,3:44,1,10,BAL 17,12,3,"Steve McNair pass complete deep left to Mark Clayton for 48 yards (tackle by Antoine Bethea). Mark Clayton fumbles (forced by Antoine Bethea), recovered by Jason David at IND-35 and returned for 10 yards. Penalty on Jason David: Illegal Contact, 5 yards (no play)",-0.060,0.410
3,3:18,1,10,BAL 22,12,3,Jamal Lewis left guard for 8 yards (tackle by Gary Brackett and Rob Morris),0.410,0.950
3,2:41,2,2,BAL 30,12,3,Mike Anderson middle for 3 yards (tackle by Bob Sanders),0.950,1.140
3,2:03,1,10,BAL 33,12,3,Steve McNair pass complete deep middle to Todd Heap for 23 yards (tackle by Bob Sanders),1.140,2.650
3,1:15,,,,12,3,Timeout #2 by Baltimore Ravens,0.000,2.650
3,1:15,1,10,IND 44,12,3,Steve McNair pass complete short right to Jamal Lewis for 13 yards (tackle by Rob Morris and Raheem Brock),2.650,3.510
3,1:15,1,10,IND 31,12,3,"Penalty on Quinn Sypniewski: False Start, 5 yards (no play)",3.510,3.180
3,0:06,1,15,IND 36,12,3,Jamal Lewis middle for no gain (tackle by Cato June and Rob Morris),3.180,2.290
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,IND 36,12,3,"Steve McNair pass complete short middle to Daniel Wilcox for 5 yards (tackle by Cato June). Penalty on Jonathan Ogden: Offensive Holding, 10 yards (no play)",2.290,0.940
4,14:30,2,25,IND 46,12,3,Steve McNair pass complete short middle to Derrick Mason for 7 yards (tackle by Gary Brackett and Cato June),0.940,1.220
4,14:30,3,18,IND 39,12,3,Steve McNair pass complete short left to Mike Anderson for 6 yards (tackle by Bob Sanders),1.220,1.150
4,14:30,4,12,IND 33,12,6,Matt Stover 51 yard field goal good,1.150,3.000
4,,,,BAL 30,12,6,"Matt Stover kicks off 68 yards, muffed catch by Terrence Wilkins, recovered by Terrence Wilkins at IND-2, and returned for 17 yards",0.000,0.150
4,12:57,1,10,IND 19,12,6,"Peyton Manning pass complete short right to Joseph Addai for 3 yards (tackle by Chris McAlister). Penalty on Tarik Glenn: Offensive Holding, 9 yards (no play)",0.150,-0.720
4,12:41,1,19,IND 10,12,6,Peyton Manning pass incomplete deep left intended for Dallas Clark,-0.720,-1.440
4,12:10,2,19,IND 10,12,6,Joseph Addai middle for 2 yards (tackle by Terrell Suggs),-1.440,-2.240
4,12:06,3,17,IND 12,12,6,Peyton Manning pass incomplete deep right intended for Marvin Harrison is intercepted by Ed Reed at BAL-39,-2.240,-1.530
4,12:03,1,10,BAL 39,12,6,Steve McNair pass incomplete short left intended for Mark Clayton,1.530,0.990
4,11:58,2,10,BAL 39,12,6,Steve McNair pass incomplete short left intended for Mike Anderson,0.990,0.300
4,11:53,3,10,BAL 39,12,6,Steve McNair pass complete deep middle to Mark Clayton for 21 yards (tackle by Bob Sanders),0.300,2.920
4,11:13,1,10,IND 40,12,6,Jamal Lewis right end for 1 yard (tackle by Rob Morris and Cato June),2.920,2.510
4,10:31,2,9,IND 39,12,6,Steve McNair pass incomplete deep right intended for Todd Heap,2.510,1.820
4,10:25,3,9,IND 39,12,6,Steve McNair pass incomplete deep right intended for Demetrius Williams is intercepted by Nick Harper at IND-23 and returned for 9 yards,1.820,-1.070
4,10:18,1,10,IND 32,12,6,Peyton Manning sacked by Adalius Thomas and Kelly Gregg for -9 yards,1.070,-0.690
4,9:37,2,19,IND 23,12,6,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Ed Reed),-0.690,-1.350
4,9:32,3,19,IND 23,12,6,Peyton Manning pass complete short middle to Ben Utecht for 11 yards (tackle by Ray Lewis),-1.350,-1.110
4,8:52,4,8,IND 34,12,6,"Hunter Smith punts 51 yards, returned by Cory Ross for 12 yards (tackle by Keith O'Neil)",-1.110,-0.740
4,8:43,1,10,BAL 27,12,6,Jamal Lewis right tackle for 2 yards (tackle by Bob Sanders and Cato June),0.740,0.470
4,7:57,2,8,BAL 29,12,6,Steve McNair pass incomplete short middle intended for Daniel Wilcox,0.470,-0.230
4,7:53,3,8,BAL 29,12,6,Steve McNair pass incomplete short right intended for Jamal Lewis,-0.230,-1.440
4,7:47,4,8,BAL 29,12,6,"Sam Koch punts 37 yards, returned by Terrence Wilkins for 2 yards (tackle by Tim Johnson)",-1.440,-1.330
4,7:39,1,10,IND 36,12,6,Dominic Rhodes left guard for 3 yards (tackle by Terrell Suggs and Ray Lewis),1.330,1.200
4,6:55,2,7,IND 39,12,6,Dominic Rhodes left guard for 5 yards (tackle by Kelly Gregg and Bart Scott),1.200,1.160
4,6:55,3,2,IND 44,12,6,Dominic Rhodes left guard for 6 yards (tackle by Ray Lewis and Terrell Suggs),1.160,2.260
4,5:26,1,10,IND 50,12,6,Dominic Rhodes left guard for -3 yards (tackle by Terrell Suggs),2.260,1.310
4,4:43,2,13,IND 47,12,6,Dominic Rhodes left guard for 8 yards (tackle by Adalius Thomas and Trevor Pryce),1.310,1.690
4,3:57,,,,12,6,Timeout #3 by Indianapolis Colts,0.000,1.690
4,3:57,3,5,BAL 45,12,6,Peyton Manning pass complete short right to Dallas Clark for 14 yards (tackle by Corey Ivy),1.690,3.510
4,3:57,1,10,BAL 31,12,6,"Dominic Rhodes right guard for no gain (tackle by Corey Ivy). Penalty on BAL: Defensive 12 On-field, 5 yards (no play)",3.510,4.240
4,3:29,1,5,BAL 26,12,6,Dominic Rhodes right tackle for 2 yards (tackle by Kelly Gregg),4.240,3.910
4,2:47,2,3,BAL 24,12,6,Dominic Rhodes left guard for -1 yards (tackle by Ray Lewis and Trevor Pryce),3.910,3.070
4,2:18,3,4,BAL 25,12,6,Dominic Rhodes right tackle for 5 yards (tackle by Ray Lewis),3.070,4.240
4,1:58,1,10,BAL 20,12,6,Dominic Rhodes left end for 4 yards (tackle by Ray Lewis),4.240,4.280
4,1:50,,,,12,6,Timeout #3 by Baltimore Ravens,0.000,4.280
4,1:46,2,6,BAL 16,12,6,Dominic Rhodes left tackle for no gain (tackle by Jarret Johnson and Aubrayo Franklin),4.280,3.520
4,1:07,3,6,BAL 16,12,6,Peyton Manning kneels for -1 yards,3.520,2.310
4,0:26,4,7,BAL 17,15,6,Adam Vinatieri 35 yard field goal good,2.310,3.000
4,,,,IND 30,15,6,"Adam Vinatieri kicks off 57 yards, returned by Cory Ross for 20 yards (tackle by Tyjuan Hagler)",0.000,1.140
4,0:18,1,10,BAL 33,15,6,"Steve McNair sacked by Robert Mathis for -12 yards. Steve McNair fumbles (forced by Robert Mathis), recovered by Robert Mathis at BAL-21 (tackle by Steve McNair)",1.140,-4.170
4,0:08,1,10,BAL 21,15,6,Peyton Manning kneels for -1 yards,4.170,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
